track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Spricklestown (IRE),Mr H C Swan,3,P Stafford,7th,1/2 l,5,11-7,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Mr Mcwhinny (IRE),Mr O T Gilligan,7,P J Gilligan,6th,4 l,6,12-0t1,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Moylussa (IRE),Mr F Maguire,0,T Hogan,5th,15 l,5,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Parga Diamond (IRE),Mr E Mahon,7,Miss H McLoughlin,4th,5 1/2 l,5,11-7ht1,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Eastbank Warrior (IRE),Mr D O'Connor,0,Jonathan Sweeney,3rd,3/4 l,6,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Steppingstone (FR),Miss J Townend,0,W P Mullins,2nd,3 1/2 l,6,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Black Heather (IRE),Mr P A King,5,D H Kelly,1st,N/A,5,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Leave In Secret (IRE),Mr F R Buckley,7,T Gibney,NR,N/A,5,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Base Of Fire (IRE),Mr P W Mullins,0,R O'Brien,PU,N/A,5,12-0h1,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Kilroe Champ (IRE),Mr A P Ryan,7,J Neilan,14th,71 l,7,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Brave Crogha (FR),Miss A B O'Connor,0,I Madden,13th,8 l,5,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Notevenatext (IRE),Mr D J Walsh,7,Brendan Walsh,12th,15 l,6,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Stand Back,Mr J L Gleeson,5,H De Bromhead,11th,7 l,5,12-0t1,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Howsagoinlike (IRE),Mr L P Shanahan,7,R O'Sullivan,10th,1 3/4 l,5,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Love Like This (IRE),Mr D Doyle,7,J P Ryan,9th,19 l,6,11-7,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Jazzwing (IRE),Mr J H Williamson,7,Peter Fahey,8th,6 l,6,11-7,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Spricklestown (IRE),Mr H C Swan,3,P Stafford,7th,1/2 l,5,11-7,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Mr Mcwhinny (IRE),Mr O T Gilligan,7,P J Gilligan,6th,4 l,6,12-0t1,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Moylussa (IRE),Mr F Maguire,0,T Hogan,5th,15 l,5,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Parga Diamond (IRE),Mr E Mahon,7,Miss H McLoughlin,4th,5 1/2 l,5,11-7ht1,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Eastbank Warrior (IRE),Mr D O'Connor,0,Jonathan Sweeney,3rd,3/4 l,6,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Steppingstone (FR),Miss J Townend,0,W P Mullins,2nd,3 1/2 l,6,12-0,-,True,129,34
Ballinrobe Racing Results | 23rd July 2024 20:23,N/A,20:23,Good To Yielding,1m 7f 119y,Black Heather (IRE),Mr P A King,5,D H Kelly,1st,N/A,5,12-0,-,True,129,34
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Cathryns Ruby (IRE),L Quinlan,3,R Hackett,NR,N/A,7,11-7h1,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Implicit (FR),P Townend,0,W P Mullins,PU,N/A,6,11-7h,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Broomfield Gale (IRE),M Hamill,0,R Murphy,7th,43 l,6,11-7t1,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Rebel Treaty (IRE),P T Enright,0,Con McSweeney,6th,1 3/4 l,6,11-7,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Must Be Dreaming (IRE),J J Slevin,0,G Ahern,5th,26 l,7,11-7v,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Still Ciel (IRE),Rachael Blackmore,0,H De Bromhead,4th,3 1/2 l,7,11-7t,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Miss Agusta (IRE),J W Kennedy,0,G Elliott,3rd,1 1/4 l,6,11-7,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Costanuci (IRE),B Hayes,0,J Queally,2nd,6 l,7,11-7,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Broomfield Bijou (IRE),K M Donoghue,0,J P Dempsey,1st,N/A,6,11-7,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Cathryns Ruby (IRE),L Quinlan,3,R Hackett,NR,N/A,7,11-7h1,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Implicit (FR),P Townend,0,W P Mullins,PU,N/A,6,11-7h,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Broomfield Gale (IRE),M Hamill,0,R Murphy,7th,43 l,6,11-7t1,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Rebel Treaty (IRE),P T Enright,0,Con McSweeney,6th,1 3/4 l,6,11-7,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Must Be Dreaming (IRE),J J Slevin,0,G Ahern,5th,26 l,7,11-7v,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Still Ciel (IRE),Rachael Blackmore,0,H De Bromhead,4th,3 1/2 l,7,11-7t,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Miss Agusta (IRE),J W Kennedy,0,G Elliott,3rd,1 1/4 l,6,11-7,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Costanuci (IRE),B Hayes,0,J Queally,2nd,6 l,7,11-7,-,True,129,35
Wexford Racing Results | 24th July 2024 14:28,N/A,14:28,Yielding,2m,Broomfield Bijou (IRE),K M Donoghue,0,J P Dempsey,1st,N/A,6,11-7,-,True,129,35
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Palace Rock (IRE),B W Harvey,0,Francis Casey,NR,N/A,7,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Blue Reed (FR),C Stone-Walsh,5,W J Burke,F,N/A,5,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Jazzy Matty (FR),J C Gainford,0,C Collins,F,N/A,5,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Rumi,M M McDonagh,0,E J O'Grady,7th,Short Head,6,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,It's How U Tell Em (IRE),J S McGarvey,0,E Bolger,6th,13 l,5,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,On The Tide (IRE),R Deegan,0,S Neville,5th,15 l,6,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Maidenstreetprince (IRE),P Byrnes,0,C Byrnes,4th,9 1/2 l,7,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Mister Wilson (IRE),K M Donoghue,0,G P Cromwell,3rd,Neck,5,11-12h,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Carnfunnock (IRE),J J Slevin,0,S R B Crawford,2nd,8 l,7,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Common Practice (IRE),S D Torrens,0,J P O'Brien,1st,N/A,5,11-12t,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Palace Rock (IRE),B W Harvey,0,Francis Casey,NR,N/A,7,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Blue Reed (FR),C Stone-Walsh,5,W J Burke,F,N/A,5,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Jazzy Matty (FR),J C Gainford,0,C Collins,F,N/A,5,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Rumi,M M McDonagh,0,E J O'Grady,7th,Short Head,6,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,It's How U Tell Em (IRE),J S McGarvey,0,E Bolger,6th,13 l,5,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,On The Tide (IRE),R Deegan,0,S Neville,5th,15 l,6,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Maidenstreetprince (IRE),P Byrnes,0,C Byrnes,4th,9 1/2 l,7,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Mister Wilson (IRE),K M Donoghue,0,G P Cromwell,3rd,Neck,5,11-12h,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Carnfunnock (IRE),J J Slevin,0,S R B Crawford,2nd,8 l,7,11-12,-,True,129,36
Wexford Racing Results | 24th July 2024 14:58,N/A,14:58,Yielding,2m,Common Practice (IRE),S D Torrens,0,J P O'Brien,1st,N/A,5,11-12t,-,True,129,36
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Lieutenant Highway (IRE),A P Kelly,2,M McCabe,NR,N/A,7,12-5,123,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Attitash (IRE),Caragh Monaghan,4,Ian Donoghue,7th,1 l,9,10-0tp,90,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Time Marches On (IRE),C Stone-Walsh,2,J Motherway,6th,2 1/2 l,8,11-10,114,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Natural Breeze (IRE),C Owens,4,P J Rothwell,5th,4 1/2 l,9,10-8p,98,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Warm In Gorey (IRE),T Power Roche,4,P J Rothwell,4th,1 1/4 l,6,10-12p1,102,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Sadies Diamond (IRE),P Hanlon,4,J J Hanlon,3rd,1 3/4 l,5,10-0,90,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Bocelli's Voice (IRE),P M O'Brien,4,D A McLoughlin,2nd,3 l,8,11-12tp,116,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Freddie Robdal (IRE),D Moloney,4,H De Bromhead,1st,N/A,7,11-1t,105,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Lieutenant Highway (IRE),A P Kelly,2,M McCabe,NR,N/A,7,12-5,123,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Attitash (IRE),Caragh Monaghan,4,Ian Donoghue,7th,1 l,9,10-0tp,90,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Time Marches On (IRE),C Stone-Walsh,2,J Motherway,6th,2 1/2 l,8,11-10,114,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Natural Breeze (IRE),C Owens,4,P J Rothwell,5th,4 1/2 l,9,10-8p,98,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Warm In Gorey (IRE),T Power Roche,4,P J Rothwell,4th,1 1/4 l,6,10-12p1,102,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Sadies Diamond (IRE),P Hanlon,4,J J Hanlon,3rd,1 3/4 l,5,10-0,90,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Bocelli's Voice (IRE),P M O'Brien,4,D A McLoughlin,2nd,3 l,8,11-12tp,116,True,129,37
Wexford Racing Results | 24th July 2024 15:28,N/A,15:28,Yielding,2m,Freddie Robdal (IRE),D Moloney,4,H De Bromhead,1st,N/A,7,11-1t,105,True,129,37
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Just Jacob (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,6,11-9,97,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,The Eye Of Tulla (IRE),P T Enright,0,B McMahon,PU,N/A,8,11-4b,92,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Cracklinrose (IRE),D E Mullins,0,J P Ryan,F,N/A,7,10-7,81,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Rightfolksplease (IRE),K C Sexton,0,P W Flynn,F,N/A,6,11-10,98,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Hees Dynamite (IRE),C P McNamara,0,E McNamara,9th,25 l,6,10-12,86,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Carslake,M M McDonagh,0,Aengus King,8th,7 l,5,10-10p,84,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Ricky Langford (IRE),C Owens,7,P J Rothwell,7th,9 1/2 l,10,11-4p,92,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Brown Monday (FR),P Hanlon,7,J J Hanlon,6th,24 l,7,11-3,91,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Kate Ill Know (IRE),J P Shinnick,7,D Budds,5th,10 l,11,10-6t,80,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Jack Holiday (IRE),D J O'Keeffe,0,D M Christie,4th,2 1/2 l,10,11-11p,99,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Prince Of Air (FR),T Power Roche,7,P J Rothwell,3rd,4 l,7,11-1p,89,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Farrokh (FR),M J M O'Sullivan,0,B Connell,2nd,1 3/4 l,5,12-0,102,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Falcon Park (IRE),D Meyler,0,E Mullins,1st,N/A,8,10-9p1,83,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Just Jacob (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,6,11-9,97,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,The Eye Of Tulla (IRE),P T Enright,0,B McMahon,PU,N/A,8,11-4b,92,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Cracklinrose (IRE),D E Mullins,0,J P Ryan,F,N/A,7,10-7,81,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Rightfolksplease (IRE),K C Sexton,0,P W Flynn,F,N/A,6,11-10,98,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Hees Dynamite (IRE),C P McNamara,0,E McNamara,9th,25 l,6,10-12,86,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Carslake,M M McDonagh,0,Aengus King,8th,7 l,5,10-10p,84,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Ricky Langford (IRE),C Owens,7,P J Rothwell,7th,9 1/2 l,10,11-4p,92,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Brown Monday (FR),P Hanlon,7,J J Hanlon,6th,24 l,7,11-3,91,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Kate Ill Know (IRE),J P Shinnick,7,D Budds,5th,10 l,11,10-6t,80,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Jack Holiday (IRE),D J O'Keeffe,0,D M Christie,4th,2 1/2 l,10,11-11p,99,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Prince Of Air (FR),T Power Roche,7,P J Rothwell,3rd,4 l,7,11-1p,89,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Farrokh (FR),M J M O'Sullivan,0,B Connell,2nd,1 3/4 l,5,12-0,102,True,129,38
Wexford Racing Results | 24th July 2024 15:58,N/A,15:58,Yielding (Soft In Places),2m,Falcon Park (IRE),D Meyler,0,E Mullins,1st,N/A,8,10-9p1,83,True,129,38
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Clifftop,K E Buckley,0,H Rogers,NR,N/A,8,11-12,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,New Barn Lane (IRE),C G O'Dwyer,5,C O'Dwyer,NR,N/A,7,11-12,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Caesar Rock (IRE),R A Doyle,0,M F Morris,NR,N/A,8,11-12p,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Walmix (FR),Conor Clarke,7,A Mullins,UR,N/A,6,11-12h,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Skippin Court (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,7,11-12,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Riggs (IRE),D Meyler,0,P Cluskey,PU,N/A,9,11-12p,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Tideways Hero (IRE),M P O'Connor,0,H De Bromhead,F,N/A,6,11-5h,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Rideau Canal (IRE),D J Gilligan,3,Mrs D Foster,8th,4 1/2 l,9,11-12t,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Freedom To Dream (FR),J C Gainford,0,Peter Fahey,7th,24 l,9,11-12b,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Secrecies Of Stone (IRE),C Stone-Walsh,5,P Nolan,6th,1/2 l,6,11-12,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Ossifer Hops (IRE),J W Kennedy,0,G Elliott,5th,25 l,6,11-12p,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Ring O Roses,D J O'Keeffe,0,H De Bromhead,4th,9 l,6,11-5,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Quest With Speed (IRE),P Hanlon,7,J J Hanlon,3rd,8 1/2 l,7,11-12b,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Ballywilliam Boy (IRE),D E Mullins,0,M Hourigan,2nd,11 l,9,11-12b,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Kudasheva (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,6,11-5t,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Clifftop,K E Buckley,0,H Rogers,NR,N/A,8,11-12,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,New Barn Lane (IRE),C G O'Dwyer,5,C O'Dwyer,NR,N/A,7,11-12,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Caesar Rock (IRE),R A Doyle,0,M F Morris,NR,N/A,8,11-12p,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Walmix (FR),Conor Clarke,7,A Mullins,UR,N/A,6,11-12h,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Skippin Court (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,7,11-12,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Riggs (IRE),D Meyler,0,P Cluskey,PU,N/A,9,11-12p,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Tideways Hero (IRE),M P O'Connor,0,H De Bromhead,F,N/A,6,11-5h,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Rideau Canal (IRE),D J Gilligan,3,Mrs D Foster,8th,4 1/2 l,9,11-12t,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Freedom To Dream (FR),J C Gainford,0,Peter Fahey,7th,24 l,9,11-12b,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Secrecies Of Stone (IRE),C Stone-Walsh,5,P Nolan,6th,1/2 l,6,11-12,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Ossifer Hops (IRE),J W Kennedy,0,G Elliott,5th,25 l,6,11-12p,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Ring O Roses,D J O'Keeffe,0,H De Bromhead,4th,9 l,6,11-5,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Quest With Speed (IRE),P Hanlon,7,J J Hanlon,3rd,8 1/2 l,7,11-12b,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Ballywilliam Boy (IRE),D E Mullins,0,M Hourigan,2nd,11 l,9,11-12b,-,True,129,39
Wexford Racing Results | 24th July 2024 16:28,N/A,16:28,Yielding (Soft In Places),2m 3f 100y,Kudasheva (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,6,11-5t,-,True,129,39
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Outside The Door (IRE),P T Smithers,7,P Roche,NR,N/A,8,11-6p,117,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Freewheelin Dylan (IRE),R A Doyle,0,D A McLoughlin,NR,N/A,12,11-9tv1,120,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Battleoverdoyen (IRE),J W Kennedy,0,G Elliott,NR,N/A,11,11-12t,123,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,The Friday Man,D Meyler,0,M McCabe,PU,N/A,7,11-7t,118,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Dundaniel (IRE),M J M O'Sullivan,0,M Kennedy,PU,N/A,9,11-1,112,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Dragon Rock (IRE),P Hanlon,7,J J Hanlon,PU,N/A,8,11-7b,118,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Goodnightngodbless (IRE),C G O'Dwyer,5,J Motherway,PU,N/A,11,11-3tp,114,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Bodhisattva (IRE),B W Harvey,0,J C McConnell,PU,N/A,7,11-9v,120,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Gateau De Miel (FR),D J O'Keeffe,0,H De Bromhead,PU,N/A,8,11-2tp,113,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,True Faith (IRE),Rachael Blackmore,0,H De Bromhead,PU,N/A,8,11-13,124,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Definite Plan (IRE),J C Gainford,0,G Elliott,PU,N/A,12,11-9b,120,True,129,40
