track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 1st June 2024 18:55,N/A,18:55,Good To Yielding,2m 50y,Contrapposto (IRE),R Deegan,0,R Donohoe,5th,2 3/4 l,10,12-0,95,True,118,12
Tramore Racing Results | 1st June 2024 18:55,N/A,18:55,Good To Yielding,2m 50y,Must Be Dreaming (IRE),Rachael Blackmore,0,G Ahern,4th,1 1/2 l,7,11-11p,92,True,118,12
Tramore Racing Results | 1st June 2024 18:55,N/A,18:55,Good To Yielding,2m 50y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,3rd,2 1/4 l,7,10-13,80,True,118,12
Tramore Racing Results | 1st June 2024 18:55,N/A,18:55,Good To Yielding,2m 50y,Tingarran Express (IRE),B Hayes,0,Miss D O'Shea,2nd,1/2 l,7,11-11,92,True,118,12
Tramore Racing Results | 1st June 2024 18:55,N/A,18:55,Good To Yielding,2m 50y,Slieve Bearnagh (IRE),Mr J M Halford,7,M Halford & T Collins,1st,N/A,7,11-5t,86,True,118,12
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Ar Aghaidh (IRE),Mr T Power Roche,7,H P Finegan,NR,N/A,7,11-5,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Wardens Whisper (IRE),J P O'Sullivan,0,P J Rothwell,PU,N/A,5,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Phildante (IRE),J Coen,5,R J McGrath,PU,N/A,7,11-5,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Mystic Sage (IRE),Rachael Blackmore,0,H De Bromhead,10th,4 3/4 l,6,11-5t,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Malton Groove (IRE),P J O'Hanlon,3,D A McLoughlin,9th,5 l,7,11-12ht,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Pallas Athene (IRE),J C Gainford,0,G Elliott,8th,18 l,6,11-5p,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Granpa Ger (IRE),J J Slevin,0,A Mullins,7th,2 3/4 l,6,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Stumblin In (IRE),Mr D Doyle,7,P M J Doyle,6th,3/4 l,5,11-5,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Stradbally Village (IRE),E M O'Sullivan,7,Ms M Flynn,5th,Neck,7,11-5p,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Seskin Flash (IRE),R J Condon,5,P Carey,4th,1 1/4 l,5,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Deise Bhoy (IRE),D Meyler,0,K Purcell,3rd,3 l,5,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Miners Bridge (IRE),D King,0,S Curling,2nd,3 l,7,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Wolfhill (IRE),B Hayes,0,M J Bowe,1st,N/A,6,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Ar Aghaidh (IRE),Mr T Power Roche,7,H P Finegan,NR,N/A,7,11-5,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Wardens Whisper (IRE),J P O'Sullivan,0,P J Rothwell,PU,N/A,5,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Phildante (IRE),J Coen,5,R J McGrath,PU,N/A,7,11-5,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Mystic Sage (IRE),Rachael Blackmore,0,H De Bromhead,10th,4 3/4 l,6,11-5t,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Malton Groove (IRE),P J O'Hanlon,3,D A McLoughlin,9th,5 l,7,11-12ht,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Pallas Athene (IRE),J C Gainford,0,G Elliott,8th,18 l,6,11-5p,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Granpa Ger (IRE),J J Slevin,0,A Mullins,7th,2 3/4 l,6,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Stumblin In (IRE),Mr D Doyle,7,P M J Doyle,6th,3/4 l,5,11-5,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Stradbally Village (IRE),E M O'Sullivan,7,Ms M Flynn,5th,Neck,7,11-5p,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Seskin Flash (IRE),R J Condon,5,P Carey,4th,1 1/4 l,5,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Deise Bhoy (IRE),D Meyler,0,K Purcell,3rd,3 l,5,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Miners Bridge (IRE),D King,0,S Curling,2nd,3 l,7,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:25,N/A,19:25,Good To Yielding,2m 5f 175y,Wolfhill (IRE),B Hayes,0,M J Bowe,1st,N/A,6,11-12,-,True,118,13
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Wild As Fire (IRE),G Brouder,5,E Cawley,NR,N/A,8,10-0t,81,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Smitty Bacall (IRE),J S McGarvey,0,J P Flavin,NR,N/A,13,10-11t,92,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Queen Jane (IRE),Rachael Blackmore,0,H De Bromhead,UR,N/A,8,11-10t,105,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Down The Park (IRE),P J O'Hanlon,3,D A McLoughlin,S,N/A,6,10-7,88,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Jack Du Large (FR),J C Gainford,0,G Elliott,PU,N/A,5,11-8,103,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Beggars Rock (IRE),L A McKenna,5,D Queally,10th,11 l,5,10-11ht,92,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Woodie Wango (IRE),R Deegan,0,Rosemary Connors,9th,18 l,6,11-2,97,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Mercury Mission,Mr M J O'Connor,0,M J O'Connor,8th,3 3/4 l,5,11-11,106,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Penny Jar (IRE),P M O'Brien,7,P Downey,7th,18 l,8,12-0tp,109,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Garcon Doux (IRE),Niall Moore,7,P Fenton,6th,10 l,8,11-2,97,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,No Fussing (IRE),Mr D Doyle,7,T Doyle,5th,12 l,8,11-9,104,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Downtherefordancin,K M Donoghue,0,G P Cromwell,4th,7 1/2 l,5,12-0p,109,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Centurion Steel (IRE),S Fitzgerald,0,D Queally,3rd,1/2 l,9,11-5,100,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Glendine Billy (IRE),J J Slevin,0,A Mullins,2nd,12 l,6,11-5,100,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Early Arrival (IRE),K Callaghan,5,J Barcoe,1st,N/A,9,10-10,91,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Wild As Fire (IRE),G Brouder,5,E Cawley,NR,N/A,8,10-0t,81,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Smitty Bacall (IRE),J S McGarvey,0,J P Flavin,NR,N/A,13,10-11t,92,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Queen Jane (IRE),Rachael Blackmore,0,H De Bromhead,UR,N/A,8,11-10t,105,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Down The Park (IRE),P J O'Hanlon,3,D A McLoughlin,S,N/A,6,10-7,88,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Jack Du Large (FR),J C Gainford,0,G Elliott,PU,N/A,5,11-8,103,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Beggars Rock (IRE),L A McKenna,5,D Queally,10th,11 l,5,10-11ht,92,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Woodie Wango (IRE),R Deegan,0,Rosemary Connors,9th,18 l,6,11-2,97,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Mercury Mission,Mr M J O'Connor,0,M J O'Connor,8th,3 3/4 l,5,11-11,106,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Penny Jar (IRE),P M O'Brien,7,P Downey,7th,18 l,8,12-0tp,109,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Garcon Doux (IRE),Niall Moore,7,P Fenton,6th,10 l,8,11-2,97,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,No Fussing (IRE),Mr D Doyle,7,T Doyle,5th,12 l,8,11-9,104,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Downtherefordancin,K M Donoghue,0,G P Cromwell,4th,7 1/2 l,5,12-0p,109,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Centurion Steel (IRE),S Fitzgerald,0,D Queally,3rd,1/2 l,9,11-5,100,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Glendine Billy (IRE),J J Slevin,0,A Mullins,2nd,12 l,6,11-5,100,True,118,14
Tramore Racing Results | 1st June 2024 19:55,N/A,19:55,Good To Yielding,2m 5f 175y,Early Arrival (IRE),K Callaghan,5,J Barcoe,1st,N/A,9,10-10,91,True,118,14
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Light Her Up (IRE),Mr E Finegan,7,H P Finegan,NR,N/A,6,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Shannon Bank (IRE),Mr T Hamilton,0,S Fahey,NR,N/A,5,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Lady Nightingale (IRE),Mr J G Murphy,7,P Kiely,7th,6 l,5,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Fool's Errand (IRE),Mr F Maguire,0,J J Hanlon,6th,5 1/2 l,4,11-6,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Sea Of Doubt (IRE),Mr T Walsh,7,R P Rath,5th,2 3/4 l,4,11-6,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Ocean Brew (IRE),Mr H C Swan,3,G Elliott,4th,1/2 l,5,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Broomfield Gale (IRE),Mr D Kiely,7,R Murphy,3rd,Head,6,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Reel Orange (IRE),Mr D Doyle,7,S Curling,2nd,2 1/4 l,5,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Glannagaullitehous (IRE),Mr A P Ryan,7,Jonathan Sweeney,1st,N/A,5,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Light Her Up (IRE),Mr E Finegan,7,H P Finegan,NR,N/A,6,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Shannon Bank (IRE),Mr T Hamilton,0,S Fahey,NR,N/A,5,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Lady Nightingale (IRE),Mr J G Murphy,7,P Kiely,7th,6 l,5,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Fool's Errand (IRE),Mr F Maguire,0,J J Hanlon,6th,5 1/2 l,4,11-6,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Sea Of Doubt (IRE),Mr T Walsh,7,R P Rath,5th,2 3/4 l,4,11-6,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Ocean Brew (IRE),Mr H C Swan,3,G Elliott,4th,1/2 l,5,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Broomfield Gale (IRE),Mr D Kiely,7,R Murphy,3rd,Head,6,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Reel Orange (IRE),Mr D Doyle,7,S Curling,2nd,2 1/4 l,5,11-11,-,True,118,15
Tramore Racing Results | 1st June 2024 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 50y,Glannagaullitehous (IRE),Mr A P Ryan,7,Jonathan Sweeney,1st,N/A,5,11-11,-,True,118,15
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Velvet Falls (IRE),G F Carroll,0,J G Murphy,NR,N/A,2,9-2,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Promise Given (IRE),N M Crosse,0,Chris Timmons,11th,1 l,2,8-11,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Tomarlo,W J Lee,0,D Marnane,10th,1/2 l,2,9-4,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Withoutfurtherado (IRE),L F Roche,0,Miss Jennifer Anne Lynch,9th,Neck,2,9-6,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Majestic Wave,A J Slattery,0,John O'Donoghue,8th,1/2 l,2,9-8,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Trufonic (IRE),M W Hassett,5,P F McEnery,7th,2 1/2 l,2,9-1,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Hugo's Girl (IRE),C D Hayes,0,Thomas Dowling,6th,2 1/2 l,2,8-13,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Wizard Of Odds (IRE),S Foley,0,C O'Brien,5th,Head,2,9-6,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,She's Ideal (IRE),J M Sheridan,0,J Davison,4th,1/2 l,2,8-11,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,King Thistle,B M Coen,0,J P Murtagh,3rd,1 1/2 l,2,9-6,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Shimmy Jimmy (IRE),P A Harnett,5,Donnacha O'Brien,2nd,1 1/2 l,2,9-2,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Elzem (IRE),D McMonagle,0,J P O'Brien,1st,N/A,2,9-2,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Velvet Falls (IRE),G F Carroll,0,J G Murphy,NR,N/A,2,9-2,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Promise Given (IRE),N M Crosse,0,Chris Timmons,11th,1 l,2,8-11,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Tomarlo,W J Lee,0,D Marnane,10th,1/2 l,2,9-4,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Withoutfurtherado (IRE),L F Roche,0,Miss Jennifer Anne Lynch,9th,Neck,2,9-6,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Majestic Wave,A J Slattery,0,John O'Donoghue,8th,1/2 l,2,9-8,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Trufonic (IRE),M W Hassett,5,P F McEnery,7th,2 1/2 l,2,9-1,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Hugo's Girl (IRE),C D Hayes,0,Thomas Dowling,6th,2 1/2 l,2,8-13,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Wizard Of Odds (IRE),S Foley,0,C O'Brien,5th,Head,2,9-6,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,She's Ideal (IRE),J M Sheridan,0,J Davison,4th,1/2 l,2,8-11,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,King Thistle,B M Coen,0,J P Murtagh,3rd,1 1/2 l,2,9-6,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Shimmy Jimmy (IRE),P A Harnett,5,Donnacha O'Brien,2nd,1 1/2 l,2,9-2,-,True,118,16
Listowel Racing Results | 2nd June 2024 13:32,N/A,13:32,Good,6f 60y,Elzem (IRE),D McMonagle,0,J P O'Brien,1st,N/A,2,9-2,-,True,118,16
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,No Straight Swaps (IRE),N M Crosse,0,John O'Donoghue,NR,N/A,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Marianne North (IRE),G F Carroll,0,J Davison,NR,N/A,2,9-2t,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Kodilicious (IRE),S Foley,0,Mrs J Harrington,NR,N/A,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Onomatapeoi (IRE),Non Runner,5,Paul Gammell,NR,N/A,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Boutella,R Whearty,5,D Marnane,7th,3 3/4 l,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Brigid's Cloak,B M Coen,0,J P Murtagh,6th,2 1/4 l,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Irish Acclamation (IRE),G M Ryan,0,Donnacha O'Brien,5th,1 3/4 l,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Merrily (USA),W M Lordan,0,A P O'Brien,4th,Nose,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Red Veil (IRE),C T Keane,0,M O'Callaghan,3rd,2 l,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Cradle Of Love (IRE),D McMonagle,0,J P O'Brien,2nd,1/2 l,2,9-2p1,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,American Bar (IRE),W J Lee,0,P Twomey,1st,N/A,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,No Straight Swaps (IRE),N M Crosse,0,John O'Donoghue,NR,N/A,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Marianne North (IRE),G F Carroll,0,J Davison,NR,N/A,2,9-2t,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Kodilicious (IRE),S Foley,0,Mrs J Harrington,NR,N/A,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Onomatapeoi (IRE),Non Runner,5,Paul Gammell,NR,N/A,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Boutella,R Whearty,5,D Marnane,7th,3 3/4 l,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Brigid's Cloak,B M Coen,0,J P Murtagh,6th,2 1/4 l,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Irish Acclamation (IRE),G M Ryan,0,Donnacha O'Brien,5th,1 3/4 l,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Merrily (USA),W M Lordan,0,A P O'Brien,4th,Nose,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Red Veil (IRE),C T Keane,0,M O'Callaghan,3rd,2 l,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,Cradle Of Love (IRE),D McMonagle,0,J P O'Brien,2nd,1/2 l,2,9-2p1,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:07,N/A,14:07,Good,6f 60y,American Bar (IRE),W J Lee,0,P Twomey,1st,N/A,2,9-2,-,True,118,17
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Ramiro (IRE),W J Lee,0,Miss H McLoughlin,NR,N/A,8,9-9h,75,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Mercurial (IRE),R Whearty,5,J Nallen,NR,N/A,5,9-11p,77,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Dream Today (IRE),C J MacRedmond,5,A McGuinness,13th,43 l,9,9-10tp,76,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Florence Thompson (IRE),Jamie Powell,3,J G Murray,12th,1 3/4 l,7,8-7tb,59,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Theriverrunsdeep (IRE),Siobhan Rutledge,3,S G O'Donnell,11th,1 1/2 l,8,8-7b,59,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Dragon Of Malta (IRE),Kyle Faulkner,0,P F O'Donnell,10th,Head,7,9-12b,78,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Rumbled Again (IRE),Amy Jo Hayes,7,D Hogan,9th,1 3/4 l,4,9-0,66,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Charming Lady (IRE),J J G Ryan,5,T G McCourt,8th,3 1/2 l,4,9-9,75,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Miss Black Jack,W Joyce,5,John O'Donoghue,7th,Neck,3,10-1,89,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Polar Bear (IRE),S Foley,0,Mrs J Harrington,6th,1 l,4,9-9v,75,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Tai Sing Yeh (IRE),J M Sheridan,0,D Hogan,5th,1/2 l,10,9-2tb,68,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Mount Ruapehu (IRE),C Horgan,7,A Slattery,4th,1 l,4,9-7t,73,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Louiescall (IRE),M W Hassett,5,D H Kelly,3rd,Head,3,8-12,72,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Winemaker (FR),G M Ryan,0,D Dias,2nd,3 1/4 l,4,9-9,75,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Coumshingaun (IRE),D McMonagle,0,Kevin Coleman,1st,N/A,5,9-10,76,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Ramiro (IRE),W J Lee,0,Miss H McLoughlin,NR,N/A,8,9-9h,75,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Mercurial (IRE),R Whearty,5,J Nallen,NR,N/A,5,9-11p,77,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Dream Today (IRE),C J MacRedmond,5,A McGuinness,13th,43 l,9,9-10tp,76,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Florence Thompson (IRE),Jamie Powell,3,J G Murray,12th,1 3/4 l,7,8-7tb,59,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Theriverrunsdeep (IRE),Siobhan Rutledge,3,S G O'Donnell,11th,1 1/2 l,8,8-7b,59,True,118,18
