track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Zingara Lass (IRE),R A Doyle,0,Miss H McLoughlin,8th,1 l,7,11-2,82,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Ballydangan (IRE),B W Harvey,0,William Harvey,7th,2 1/2 l,7,11-8,88,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Noriska De La Mare (FR),Niall Moore,7,P Fenton,6th,2 3/4 l,6,11-9,89,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Steps Match (IRE),K E Buckley,0,M Butler,5th,3 1/4 l,9,11-13b,93,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Everystep Oftheway (IRE),P T Enright,0,O McKiernan,4th,3 1/4 l,6,11-8tb1,88,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Navy Waves (IRE),D E Mullins,0,Mrs J Cashin,3rd,Neck,6,11-1p,81,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,The Lucky Lobster,Mr D L Queally,0,D Queally,2nd,2 1/4 l,5,11-10ht,90,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Reserve Judgement (IRE),C P Millar,7,L Breen,1st,N/A,8,11-10,90,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Without Exception (IRE),S D Torrens,0,P J Rothwell,NR,N/A,5,11-1,81,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Glenabbey (IRE),A M King,7,J Neilan,15th,99 l,8,11-4,84,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Yolande Court (IRE),D J O'Keeffe,0,G A Kingston,14th,18 l,7,11-3p1,83,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Rose Of Kalanisi (IRE),P M O'Brien,7,P Stafford,13th,5 1/2 l,7,11-11,91,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Little Hero (IRE),S F O'Keeffe,0,Paul Mulligan,12th,5 1/2 l,5,11-7,87,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,May Call You Back,B Hayes,0,Steve Jones,11th,1 l,6,11-3,83,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,He Fitz In (IRE),S O'Callaghan,5,D E Fitzgerald,10th,7 1/2 l,8,12-0v,94,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Scottish Dancer (IRE),D Meyler,0,E Doyle,9th,4 3/4 l,5,11-8p,88,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Zingara Lass (IRE),R A Doyle,0,Miss H McLoughlin,8th,1 l,7,11-2,82,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Ballydangan (IRE),B W Harvey,0,William Harvey,7th,2 1/2 l,7,11-8,88,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Noriska De La Mare (FR),Niall Moore,7,P Fenton,6th,2 3/4 l,6,11-9,89,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Steps Match (IRE),K E Buckley,0,M Butler,5th,3 1/4 l,9,11-13b,93,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Everystep Oftheway (IRE),P T Enright,0,O McKiernan,4th,3 1/4 l,6,11-8tb1,88,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Navy Waves (IRE),D E Mullins,0,Mrs J Cashin,3rd,Neck,6,11-1p,81,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,The Lucky Lobster,Mr D L Queally,0,D Queally,2nd,2 1/4 l,5,11-10ht,90,True,118,26
Kilbeggan Racing Results | 2nd June 2024 14:55,N/A,14:55,Good (Good To Yielding In Places),3m 1f 32y,Reserve Judgement (IRE),C P Millar,7,L Breen,1st,N/A,8,11-10,90,True,118,26
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,The Truant (IRE),K C Sexton,0,P W Flynn,NR,N/A,7,11-8t,96,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Across The Ocean (IRE),K E Buckley,0,G P Cromwell,NR,N/A,5,11-2,90,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Red Trail (IRE),B Hayes,0,A McNamara,PU,N/A,5,11-11h,99,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Jupiter Rock (IRE),D Meyler,0,D Hogan,13th,35 l,4,11-4p,97,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Bedelia (IRE),J C Gainford,0,J J Hanlon,12th,12 l,4,10-8tb,87,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Tannery Park,M J M O'Sullivan,0,B Connell,11th,16 l,4,11-0,93,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Forever Frankie (IRE),S F O'Keeffe,0,S Aherne,10th,10 l,7,11-5,93,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Helicon (IRE),P J O'Hanlon,3,D A McLoughlin,9th,1/2 l,6,11-8t,96,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Golden Nugget (IRE),Sam Ewing,0,G Elliott,8th,7 l,5,11-2tp1,90,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Know The Game (IRE),K M Donoghue,0,Tom Dreaper,7th,3 3/4 l,8,11-9t,97,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Inthenickoftime (IRE),S D Torrens,0,E Bolger,6th,8 1/2 l,4,11-3,96,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Mr Sundancer,P Hanlon,7,J J Hanlon,5th,Neck,6,11-7,95,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Morepowertoya (FR),D J O'Keeffe,0,Paul Power,4th,10 l,6,11-11p,99,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Spick And Span (IRE),P T Smithers,7,A A Howard,3rd,4 l,7,11-9h,97,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Riyami (IRE),D King,0,D Hogan,2nd,2 3/4 l,5,11-11tp,99,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Shraheen (IRE),Niall Moore,7,P Fenton,1st,N/A,5,12-0,102,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,The Truant (IRE),K C Sexton,0,P W Flynn,NR,N/A,7,11-8t,96,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Across The Ocean (IRE),K E Buckley,0,G P Cromwell,NR,N/A,5,11-2,90,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Red Trail (IRE),B Hayes,0,A McNamara,PU,N/A,5,11-11h,99,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Jupiter Rock (IRE),D Meyler,0,D Hogan,13th,35 l,4,11-4p,97,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Bedelia (IRE),J C Gainford,0,J J Hanlon,12th,12 l,4,10-8tb,87,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Tannery Park,M J M O'Sullivan,0,B Connell,11th,16 l,4,11-0,93,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Forever Frankie (IRE),S F O'Keeffe,0,S Aherne,10th,10 l,7,11-5,93,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Helicon (IRE),P J O'Hanlon,3,D A McLoughlin,9th,1/2 l,6,11-8t,96,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Golden Nugget (IRE),Sam Ewing,0,G Elliott,8th,7 l,5,11-2tp1,90,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Know The Game (IRE),K M Donoghue,0,Tom Dreaper,7th,3 3/4 l,8,11-9t,97,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Inthenickoftime (IRE),S D Torrens,0,E Bolger,6th,8 1/2 l,4,11-3,96,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Mr Sundancer,P Hanlon,7,J J Hanlon,5th,Neck,6,11-7,95,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Morepowertoya (FR),D J O'Keeffe,0,Paul Power,4th,10 l,6,11-11p,99,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Spick And Span (IRE),P T Smithers,7,A A Howard,3rd,4 l,7,11-9h,97,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Riyami (IRE),D King,0,D Hogan,2nd,2 3/4 l,5,11-11tp,99,True,118,27
Kilbeggan Racing Results | 2nd June 2024 15:30,N/A,15:30,Good (Good To Yielding In Places),2m,Shraheen (IRE),Niall Moore,7,P Fenton,1st,N/A,5,12-0,102,True,118,27
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Silver King (IRE),P T Enright,0,O McKiernan,NR,N/A,8,11-12ht,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Tippin And Tappin (IRE),D J O'Keeffe,0,E Bolger,8th,1 1/2 l,5,11-12,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Hand Over Fist (FR),M P O'Connor,3,H De Bromhead,7th,25 l,7,11-12,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Ginnets Girl (IRE),J C Gainford,0,G Elliott,6th,3 1/2 l,6,11-5,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Ebasari (IRE),Sam Ewing,0,G Elliott,5th,1 l,6,11-12t,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Ochocinco (IRE),L A McKenna,5,Colm Murphy,4th,7 1/2 l,6,11-12,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Henning (IRE),D King,0,D Hogan,3rd,3 1/2 l,7,11-5,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Dutch Schultz,K M Donoghue,0,G P Cromwell,2nd,4 3/4 l,7,11-12h,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Sea Music (IRE),D Meyler,0,E Mullins,1st,N/A,6,11-12,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Silver King (IRE),P T Enright,0,O McKiernan,NR,N/A,8,11-12ht,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Tippin And Tappin (IRE),D J O'Keeffe,0,E Bolger,8th,1 1/2 l,5,11-12,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Hand Over Fist (FR),M P O'Connor,3,H De Bromhead,7th,25 l,7,11-12,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Ginnets Girl (IRE),J C Gainford,0,G Elliott,6th,3 1/2 l,6,11-5,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Ebasari (IRE),Sam Ewing,0,G Elliott,5th,1 l,6,11-12t,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Ochocinco (IRE),L A McKenna,5,Colm Murphy,4th,7 1/2 l,6,11-12,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Henning (IRE),D King,0,D Hogan,3rd,3 1/2 l,7,11-5,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Dutch Schultz,K M Donoghue,0,G P Cromwell,2nd,4 3/4 l,7,11-12h,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 4f 80y,Sea Music (IRE),D Meyler,0,E Mullins,1st,N/A,6,11-12,-,True,118,28
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Lake Chad (IRE),Niall Moore,7,P Fenton,UR,N/A,9,10-6,98,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Say It Ain't So,L Quinlan,3,R Hackett,PU,N/A,9,12-0t,120,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Time Marches On (IRE),K M Donoghue,0,J Motherway,PU,N/A,8,11-8,114,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,General Clermont (FR),G Brouder,5,D E Fitzgerald,8th,14 l,8,10-12,104,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,A Mere Bagatelle (IRE),P Hanlon,7,J J Hanlon,7th,1 l,7,11-5b,111,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Whatsafellatodo (IRE),J J Slevin,0,Richard Daniels,6th,3 l,11,11-5,111,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Marelly (IRE),J P O'Sullivan,0,P J Rothwell,5th,8 l,7,11-0p,106,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,The Gradual Slope (IRE),M M McDonagh,0,S O O'Brien,4th,6 1/2 l,7,12-0,120,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Somptueux (FR),Rachael Blackmore,0,H De Bromhead,3rd,3/4 l,9,11-12p,118,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Optional Mix (IRE),S O'Callaghan,5,E Doyle,2nd,3 1/4 l,8,11-10t,116,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Mousey Brown (IRE),P J O'Hanlon,3,D A McLoughlin,1st,N/A,7,11-0t,106,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Lake Chad (IRE),Niall Moore,7,P Fenton,UR,N/A,9,10-6,98,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Say It Ain't So,L Quinlan,3,R Hackett,PU,N/A,9,12-0t,120,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Time Marches On (IRE),K M Donoghue,0,J Motherway,PU,N/A,8,11-8,114,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,General Clermont (FR),G Brouder,5,D E Fitzgerald,8th,14 l,8,10-12,104,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,A Mere Bagatelle (IRE),P Hanlon,7,J J Hanlon,7th,1 l,7,11-5b,111,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Whatsafellatodo (IRE),J J Slevin,0,Richard Daniels,6th,3 l,11,11-5,111,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Marelly (IRE),J P O'Sullivan,0,P J Rothwell,5th,8 l,7,11-0p,106,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,The Gradual Slope (IRE),M M McDonagh,0,S O O'Brien,4th,6 1/2 l,7,12-0,120,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Somptueux (FR),Rachael Blackmore,0,H De Bromhead,3rd,3/4 l,9,11-12p,118,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Optional Mix (IRE),S O'Callaghan,5,E Doyle,2nd,3 1/4 l,8,11-10t,116,True,118,29
Kilbeggan Racing Results | 2nd June 2024 16:30,N/A,16:30,Good (Good To Yielding In Places),2m 4f 80y,Mousey Brown (IRE),P J O'Hanlon,3,D A McLoughlin,1st,N/A,7,11-0t,106,True,118,29
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Babber Sher (IRE),Mr G Abbas,7,P J Flynn,9th,29 l,5,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Carrig Padraig (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,8th,4 1/4 l,5,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Buddy's Choice (IRE),P Hanlon,7,J J Hanlon,7th,13 l,4,11-9,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Arctic Craft (IRE),Mr E Finegan,7,H P Finegan,6th,9 1/2 l,7,12-0ht1,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Augusta George (IRE),Mr N Gault,7,W J Bryson,5th,12 l,6,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Aine's Lad (IRE),J Smith,7,M J Smith,4th,11 l,5,12-0ht1,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Black Heather (IRE),Mr P A King,5,D H Kelly,3rd,9 l,5,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Serious Chat (IRE),Mr J L Gleeson,5,Yvonne Latta,2nd,2 1/2 l,5,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Dysart Dazzler (IRE),Mr P W Mullins,0,W P Mullins,1st,N/A,5,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Babber Sher (IRE),Mr G Abbas,7,P J Flynn,9th,29 l,5,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Carrig Padraig (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,8th,4 1/4 l,5,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Buddy's Choice (IRE),P Hanlon,7,J J Hanlon,7th,13 l,4,11-9,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Arctic Craft (IRE),Mr E Finegan,7,H P Finegan,6th,9 1/2 l,7,12-0ht1,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Augusta George (IRE),Mr N Gault,7,W J Bryson,5th,12 l,6,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Aine's Lad (IRE),J Smith,7,M J Smith,4th,11 l,5,12-0ht1,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Black Heather (IRE),Mr P A King,5,D H Kelly,3rd,9 l,5,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Serious Chat (IRE),Mr J L Gleeson,5,Yvonne Latta,2nd,2 1/2 l,5,12-0,-,True,118,30
Kilbeggan Racing Results | 2nd June 2024 17:00,N/A,17:00,Good (Good To Yielding In Places)  Flat (Turf),2m,Dysart Dazzler (IRE),Mr P W Mullins,0,W P Mullins,1st,N/A,5,12-0,-,True,118,30
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Nunc Est Bibendum (IRE),R C Colgan,0,Stephen Gerard Carey,NR,N/A,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Ali's Court (IRE),A C Persse,7,M A Cahill,14th,2 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Ballinahulla (IRE),C D Maxwell,0,Conor Maxwell,13th,1 1/4 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Lightning Legs (IRE),D P McDonogh,0,G Elliott,12th,3/4 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Pauline's Dream (IRE),G F Carroll,0,H De Bromhead,11th,2 1/4 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Thatwilldoso (IRE),C T Keane,0,Kevin Coleman,10th,Neck,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Bless Me (IRE),Adam Caffrey,5,J A Kinsella,9th,2 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Sprinkles (IRE),L F Roche,0,P Roche,8th,1 3/4 l,3,9-3h,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Kentucky Gal (IRE),J A Heffernan,0,A Mullins,7th,2 1/2 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Game Phoenix (IRE),B M Coen,0,Paul Power,6th,5 1/2 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Sister Mila (IRE),J Cleary,7,A Murray,5th,1 3/4 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Vivacious Lady (IRE),R P Whelan,0,M Halford & T Collins,4th,Neck,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Settlement,C D Hayes,0,D K Weld,3rd,3 1/4 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Quatrain (IRE),W J Lee,0,H De Bromhead,2nd,1 1/4 l,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Raw Ability (IRE),S Foley,0,E McNamara,1st,N/A,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Nunc Est Bibendum (IRE),R C Colgan,0,Stephen Gerard Carey,NR,N/A,3,9-3,-,True,118,31
Gowran Park Racing Results | 3rd June 2024 14:05,N/A,14:05,Good (Yielding In Places),1m,Ali's Court (IRE),A C Persse,7,M A Cahill,14th,2 l,3,9-3,-,True,118,31
