track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:55,Heavy,1m 2f,New Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,9th,1/2 l,5,9-11,70,True,87,31
N/A,N/A,15:55,Heavy,1m 2f,Dumb Love (IRE),C. T. Keane,0,G. M. Lyons,8th,Head,3,9-10b,73,True,87,31
N/A,N/A,15:55,Heavy,1m 2f,Tea Olive (FR),William James Lee,0,Noel Meade,7th,1 1/2 l,3,9-8,71,True,87,31
N/A,N/A,15:55,Heavy,1m 2f,Time to Boogie (USA),Seamie Heffernan,0,Aidan O'Brien,6th,1/2 l,3,9-11p1,74,True,87,31
N/A,N/A,15:55,Heavy,1m 2f,Albion Princess,T. Kiely-Marshall,7,Donal Kinsella,5th,3/4 l,4,9-4h,63,True,87,31
N/A,N/A,15:55,Heavy,1m 2f,Speckled Meadow (IRE),C. Stone-Walsh,7,Don Browne,4th,Neck,6,9-2,61,True,87,31
N/A,N/A,15:55,Heavy,1m 2f,Teorema (IRE),R. P. Cleary,0,J. S. Bolger,3rd,2 l,3,9-8,71,True,87,31
N/A,N/A,15:55,Heavy,1m 2f,Nostringsattached (IRE),N. M. Crosse,0,Andrew Kinirons,2nd,1/2 l,4,10-0,73,True,87,31
N/A,N/A,15:55,Heavy,1m 2f,Global Energy,G. F. Carroll,0,Ms Sheila Lavery,1st,N/A,4,9-7,66,True,87,31
N/A,N/A,16:30,Heavy,1m 1f,Thetys (FR),Ben Martin Coen,0,A. J. Martin,PU,N/A,4,9-7t1,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Jackie Robinson (IRE),William James Lee,0,David Marnane,11th,12 l,3,9-8,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Applejack Poet (IRE),C. Stone-Walsh,7,Miss Elizabeth Doyle,10th,4 3/4 l,6,9-12,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Golden Goose (IRE),P. A. Harnett,5,Miss Tara Lee Cogan,9th,16 l,3,9-8,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Easy Way (IRE),N. M. Crosse,0,Luke Comer,8th,1 3/4 l,3,9-8t1,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Quare Hawk (IRE),L. F. Roche,0,Richard Brabazon,7th,4 1/2 l,3,9-8,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Quantum Light (IRE),Declan McDonogh,0,A. Slattery,6th,6 1/2 l,3,9-3,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Taymura (IRE),C. D. Hayes,0,D. K. Weld,5th,3 l,3,9-3,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Finsceal Go Deo (IRE),R. P. Cleary,0,J. S. Bolger,4th,1/2 l,3,9-3,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Come On The Lads (IRE),C. T. Keane,0,Jack W. Davison,3rd,1/2 l,3,9-8,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Military Alliance (IRE),G. M. Ryan,0,Barry Fitzgerald,2nd,1/2 l,4,9-12,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Givemehoperosa (IRE),R. P. Whelan,0,Jack W. Davison,1st,N/A,3,9-3,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Thetys (FR),Ben Martin Coen,0,A. J. Martin,PU,N/A,4,9-7t1,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Jackie Robinson (IRE),William James Lee,0,David Marnane,11th,12 l,3,9-8,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Applejack Poet (IRE),C. Stone-Walsh,7,Miss Elizabeth Doyle,10th,4 3/4 l,6,9-12,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Golden Goose (IRE),P. A. Harnett,5,Miss Tara Lee Cogan,9th,16 l,3,9-8,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Easy Way (IRE),N. M. Crosse,0,Luke Comer,8th,1 3/4 l,3,9-8t1,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Quare Hawk (IRE),L. F. Roche,0,Richard Brabazon,7th,4 1/2 l,3,9-8,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Quantum Light (IRE),Declan McDonogh,0,A. Slattery,6th,6 1/2 l,3,9-3,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Taymura (IRE),C. D. Hayes,0,D. K. Weld,5th,3 l,3,9-3,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Finsceal Go Deo (IRE),R. P. Cleary,0,J. S. Bolger,4th,1/2 l,3,9-3,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Come On The Lads (IRE),C. T. Keane,0,Jack W. Davison,3rd,1/2 l,3,9-8,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Military Alliance (IRE),G. M. Ryan,0,Barry Fitzgerald,2nd,1/2 l,4,9-12,-,True,87,32
N/A,N/A,16:30,Heavy,1m 1f,Givemehoperosa (IRE),R. P. Whelan,0,Jack W. Davison,1st,N/A,3,9-3,-,True,87,32
N/A,N/A,17:05,Heavy,1m 4f,Solar Breeze (IRE),J. A. Powell,3,Ms Sheila Lavery,18th,14 l,4,8-9,80,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Out On Friday (IRE),N. M. Crosse,0,Philip Michael Byrne,17th,15 l,7,8-7,78,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Whileuweresleeping,Shane Foley,0,E. J. O'Neill,16th,19 l,4,8-13,84,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Soaring Monarch (IRE),Ben Martin Coen,0,Peter Fahey,15th,2 1/2 l,6,9-2,87,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Gulf of Mexico (IRE),Declan McDonogh,0,Aidan O'Brien,14th,2 3/4 l,3,8-13b1,90,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Star Harbour (IRE),C. J. MacRedmond,5,Adrian McGuinness,13th,8 1/2 l,5,9-13v,98,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Luke Short,D. B. McMonagle,0,Noel Meade,12th,3 3/4 l,6,8-12p,83,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Alexandroupolis (IRE),Seamie Heffernan,0,Aidan O'Brien,11th,2 1/4 l,3,9-10,101,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Smooth Tom (IRE),William James Lee,0,A. Slattery,10th,1/2 l,4,9-6v,91,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Sionnach Eile (IRE),G. F. Carroll,0,Joseph G. Murphy,9th,3/4 l,6,9-10h,95,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Cristal Clere (IRE),S. D. Bowen,5,John J. Nallen,8th,2 1/4 l,5,9-8,93,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Imaginarium (IRE),C. T. Keane,0,G. M. Lyons,7th,2 1/4 l,4,9-5b1,90,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Dream Escape,M. W. Hassett,7,Thomas Mullins,6th,2 1/4 l,4,8-7,78,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Brogue,C. D. Hayes,0,D. K. Weld,5th,1/2 l,7,9-4,89,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Chally Chute (IRE),R. P. Whelan,0,M. Halford & T. Collins,4th,2 1/4 l,5,10-0,99,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Crassus (IRE),R. Whearty,5,Noel Meade,3rd,2 1/4 l,6,8-9,80,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Vischio (IRE),M. P. Sheehy,0,R. Donohoe,2nd,2 1/4 l,6,8-12,83,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Eastern Legend (IRE),R. P. Cleary,0,J. S. Bolger,1st,N/A,3,8-8tp,85,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Solar Breeze (IRE),J. A. Powell,3,Ms Sheila Lavery,18th,14 l,4,8-9,80,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Out On Friday (IRE),N. M. Crosse,0,Philip Michael Byrne,17th,15 l,7,8-7,78,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Whileuweresleeping,Shane Foley,0,E. J. O'Neill,16th,19 l,4,8-13,84,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Soaring Monarch (IRE),Ben Martin Coen,0,Peter Fahey,15th,2 1/2 l,6,9-2,87,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Gulf of Mexico (IRE),Declan McDonogh,0,Aidan O'Brien,14th,2 3/4 l,3,8-13b1,90,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Star Harbour (IRE),C. J. MacRedmond,5,Adrian McGuinness,13th,8 1/2 l,5,9-13v,98,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Luke Short,D. B. McMonagle,0,Noel Meade,12th,3 3/4 l,6,8-12p,83,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Alexandroupolis (IRE),Seamie Heffernan,0,Aidan O'Brien,11th,2 1/4 l,3,9-10,101,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Smooth Tom (IRE),William James Lee,0,A. Slattery,10th,1/2 l,4,9-6v,91,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Sionnach Eile (IRE),G. F. Carroll,0,Joseph G. Murphy,9th,3/4 l,6,9-10h,95,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Cristal Clere (IRE),S. D. Bowen,5,John J. Nallen,8th,2 1/4 l,5,9-8,93,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Imaginarium (IRE),C. T. Keane,0,G. M. Lyons,7th,2 1/4 l,4,9-5b1,90,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Dream Escape,M. W. Hassett,7,Thomas Mullins,6th,2 1/4 l,4,8-7,78,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Brogue,C. D. Hayes,0,D. K. Weld,5th,1/2 l,7,9-4,89,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Chally Chute (IRE),R. P. Whelan,0,M. Halford & T. Collins,4th,2 1/4 l,5,10-0,99,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Crassus (IRE),R. Whearty,5,Noel Meade,3rd,2 1/4 l,6,8-9,80,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Vischio (IRE),M. P. Sheehy,0,R. Donohoe,2nd,2 1/4 l,6,8-12,83,True,87,33
N/A,N/A,17:05,Heavy,1m 4f,Eastern Legend (IRE),R. P. Cleary,0,J. S. Bolger,1st,N/A,3,8-8tp,85,True,87,33
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Colline Fleurie (IRE),B. Hayes,0,Brendan Maurice Walsh,18th,17 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Five Minutes More (IRE),Phillip Enright,0,Robert Tyner,17th,1/2 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,On The Banks (IRE),R. P. Treacy,0,Robert Tyner,16th,3 1/4 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Mason Lady (IRE),J. P. O'Sullivan,3,Declan Queally,15th,Short Head,4,11-6,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Shesabreeze (IRE),C. P. McNamara,0,Eric McNamara,14th,2 3/4 l,4,11-6,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Tropical Image (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,13th,3 1/2 l,6,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Dream Once More (IRE),S. Fitzgerald,0,Declan Queally,12th,4 3/4 l,4,11-6h,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Erne Star (IRE),Thomas Reilly,7,Francis Casey,11th,3 1/2 l,4,11-6,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,La Tene (IRE),Liam Quinlan,5,John Patrick Ryan,10th,2 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Mini Getaway (IRE),J. J. Slevin,0,M. M. Lynch,9th,1 3/4 l,6,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Out Of The Park (IRE),Mr J. Aherne,7,A. M. O'Grady,8th,4 3/4 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Catchabird (IRE),A. P. Kelly,5,W. J. Burke,7th,Neck,5,11-7h,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Whotookthebiscuit (IRE),M. P. O'Connor,3,Henry de Bromhead,6th,1/2 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Tastyee (IRE),D. J. O'Keeffe,0,David Kenneth Budds,5th,1 1/4 l,5,11-7t,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Not Before Time (IRE),S. D. Torrens,0,Aidan Anthony Howard,4th,3 1/4 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Bestaline (FR),J. W. Kennedy,0,Gordon Elliott,3rd,3 l,4,11-6,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Mag Dillane (IRE),M. M. McDonagh,3,Eric McNamara,2nd,6 1/2 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,She's A Fine Wine (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Colline Fleurie (IRE),B. Hayes,0,Brendan Maurice Walsh,18th,17 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Five Minutes More (IRE),Phillip Enright,0,Robert Tyner,17th,1/2 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,On The Banks (IRE),R. P. Treacy,0,Robert Tyner,16th,3 1/4 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Mason Lady (IRE),J. P. O'Sullivan,3,Declan Queally,15th,Short Head,4,11-6,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Shesabreeze (IRE),C. P. McNamara,0,Eric McNamara,14th,2 3/4 l,4,11-6,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Tropical Image (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,13th,3 1/2 l,6,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Dream Once More (IRE),S. Fitzgerald,0,Declan Queally,12th,4 3/4 l,4,11-6h,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Erne Star (IRE),Thomas Reilly,7,Francis Casey,11th,3 1/2 l,4,11-6,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,La Tene (IRE),Liam Quinlan,5,John Patrick Ryan,10th,2 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Mini Getaway (IRE),J. J. Slevin,0,M. M. Lynch,9th,1 3/4 l,6,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Out Of The Park (IRE),Mr J. Aherne,7,A. M. O'Grady,8th,4 3/4 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Catchabird (IRE),A. P. Kelly,5,W. J. Burke,7th,Neck,5,11-7h,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Whotookthebiscuit (IRE),M. P. O'Connor,3,Henry de Bromhead,6th,1/2 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Tastyee (IRE),D. J. O'Keeffe,0,David Kenneth Budds,5th,1 1/4 l,5,11-7t,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Not Before Time (IRE),S. D. Torrens,0,Aidan Anthony Howard,4th,3 1/4 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Bestaline (FR),J. W. Kennedy,0,Gordon Elliott,3rd,3 l,4,11-6,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,Mag Dillane (IRE),M. M. McDonagh,3,Eric McNamara,2nd,6 1/2 l,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 13:55,N/A,13:55,Soft To Heavy (Heavy In Places),2m,She's A Fine Wine (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,5,11-7,-,True,87,34
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,The Bay Horse (IRE),C. P. Millar,7,Gordon Elliott,PU,N/A,7,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Frontispiece,M. M. McDonagh,3,Eric McNamara,PU,N/A,9,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Just Jack (IRE),B. Hayes,0,Brendan Maurice Walsh,PU,N/A,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Pharney Soldier (IRE),A. M. McCurtin,0,David Richard Barry,PU,N/A,6,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Huckleberry River (IRE),Keith Donoghue,0,Shane Crawley,14th,69 l,5,11-12h1,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Knockbrack Rambler (IRE),A. P. Heskin,0,Brendan Maurice Walsh,13th,22 l,6,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,The Flying Donkey (IRE),Richard Deegan,0,James Daniel Dullea,12th,45 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Rusheen (IRE),D. E. Mullins,0,James Daniel Dullea,11th,1 1/2 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Arion Soldier (IRE),Patrick O'Hanlon,3,Eamon Courtney,10th,10 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Native Speaker (IRE),Rachael Blackmore,0,Henry de Bromhead,9th,3 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Givehimthehonour (IRE),Sean Flanagan,0,Paul Nolan,8th,7 1/2 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Catch The Beast (IRE),Phillip Enright,0,Edward Cawley,7th,5 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Walk Away Harry (IRE),P. Byrnes,5,Charles Byrnes,6th,3 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Champagne Mahler (IRE),D. J. O'Keeffe,0,Henry de Bromhead,5th,8 1/2 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Ballycallan King (IRE),S. Cleary-Farrell,7,Barry Fitzgerald,4th,5 l,6,11-12p,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Diamboy Des Carres (FR),J. J. Slevin,0,Sean Thomas Doyle,3rd,9 l,7,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,What's Up Darling (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,3 3/4 l,6,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Answer To Kayf,J. P. Shinnick,7,Terence O'Brien,1st,N/A,7,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,The Bay Horse (IRE),C. P. Millar,7,Gordon Elliott,PU,N/A,7,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Frontispiece,M. M. McDonagh,3,Eric McNamara,PU,N/A,9,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Just Jack (IRE),B. Hayes,0,Brendan Maurice Walsh,PU,N/A,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Pharney Soldier (IRE),A. M. McCurtin,0,David Richard Barry,PU,N/A,6,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Huckleberry River (IRE),Keith Donoghue,0,Shane Crawley,14th,69 l,5,11-12h1,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Knockbrack Rambler (IRE),A. P. Heskin,0,Brendan Maurice Walsh,13th,22 l,6,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,The Flying Donkey (IRE),Richard Deegan,0,James Daniel Dullea,12th,45 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Rusheen (IRE),D. E. Mullins,0,James Daniel Dullea,11th,1 1/2 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Arion Soldier (IRE),Patrick O'Hanlon,3,Eamon Courtney,10th,10 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Native Speaker (IRE),Rachael Blackmore,0,Henry de Bromhead,9th,3 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Givehimthehonour (IRE),Sean Flanagan,0,Paul Nolan,8th,7 1/2 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Catch The Beast (IRE),Phillip Enright,0,Edward Cawley,7th,5 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Walk Away Harry (IRE),P. Byrnes,5,Charles Byrnes,6th,3 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Champagne Mahler (IRE),D. J. O'Keeffe,0,Henry de Bromhead,5th,8 1/2 l,5,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Ballycallan King (IRE),S. Cleary-Farrell,7,Barry Fitzgerald,4th,5 l,6,11-12p,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Diamboy Des Carres (FR),J. J. Slevin,0,Sean Thomas Doyle,3rd,9 l,7,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,What's Up Darling (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,3 3/4 l,6,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 14:30,N/A,14:30,Soft To Heavy (Heavy In Places)  Hurdle (Turf),2m,Answer To Kayf,J. P. Shinnick,7,Terence O'Brien,1st,N/A,7,11-12,-,True,87,35
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Flemansflick (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,10th,99 l,5,11-0,95,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Chainofconsequence (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,9th,4 1/2 l,6,10-12t,93,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,He's Home Again (IRE),Phillip Enright,0,Edward Cawley,8th,3 l,5,10-12,93,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,New Barn Lane (IRE),Richard Deegan,0,Eoin Christopher McCarthy,7th,5 1/2 l,6,10-13,94,True,87,36
