track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Hms Seahorse (IRE),C. Smithers,7,Paul Nolan,5th,3/4 l,5,11-0,-,True,87,1
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Walking On Glass (IRE),A. P. Kelly,5,Padraig Roche,4th,12 l,8,11-0p,-,True,87,1
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Aspire Tower (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,23 l,7,11-0,-,True,87,1
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Cash Back (FR),P. Townend,0,W. P. Mullins,2nd,1 1/4 l,11,11-0,-,True,87,1
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Beacon Edge (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,9,11-0,-,True,87,1
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Hms Seahorse (IRE),C. Smithers,7,Paul Nolan,5th,3/4 l,5,11-0,-,True,87,1
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Walking On Glass (IRE),A. P. Kelly,5,Padraig Roche,4th,12 l,8,11-0p,-,True,87,1
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Aspire Tower (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,23 l,7,11-0,-,True,87,1
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Cash Back (FR),P. Townend,0,W. P. Mullins,2nd,1 1/4 l,11,11-0,-,True,87,1
Thurles Racing Results | 19th October 2023 16:00,N/A,16:00,Soft (Yielding In Places),2m 7f,Beacon Edge (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,9,11-0,-,True,87,1
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Toucan Do (IRE),Eoin Walsh,3,John Michael Burke,14th,2 l,5,11-2,90,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Merry Moves (IRE),D. Moloney,7,Mrs Grainne O'Connor,13th,1/2 l,8,11-5t,93,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Lizrona (IRE),S. F. O'Keeffe,0,Eric Larkin,12th,11 l,7,11-13,101,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,In A Nice Way (IRE),L. A. McKenna,5,Stephen Ryan,11th,1 1/4 l,7,11-2,90,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Tango Theatre (IRE),B. W. Harvey,3,John McConnell,10th,8 l,8,11-6tp,94,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Cathys Quest (IRE),J. P. Shinnick,7,Terence O'Brien,9th,2 3/4 l,6,11-6b,94,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Pearlofflorida (IRE),B. Hayes,0,Liam P. Cusack,8th,1/2 l,6,11-7,95,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Goodie Girl (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,7th,3 l,5,11-10,98,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Walk Out (IRE),Rachael Blackmore,0,John E. & Thomas Kiely,6th,1 3/4 l,5,11-7,95,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Light Parade (IRE),D. J. O'Keeffe,0,W. J. Burke,5th,2 1/4 l,6,11-5,93,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,C'est Rien (IRE),M. J. M. O'Sullivan,0,Thomas Mullins,4th,2 1/4 l,6,11-4t1,92,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,No Fussing (IRE),Mr D. Doyle,7,Timothy Doyle,3rd,2 1/4 l,7,11-13,101,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Magic Conqueror (IRE),J. W. Kennedy,0,Michael G. Kennedy,2nd,2 1/4 l,6,11-6,94,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,More Info (IRE),D. King,3,Miss Shauna Larkin,1st,N/A,8,12-0,102,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Toucan Do (IRE),Eoin Walsh,3,John Michael Burke,14th,2 l,5,11-2,90,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Merry Moves (IRE),D. Moloney,7,Mrs Grainne O'Connor,13th,1/2 l,8,11-5t,93,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Lizrona (IRE),S. F. O'Keeffe,0,Eric Larkin,12th,11 l,7,11-13,101,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,In A Nice Way (IRE),L. A. McKenna,5,Stephen Ryan,11th,1 1/4 l,7,11-2,90,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Tango Theatre (IRE),B. W. Harvey,3,John McConnell,10th,8 l,8,11-6tp,94,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Cathys Quest (IRE),J. P. Shinnick,7,Terence O'Brien,9th,2 3/4 l,6,11-6b,94,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Pearlofflorida (IRE),B. Hayes,0,Liam P. Cusack,8th,1/2 l,6,11-7,95,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Goodie Girl (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,7th,3 l,5,11-10,98,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Walk Out (IRE),Rachael Blackmore,0,John E. & Thomas Kiely,6th,1 3/4 l,5,11-7,95,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Light Parade (IRE),D. J. O'Keeffe,0,W. J. Burke,5th,2 1/4 l,6,11-5,93,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,C'est Rien (IRE),M. J. M. O'Sullivan,0,Thomas Mullins,4th,2 1/4 l,6,11-4t1,92,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,No Fussing (IRE),Mr D. Doyle,7,Timothy Doyle,3rd,2 1/4 l,7,11-13,101,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,Magic Conqueror (IRE),J. W. Kennedy,0,Michael G. Kennedy,2nd,2 1/4 l,6,11-6,94,True,87,2
Thurles Racing Results | 19th October 2023 16:35,N/A,16:35,Soft (Yielding In Places),2m 7f,More Info (IRE),D. King,3,Miss Shauna Larkin,1st,N/A,8,12-0,102,True,87,2
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Isolde's Voice (IRE),Mr S. Tobin,7,Sean Aherne,14th,65 l,7,11-7,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Keeptheoldmanout (IRE),Mr J. Costello,7,A. J. Martin,13th,1 1/2 l,7,12-0,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Disco Boy (IRE),Mr M. J. Sweeney,7,Sean Byrne,12th,28 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Slim Marvel (FR),Mr A. P. Ryan,7,A. Slattery,11th,Nose,5,11-7,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Doonwest (IRE),Miss J. Townend,0,W. P. Mullins,10th,6 l,6,11-7,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Opera Night (IRE),Mr D. O'Connor,0,P. A. Fahy,9th,3 3/4 l,7,12-0,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Answering (IRE),Mr D. Doyle,7,Timothy Doyle,8th,1 3/4 l,8,12-0,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Remember'hesmine (IRE),Mr A. P. Fahey,7,P. G. Fahey,7th,7 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Slieve Carran (IRE),B. W. Harvey,7,Patrick T. Foley,6th,2 3/4 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Can't Resist It,Mr J. H. Williamson,7,Miss Shauna Larkin,5th,3/4 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Fad Eadrainn (IRE),Mr Pat Taaffe,7,Patrick T. Foley,4th,6 l,5,12-0,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Le Coq Hardi (IRE),Mr J. L. Gleeson,5,Henry de Bromhead,3rd,6 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,The Enabler (IRE),Mr H. C. Swan,5,Gordon Elliott,2nd,2 1/4 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,The Busy Fool (IRE),Miss P. Elvin,7,P. J. Rothwell,1st,N/A,5,12-0,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Isolde's Voice (IRE),Mr S. Tobin,7,Sean Aherne,14th,65 l,7,11-7,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Keeptheoldmanout (IRE),Mr J. Costello,7,A. J. Martin,13th,1 1/2 l,7,12-0,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Disco Boy (IRE),Mr M. J. Sweeney,7,Sean Byrne,12th,28 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Slim Marvel (FR),Mr A. P. Ryan,7,A. Slattery,11th,Nose,5,11-7,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Doonwest (IRE),Miss J. Townend,0,W. P. Mullins,10th,6 l,6,11-7,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Opera Night (IRE),Mr D. O'Connor,0,P. A. Fahy,9th,3 3/4 l,7,12-0,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Answering (IRE),Mr D. Doyle,7,Timothy Doyle,8th,1 3/4 l,8,12-0,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Remember'hesmine (IRE),Mr A. P. Fahey,7,P. G. Fahey,7th,7 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Slieve Carran (IRE),B. W. Harvey,7,Patrick T. Foley,6th,2 3/4 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Can't Resist It,Mr J. H. Williamson,7,Miss Shauna Larkin,5th,3/4 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Fad Eadrainn (IRE),Mr Pat Taaffe,7,Patrick T. Foley,4th,6 l,5,12-0,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,Le Coq Hardi (IRE),Mr J. L. Gleeson,5,Henry de Bromhead,3rd,6 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,The Enabler (IRE),Mr H. C. Swan,5,Gordon Elliott,2nd,2 1/4 l,4,11-13,-,True,87,3
Thurles Racing Results | 19th October 2023 17:10,N/A,17:10,Soft (Yielding In Places),1m 7f 202y,The Busy Fool (IRE),Miss P. Elvin,7,P. J. Rothwell,1st,N/A,5,12-0,-,True,87,3
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Moondharrig (IRE),A. C. Persse,4,Eoin Doyle,12th,Neck,3,9-2t,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Drakensberg (IRE),C. Horgan,7,A. J. Martin,11th,1/2 l,9,9-4t,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Make The Switch (IRE),D. E. Sheehy,0,G. A. Kingston,10th,2 l,8,9-1p,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Desert Friend (IRE),S. D. Bowen,2,Philip Michael Byrne,9th,5 l,7,9-8,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Dalvey,J. A. Powell,0,James McAuley,8th,1/2 l,6,9-11tb1,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Magnetic North (IRE),C. Stone-Walsh,4,James McAuley,7th,1 l,8,9-11b1,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Comfort Line (IRE),Adam Caffrey,2,Adrian McGuinness,6th,Neck,6,9-6v,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Caulaincourt (IRE),J. Kearney,2,G. M. Lyons,5th,Neck,3,9-7,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Halcyon Spirit,Siobhan Rutledge,0,John McConnell,4th,2 1/4 l,5,9-3,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Hasten Slowly (IRE),R. Whearty,2,Noel Meade,3rd,1 1/4 l,3,9-2b,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Garrick Painter (IRE),Oisin McSweeney,0,Daniel James Murphy,2nd,2 3/4 l,3,9-12,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Autocrat (IRE),D. King,0,Shane Kieran Ryder,1st,N/A,3,9-12p,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Moondharrig (IRE),A. C. Persse,4,Eoin Doyle,12th,Neck,3,9-2t,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Drakensberg (IRE),C. Horgan,7,A. J. Martin,11th,1/2 l,9,9-4t,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Make The Switch (IRE),D. E. Sheehy,0,G. A. Kingston,10th,2 l,8,9-1p,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Desert Friend (IRE),S. D. Bowen,2,Philip Michael Byrne,9th,5 l,7,9-8,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Dalvey,J. A. Powell,0,James McAuley,8th,1/2 l,6,9-11tb1,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Magnetic North (IRE),C. Stone-Walsh,4,James McAuley,7th,1 l,8,9-11b1,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Comfort Line (IRE),Adam Caffrey,2,Adrian McGuinness,6th,Neck,6,9-6v,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Caulaincourt (IRE),J. Kearney,2,G. M. Lyons,5th,Neck,3,9-7,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Halcyon Spirit,Siobhan Rutledge,0,John McConnell,4th,2 1/4 l,5,9-3,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Hasten Slowly (IRE),R. Whearty,2,Noel Meade,3rd,1 1/4 l,3,9-2b,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Garrick Painter (IRE),Oisin McSweeney,0,Daniel James Murphy,2nd,2 3/4 l,3,9-12,-,True,87,4
Dundalk Racing Results | 20th October 2023 16:40,N/A,16:40,Standard,1m 2f 150y,Autocrat (IRE),D. King,0,Shane Kieran Ryder,1st,N/A,3,9-12p,-,True,87,4
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Alhaajeb (IRE),C. D. Hayes,0,John Joseph Hanlon,14th,15 l,5,9-13v,67,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Sea Spray,Shane Foley,0,Mrs J. Harrington,13th,34 l,3,9-10p,68,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Cursory Exam,Nicole Weir,10,D. J. Bunyan & G. O'Leary,12th,2 1/4 l,5,10-0,68,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Apprentice (IRE),A. C. Persse,7,Mark Cahill,11th,2 1/4 l,3,9-9,67,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Only for Me (IRE),C. D. Maxwell,0,Mrs Jessica Magnier,10th,1 l,4,10-0t,68,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Hidden Land (USA),S. D. Bowen,5,Andrew Kinirons,9th,3 1/2 l,6,10-0h,68,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Malacanne (IRE),Ben Martin Coen,0,John Patrick Murtagh,8th,7 1/2 l,3,9-12v,70,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,The Mpex Kid (IRE),J. A. Powell,3,Ciaran Murphy,7th,1 1/4 l,7,10-3,71,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Ghumama (IRE),L. T. McAteer,0,James McAuley,6th,1/2 l,5,9-13tb,67,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Kitty Mcfee (IRE),R. P. Whelan,0,John S. O'Donoghue,5th,1/2 l,3,9-8,66,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Maralinga (IRE),G. M. Ryan,0,Timothy Doyle,4th,2 3/4 l,5,10-2,70,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Yokkell (IRE),S. McCullagh,3,Jarlath P. Fahey,3rd,Neck,4,10-2,70,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Banana Three (IRE),C. T. Keane,0,G. M. Lyons,2nd,4 l,3,9-12,70,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Jaafel (IRE),J. M. Sheridan,0,James McAuley,1st,N/A,5,9-13t,67,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Alhaajeb (IRE),C. D. Hayes,0,John Joseph Hanlon,14th,15 l,5,9-13v,67,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Sea Spray,Shane Foley,0,Mrs J. Harrington,13th,34 l,3,9-10p,68,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Cursory Exam,Nicole Weir,10,D. J. Bunyan & G. O'Leary,12th,2 1/4 l,5,10-0,68,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Apprentice (IRE),A. C. Persse,7,Mark Cahill,11th,2 1/4 l,3,9-9,67,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Only for Me (IRE),C. D. Maxwell,0,Mrs Jessica Magnier,10th,1 l,4,10-0t,68,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Hidden Land (USA),S. D. Bowen,5,Andrew Kinirons,9th,3 1/2 l,6,10-0h,68,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Malacanne (IRE),Ben Martin Coen,0,John Patrick Murtagh,8th,7 1/2 l,3,9-12v,70,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,The Mpex Kid (IRE),J. A. Powell,3,Ciaran Murphy,7th,1 1/4 l,7,10-3,71,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Ghumama (IRE),L. T. McAteer,0,James McAuley,6th,1/2 l,5,9-13tb,67,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Kitty Mcfee (IRE),R. P. Whelan,0,John S. O'Donoghue,5th,1/2 l,3,9-8,66,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Maralinga (IRE),G. M. Ryan,0,Timothy Doyle,4th,2 3/4 l,5,10-2,70,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Yokkell (IRE),S. McCullagh,3,Jarlath P. Fahey,3rd,Neck,4,10-2,70,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Banana Three (IRE),C. T. Keane,0,G. M. Lyons,2nd,4 l,3,9-12,70,True,87,5
Dundalk Racing Results | 20th October 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Jaafel (IRE),J. M. Sheridan,0,James McAuley,1st,N/A,5,9-13t,67,True,87,5
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,No Niki No (IRE),Ben Martin Coen,0,E. J. O'Neill,10th,1 l,7,9-2b,83,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Royal Pippen (IRE),S. D. Bowen,5,Shane Donohoe,9th,3 3/4 l,6,8-9p,76,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,San Andreas (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,8th,3 1/4 l,7,10-7,102,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Mister Mister (GER),D. B. McMonagle,0,Joseph Patrick O'Brien,7th,Head,3,9-10t1,95,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Cordouan (FR),Adam Caffrey,5,Adrian McGuinness,6th,1 1/4 l,5,8-13,80,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Inuit (FR),M. W. Hassett,7,Joseph Patrick O'Brien,5th,1/2 l,4,10-6,101,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Pearl Of Australia (IRE),C. D. Hayes,0,Noel Meade,4th,1 1/2 l,3,8-7b1,78,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Martinstown (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,1 3/4 l,4,9-12,93,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Londoner (IRE),K. K. Hennessy,5,Aidan O'Brien,2nd,1 1/4 l,3,9-9,94,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Slieve Binnian (IRE),R. P. Whelan,0,M. Halford & T. Collins,1st,N/A,3,8-9,80,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,No Niki No (IRE),Ben Martin Coen,0,E. J. O'Neill,10th,1 l,7,9-2b,83,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Royal Pippen (IRE),S. D. Bowen,5,Shane Donohoe,9th,3 3/4 l,6,8-9p,76,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,San Andreas (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,8th,3 1/4 l,7,10-7,102,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Mister Mister (GER),D. B. McMonagle,0,Joseph Patrick O'Brien,7th,Head,3,9-10t1,95,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Cordouan (FR),Adam Caffrey,5,Adrian McGuinness,6th,1 1/4 l,5,8-13,80,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Inuit (FR),M. W. Hassett,7,Joseph Patrick O'Brien,5th,1/2 l,4,10-6,101,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Pearl Of Australia (IRE),C. D. Hayes,0,Noel Meade,4th,1 1/2 l,3,8-7b1,78,True,87,6
Dundalk Racing Results | 20th October 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Martinstown (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,1 3/4 l,4,9-12,93,True,87,6
