track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Spy,A Harvey,5,C Byrnes,1st,N/A,6,10-3p,113,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Miss Fourie (IRE),J Coen,0,Peter Fahey,F,N/A,8,10-12,122,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Prairie Dancer (IRE),J J Slevin,0,J P O'Brien,7th,25 l,7,11-6b,130,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Red Glory (IRE),D J O'Keeffe,0,H De Bromhead,6th,10 l,7,10-5,115,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Relieved Of Duties (IRE),F Brickley,7,G Elliott,5th,6 l,6,11-4t,128,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Zoffman (IRE),D Meyler,0,N Meade,4th,Head,6,10-10p,120,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Bowensonfire (FR),J W Kennedy,0,G Elliott,3rd,5 1/2 l,5,11-6h1,130,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Come On The Lads (IRE),E Staples,7,G P Cromwell,2nd,2 3/4 l,5,10-11h,121,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Spy,A Harvey,5,C Byrnes,1st,N/A,6,10-3p,113,True,13,15
Killarney Racing Results | 21st August 2025 17:37,2025-08-21,17:37,Good (Good To Yielding In Places),2m 6f 180y,Emily Love (IRE),Sam Ewing,0,G Elliott,4th,27 l,6,11-3,130,True,13,16
Killarney Racing Results | 21st August 2025 17:37,2025-08-21,17:37,Good (Good To Yielding In Places),2m 6f 180y,Kamikaz Du Plessis (FR),J W Kennedy,0,G Elliott,3rd,9 l,5,11-7,132,True,13,16
Killarney Racing Results | 21st August 2025 17:37,2025-08-21,17:37,Good (Good To Yielding In Places),2m 6f 180y,Kilbuny Supersonic (IRE),D E Mullins,0,Richard J O'Hara,2nd,10 l,5,10-11,117,True,13,16
Killarney Racing Results | 21st August 2025 17:37,2025-08-21,17:37,Good (Good To Yielding In Places),2m 6f 180y,Keep Up (FR),P Townend,0,W P Mullins,1st,N/A,5,10-11,120,True,13,16
Killarney Racing Results | 21st August 2025 17:37,2025-08-21,17:37,Good (Good To Yielding In Places),2m 6f 180y,Emily Love (IRE),Sam Ewing,0,G Elliott,4th,27 l,6,11-3,130,True,13,16
Killarney Racing Results | 21st August 2025 17:37,2025-08-21,17:37,Good (Good To Yielding In Places),2m 6f 180y,Kamikaz Du Plessis (FR),J W Kennedy,0,G Elliott,3rd,9 l,5,11-7,132,True,13,16
Killarney Racing Results | 21st August 2025 17:37,2025-08-21,17:37,Good (Good To Yielding In Places),2m 6f 180y,Kilbuny Supersonic (IRE),D E Mullins,0,Richard J O'Hara,2nd,10 l,5,10-11,117,True,13,16
Killarney Racing Results | 21st August 2025 17:37,2025-08-21,17:37,Good (Good To Yielding In Places),2m 6f 180y,Keep Up (FR),P Townend,0,W P Mullins,1st,N/A,5,10-11,120,True,13,16
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,Larkfield Lidaho (IRE),C Stone-Walsh,0,R P Rath,5th,84 l,5,11-12,-,True,13,17
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,Millforce (IRE),K E Buckley,0,G P Cromwell,4th,31 l,6,11-12p,-,True,13,17
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,Timmy Tuesday (IRE),J C Gainford,0,G Elliott,3rd,Neck,7,11-12,-,True,13,17
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,Antrim Coast (IRE),K M Donoghue,0,G P Cromwell,2nd,7 1/2 l,7,11-12,124,True,13,17
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,What's Up Darling (IRE),J W Kennedy,0,G Elliott,1st,N/A,8,11-12,130,True,13,17
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,Larkfield Lidaho (IRE),C Stone-Walsh,0,R P Rath,5th,84 l,5,11-12,-,True,13,17
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,Millforce (IRE),K E Buckley,0,G P Cromwell,4th,31 l,6,11-12p,-,True,13,17
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,Timmy Tuesday (IRE),J C Gainford,0,G Elliott,3rd,Neck,7,11-12,-,True,13,17
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,Antrim Coast (IRE),K M Donoghue,0,G P Cromwell,2nd,7 1/2 l,7,11-12,124,True,13,17
Killarney Racing Results | 21st August 2025 18:07,2025-08-21,18:07,Good (Good To Yielding In Places),2m 7f 100y,What's Up Darling (IRE),J W Kennedy,0,G Elliott,1st,N/A,8,11-12,130,True,13,17
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Amyr (IRE),B P Kennedy,7,Miss E McCutcheon,7th,26 l,8,10-6t,78,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Definiteadare (IRE),P J O'Hanlon,0,C Coakley,6th,9 1/2 l,11,10-9p,81,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Carlas Big Jim (IRE),Mr C J Shine,7,L J Archdeacon,5th,14 l,7,11-8,94,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Woodie Wango (IRE),D E Mullins,0,Rosemary Connors,4th,1 1/2 l,7,11-4t,90,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Gaelic Des Chastys (FR),G B Noonan,5,E McNamara,3rd,7 1/2 l,9,11-12,98,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Zolpharine (IRE),E Staples,7,J P Ryan,2nd,9 l,7,11-0,86,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,1st,N/A,8,11-5v,91,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Amyr (IRE),B P Kennedy,7,Miss E McCutcheon,7th,26 l,8,10-6t,78,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Definiteadare (IRE),P J O'Hanlon,0,C Coakley,6th,9 1/2 l,11,10-9p,81,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Carlas Big Jim (IRE),Mr C J Shine,7,L J Archdeacon,5th,14 l,7,11-8,94,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Woodie Wango (IRE),D E Mullins,0,Rosemary Connors,4th,1 1/2 l,7,11-4t,90,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Gaelic Des Chastys (FR),G B Noonan,5,E McNamara,3rd,7 1/2 l,9,11-12,98,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,Zolpharine (IRE),E Staples,7,J P Ryan,2nd,9 l,7,11-0,86,True,13,18
Killarney Racing Results | 21st August 2025 18:37,2025-08-21,18:37,Good (Good To Yielding In Places),2m 7f 100y,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,1st,N/A,8,11-5v,91,True,13,18
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,I A Connect (IRE),J C Gainford,0,Miss E McCutcheon,9th,43 l,10,11-6,104,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Time Marches On (IRE),D J O'Keeffe,0,J Motherway,8th,12 l,9,11-9b,107,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Smallcraftwarning (IRE),D King,0,J P Ryan,7th,4 3/4 l,8,11-2,100,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Garde La Peche (FR),F Brickley,7,H De Bromhead,6th,5 1/2 l,7,11-8t,106,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Ashdale Flyer (IRE),S W Flanagan,0,Mrs J Harrington,5th,3 1/4 l,6,11-12p,110,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Warm In Gorey (IRE),S D Torrens,0,P J Rothwell,4th,1/2 l,7,10-13p,97,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Sea Road Fill (IRE),P T Enright,0,D Collins,3rd,12 l,8,11-0,98,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Pride Of Place (IRE),C G O'Dwyer,5,E Bolger,2nd,2 1/2 l,6,11-12b,110,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Hees Dynamite (IRE),G B Noonan,5,E McNamara,1st,N/A,7,10-0,84,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,I A Connect (IRE),J C Gainford,0,Miss E McCutcheon,9th,43 l,10,11-6,104,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Time Marches On (IRE),D J O'Keeffe,0,J Motherway,8th,12 l,9,11-9b,107,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Smallcraftwarning (IRE),D King,0,J P Ryan,7th,4 3/4 l,8,11-2,100,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Garde La Peche (FR),F Brickley,7,H De Bromhead,6th,5 1/2 l,7,11-8t,106,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Ashdale Flyer (IRE),S W Flanagan,0,Mrs J Harrington,5th,3 1/4 l,6,11-12p,110,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Warm In Gorey (IRE),S D Torrens,0,P J Rothwell,4th,1/2 l,7,10-13p,97,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Sea Road Fill (IRE),P T Enright,0,D Collins,3rd,12 l,8,11-0,98,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Pride Of Place (IRE),C G O'Dwyer,5,E Bolger,2nd,2 1/2 l,6,11-12b,110,True,13,19
Killarney Racing Results | 21st August 2025 19:07,2025-08-21,19:07,Good (Good To Yielding In Places),2m 4f 180y,Hees Dynamite (IRE),G B Noonan,5,E McNamara,1st,N/A,7,10-0,84,True,13,19
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Good As Hell (IRE),Niall Moore,5,P Fenton,PU,N/A,10,11-0b,116,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Be Fierce (IRE),S O'Callaghan,5,T M Walsh,9th,1 1/4 l,8,10-10t,112,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Cavalry Master (IRE),S F O'Keeffe,0,Peter Maher,8th,1 1/2 l,11,11-1tp,117,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Aeros Luck (IRE),K M Donoghue,0,G P Cromwell,7th,5 l,6,11-12t,128,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Wonleg (IRE),D J O'Keeffe,0,H De Bromhead,6th,5 l,5,11-7h,123,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Jack Holiday (IRE),P T Smithers,7,D M Christie,5th,3 1/4 l,11,10-8p,110,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,The Dara Man (IRE),D King,0,J P Ryan,4th,3 3/4 l,10,11-3,119,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,That's About Right (IRE),S D Torrens,0,P J Rothwell,3rd,6 1/2 l,7,10-13p,115,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Prince Of Air (FR),A Harvey,5,C Coakley,2nd,9 1/2 l,8,10-3p,105,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Embittered (IRE),S W Flanagan,0,E McNamara,1st,N/A,11,11-5tp,121,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Good As Hell (IRE),Niall Moore,5,P Fenton,PU,N/A,10,11-0b,116,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Be Fierce (IRE),S O'Callaghan,5,T M Walsh,9th,1 1/4 l,8,10-10t,112,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Cavalry Master (IRE),S F O'Keeffe,0,Peter Maher,8th,1 1/2 l,11,11-1tp,117,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Aeros Luck (IRE),K M Donoghue,0,G P Cromwell,7th,5 l,6,11-12t,128,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Wonleg (IRE),D J O'Keeffe,0,H De Bromhead,6th,5 l,5,11-7h,123,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Jack Holiday (IRE),P T Smithers,7,D M Christie,5th,3 1/4 l,11,10-8p,110,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,The Dara Man (IRE),D King,0,J P Ryan,4th,3 3/4 l,10,11-3,119,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,That's About Right (IRE),S D Torrens,0,P J Rothwell,3rd,6 1/2 l,7,10-13p,115,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Prince Of Air (FR),A Harvey,5,C Coakley,2nd,9 1/2 l,8,10-3p,105,True,13,20
Killarney Racing Results | 21st August 2025 19:37,2025-08-21,19:37,Good (Good To Yielding In Places),2m 1f,Embittered (IRE),S W Flanagan,0,E McNamara,1st,N/A,11,11-5tp,121,True,13,20
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Red George (IRE),Mr D Doyle,7,Leonard Flynn,7th,13 l,4,11-11,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Mighty Rosa (IRE),Mr J H Williamson,7,C Collins,6th,11 l,5,11-7,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Maxicourt (IRE),Mr D O'Connor,0,P J Duffy,5th,Neck,4,11-11,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Rebel Cry (IRE),Mr H C Swan,0,Mrs J Harrington,4th,5 l,4,11-11,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Max Goodwin (IRE),Miss A B O'Connor,0,Miss E McCutcheon,3rd,2 1/4 l,5,12-0t1,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Hopeful Hero (IRE),Mr Alan O'Sullivan,7,T Hogan,2nd,11 l,4,11-11,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Parnell Street (IRE),Mr A P Ryan,5,A Slattery,1st,N/A,5,12-0,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Red George (IRE),Mr D Doyle,7,Leonard Flynn,7th,13 l,4,11-11,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Mighty Rosa (IRE),Mr J H Williamson,7,C Collins,6th,11 l,5,11-7,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Maxicourt (IRE),Mr D O'Connor,0,P J Duffy,5th,Neck,4,11-11,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Rebel Cry (IRE),Mr H C Swan,0,Mrs J Harrington,4th,5 l,4,11-11,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Max Goodwin (IRE),Miss A B O'Connor,0,Miss E McCutcheon,3rd,2 1/4 l,5,12-0t1,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Hopeful Hero (IRE),Mr Alan O'Sullivan,7,T Hogan,2nd,11 l,4,11-11,-,True,13,21
Killarney Racing Results | 21st August 2025 20:07,2025-08-21,20:07,Good (Good To Yielding In Places),2m 1f,Parnell Street (IRE),Mr A P Ryan,5,A Slattery,1st,N/A,5,12-0,-,True,13,21
N/A,2025-08-21,16:50,Good,7f 30y,The Cosy Corner (IRE),R Whearty,3,G P Cromwell,11th,2 3/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Wingit (IRE),G F Carroll,0,G P Cromwell,10th,1 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Baahyeh (IRE),J J G Ryan,0,J Davison,9th,Head,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Zusanne,D W O'Connor,0,G P Cromwell,8th,3 1/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Bloom (IRE),B M Coen,0,A P O'Brien,7th,Neck,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Venosa (USA),J Cleary,5,A P O'Brien,6th,3/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Thenandnow (IRE),S Foley,0,Mrs J Harrington,5th,3/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Killashee Warrior,J A Powell,3,E & P Harty,4th,3/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Victorious Dream (IRE),L T McAteer,0,J M Barrett,3rd,2 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Josh's Joy (IRE),G M Ryan,0,Donnacha O'Brien,2nd,Head,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Smexy (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,The Cosy Corner (IRE),R Whearty,3,G P Cromwell,11th,2 3/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Wingit (IRE),G F Carroll,0,G P Cromwell,10th,1 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Baahyeh (IRE),J J G Ryan,0,J Davison,9th,Head,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Zusanne,D W O'Connor,0,G P Cromwell,8th,3 1/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Bloom (IRE),B M Coen,0,A P O'Brien,7th,Neck,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Venosa (USA),J Cleary,5,A P O'Brien,6th,3/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Thenandnow (IRE),S Foley,0,Mrs J Harrington,5th,3/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Killashee Warrior,J A Powell,3,E & P Harty,4th,3/4 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Victorious Dream (IRE),L T McAteer,0,J M Barrett,3rd,2 l,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Josh's Joy (IRE),G M Ryan,0,Donnacha O'Brien,2nd,Head,2,9-2,-,True,13,22
N/A,2025-08-21,16:50,Good,7f 30y,Smexy (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,13,22
N/A,2025-08-21,17:25,Good,7f 30y,Saxon Grace (IRE),L F Roche,0,C O'Connell,11th,1/2 l,2,8-8,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Wipeawayyourtears (IRE),M W Hassett,3,M Butler,10th,Head,2,8-10,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Maker's Mark (IRE),J S Dalton,10,T G McCourt,9th,1 l,2,8-8,68,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Princess Rosie (IRE),N G McCullagh,0,J G Coogan,8th,Neck,2,8-8,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Chapel Lane (IRE),N M Crosse,0,W McCreery,7th,1 3/4 l,2,9-7,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Divelment (IRE),J J G Ryan,0,J Davison,6th,Short Head,2,9-9,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,L L Koulsty (IRE),B M Coen,0,John O'Donoghue,5th,2 1/2 l,2,9-3,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Eleven A (IRE),J A Heffernan,0,N Lupini,4th,1 1/2 l,2,9-9,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Pliny (IRE),C T Keane,0,N Meade,3rd,1/2 l,2,9-3,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Castelluccia (IRE),R P Cleary,0,C W J Farrell,2nd,1/2 l,2,8-8,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Solomon Islands (IRE),S Foley,0,E McNamara,1st,N/A,2,8-13,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Saxon Grace (IRE),L F Roche,0,C O'Connell,11th,1/2 l,2,8-8,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Wipeawayyourtears (IRE),M W Hassett,3,M Butler,10th,Head,2,8-10,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Maker's Mark (IRE),J S Dalton,10,T G McCourt,9th,1 l,2,8-8,68,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Princess Rosie (IRE),N G McCullagh,0,J G Coogan,8th,Neck,2,8-8,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Chapel Lane (IRE),N M Crosse,0,W McCreery,7th,1 3/4 l,2,9-7,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Divelment (IRE),J J G Ryan,0,J Davison,6th,Short Head,2,9-9,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,L L Koulsty (IRE),B M Coen,0,John O'Donoghue,5th,2 1/2 l,2,9-3,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Eleven A (IRE),J A Heffernan,0,N Lupini,4th,1 1/2 l,2,9-9,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Pliny (IRE),C T Keane,0,N Meade,3rd,1/2 l,2,9-3,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Castelluccia (IRE),R P Cleary,0,C W J Farrell,2nd,1/2 l,2,8-8,-,True,13,23
N/A,2025-08-21,17:25,Good,7f 30y,Solomon Islands (IRE),S Foley,0,E McNamara,1st,N/A,2,8-13,-,True,13,23
N/A,2025-08-21,17:55,Good,7f 30y,Happy For Evva (IRE),S Foley,0,Alan McIntyre,13th,16 l,3,9-5,63,True,13,24
N/A,2025-08-21,17:55,Good,7f 30y,Timana (IRE),R P Cleary,0,Ms J Morgan,12th,1/2 l,4,9-8t1,61,True,13,24
N/A,2025-08-21,17:55,Good,7f 30y,Big Baby Bull (IRE),Nicola Burns,7,Sean Hayes,11th,2 3/4 l,9,8-12tp,51,True,13,24
N/A,2025-08-21,17:55,Good,7f 30y,Monzoon,R M Mulligan,7,P Sweeney,10th,3/4 l,8,8-8,47,True,13,24
N/A,2025-08-21,17:55,Good,7f 30y,Blue Wood (IRE),P McGettigan,7,K Smith,9th,2 l,9,8-7t,40,True,13,24
N/A,2025-08-21,17:55,Good,7f 30y,Lovely (IRE),G M Ryan,0,D Dias,8th,1 l,3,9-13,71,True,13,24
N/A,2025-08-21,17:55,Good,7f 30y,Clever And Classy (IRE),D P McDonogh,0,J S Bolger,7th,2 3/4 l,3,9-4,62,True,13,24
N/A,2025-08-21,17:55,Good,7f 30y,Rising Sky (IRE),L T McAteer,0,A McCann,6th,Neck,3,9-4,62,True,13,24
N/A,2025-08-21,17:55,Good,7f 30y,Still She Blooms,R C Colgan,0,C Timmons,5th,1/2 l,4,9-12h,65,True,13,24
N/A,2025-08-21,17:55,Good,7f 30y,Purring Along (IRE),J Cleary,5,P G Fahey,4th,3/4 l,6,9-8,61,True,13,24
