track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Glens Sensation (IRE),J G Gilligan,5,P J Gilligan,UR,N/A,7,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Sense The Tension (IRE),Mr E T Mellerick,7,Kenneth Daly,6th,38 l,9,11-12t,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Tonaghneave Well (IRE),C Stone-Walsh,0,G P Cromwell,5th,9 1/2 l,5,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Bright Legend (IRE),D King,0,D Hogan,4th,Neck,5,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Addragoole (IRE),K M Donoghue,0,G P Cromwell,3rd,9 l,6,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Hashtag Pretender (FR),S W Flanagan,0,B Connell,2nd,8 1/2 l,8,11-12t,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Downmexicoway (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Glens Sensation (IRE),J G Gilligan,5,P J Gilligan,UR,N/A,7,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Sense The Tension (IRE),Mr E T Mellerick,7,Kenneth Daly,6th,38 l,9,11-12t,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Tonaghneave Well (IRE),C Stone-Walsh,0,G P Cromwell,5th,9 1/2 l,5,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Bright Legend (IRE),D King,0,D Hogan,4th,Neck,5,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Addragoole (IRE),K M Donoghue,0,G P Cromwell,3rd,9 l,6,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Hashtag Pretender (FR),S W Flanagan,0,B Connell,2nd,8 1/2 l,8,11-12t,-,True,13,47
Killarney Racing Results | 23rd August 2025 15:40,2025-08-23,15:40,Good To Yielding,2m 1f,Downmexicoway (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,11-12,-,True,13,47
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Turnpike Trip,P Byrnes,0,C Byrnes,PU,N/A,11,11-10p,129,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Itsalladream (IRE),D J Gilligan,0,P J Gilligan,5th,26 l,6,11-6,126,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Born Bright (IRE),J Smith,5,C O'Connell,4th,Head,6,11-3p,115,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Digby (IRE),P T Enright,0,D A McLoughlin,3rd,11 l,10,11-6p,126,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Dark Note,C M Quirke,0,A Slattery,2nd,3 1/4 l,6,11-6,120,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Boston Rover (IRE),J W Kennedy,0,G Elliott,1st,N/A,6,11-6,118,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Turnpike Trip,P Byrnes,0,C Byrnes,PU,N/A,11,11-10p,129,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Itsalladream (IRE),D J Gilligan,0,P J Gilligan,5th,26 l,6,11-6,126,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Born Bright (IRE),J Smith,5,C O'Connell,4th,Head,6,11-3p,115,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Digby (IRE),P T Enright,0,D A McLoughlin,3rd,11 l,10,11-6p,126,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Dark Note,C M Quirke,0,A Slattery,2nd,3 1/4 l,6,11-6,120,True,13,48
Killarney Racing Results | 23rd August 2025 16:15,2025-08-23,16:15,Good To Yielding,2m 7f 80y,Boston Rover (IRE),J W Kennedy,0,G Elliott,1st,N/A,6,11-6,118,True,13,48
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Sea Music (IRE),D Meyler,0,E Mullins,UR,N/A,7,11-10tp,137,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,10,11-12p,139,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Mr Saxobeat (IRE),P T Enright,0,T Gibney,PU,N/A,9,10-4,117,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Gaelic Arc (IRE),D King,0,J P Ryan,PU,N/A,9,11-3,130,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,She's A Fine Wine (IRE),C Stone-Walsh,0,H De Bromhead,9th,8 1/2 l,7,10-9t,122,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,The Folkes Tiara (IRE),B Hayes,0,H De Bromhead,8th,8 l,9,11-7t,134,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Birdie Or Bust (IRE),D J O'Keeffe,0,H De Bromhead,7th,2 3/4 l,7,11-4t1,131,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Dutch Schultz,E Staples,7,G P Cromwell,6th,5 l,8,10-12,125,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Watch The Weather,S W Flanagan,0,R P Cody,5th,8 l,9,11-7t,134,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Mousey Brown (IRE),A Harvey,5,D A McLoughlin,4th,1 1/4 l,8,11-2t,129,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Solitary Man (IRE),P F Kavanagh,7,E Bolger,3rd,8 l,7,11-11,138,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Dreal Deal (IRE),S D Torrens,0,P J Rothwell,2nd,5 1/2 l,10,11-3t,130,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Coming Up Easy (IRE),J C Gainford,0,H De Bromhead,1st,N/A,7,11-5t,132,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Sea Music (IRE),D Meyler,0,E Mullins,UR,N/A,7,11-10tp,137,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,10,11-12p,139,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Mr Saxobeat (IRE),P T Enright,0,T Gibney,PU,N/A,9,10-4,117,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Gaelic Arc (IRE),D King,0,J P Ryan,PU,N/A,9,11-3,130,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,She's A Fine Wine (IRE),C Stone-Walsh,0,H De Bromhead,9th,8 1/2 l,7,10-9t,122,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,The Folkes Tiara (IRE),B Hayes,0,H De Bromhead,8th,8 l,9,11-7t,134,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Birdie Or Bust (IRE),D J O'Keeffe,0,H De Bromhead,7th,2 3/4 l,7,11-4t1,131,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Dutch Schultz,E Staples,7,G P Cromwell,6th,5 l,8,10-12,125,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Watch The Weather,S W Flanagan,0,R P Cody,5th,8 l,9,11-7t,134,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Mousey Brown (IRE),A Harvey,5,D A McLoughlin,4th,1 1/4 l,8,11-2t,129,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Solitary Man (IRE),P F Kavanagh,7,E Bolger,3rd,8 l,7,11-11,138,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Dreal Deal (IRE),S D Torrens,0,P J Rothwell,2nd,5 1/2 l,10,11-3t,130,True,13,49
Killarney Racing Results | 23rd August 2025 16:50,2025-08-23,16:50,Good To Yielding,2m 4f 180y,Coming Up Easy (IRE),J C Gainford,0,H De Bromhead,1st,N/A,7,11-5t,132,True,13,49
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Themanintheanorak (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,7th,65 l,5,12-0,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Tenacious Spirit (IRE),Mr L Hackett,7,R Hackett,6th,15 l,5,11-0,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Minella Emperor (IRE),Mr M J O'Neill,7,E Mullins,5th,6 1/2 l,6,12-0p,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Delta Force,Mr D McGill,7,C Byrnes,4th,11 l,5,12-0,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Papanell (IRE),Mr H C Swan,0,J J Murphy,3rd,7 1/2 l,4,11-4,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,That Danny Feeling (IRE),Mr F Maguire,0,T O'Brien,2nd,2 l,5,12-0,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Galileo Sand (IRE),Mr P W Mullins,0,J P O'Brien,1st,N/A,4,11-11p1,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Themanintheanorak (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,7th,65 l,5,12-0,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Tenacious Spirit (IRE),Mr L Hackett,7,R Hackett,6th,15 l,5,11-0,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Minella Emperor (IRE),Mr M J O'Neill,7,E Mullins,5th,6 1/2 l,6,12-0p,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Delta Force,Mr D McGill,7,C Byrnes,4th,11 l,5,12-0,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Papanell (IRE),Mr H C Swan,0,J J Murphy,3rd,7 1/2 l,4,11-4,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,That Danny Feeling (IRE),Mr F Maguire,0,T O'Brien,2nd,2 l,5,12-0,-,True,13,50
Killarney Racing Results | 23rd August 2025 17:25,2025-08-23,17:25,Good (Good To Yielding In Places) ace (Turf),2m 100y,Galileo Sand (IRE),Mr P W Mullins,0,J P O'Brien,1st,N/A,4,11-11p1,-,True,13,50
