track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Galon De Vauzelle (FR),P J O'Hanlon,3,P J Rothwell,PU,N/A,8,10-3b,114,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Wa Wa (IRE),P M O'Brien,7,D A McLoughlin,PU,N/A,9,10-5tp,116,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Hurricane Georgie (IRE),C P Millar,7,G Elliott,F,N/A,7,11-12,137,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Outside The Door (IRE),A P Kelly,5,P Roche,12th,9 l,8,10-7,118,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Ballykeel (IRE),J Coen,5,G Elliott,11th,4 3/4 l,8,11-3tp1,128,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Drumbear,S O'Callaghan,5,J C McConnell,10th,11 l,8,11-7t,132,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Er Dancer (FR),C Stone-Walsh,5,S Doyle,9th,Head,10,10-0p,111,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Goodnightngodbless (IRE),C G O'Dwyer,5,J Motherway,8th,3 3/4 l,11,10-3tp,114,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Born By The Sea (IRE),J G Gilligan,7,P J Gilligan,7th,3 3/4 l,10,11-6p,131,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Enjoy D'allen (FR),E Walsh,0,Ciaran Murphy,6th,1 1/4 l,10,11-2p,127,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Sphagnum (IRE),D P Maxwell,7,J P Broderick,5th,1 1/4 l,7,10-5tp,116,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Streets Of Doyen (IRE),A Harvey,7,J C McConnell,4th,Short Head,10,11-3tv1,128,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Gold Bullion (FR),M P O'Connor,3,H De Bromhead,3rd,1/2 l,8,10-12t,123,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Hascoeur Clermont (FR),K E Buckley,0,G P Cromwell,2nd,5 l,7,10-12,123,True,122,12
Roscommon Racing Results | 10th June 2024 17:48,N/A,17:48,Good (Good To Yielding In Places),3m 1f 40y,Paidi's Passion (IRE),K C Sexton,0,P W Flynn,1st,N/A,8,10-6,117,True,122,12
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Thebeautifulgame,L A McKenna,5,C Collins,NR,N/A,5,11-11,92,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Up And Out (IRE),C P Millar,7,G Elliott,NR,N/A,6,11-12,93,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Glas Acres (IRE),Niall Moore,7,Frank Hayes,15th,3 1/4 l,6,11-8t,89,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Drum Roll (FR),C D Smithers,7,P Nolan,14th,3 1/2 l,4,11-4,90,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Container Madness (IRE),R A Doyle,0,M Brassil,13th,15 l,5,11-10,91,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Princess Sophia (IRE),J P Shinnick,7,T O'Brien,12th,10 l,7,11-8,89,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Trenchtown Rock (IRE),A M King,7,V T O'Brien,11th,3/4 l,11,10-13,80,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Imadpour (IRE),D P Maxwell,7,A McNamara,10th,3/4 l,4,11-9,95,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Blackstone Cliff (IRE),S Fitzgerald,0,G Keane,9th,3/4 l,8,11-1t,82,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Banada Bridge (IRE),J Coen,5,Mrs D Foster,8th,1 l,7,11-2,83,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Final Endeavour (IRE),C G O'Dwyer,5,H Rogers,7th,2 1/2 l,8,10-13,80,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Boxcar Molly (IRE),G B Noonan,5,E McCarthy,6th,1 3/4 l,5,11-1,82,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Grizabella (IRE),P Hanlon,7,J J Hanlon,5th,4 3/4 l,5,11-2,83,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Chosen Shant (IRE),E Walsh,0,Ciaran Murphy,4th,5 l,8,11-10t,91,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Kiss My Lucky Egg,H E Sexton,7,A Sexton,3rd,3 l,6,10-13,80,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Rightfolksplease (IRE),K C Sexton,0,P W Flynn,2nd,8 l,6,11-7,88,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Baltinglass Hill (IRE),P J O'Hanlon,3,P J Rothwell,1st,N/A,7,11-9b,90,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Thebeautifulgame,L A McKenna,5,C Collins,NR,N/A,5,11-11,92,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Up And Out (IRE),C P Millar,7,G Elliott,NR,N/A,6,11-12,93,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Glas Acres (IRE),Niall Moore,7,Frank Hayes,15th,3 1/4 l,6,11-8t,89,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Drum Roll (FR),C D Smithers,7,P Nolan,14th,3 1/2 l,4,11-4,90,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Container Madness (IRE),R A Doyle,0,M Brassil,13th,15 l,5,11-10,91,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Princess Sophia (IRE),J P Shinnick,7,T O'Brien,12th,10 l,7,11-8,89,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Trenchtown Rock (IRE),A M King,7,V T O'Brien,11th,3/4 l,11,10-13,80,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Imadpour (IRE),D P Maxwell,7,A McNamara,10th,3/4 l,4,11-9,95,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Blackstone Cliff (IRE),S Fitzgerald,0,G Keane,9th,3/4 l,8,11-1t,82,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Banada Bridge (IRE),J Coen,5,Mrs D Foster,8th,1 l,7,11-2,83,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Final Endeavour (IRE),C G O'Dwyer,5,H Rogers,7th,2 1/2 l,8,10-13,80,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Boxcar Molly (IRE),G B Noonan,5,E McCarthy,6th,1 3/4 l,5,11-1,82,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Grizabella (IRE),P Hanlon,7,J J Hanlon,5th,4 3/4 l,5,11-2,83,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Chosen Shant (IRE),E Walsh,0,Ciaran Murphy,4th,5 l,8,11-10t,91,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Kiss My Lucky Egg,H E Sexton,7,A Sexton,3rd,3 l,6,10-13,80,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Rightfolksplease (IRE),K C Sexton,0,P W Flynn,2nd,8 l,6,11-7,88,True,122,13
Roscommon Racing Results | 10th June 2024 18:18,N/A,18:18,Good (Good To Yielding In Places),1m 7f 142y,Baltinglass Hill (IRE),P J O'Hanlon,3,P J Rothwell,1st,N/A,7,11-9b,90,True,122,13
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Spread Your Wings (IRE),P T Smithers,4,P Roche,UR,N/A,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Tenor D Anjou (FR),Niall Moore,4,P Fenton,F,N/A,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,G'day My Lady (IRE),C G O'Dwyer,2,J A Berry,14th,15 l,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Rocket Ruby (IRE),C P Millar,4,C Collins,13th,Neck,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Rhodesia (IRE),Shane Fenelon,4,Charlie Keegan,12th,2 1/4 l,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Dakota Chief (IRE),R J Condon,2,Louise G Lyons,11th,14 l,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Dalmatic (IRE),P J O'Hanlon,0,W J O'Doherty,10th,3 l,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Galileo Springs (IRE),J P Shinnick,4,M Brassil,9th,Head,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Move It (IRE),M P O'Connor,0,J Halley,8th,Neck,4,11-7b1,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Game Eagle (IRE),T Ryan,2,A Slattery,7th,2 l,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Halla Paroiste (IRE),L A McKenna,2,C Collins,6th,Head,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Lope De Light,O R Brown,2,W Durkan,5th,3/4 l,4,11-7h,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Mother Ship (IRE),P Hanlon,4,J J Hanlon,4th,3/4 l,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Rampere West (IRE),D Butler,4,M Fahey,3rd,1 l,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Tyson (GER),C D Smithers,4,P Nolan,2nd,2 1/4 l,4,11-7h,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Lord Maher (IRE),L Quinlan,0,S Curling,1st,N/A,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Spread Your Wings (IRE),P T Smithers,4,P Roche,UR,N/A,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Tenor D Anjou (FR),Niall Moore,4,P Fenton,F,N/A,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,G'day My Lady (IRE),C G O'Dwyer,2,J A Berry,14th,15 l,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Rocket Ruby (IRE),C P Millar,4,C Collins,13th,Neck,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Rhodesia (IRE),Shane Fenelon,4,Charlie Keegan,12th,2 1/4 l,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Dakota Chief (IRE),R J Condon,2,Louise G Lyons,11th,14 l,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Dalmatic (IRE),P J O'Hanlon,0,W J O'Doherty,10th,3 l,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Galileo Springs (IRE),J P Shinnick,4,M Brassil,9th,Head,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Move It (IRE),M P O'Connor,0,J Halley,8th,Neck,4,11-7b1,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Game Eagle (IRE),T Ryan,2,A Slattery,7th,2 l,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Halla Paroiste (IRE),L A McKenna,2,C Collins,6th,Head,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Lope De Light,O R Brown,2,W Durkan,5th,3/4 l,4,11-7h,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Mother Ship (IRE),P Hanlon,4,J J Hanlon,4th,3/4 l,4,11-0,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Rampere West (IRE),D Butler,4,M Fahey,3rd,1 l,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Tyson (GER),C D Smithers,4,P Nolan,2nd,2 1/4 l,4,11-7h,-,True,122,14
Roscommon Racing Results | 10th June 2024 18:48,N/A,18:48,Good (Good To Yielding In Places),1m 7f 142y,Lord Maher (IRE),L Quinlan,0,S Curling,1st,N/A,4,11-7,-,True,122,14
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,No Big Deal (IRE),C G O'Dwyer,5,C O'Brien,NR,N/A,4,11-8t,94,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Fly With Me Chik (IRE),M J Molloy,7,D A McLoughlin,16th,2 1/4 l,6,11-4t,85,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Cottage Artist (IRE),S Fitzgerald,0,V T O'Brien,15th,35 l,11,10-13,80,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Mist On The Bog (IRE),A Harvey,7,L Casey,14th,1 1/2 l,9,11-2,83,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Bella Be Good (IRE),G Brouder,5,E Cawley,13th,1 1/2 l,7,11-1t,82,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Zhivotov (IRE),H Morgan,0,Robert Widger,12th,1 l,5,11-11t1,92,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Fort Randall (IRE),P Hanlon,7,J J Hanlon,11th,3/4 l,5,11-12,93,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Be My Hero (IRE),J Coen,5,G Elliott,10th,1/2 l,9,11-2t,83,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Across The Ocean (IRE),C Stone-Walsh,5,G P Cromwell,9th,1 3/4 l,5,11-8t1,89,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,So Easy Way (IRE),R A Doyle,0,I Madden,8th,1 l,8,10-13,80,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Lisamaria (IRE),K C Sexton,0,P W Flynn,7th,Head,5,11-6,87,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Hatfield Hammer (IRE),R Deegan,0,P Nolan,6th,Head,5,11-4,85,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Mywayorthehighway (IRE),P J O'Hanlon,3,P J Rothwell,5th,4 1/4 l,5,11-7t,88,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Katherine (IRE),H E Sexton,7,A Sexton,4th,1/2 l,7,12-0,95,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Tipp For Mac (IRE),T Joseph Kelly,7,T Cooper,3rd,1/2 l,7,11-13,94,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Steps In The Sand (IRE),E Walsh,0,C Collins,2nd,3/4 l,5,11-8,89,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Dark Image,G B Noonan,5,E McCarthy,1st,N/A,6,11-11t,92,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,No Big Deal (IRE),C G O'Dwyer,5,C O'Brien,NR,N/A,4,11-8t,94,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Fly With Me Chik (IRE),M J Molloy,7,D A McLoughlin,16th,2 1/4 l,6,11-4t,85,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Cottage Artist (IRE),S Fitzgerald,0,V T O'Brien,15th,35 l,11,10-13,80,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Mist On The Bog (IRE),A Harvey,7,L Casey,14th,1 1/2 l,9,11-2,83,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Bella Be Good (IRE),G Brouder,5,E Cawley,13th,1 1/2 l,7,11-1t,82,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Zhivotov (IRE),H Morgan,0,Robert Widger,12th,1 l,5,11-11t1,92,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Fort Randall (IRE),P Hanlon,7,J J Hanlon,11th,3/4 l,5,11-12,93,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Be My Hero (IRE),J Coen,5,G Elliott,10th,1/2 l,9,11-2t,83,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Across The Ocean (IRE),C Stone-Walsh,5,G P Cromwell,9th,1 3/4 l,5,11-8t1,89,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,So Easy Way (IRE),R A Doyle,0,I Madden,8th,1 l,8,10-13,80,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Lisamaria (IRE),K C Sexton,0,P W Flynn,7th,Head,5,11-6,87,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Hatfield Hammer (IRE),R Deegan,0,P Nolan,6th,Head,5,11-4,85,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Mywayorthehighway (IRE),P J O'Hanlon,3,P J Rothwell,5th,4 1/4 l,5,11-7t,88,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Katherine (IRE),H E Sexton,7,A Sexton,4th,1/2 l,7,12-0,95,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Tipp For Mac (IRE),T Joseph Kelly,7,T Cooper,3rd,1/2 l,7,11-13,94,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Steps In The Sand (IRE),E Walsh,0,C Collins,2nd,3/4 l,5,11-8,89,True,122,15
Roscommon Racing Results | 10th June 2024 19:18,N/A,19:18,Good,1m 7f 142y,Dark Image,G B Noonan,5,E McCarthy,1st,N/A,6,11-11t,92,True,122,15
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Uhtred (IRE),J Coen,5,G Elliott,PU,N/A,9,11-3,124,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Pipers Meadow (IRE),T Ryan,5,S Ryan,11th,4 l,9,10-8,115,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Champagne Platinum (IRE),L Donnelly,7,E Bolger,10th,35 l,10,11-5,126,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,All In Montmartre (FR),M P O'Connor,3,H De Bromhead,9th,4 3/4 l,6,11-2t,123,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Union Park (FR),P J O'Hanlon,3,P J Rothwell,8th,4 1/2 l,8,10-3t,110,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Open To Question (USA),N J Ryan,7,N Meade,7th,4 1/2 l,4,11-1tb,128,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Kiltealy Park (IRE),C Stone-Walsh,5,P Nolan,6th,Nose,5,10-10,117,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Monbeg Park (IRE),R Deegan,0,S Doyle,5th,1 3/4 l,7,11-12,133,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,I Love My Baie (FR),Ben Bromley,5,S R B Crawford,4th,1 1/4 l,6,11-9,130,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Ring O Roses,E M O'Sullivan,7,H De Bromhead,3rd,4 l,6,10-8,115,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Champella (IRE),T P Harney,7,R O'Sullivan,2nd,4 1/4 l,6,10-8,115,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,West Away (IRE),D A Kidd,7,J C McConnell,1st,N/A,6,10-9t,116,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Uhtred (IRE),J Coen,5,G Elliott,PU,N/A,9,11-3,124,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Pipers Meadow (IRE),T Ryan,5,S Ryan,11th,4 l,9,10-8,115,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Champagne Platinum (IRE),L Donnelly,7,E Bolger,10th,35 l,10,11-5,126,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,All In Montmartre (FR),M P O'Connor,3,H De Bromhead,9th,4 3/4 l,6,11-2t,123,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Union Park (FR),P J O'Hanlon,3,P J Rothwell,8th,4 1/2 l,8,10-3t,110,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Open To Question (USA),N J Ryan,7,N Meade,7th,4 1/2 l,4,11-1tb,128,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Kiltealy Park (IRE),C Stone-Walsh,5,P Nolan,6th,Nose,5,10-10,117,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Monbeg Park (IRE),R Deegan,0,S Doyle,5th,1 3/4 l,7,11-12,133,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,I Love My Baie (FR),Ben Bromley,5,S R B Crawford,4th,1 1/4 l,6,11-9,130,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Ring O Roses,E M O'Sullivan,7,H De Bromhead,3rd,4 l,6,10-8,115,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,Champella (IRE),T P Harney,7,R O'Sullivan,2nd,4 1/4 l,6,10-8,115,True,122,16
Roscommon Racing Results | 10th June 2024 19:48,N/A,19:48,Good,2m 4f 110y,West Away (IRE),D A Kidd,7,J C McConnell,1st,N/A,6,10-9t,116,True,122,16
