track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Hypersonic Missile (IRE),C Stone-Walsh,5,G P Cromwell,2nd,6 l,5,11-13p1,101,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,I Am Spider Man (IRE),P Byrnes,3,C Byrnes,1st,N/A,7,11-6,94,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Jewelinthesky (IRE),R Deegan,0,E McCarthy,NR,N/A,8,11-2,90,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Fairytale New York (IRE),K C Sexton,0,Mrs C O'Leary,UR,N/A,5,11-6,94,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Filon D'oudairies (FR),C G O'Dwyer,5,J P Broderick,PU,N/A,9,11-7p,95,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Our Girl Sal (IRE),J Coen,3,Peter Fahey,PU,N/A,6,11-3t1,91,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Mayday Games (IRE),J G Gilligan,7,P J Gilligan,PU,N/A,5,11-9,97,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Getabelle (IRE),C P Millar,7,L P Cusack,PU,N/A,7,12-0,102,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Tropical Image (IRE),G B Noonan,5,E McCarthy,8th,20 l,7,11-5t1,93,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Racing Daisy (IRE),A Harvey,7,D McNamara,7th,21 l,7,11-5,93,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Gustavo Goodway (IRE),C Owens,7,P J Rothwell,6th,1 1/2 l,6,11-4t1,92,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Brownstone (IRE),E Walsh,0,Ian Donoghue,5th,1 1/4 l,8,11-9tp,97,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Second Subaltern (USA),J B Foley,0,M Brassil,4th,3 l,8,11-5tp,93,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Tom Red (IRE),R Deegan,0,M M McNiff,3rd,1 1/4 l,4,10-10tb1,90,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,Hypersonic Missile (IRE),C Stone-Walsh,5,G P Cromwell,2nd,6 l,5,11-13p1,101,True,122,23
Sligo Racing Results | 11th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 162y,I Am Spider Man (IRE),P Byrnes,3,C Byrnes,1st,N/A,7,11-6,94,True,122,23
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Flicker Of Hope (FR),Mr A P Ryan,7,M Fahey,NR,N/A,5,12-3,107,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Imminent Arrival (IRE),Miss H Heffernan,7,James Andrew Fahey,NR,N/A,9,10-10,86,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,No Fussing (IRE),Mr D Doyle,7,T Doyle,UR,N/A,8,11-12,102,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Unklipped (IRE),Mr Charles Buckle,7,D Leahy,PU,N/A,6,11-12,102,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Lovely Reaction (IRE),Mr C Mullins,7,T Mullins,PU,N/A,6,12-2,106,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Ivane (FR),Ms C Skerry,7,Ciaran Murphy,PU,N/A,6,10-12p,88,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Coastal World (FR),Mr M E McCrory,7,N C Kelly,PU,N/A,9,12-1t,105,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Ar Aghaidh (IRE),Mr K P Healy,7,H P Finegan,F,N/A,7,10-9,85,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Lispopple (IRE),Mr E P O'Brien,5,P Fenton,F,N/A,6,10-12b1,88,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Look Dont Touch (IRE),Mr I Ryan,7,Conor Maxwell,5th,Head,9,12-1t,105,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Joya Del Mar (IRE),Mr J P Sutton,7,D A McLoughlin,4th,11 l,6,11-13,103,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,True Or False (IRE),Mr J C Barry,3,D McNamara,3rd,13 l,7,11-4,94,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Solo Flight (IRE),Mr H C Swan,3,J C McConnell,2nd,4 1/2 l,6,11-9t,99,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,The Dabbler (IRE),Mr R A Berry,7,L P Cusack,1st,N/A,11,12-4,108,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Flicker Of Hope (FR),Mr A P Ryan,7,M Fahey,NR,N/A,5,12-3,107,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Imminent Arrival (IRE),Miss H Heffernan,7,James Andrew Fahey,NR,N/A,9,10-10,86,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,No Fussing (IRE),Mr D Doyle,7,T Doyle,UR,N/A,8,11-12,102,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Unklipped (IRE),Mr Charles Buckle,7,D Leahy,PU,N/A,6,11-12,102,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Lovely Reaction (IRE),Mr C Mullins,7,T Mullins,PU,N/A,6,12-2,106,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Ivane (FR),Ms C Skerry,7,Ciaran Murphy,PU,N/A,6,10-12p,88,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Coastal World (FR),Mr M E McCrory,7,N C Kelly,PU,N/A,9,12-1t,105,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Ar Aghaidh (IRE),Mr K P Healy,7,H P Finegan,F,N/A,7,10-9,85,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Lispopple (IRE),Mr E P O'Brien,5,P Fenton,F,N/A,6,10-12b1,88,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Look Dont Touch (IRE),Mr I Ryan,7,Conor Maxwell,5th,Head,9,12-1t,105,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Joya Del Mar (IRE),Mr J P Sutton,7,D A McLoughlin,4th,11 l,6,11-13,103,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,True Or False (IRE),Mr J C Barry,3,D McNamara,3rd,13 l,7,11-4,94,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,Solo Flight (IRE),Mr H C Swan,3,J C McConnell,2nd,4 1/2 l,6,11-9t,99,True,122,24
Sligo Racing Results | 11th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places) ap Hurdle (Turf),3m 1f 170y,The Dabbler (IRE),Mr R A Berry,7,L P Cusack,1st,N/A,11,12-4,108,True,122,24
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Mrs Mc Go (IRE),Mr J Kidd,7,J C McConnell,PU,N/A,6,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Lauro Lady,P M O'Brien,7,W J McLernon,PU,N/A,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Spirited Lass (IRE),Mr F R Buckley,7,E Cawley,11th,56 l,5,11-11h1,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Breath Of Wind (IRE),Mr F Maguire,0,T Hogan,10th,32 l,4,11-6,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Barnahash Arch (IRE),Mr A P Ryan,7,Jonathan Sweeney,9th,1 l,6,11-11t1,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Hope No Risk (FR),Mr J L Gleeson,5,Liz Doyle,8th,4 1/2 l,4,11-6,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Whatmedo (IRE),Mr O McGill,7,N C Kelly,7th,10 l,4,11-6,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Moonshine Girl (IRE),J G Gilligan,7,P J Gilligan,6th,26 l,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Jana Colombe (FR),Mr H C Swan,3,G Elliott,5th,2 1/2 l,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Thats All (IRE),Mr D Doyle,7,T Doyle,4th,3 1/2 l,7,11-11t,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Mollys Kingdom (IRE),J P Shinnick,7,J P Ryan,3rd,4 1/4 l,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Wild Mandate (IRE),Mr J C Barry,3,M M McNiff,2nd,12 l,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Ellen Kelly (IRE),Mr P W Mullins,0,W P Mullins,1st,N/A,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Mrs Mc Go (IRE),Mr J Kidd,7,J C McConnell,PU,N/A,6,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Lauro Lady,P M O'Brien,7,W J McLernon,PU,N/A,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Spirited Lass (IRE),Mr F R Buckley,7,E Cawley,11th,56 l,5,11-11h1,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Breath Of Wind (IRE),Mr F Maguire,0,T Hogan,10th,32 l,4,11-6,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Barnahash Arch (IRE),Mr A P Ryan,7,Jonathan Sweeney,9th,1 l,6,11-11t1,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Hope No Risk (FR),Mr J L Gleeson,5,Liz Doyle,8th,4 1/2 l,4,11-6,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Whatmedo (IRE),Mr O McGill,7,N C Kelly,7th,10 l,4,11-6,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Moonshine Girl (IRE),J G Gilligan,7,P J Gilligan,6th,26 l,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Jana Colombe (FR),Mr H C Swan,3,G Elliott,5th,2 1/2 l,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Thats All (IRE),Mr D Doyle,7,T Doyle,4th,3 1/2 l,7,11-11t,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Mollys Kingdom (IRE),J P Shinnick,7,J P Ryan,3rd,4 1/4 l,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Wild Mandate (IRE),Mr J C Barry,3,M M McNiff,2nd,12 l,5,11-11,-,True,122,25
Sligo Racing Results | 11th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m 2f 91y,Ellen Kelly (IRE),Mr P W Mullins,0,W P Mullins,1st,N/A,5,11-11,-,True,122,25
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Neandra (GER),Amy Jo Hayes,7,D Hogan,NR,N/A,5,9-6p,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Santa Catarina,M W Hassett,5,W P Browne,NR,N/A,5,8-10h,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Emeric (IRE),B M Coen,0,P W Flynn,11th,4 3/4 l,7,8-12,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Sapristi (IRE),J A Powell,3,Thomas Dowling,10th,8 l,4,9-0,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Romann (IRE),J J G Ryan,5,J F Levins,9th,Nose,7,8-10v,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Fox Leicester (IRE),J A Heffernan,0,J M Burke,8th,3/4 l,8,9-6b,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Neddies Boy (IRE),M P Sheehy,0,R P Cody,7th,3 1/2 l,6,9-10,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Roderick,J M Sheridan,0,D Hogan,6th,Neck,8,8-8b,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Pinball Wizard (IRE),R Whearty,5,J Nallen,5th,1 1/2 l,6,10-2p,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Kendancer (FR),S P Davis,0,C Byrnes,4th,3/4 l,8,9-0p,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Magnetic North (IRE),S Foley,0,Ian Donoghue,3rd,3/4 l,9,9-10v,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,French Company (IRE),C T Keane,0,J G Coogan,2nd,Neck,6,9-10,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Hasten Slowly (IRE),Siobhan Rutledge,3,J C McConnell,1st,N/A,4,9-6,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Neandra (GER),Amy Jo Hayes,7,D Hogan,NR,N/A,5,9-6p,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Santa Catarina,M W Hassett,5,W P Browne,NR,N/A,5,8-10h,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Emeric (IRE),B M Coen,0,P W Flynn,11th,4 3/4 l,7,8-12,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Sapristi (IRE),J A Powell,3,Thomas Dowling,10th,8 l,4,9-0,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Romann (IRE),J J G Ryan,5,J F Levins,9th,Nose,7,8-10v,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Fox Leicester (IRE),J A Heffernan,0,J M Burke,8th,3/4 l,8,9-6b,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Neddies Boy (IRE),M P Sheehy,0,R P Cody,7th,3 1/2 l,6,9-10,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Roderick,J M Sheridan,0,D Hogan,6th,Neck,8,8-8b,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Pinball Wizard (IRE),R Whearty,5,J Nallen,5th,1 1/2 l,6,10-2p,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Kendancer (FR),S P Davis,0,C Byrnes,4th,3/4 l,8,9-0p,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Magnetic North (IRE),S Foley,0,Ian Donoghue,3rd,3/4 l,9,9-10v,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,French Company (IRE),C T Keane,0,J G Coogan,2nd,Neck,6,9-10,-,True,122,26
Limerick Racing Results | 12th June 2024 17:30,N/A,17:30,Good To Firm,1m 3f 110y,Hasten Slowly (IRE),Siobhan Rutledge,3,J C McConnell,1st,N/A,4,9-6,-,True,122,26
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Nobody (IRE),W M Lordan,0,Brendan Walsh,13th,3 1/4 l,3,8-9,51,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Dancing Steve (IRE),Adam Caffrey,3,A McGuinness,12th,Head,3,9-10,66,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Rogerwaswrong (IRE),S P Davis,0,Sean Davis,11th,4 3/4 l,3,8-7v,49,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Hanoi (IRE),M W Hassett,5,P Roche,10th,Neck,3,8-12t,54,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Abel Mabel (IRE),J A Heffernan,0,Arthur Goulding,9th,1 1/4 l,3,8-13,55,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Imarajan (IRE),R P Whelan,0,M Halford & T Collins,8th,3 3/4 l,3,10-0,70,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Copie Conforme (IRE),C D Hayes,0,K Prendergast,7th,Neck,3,9-7,63,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Goodbye Venice (IRE),J Kearney,5,L Comer,6th,Head,3,9-9,65,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Empress Alma (IRE),R Whearty,5,G P Cromwell,5th,3/4 l,3,8-9,51,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Highland Bells (IRE),W Joyce,5,M Mulvany,4th,3/4 l,3,8-7,49,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Gangster Granny (IRE),S Foley,0,Mrs J Harrington,3rd,1 1/2 l,3,9-3,59,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Question Of Class (IRE),R P Cleary,0,J S Bolger,2nd,1/2 l,3,9-7,63,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Cloud Seeker,A J Slattery,0,A Slattery,1st,N/A,3,9-7,63,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Nobody (IRE),W M Lordan,0,Brendan Walsh,13th,3 1/4 l,3,8-9,51,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Dancing Steve (IRE),Adam Caffrey,3,A McGuinness,12th,Head,3,9-10,66,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Rogerwaswrong (IRE),S P Davis,0,Sean Davis,11th,4 3/4 l,3,8-7v,49,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Hanoi (IRE),M W Hassett,5,P Roche,10th,Neck,3,8-12t,54,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Abel Mabel (IRE),J A Heffernan,0,Arthur Goulding,9th,1 1/4 l,3,8-13,55,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Imarajan (IRE),R P Whelan,0,M Halford & T Collins,8th,3 3/4 l,3,10-0,70,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Copie Conforme (IRE),C D Hayes,0,K Prendergast,7th,Neck,3,9-7,63,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Goodbye Venice (IRE),J Kearney,5,L Comer,6th,Head,3,9-9,65,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Empress Alma (IRE),R Whearty,5,G P Cromwell,5th,3/4 l,3,8-9,51,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Highland Bells (IRE),W Joyce,5,M Mulvany,4th,3/4 l,3,8-7,49,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Gangster Granny (IRE),S Foley,0,Mrs J Harrington,3rd,1 1/2 l,3,9-3,59,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Question Of Class (IRE),R P Cleary,0,J S Bolger,2nd,1/2 l,3,9-7,63,True,122,27
Limerick Racing Results | 12th June 2024 18:00,N/A,18:00,Good To Firm,1m 3f 110y,Cloud Seeker,A J Slattery,0,A Slattery,1st,N/A,3,9-7,63,True,122,27
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Coruscate (IRE),L F Roche,0,T Cooper,13th,14 l,3,9-3,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Sunyata (IRE),C Horgan,7,A Slattery,12th,3 3/4 l,3,9-8,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Bacchanalian,D P McDonogh,0,J P O'Brien,11th,3 3/4 l,3,9-8,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Imperial Miss (IRE),R P Whelan,0,M Halford & T Collins,10th,1 l,3,9-3,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Prince Of Eyeries (IRE),W J Lee,0,K J Condon,9th,1 l,3,9-8,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Narragansett,A J Slattery,0,A Slattery,8th,Neck,3,9-8,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Redemptive Power (IRE),G F Carroll,0,G P Cromwell,7th,Head,3,9-8,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Eight By Ten (IRE),J Kearney,5,L Comer,6th,1/2 l,4,10-5t,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Future Cutlet (IRE),B M Coen,0,E McNamara,5th,1 l,3,9-8,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Mapa (CAN),R C Colgan,0,S Lavery,4th,2 1/4 l,3,9-3,-,True,122,28
Limerick Racing Results | 12th June 2024 18:30,N/A,18:30,Good To Firm,1m,Polaris Dancer (IRE),J A Heffernan,0,W P Browne,3rd,Short Head,3,9-8,-,True,122,28
