track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Elephant John (IRE),Gearoid Patrick Brouder,5,Peter McCreery,15th,N/A,5,11-12,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Madhenry (IRE),A. M. King,7,Fintan Feeney,14th,3 3/4 l,5,11-4,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Youmli (IRE),J. P. O'Sullivan,3,P. J. Rothwell,13th,13 l,4,11-0,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Aleish Lass (IRE),S. D. Torrens,0,Michael Winters,12th,3 l,4,10-7,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Yara Greyjoy (IRE),Patrick O'Hanlon,5,P. J. Rothwell,11th,1 l,5,10-11,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Electric Dreamer (IRE),Sean Flanagan,0,W. J. Burke,10th,6 l,5,10-11,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Hollymount Dream (IRE),E. Walsh,3,Ciaran Murphy,9th,12 l,5,10-11t1,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Royal Class (IRE),B. W. Harvey,3,Joseph Anthony Murray,8th,1 1/4 l,5,11-4,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Joshsue (IRE),D. J. O'Keeffe,0,W. J. Burke,7th,3/4 l,5,10-11,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Suile Ban (IRE),Philip Donovan,5,Denis Hogan,6th,11 l,4,11-0,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Tobins Cross (IRE),C. M. Quirke,5,A. Slattery,5th,Short Head,5,11-4,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Pickanumber (IRE),Shane Fenelon,7,Peter Croke,4th,1 1/4 l,5,11-4,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Weseekherthere (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,8 1/2 l,4,11-1p,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Wordsworth (IRE),Phillip Enright,0,Josh Halley,2nd,Neck,5,11-12,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Art of Silence (IRE),Keith Donoghue,0,Gerard Keane,1st,N/A,5,11-12,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Elephant John (IRE),Gearoid Patrick Brouder,5,Peter McCreery,15th,N/A,5,11-12,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Madhenry (IRE),A. M. King,7,Fintan Feeney,14th,3 3/4 l,5,11-4,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Youmli (IRE),J. P. O'Sullivan,3,P. J. Rothwell,13th,13 l,4,11-0,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Aleish Lass (IRE),S. D. Torrens,0,Michael Winters,12th,3 l,4,10-7,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Yara Greyjoy (IRE),Patrick O'Hanlon,5,P. J. Rothwell,11th,1 l,5,10-11,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Electric Dreamer (IRE),Sean Flanagan,0,W. J. Burke,10th,6 l,5,10-11,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Hollymount Dream (IRE),E. Walsh,3,Ciaran Murphy,9th,12 l,5,10-11t1,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Royal Class (IRE),B. W. Harvey,3,Joseph Anthony Murray,8th,1 1/4 l,5,11-4,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Joshsue (IRE),D. J. O'Keeffe,0,W. J. Burke,7th,3/4 l,5,10-11,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Suile Ban (IRE),Philip Donovan,5,Denis Hogan,6th,11 l,4,11-0,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Tobins Cross (IRE),C. M. Quirke,5,A. Slattery,5th,Short Head,5,11-4,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Pickanumber (IRE),Shane Fenelon,7,Peter Croke,4th,1 1/4 l,5,11-4,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Weseekherthere (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,8 1/2 l,4,11-1p,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Wordsworth (IRE),Phillip Enright,0,Josh Halley,2nd,Neck,5,11-12,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 16:38,N/A,16:38,Good,2m 1f 5y,Art of Silence (IRE),Keith Donoghue,0,Gerard Keane,1st,N/A,5,11-12,-,True,70,1
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Blackcastle Storm,Sean Flanagan,0,Matthew J. Smith,PU,N/A,6,11-12ht,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Dun Ar Aill (IRE),D. J. O'Keeffe,0,Paul O'Flynn,13th,2 3/4 l,6,11-4,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Lady Leanora (IRE),Peter Carberry,0,A. J. Martin,12th,34 l,6,11-5,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Fanta Magic (IRE),R. P. Geoghegan,7,Norman Lee,11th,1 1/2 l,7,10-11,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Stormy Jenn (IRE),Donagh Meyler,0,Peter Cluskey,10th,2 1/2 l,6,11-5h1,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Longagoanfarbehind (FR),B. P. Kennedy,7,Seamus Fahey,9th,Nose,6,11-4h,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Mahlermore (IRE),J. J. Slevin,0,D. Hassett,8th,2 3/4 l,7,10-11,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Lodestar (FR),C. M. Quirke,5,David Harry Kelly,7th,4 3/4 l,6,10-11t,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Gino Drummer Boy (IRE),J. W. Kennedy,0,Gordon Elliott,6th,1 1/4 l,7,11-4p,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Simpletwistoffaith (IRE),Kieran Callaghan,5,P. J. F. Hassett,5th,2 l,6,11-4,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,General Maximus,Phillip Enright,0,Brian M. McMahon,4th,6 l,6,11-4h1,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Rohans Successor (IRE),Sam Ewing,0,Peter Fahey,3rd,8 l,6,11-4,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Clifftop,K. E. Buckley,3,Harry Rogers,2nd,3 l,7,11-12t,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Extrapolation (IRE),D. E. Mullins,0,Richard John O'Brien,1st,N/A,6,11-12,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Blackcastle Storm,Sean Flanagan,0,Matthew J. Smith,PU,N/A,6,11-12ht,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Dun Ar Aill (IRE),D. J. O'Keeffe,0,Paul O'Flynn,13th,2 3/4 l,6,11-4,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Lady Leanora (IRE),Peter Carberry,0,A. J. Martin,12th,34 l,6,11-5,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Fanta Magic (IRE),R. P. Geoghegan,7,Norman Lee,11th,1 1/2 l,7,10-11,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Stormy Jenn (IRE),Donagh Meyler,0,Peter Cluskey,10th,2 1/2 l,6,11-5h1,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Longagoanfarbehind (FR),B. P. Kennedy,7,Seamus Fahey,9th,Nose,6,11-4h,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Mahlermore (IRE),J. J. Slevin,0,D. Hassett,8th,2 3/4 l,7,10-11,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Lodestar (FR),C. M. Quirke,5,David Harry Kelly,7th,4 3/4 l,6,10-11t,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Gino Drummer Boy (IRE),J. W. Kennedy,0,Gordon Elliott,6th,1 1/4 l,7,11-4p,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Simpletwistoffaith (IRE),Kieran Callaghan,5,P. J. F. Hassett,5th,2 l,6,11-4,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,General Maximus,Phillip Enright,0,Brian M. McMahon,4th,6 l,6,11-4h1,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Rohans Successor (IRE),Sam Ewing,0,Peter Fahey,3rd,8 l,6,11-4,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Clifftop,K. E. Buckley,3,Harry Rogers,2nd,3 l,7,11-12t,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:08,N/A,17:08,Good,2m 1f 5y,Extrapolation (IRE),D. E. Mullins,0,Richard John O'Brien,1st,N/A,6,11-12,-,True,70,2
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Gonetomillgrove (IRE),S. D. Torrens,0,P. J. Rothwell,PU,N/A,5,10-12,93,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Yewood (IRE),J. P. Shinnick,7,Terence O'Brien,14th,1 3/4 l,6,10-8t,89,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Mount Gable (IRE),E. Dwan,7,Mrs Julie Cashin,13th,15 l,6,10-5,86,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Action Station (IRE),S. Fitzgerald,0,Mrs Prunella Dobbs,12th,1/2 l,7,10-13,94,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Fassbender (IRE),Phillip Enright,0,Mark McNiff,11th,2 1/4 l,7,11-2t,97,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Masterstonemason (IRE),Sam Ewing,0,F. Costello,10th,2 3/4 l,9,10-5p,86,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Rushford,C. M. Quirke,5,T. R. Hughes,9th,10 l,4,11-6,105,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Eighty Eight (IRE),Keith Donoghue,0,Ross O'Sullivan,8th,1 l,4,11-5,104,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Atlantic Wonder (IRE),A. P. Heskin,0,A. J. Martin,7th,3 1/2 l,6,10-6t,87,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Turkestan,Mr J. C. Barry,3,Mark McNiff,6th,2 l,6,11-7t,102,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Leroy Leroy,J. S. McGarvey,0,John Joseph Hanlon,5th,Neck,7,10-10,91,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Neev's Dream (IRE),D. J. O'Keeffe,0,T. Gibney,4th,2 1/2 l,5,10-8t,89,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Clear The Clouds (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,3rd,5 l,5,11-1t,96,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Only One Plan (IRE),J. P. O'Sullivan,3,P. J. Rothwell,2nd,1/2 l,6,10-12p,93,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Hearts Are Trumps (IRE),A. P. Kelly,5,Desmond McDonogh,1st,N/A,10,12-0,109,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Gonetomillgrove (IRE),S. D. Torrens,0,P. J. Rothwell,PU,N/A,5,10-12,93,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Yewood (IRE),J. P. Shinnick,7,Terence O'Brien,14th,1 3/4 l,6,10-8t,89,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Mount Gable (IRE),E. Dwan,7,Mrs Julie Cashin,13th,15 l,6,10-5,86,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Action Station (IRE),S. Fitzgerald,0,Mrs Prunella Dobbs,12th,1/2 l,7,10-13,94,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Fassbender (IRE),Phillip Enright,0,Mark McNiff,11th,2 1/4 l,7,11-2t,97,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Masterstonemason (IRE),Sam Ewing,0,F. Costello,10th,2 3/4 l,9,10-5p,86,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Rushford,C. M. Quirke,5,T. R. Hughes,9th,10 l,4,11-6,105,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Eighty Eight (IRE),Keith Donoghue,0,Ross O'Sullivan,8th,1 l,4,11-5,104,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Atlantic Wonder (IRE),A. P. Heskin,0,A. J. Martin,7th,3 1/2 l,6,10-6t,87,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Turkestan,Mr J. C. Barry,3,Mark McNiff,6th,2 l,6,11-7t,102,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Leroy Leroy,J. S. McGarvey,0,John Joseph Hanlon,5th,Neck,7,10-10,91,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Neev's Dream (IRE),D. J. O'Keeffe,0,T. Gibney,4th,2 1/2 l,5,10-8t,89,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Clear The Clouds (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,3rd,5 l,5,11-1t,96,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Only One Plan (IRE),J. P. O'Sullivan,3,P. J. Rothwell,2nd,1/2 l,6,10-12p,93,True,70,3
Ballinrobe Racing Results | 25th July 2023 17:38,N/A,17:38,Good,2m 1f 5y,Hearts Are Trumps (IRE),A. P. Kelly,5,Desmond McDonogh,1st,N/A,10,12-0,109,True,70,3
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Katou (IRE),D. E. Mullins,0,W. P. Mullins,PU,N/A,6,11-9,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Thunder (IRE),A. P. Heskin,0,John Patrick Ryan,7th,36 l,5,11-12,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Humanitarian (USA),Shane Fenelon,7,John Joseph Hanlon,6th,21 l,7,11-5ht,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Killeemore Lad (IRE),C. M. Quirke,5,A. Slattery,5th,3/4 l,5,12-0,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Flidais (IRE),Liam Quinlan,5,John Patrick Ryan,4th,11 l,5,11-7,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Katherine (IRE),Mr H. E. Sexton,7,Adrian Sexton,3rd,3 1/2 l,6,11-9,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Lady of the Vale (IRE),Mr A. P. Ryan,7,A. Slattery,2nd,14 l,6,12-0,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Calico (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-6t,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Katou (IRE),D. E. Mullins,0,W. P. Mullins,PU,N/A,6,11-9,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Thunder (IRE),A. P. Heskin,0,John Patrick Ryan,7th,36 l,5,11-12,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Humanitarian (USA),Shane Fenelon,7,John Joseph Hanlon,6th,21 l,7,11-5ht,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Killeemore Lad (IRE),C. M. Quirke,5,A. Slattery,5th,3/4 l,5,12-0,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Flidais (IRE),Liam Quinlan,5,John Patrick Ryan,4th,11 l,5,11-7,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Katherine (IRE),Mr H. E. Sexton,7,Adrian Sexton,3rd,3 1/2 l,6,11-9,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Lady of the Vale (IRE),Mr A. P. Ryan,7,A. Slattery,2nd,14 l,6,12-0,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:08,N/A,18:08,Good,2m 1f 5y,Calico (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-6t,-,True,70,4
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,As Tears Go by,J. W. Kennedy,0,Gordon Elliott,8th,40 l,5,11-12,123,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Carslake,Cian Cullinan,7,Aengus King,7th,3 3/4 l,4,10-1,102,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,In From The Cold (IRE),Sam Ewing,0,Gordon Elliott,6th,5 1/2 l,6,11-12,123,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Ostend (IRE),Shane Fenelon,7,Peter Croke,5th,1 1/4 l,5,11-8,119,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Walhaan (IRE),E. Walsh,3,Ciaran Murphy,4th,4 l,7,11-9,120,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Wild Shot,B. Hayes,0,John McConnell,3rd,2 1/4 l,9,11-9t,120,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Can't Stop Smiling (IRE),A. P. Kelly,5,Aidan Anthony Howard,2nd,3 3/4 l,5,11-8h,119,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Influential Lady (IRE),Kieran Callaghan,5,James M. Barcoe,1st,N/A,9,10-2,99,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,As Tears Go by,J. W. Kennedy,0,Gordon Elliott,8th,40 l,5,11-12,123,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Carslake,Cian Cullinan,7,Aengus King,7th,3 3/4 l,4,10-1,102,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,In From The Cold (IRE),Sam Ewing,0,Gordon Elliott,6th,5 1/2 l,6,11-12,123,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Ostend (IRE),Shane Fenelon,7,Peter Croke,5th,1 1/4 l,5,11-8,119,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Walhaan (IRE),E. Walsh,3,Ciaran Murphy,4th,4 l,7,11-9,120,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Wild Shot,B. Hayes,0,John McConnell,3rd,2 1/4 l,9,11-9t,120,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Can't Stop Smiling (IRE),A. P. Kelly,5,Aidan Anthony Howard,2nd,3 3/4 l,5,11-8h,119,True,70,5
Ballinrobe Racing Results | 25th July 2023 18:38,N/A,18:38,Good,2m 1f 5y,Influential Lady (IRE),Kieran Callaghan,5,James M. Barcoe,1st,N/A,9,10-2,99,True,70,5
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Misstheamaria (IRE),K. C. Sexton,0,Ms M. M. Gannon,PU,N/A,5,10-12,86,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Cassarina Gold (IRE),Keith Donoghue,0,Matthew J. Smith,14th,16 l,6,11-5tp1,93,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Cornmarket (IRE),S. F. O'Keeffe,0,Michael Flannery,13th,46 l,4,10-10,89,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Shesdoenwell (IRE),D. J. O'Keeffe,0,T. Gibney,12th,21 l,7,10-12t,86,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Sittingonthefence (IRE),J. J. Slevin,0,Stephen Gerard Carey,11th,1 1/2 l,6,11-1,89,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Paidi's Passion (IRE),B. W. Harvey,3,David Christie,10th,4 l,7,11-9,97,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Castlehill Boy (IRE),Phillip Enright,0,Brendan Maurice Walsh,9th,1 3/4 l,8,11-7,95,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Florey Spud (IRE),A. P. Kelly,5,P. F. O'Donnell,8th,3 3/4 l,8,12-0,102,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Bidentime (IRE),D. E. Mullins,0,N. Hynds,7th,3 l,7,10-8p1,82,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Seriously Ava (IRE),C. M. Quirke,5,Una Corcoran,6th,1/2 l,5,10-10,84,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Rathnaleen Zoey (IRE),Rachael Blackmore,0,Eoin Christopher McCarthy,5th,1 3/4 l,5,10-9t,83,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Frazel Express (IRE),C. Owens,7,James M. Barcoe,4th,4 1/2 l,11,11-7,95,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Littletwinklestar (IRE),N. T. Prendergast,7,Maike Magnussen,3rd,7 l,6,11-2h,90,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Glenmalure Lodge (IRE),Patrick O'Hanlon,5,P. J. Rothwell,2nd,2 1/4 l,9,10-10tp,84,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Jesina (IRE),A. M. McCurtin,0,Eoin Christopher McCarthy,1st,N/A,7,10-12t,86,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Misstheamaria (IRE),K. C. Sexton,0,Ms M. M. Gannon,PU,N/A,5,10-12,86,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Cassarina Gold (IRE),Keith Donoghue,0,Matthew J. Smith,14th,16 l,6,11-5tp1,93,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Cornmarket (IRE),S. F. O'Keeffe,0,Michael Flannery,13th,46 l,4,10-10,89,True,70,6
Ballinrobe Racing Results | 25th July 2023 19:08,N/A,19:08,Good,2m 5f 122y,Shesdoenwell (IRE),D. J. O'Keeffe,0,T. Gibney,12th,21 l,7,10-12t,86,True,70,6
