track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Down Royal Racing Results | 28th July 2023 19:25,N/A,19:25,Good (Good To Yielding In Places),1m 4f 175y,Mellow Magic,Shane Foley,0,Mrs J. Harrington,6th,35 l,5,9-10,86,True,70,44
Down Royal Racing Results | 28th July 2023 19:25,N/A,19:25,Good (Good To Yielding In Places),1m 4f 175y,Mille Miglia,D. E. Sheehy,3,Colin A. McBratney,5th,31 l,5,8-10p,72,True,70,44
Down Royal Racing Results | 28th July 2023 19:25,N/A,19:25,Good (Good To Yielding In Places),1m 4f 175y,Humtaza (IRE),C. Horgan,7,P. O'Rourke,4th,7 1/2 l,4,8-7,69,True,70,44
Down Royal Racing Results | 28th July 2023 19:25,N/A,19:25,Good (Good To Yielding In Places),1m 4f 175y,Zola Sakura (IRE),C. T. Keane,0,G. M. Lyons,3rd,1/2 l,5,10-3,93,True,70,44
Down Royal Racing Results | 28th July 2023 19:25,N/A,19:25,Good (Good To Yielding In Places),1m 4f 175y,White Caviar (FR),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,2 1/2 l,4,10-0,90,True,70,44
Down Royal Racing Results | 28th July 2023 19:25,N/A,19:25,Good (Good To Yielding In Places),1m 4f 175y,Gradulations,G. F. Carroll,0,Andrew Oliver,1st,N/A,4,9-2p,78,True,70,44
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Galactica (FR),R. Whearty,2,Gavin Patrick Cromwell,10th,19 l,5,10-0t,70,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Blackstone Cliff (IRE),R. M. Mulligan,7,Shane Crawley,9th,1 l,7,8-9ht,51,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Thefaithfulindian (IRE),Jack Cleary,2,Aidan Anthony Howard,8th,5 l,8,9-7ht,63,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Cafe Con Leche (IRE),D. J. Gilligan,2,Charles Byrnes,7th,1/2 l,7,10-1p,71,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Meritorious,Cillian McConnell,4,John McConnell,6th,6 1/2 l,5,9-8,64,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Intend (IRE),J. Kearney,2,Patrick Martin,5th,1/2 l,5,9-8ht,64,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,David Garrick (IRE),C. Geerdharry,7,Eddie & Patrick Harty,4th,1 1/2 l,6,8-12t,54,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Pretty Soldier (GER),C. Horgan,4,Mervyn Torrens,3rd,6 l,6,9-13,69,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Virtual Hug (IRE),A. C. Persse,2,Conor O'Dwyer,2nd,7 1/2 l,5,8-7tp,49,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Herculaneum (IRE),Sorcha Woods,4,Noel C. Kelly,1st,N/A,6,9-8b,64,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Galactica (FR),R. Whearty,2,Gavin Patrick Cromwell,10th,19 l,5,10-0t,70,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Blackstone Cliff (IRE),R. M. Mulligan,7,Shane Crawley,9th,1 l,7,8-9ht,51,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Thefaithfulindian (IRE),Jack Cleary,2,Aidan Anthony Howard,8th,5 l,8,9-7ht,63,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Cafe Con Leche (IRE),D. J. Gilligan,2,Charles Byrnes,7th,1/2 l,7,10-1p,71,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Meritorious,Cillian McConnell,4,John McConnell,6th,6 1/2 l,5,9-8,64,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Intend (IRE),J. Kearney,2,Patrick Martin,5th,1/2 l,5,9-8ht,64,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,David Garrick (IRE),C. Geerdharry,7,Eddie & Patrick Harty,4th,1 1/2 l,6,8-12t,54,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Pretty Soldier (GER),C. Horgan,4,Mervyn Torrens,3rd,6 l,6,9-13,69,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Virtual Hug (IRE),A. C. Persse,2,Conor O'Dwyer,2nd,7 1/2 l,5,8-7tp,49,True,70,45
Down Royal Racing Results | 28th July 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),1m 4f 175y,Herculaneum (IRE),Sorcha Woods,4,Noel C. Kelly,1st,N/A,6,9-8b,64,True,70,45
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Lady Pro,G. M. Ryan,0,R. K. Watson,13th,27 l,3,9-3,59,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,North Dorset,C. Geerdharry,7,Mrs J. Harrington,12th,7 l,3,10-0,70,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Stone Crafter (IRE),C. D. Maxwell,0,Ian Patrick Donoghue,11th,1 l,3,9-2p,58,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Cruiscin Lan (IRE),Declan McDonogh,0,Kevin Prendergast,10th,4 3/4 l,3,9-11,67,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Master Dunraven (IRE),S. B. Kelly,0,John Patrick Murtagh,9th,5 l,3,10-2,72,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Slaney Tide (IRE),D. E. Sheehy,3,J. S. Bolger,8th,Neck,3,9-12t,68,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Rauzan (IRE),S. McCullagh,3,M. Halford & T. Collins,7th,3 3/4 l,3,9-12b1,68,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Macinamillion (IRE),N. G. McCullagh,7,Gavin Patrick Cromwell,6th,3/4 l,3,8-13,55,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Fratas (IRE),G. F. Carroll,0,Michael Mulvany,5th,Neck,3,9-11,67,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Bright N Shine (IRE),Adam Caffrey,5,P. F. McEnery,4th,1 l,3,9-3t,59,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Notturno (IRE),C. T. Keane,0,Noel Meade,3rd,1/2 l,3,9-6b,62,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Evening's Empire (IRE),J. Kearney,7,Eddie & Patrick Harty,2nd,Short Head,3,9-9,65,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,St Faz (FR),Shane Foley,0,E. J. O'Grady,1st,N/A,3,10-0t1,70,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Lady Pro,G. M. Ryan,0,R. K. Watson,13th,27 l,3,9-3,59,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,North Dorset,C. Geerdharry,7,Mrs J. Harrington,12th,7 l,3,10-0,70,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Stone Crafter (IRE),C. D. Maxwell,0,Ian Patrick Donoghue,11th,1 l,3,9-2p,58,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Cruiscin Lan (IRE),Declan McDonogh,0,Kevin Prendergast,10th,4 3/4 l,3,9-11,67,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Master Dunraven (IRE),S. B. Kelly,0,John Patrick Murtagh,9th,5 l,3,10-2,72,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Slaney Tide (IRE),D. E. Sheehy,3,J. S. Bolger,8th,Neck,3,9-12t,68,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Rauzan (IRE),S. McCullagh,3,M. Halford & T. Collins,7th,3 3/4 l,3,9-12b1,68,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Macinamillion (IRE),N. G. McCullagh,7,Gavin Patrick Cromwell,6th,3/4 l,3,8-13,55,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Fratas (IRE),G. F. Carroll,0,Michael Mulvany,5th,Neck,3,9-11,67,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Bright N Shine (IRE),Adam Caffrey,5,P. F. McEnery,4th,1 l,3,9-3t,59,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Notturno (IRE),C. T. Keane,0,Noel Meade,3rd,1/2 l,3,9-6b,62,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,Evening's Empire (IRE),J. Kearney,7,Eddie & Patrick Harty,2nd,Short Head,3,9-9,65,True,70,46
Down Royal Racing Results | 28th July 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),1m 4f 175y,St Faz (FR),Shane Foley,0,E. J. O'Grady,1st,N/A,3,10-0t1,70,True,70,46
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Lady Eagle (IRE),J. M. Sheridan,0,Brendan Maurice Walsh,14th,11 l,2,8-8,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Tartaraghan (IRE),Siobhan Rutledge,3,John McConnell,13th,1 1/2 l,2,8-8h1,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Miss Alaska (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,12th,2 1/4 l,2,8-12t1,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Oiche Chiuin (IRE),R. P. Cleary,0,J. S. Bolger,11th,11 l,2,8-12b1,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Always Wondering (IRE),C. D. Hayes,0,Noel Meade,10th,2 1/2 l,2,8-12,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Finsceal Annie (IRE),K. J. Leonard,0,Liam McAteer,9th,3 1/2 l,2,8-8,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,La Juliana (IRE),M. P. Sheehy,0,Kevin Thomas Coleman,8th,1 3/4 l,2,8-12,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Pomeriggio (IRE),Shane Foley,0,Mrs J. Harrington,7th,Short Head,2,8-12,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Newfire (IRE),J. A. Powell,5,R. P. Cody,6th,1 1/4 l,2,8-10,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Ritournelle (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,1/2 l,2,8-8,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Au Lait (IRE),William James Lee,0,W. McCreery,4th,1 1/2 l,2,9-2,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Basilah Bear (IRE),L. T. McAteer,0,David Marnane,3rd,2 1/2 l,2,8-10,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Glamora (IRE),R. C. Colgan,0,Ms Sheila Lavery,2nd,4 3/4 l,2,8-10,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Uluru (IRE),C. T. Keane,0,Kevin Thomas Coleman,1st,N/A,2,9-0,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Lady Eagle (IRE),J. M. Sheridan,0,Brendan Maurice Walsh,14th,11 l,2,8-8,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Tartaraghan (IRE),Siobhan Rutledge,3,John McConnell,13th,1 1/2 l,2,8-8h1,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Miss Alaska (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,12th,2 1/4 l,2,8-12t1,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Oiche Chiuin (IRE),R. P. Cleary,0,J. S. Bolger,11th,11 l,2,8-12b1,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Always Wondering (IRE),C. D. Hayes,0,Noel Meade,10th,2 1/2 l,2,8-12,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Finsceal Annie (IRE),K. J. Leonard,0,Liam McAteer,9th,3 1/2 l,2,8-8,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,La Juliana (IRE),M. P. Sheehy,0,Kevin Thomas Coleman,8th,1 3/4 l,2,8-12,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Pomeriggio (IRE),Shane Foley,0,Mrs J. Harrington,7th,Short Head,2,8-12,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Newfire (IRE),J. A. Powell,5,R. P. Cody,6th,1 1/4 l,2,8-10,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Ritournelle (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,1/2 l,2,8-8,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Au Lait (IRE),William James Lee,0,W. McCreery,4th,1 1/2 l,2,9-2,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Basilah Bear (IRE),L. T. McAteer,0,David Marnane,3rd,2 1/2 l,2,8-10,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Glamora (IRE),R. C. Colgan,0,Ms Sheila Lavery,2nd,4 3/4 l,2,8-10,-,True,70,47
Gowran Park Racing Results | 29th July 2023 12:55,N/A,12:55,Soft,7f,Uluru (IRE),C. T. Keane,0,Kevin Thomas Coleman,1st,N/A,2,9-0,-,True,70,47
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Jim's Cracker,C. D. Maxwell,0,Dermot Anthony McLoughlin,15th,4 l,3,9-5,60,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Gegenpressing,C. D. Hayes,0,Eddie & Patrick Harty,14th,1 1/4 l,5,10-2t,64,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Corballis Flyer (IRE),C. Horgan,7,James M. Barrett,13th,1 l,5,9-4,52,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,The Fog Horn (IRE),C. T. Keane,0,Seamus G. O'Donnell,12th,2 1/2 l,3,9-8b,63,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Salt Whistle Bay (IRE),C. J. MacRedmond,5,Charles Coakley,11th,1 1/4 l,9,8-13p,47,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,He Knows When (IRE),Declan McDonogh,0,Luke Comer,10th,2 3/4 l,3,9-7t,62,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Hell Left Loose,T. Marshall,7,Vincent Carroll,9th,Nose,7,8-13,47,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Redshore City (IRE),Siobhan Rutledge,3,John McConnell,8th,1 3/4 l,3,8-11,52,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Kinda Tiny (IRE),G. M. Ryan,0,Timothy Doyle,7th,Short Head,3,9-1,56,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Lightupthesky (IRE),D. E. Sheehy,3,V. C. Ward,6th,3/4 l,3,8-7,48,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,At Long Last (IRE),G. F. Carroll,0,Andrew Oliver,5th,1/2 l,4,9-9,57,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Super Cub,D. King,5,Denis Hogan,4th,Neck,4,10-2,64,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Engines On (IRE),Andrew Joseph Slattery,0,Mrs Prunella Dobbs,3rd,1/2 l,3,8-8,49,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Designer Cailin (IRE),D. B. McMonagle,0,Patrick Martin,2nd,Nose,5,9-0,48,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Gosford (IRE),William James Lee,0,Edward Lynam,1st,N/A,3,9-8,63,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Jim's Cracker,C. D. Maxwell,0,Dermot Anthony McLoughlin,15th,4 l,3,9-5,60,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Gegenpressing,C. D. Hayes,0,Eddie & Patrick Harty,14th,1 1/4 l,5,10-2t,64,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Corballis Flyer (IRE),C. Horgan,7,James M. Barrett,13th,1 l,5,9-4,52,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,The Fog Horn (IRE),C. T. Keane,0,Seamus G. O'Donnell,12th,2 1/2 l,3,9-8b,63,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Salt Whistle Bay (IRE),C. J. MacRedmond,5,Charles Coakley,11th,1 1/4 l,9,8-13p,47,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,He Knows When (IRE),Declan McDonogh,0,Luke Comer,10th,2 3/4 l,3,9-7t,62,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Hell Left Loose,T. Marshall,7,Vincent Carroll,9th,Nose,7,8-13,47,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Redshore City (IRE),Siobhan Rutledge,3,John McConnell,8th,1 3/4 l,3,8-11,52,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Kinda Tiny (IRE),G. M. Ryan,0,Timothy Doyle,7th,Short Head,3,9-1,56,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Lightupthesky (IRE),D. E. Sheehy,3,V. C. Ward,6th,3/4 l,3,8-7,48,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,At Long Last (IRE),G. F. Carroll,0,Andrew Oliver,5th,1/2 l,4,9-9,57,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Super Cub,D. King,5,Denis Hogan,4th,Neck,4,10-2,64,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Engines On (IRE),Andrew Joseph Slattery,0,Mrs Prunella Dobbs,3rd,1/2 l,3,8-8,49,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Designer Cailin (IRE),D. B. McMonagle,0,Patrick Martin,2nd,Nose,5,9-0,48,True,70,48
Gowran Park Racing Results | 29th July 2023 13:25,N/A,13:25,Soft,7f,Gosford (IRE),William James Lee,0,Edward Lynam,1st,N/A,3,9-8,63,True,70,48
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Theriverrunsdeep (IRE),J. M. Sheridan,0,Seamus G. O'Donnell,16th,1 l,7,8-13,48,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Will Be King (IRE),D. W. O'Connor,0,John McConnell,15th,1 l,7,9-2,51,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Flaming O'hara (IRE),C. D. Hayes,0,D. K. Weld,14th,1 l,3,9-4v1,60,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Miss Slovakia (IRE),J. A. Powell,5,Edward Lynam,13th,1 l,3,8-9,51,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Dreamingofdelaney (IRE),R. M. Mulligan,10,P. Mulligan,12th,Head,3,8-7t,49,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Static Charge,Declan McDonogh,0,Desmond McDonogh,11th,1 l,3,8-12,54,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Storm Eric (IRE),Adam Caffrey,5,Jamie Flynn,10th,1 l,4,9-13,62,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Hope And Innocence (IRE),S. B. Kelly,0,John Patrick Murtagh,9th,2 1/4 l,3,9-8,64,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Snowdonia Song (IRE),R. P. Cleary,0,J. S. Bolger,8th,Neck,3,8-12p,54,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,The Bog Bank (IRE),J. J. G. Ryan,7,T. G. McCourt,7th,1 l,6,10-2tp,65,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Rock Dandy (IRE),J. Kearney,7,P. J. F. Murphy,6th,Head,5,8-12p,47,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Manhattan Dandy (IRE),R. Whearty,7,Thomas Coyle,5th,1 l,6,9-3,52,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Lisabetta (IRE),G. M. Ryan,0,Timothy Doyle,4th,3/4 l,5,8-12b,47,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Zephron,William James Lee,0,Denis W. Cullen,3rd,3 1/4 l,6,9-11p,60,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Trueba (IRE),C. Geerdharry,7,E. D. Linehan,2nd,Neck,7,9-7p,56,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Golden Days (IRE),C. J. MacRedmond,5,M. Halford & T. Collins,1st,N/A,6,9-2,51,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Theriverrunsdeep (IRE),J. M. Sheridan,0,Seamus G. O'Donnell,16th,1 l,7,8-13,48,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Will Be King (IRE),D. W. O'Connor,0,John McConnell,15th,1 l,7,9-2,51,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Flaming O'hara (IRE),C. D. Hayes,0,D. K. Weld,14th,1 l,3,9-4v1,60,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Miss Slovakia (IRE),J. A. Powell,5,Edward Lynam,13th,1 l,3,8-9,51,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Dreamingofdelaney (IRE),R. M. Mulligan,10,P. Mulligan,12th,Head,3,8-7t,49,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Static Charge,Declan McDonogh,0,Desmond McDonogh,11th,1 l,3,8-12,54,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Storm Eric (IRE),Adam Caffrey,5,Jamie Flynn,10th,1 l,4,9-13,62,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Hope And Innocence (IRE),S. B. Kelly,0,John Patrick Murtagh,9th,2 1/4 l,3,9-8,64,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Snowdonia Song (IRE),R. P. Cleary,0,J. S. Bolger,8th,Neck,3,8-12p,54,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,The Bog Bank (IRE),J. J. G. Ryan,7,T. G. McCourt,7th,1 l,6,10-2tp,65,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Rock Dandy (IRE),J. Kearney,7,P. J. F. Murphy,6th,Head,5,8-12p,47,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Manhattan Dandy (IRE),R. Whearty,7,Thomas Coyle,5th,1 l,6,9-3,52,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Lisabetta (IRE),G. M. Ryan,0,Timothy Doyle,4th,3/4 l,5,8-12b,47,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Zephron,William James Lee,0,Denis W. Cullen,3rd,3 1/4 l,6,9-11p,60,True,70,49
