track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 22nd May 2023 17:55,N/A,17:55,Good To Yielding (Yielding In Back Straight),7f 100y,Golden Days (IRE),C. J. MacRedmond,0,M. Halford & T. Collins,4th,Nose,6,8-13,48,True,55,41
Roscommon Racing Results | 22nd May 2023 17:55,N/A,17:55,Good To Yielding (Yielding In Back Straight),7f 100y,Together Aclaim,Cillian McConnell,7,John McConnell,3rd,Neck,4,9-5t,54,True,55,41
Roscommon Racing Results | 22nd May 2023 17:55,N/A,17:55,Good To Yielding (Yielding In Back Straight),7f 100y,Barnhill Rose,J. M. Sheridan,0,Denis Hogan,2nd,1/2 l,5,9-6p,55,True,55,41
Roscommon Racing Results | 22nd May 2023 17:55,N/A,17:55,Good To Yielding (Yielding In Back Straight),7f 100y,Swiss Army Officer (IRE),C. Stone-Walsh,7,Kevin Thomas Coleman,1st,N/A,8,8-12,47,True,55,41
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Akaabir (IRE),J. M. Sheridan,0,Denis Hogan,15th,8 1/2 l,4,10-0,62,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Leclerc,C. J. MacRedmond,0,Adrian McGuinness,14th,1/2 l,5,9-5,53,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Pallasmore Lass (IRE),L. T. McAteer,0,Paul W. Flynn,13th,2 l,5,9-0tb,48,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Kratos,Siobhan Rutledge,0,John McConnell,12th,Head,5,9-13,61,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Airgead (IRE),C. Horgan,7,Mrs Prunella Dobbs,11th,Neck,7,8-13,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Maestro Stick,Jack Cleary,7,Keith Henry Clarke,10th,3 l,6,8-13t,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Derrinlaur Spender (IRE),J. A. Powell,2,Eoin Christopher McCarthy,9th,Neck,4,9-1,49,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Blue Wood (IRE),A. C. Persse,4,Mark Cahill,8th,1/2 l,7,9-4,52,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Thunder Canyon (IRE),J. Coen,2,Luke Comer,7th,1/2 l,5,9-7ht1,55,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Sin E Shekells,S. D. Bowen,7,J. G. Murray,6th,2 1/2 l,6,8-13p,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Singe Anglais (IRE),Adam Caffrey,4,H. D. McGuigan,5th,1/2 l,6,9-7v,55,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Designer Cailin (IRE),J. J. G. Ryan,4,Patrick Martin,4th,1 3/4 l,5,9-0,48,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Manhattan Dandy (IRE),R. Whearty,4,Thomas Coyle,3rd,Short Head,6,8-13,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Atbay (IRE),S. McCullagh,0,Mark Fahey,2nd,2 1/2 l,4,9-7,55,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Blue Peak (IRE),D. E. Sheehy,0,M. C. Grassick,1st,N/A,4,8-13p,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Akaabir (IRE),J. M. Sheridan,0,Denis Hogan,15th,8 1/2 l,4,10-0,62,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Leclerc,C. J. MacRedmond,0,Adrian McGuinness,14th,1/2 l,5,9-5,53,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Pallasmore Lass (IRE),L. T. McAteer,0,Paul W. Flynn,13th,2 l,5,9-0tb,48,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Kratos,Siobhan Rutledge,0,John McConnell,12th,Head,5,9-13,61,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Airgead (IRE),C. Horgan,7,Mrs Prunella Dobbs,11th,Neck,7,8-13,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Maestro Stick,Jack Cleary,7,Keith Henry Clarke,10th,3 l,6,8-13t,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Derrinlaur Spender (IRE),J. A. Powell,2,Eoin Christopher McCarthy,9th,Neck,4,9-1,49,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Blue Wood (IRE),A. C. Persse,4,Mark Cahill,8th,1/2 l,7,9-4,52,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Thunder Canyon (IRE),J. Coen,2,Luke Comer,7th,1/2 l,5,9-7ht1,55,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Sin E Shekells,S. D. Bowen,7,J. G. Murray,6th,2 1/2 l,6,8-13p,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Singe Anglais (IRE),Adam Caffrey,4,H. D. McGuigan,5th,1/2 l,6,9-7v,55,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Designer Cailin (IRE),J. J. G. Ryan,4,Patrick Martin,4th,1 3/4 l,5,9-0,48,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Manhattan Dandy (IRE),R. Whearty,4,Thomas Coyle,3rd,Short Head,6,8-13,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Atbay (IRE),S. McCullagh,0,Mark Fahey,2nd,2 1/2 l,4,9-7,55,True,55,42
Roscommon Racing Results | 22nd May 2023 18:25,N/A,18:25,Good To Yielding (Yielding In Back Straight),7f 100y,Blue Peak (IRE),D. E. Sheehy,0,M. C. Grassick,1st,N/A,4,8-13p,47,True,55,42
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Lispendense (IRE),R. C. Colgan,0,Denis W. Cullen,14th,33 l,8,10-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Federal Street (IRE),Seamie Heffernan,0,H. D. McGuigan,13th,6 1/2 l,4,10-7p,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Famous Lane (IRE),R. P. Cleary,0,Thomas Cleary,12th,18 l,4,10-2,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Parish Green (IRE),L. T. McAteer,3,J. S. Bolger,11th,7 l,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Boston Bongo (IRE),S. Cleary-Farrell,10,Barry Fitzgerald,10th,5 l,4,10-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Tasayad (IRE),D. N. Curran,7,Darren Bunyan,9th,1/2 l,5,10-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Miss Mchenry (IRE),G. F. Carroll,0,G. M. Lyons,8th,3/4 l,3,9-2,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Hutton Glen (IRE),C. T. Keane,0,G. M. Lyons,7th,2 l,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Portunalia (USA),M. A. Enright,0,G. M. Lyons,6th,1 3/4 l,3,9-2,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Galileo's Compass (IRE),Shane Foley,0,Mrs J. Harrington,5th,3/4 l,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Gimmie Shelter (USA),D. B. McMonagle,0,Joseph Patrick O'Brien,4th,1/2 l,3,9-7t1,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Ethical Diamond (IRE),William James Lee,0,Michael O'Meara,3rd,1 1/4 l,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Astar (IRE),C. D. Hayes,0,D. K. Weld,2nd,1/2 l,3,9-2h1,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Pearl Of Australia (IRE),L. F. Roche,0,Noel Meade,1st,N/A,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Lispendense (IRE),R. C. Colgan,0,Denis W. Cullen,14th,33 l,8,10-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Federal Street (IRE),Seamie Heffernan,0,H. D. McGuigan,13th,6 1/2 l,4,10-7p,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Famous Lane (IRE),R. P. Cleary,0,Thomas Cleary,12th,18 l,4,10-2,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Parish Green (IRE),L. T. McAteer,3,J. S. Bolger,11th,7 l,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Boston Bongo (IRE),S. Cleary-Farrell,10,Barry Fitzgerald,10th,5 l,4,10-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Tasayad (IRE),D. N. Curran,7,Darren Bunyan,9th,1/2 l,5,10-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Miss Mchenry (IRE),G. F. Carroll,0,G. M. Lyons,8th,3/4 l,3,9-2,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Hutton Glen (IRE),C. T. Keane,0,G. M. Lyons,7th,2 l,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Portunalia (USA),M. A. Enright,0,G. M. Lyons,6th,1 3/4 l,3,9-2,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Galileo's Compass (IRE),Shane Foley,0,Mrs J. Harrington,5th,3/4 l,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Gimmie Shelter (USA),D. B. McMonagle,0,Joseph Patrick O'Brien,4th,1/2 l,3,9-7t1,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Ethical Diamond (IRE),William James Lee,0,Michael O'Meara,3rd,1 1/4 l,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Astar (IRE),C. D. Hayes,0,D. K. Weld,2nd,1/2 l,3,9-2h1,-,True,55,43
Roscommon Racing Results | 22nd May 2023 18:55,N/A,18:55,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Pearl Of Australia (IRE),L. F. Roche,0,Noel Meade,1st,N/A,3,9-7,-,True,55,43
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Butterfly Garden (IRE),D. N. Curran,7,Kevin Prendergast,9th,2 l,4,9-9,75,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Narlita (GER),R. P. Whelan,0,Harry Rogers,8th,2 l,4,9-0h,66,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Play It Again Zaam (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,Head,3,8-11,77,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Stormy Jenn (IRE),R. Whearty,7,Peter Cluskey,6th,1 1/2 l,6,9-5,71,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Atlantic Island (IRE),N. M. Crosse,0,Luke Comer,5th,Nose,4,9-2,68,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Maralinga (IRE),G. M. Ryan,0,Timothy Doyle,4th,1 1/4 l,5,8-13,65,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Dubawi Spectre,Shane Foley,0,Mrs J. Harrington,3rd,Head,3,8-13v1,79,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Pralognan (FR),C. T. Keane,0,A. J. Martin,2nd,Neck,4,10-0t,80,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Halla Ban (IRE),R. P. Cleary,0,J. S. Bolger,1st,N/A,3,8-7,73,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Butterfly Garden (IRE),D. N. Curran,7,Kevin Prendergast,9th,2 l,4,9-9,75,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Narlita (GER),R. P. Whelan,0,Harry Rogers,8th,2 l,4,9-0h,66,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Play It Again Zaam (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,Head,3,8-11,77,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Stormy Jenn (IRE),R. Whearty,7,Peter Cluskey,6th,1 1/2 l,6,9-5,71,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Atlantic Island (IRE),N. M. Crosse,0,Luke Comer,5th,Nose,4,9-2,68,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Maralinga (IRE),G. M. Ryan,0,Timothy Doyle,4th,1 1/4 l,5,8-13,65,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Dubawi Spectre,Shane Foley,0,Mrs J. Harrington,3rd,Head,3,8-13v1,79,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Pralognan (FR),C. T. Keane,0,A. J. Martin,2nd,Neck,4,10-0t,80,True,55,44
Roscommon Racing Results | 22nd May 2023 19:25,N/A,19:25,Good To Yielding (Yielding In Back Straight),1m 2f 66y,Halla Ban (IRE),R. P. Cleary,0,J. S. Bolger,1st,N/A,3,8-7,73,True,55,44
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Stone Crafter (IRE),Declan McDonogh,0,E. J. O'Neill,16th,21 l,3,8-13,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Allesnick (IRE),L. F. Roche,0,Eddie & Patrick Harty,15th,3 1/2 l,3,8-13tp,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Baile Locha Riach (FR),S. B. Kelly,0,John Patrick Murtagh,14th,3/4 l,3,9-11,74,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Turbo Sprint (IRE),Siobhan Rutledge,5,John McConnell,13th,1 1/4 l,3,8-13t,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Blenheim Lad (IRE),William James Lee,0,Andrew Oliver,12th,2 3/4 l,3,9-4,67,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Believe Me Now (IRE),A. J. Slattery,0,A. Slattery,11th,Nose,3,8-13,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,On the Money (IRE),R. P. Cleary,0,J. S. Bolger,10th,1 l,3,9-2,65,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Macinamillion (IRE),N. M. Crosse,0,Gavin Patrick Cromwell,9th,1/2 l,3,8-8,57,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Thats Jet (IRE),Shane Foley,0,Ross O'Sullivan,8th,2 l,3,8-10,59,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Florida Taiga (IRE),C. D. Hayes,0,D. K. Weld,7th,1 3/4 l,3,9-3,66,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Rauzan (IRE),R. P. Whelan,0,M. Halford & T. Collins,6th,1/2 l,3,9-10p1,73,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Notturno (IRE),C. T. Keane,0,Noel Meade,5th,4 1/4 l,3,9-0b,63,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Pinot Gris (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,4th,3/4 l,3,8-13,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Master Dunraven (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 1/4 l,3,9-5,68,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,2nd,1 l,3,9-1,64,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Whisky on the Hill,Adam Caffrey,7,Adrian McGuinness,1st,N/A,3,9-13,76,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Stone Crafter (IRE),Declan McDonogh,0,E. J. O'Neill,16th,21 l,3,8-13,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Allesnick (IRE),L. F. Roche,0,Eddie & Patrick Harty,15th,3 1/2 l,3,8-13tp,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Baile Locha Riach (FR),S. B. Kelly,0,John Patrick Murtagh,14th,3/4 l,3,9-11,74,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Turbo Sprint (IRE),Siobhan Rutledge,5,John McConnell,13th,1 1/4 l,3,8-13t,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Blenheim Lad (IRE),William James Lee,0,Andrew Oliver,12th,2 3/4 l,3,9-4,67,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Believe Me Now (IRE),A. J. Slattery,0,A. Slattery,11th,Nose,3,8-13,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,On the Money (IRE),R. P. Cleary,0,J. S. Bolger,10th,1 l,3,9-2,65,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Macinamillion (IRE),N. M. Crosse,0,Gavin Patrick Cromwell,9th,1/2 l,3,8-8,57,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Thats Jet (IRE),Shane Foley,0,Ross O'Sullivan,8th,2 l,3,8-10,59,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Florida Taiga (IRE),C. D. Hayes,0,D. K. Weld,7th,1 3/4 l,3,9-3,66,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Rauzan (IRE),R. P. Whelan,0,M. Halford & T. Collins,6th,1/2 l,3,9-10p1,73,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Notturno (IRE),C. T. Keane,0,Noel Meade,5th,4 1/4 l,3,9-0b,63,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Pinot Gris (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,4th,3/4 l,3,8-13,62,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Master Dunraven (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 1/4 l,3,9-5,68,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,2nd,1 l,3,9-1,64,True,55,45
Roscommon Racing Results | 22nd May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Whisky on the Hill,Adam Caffrey,7,Adrian McGuinness,1st,N/A,3,9-13,76,True,55,45
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Jomont (FR),Seamie Heffernan,0,H. D. McGuigan,15th,12 l,6,8-11p,56,True,55,46
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Girl Crush (IRE),G. M. Ryan,0,Garry Bernard Caldwell,14th,1 1/2 l,4,9-2v1,61,True,55,46
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Wrecking Ball Paul (IRE),R. M. Mulligan,10,P. Mulligan,13th,1 1/2 l,5,9-12t,71,True,55,46
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Boola Boola (IRE),N. M. Crosse,0,Mrs J. Harrington,12th,3 1/4 l,6,9-9p,68,True,55,46
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Ebasari (IRE),L. F. Roche,0,Gordon Elliott,11th,13 l,5,9-9t,68,True,55,46
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Hearts Are Trumps (IRE),Declan McDonogh,0,Desmond McDonogh,10th,1 1/4 l,10,9-12,71,True,55,46
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Elzaamsan (IRE),R. P. Whelan,0,M. Halford & T. Collins,9th,Neck,5,9-8p,67,True,55,46
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Magnetic North (IRE),Adam Caffrey,7,Adrian McGuinness,8th,2 1/2 l,8,9-12v,71,True,55,46
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Five Zeros (IRE),Amy Jo Hayes,7,Nigel Slevin,7th,1 3/4 l,6,9-4,63,True,55,46
Roscommon Racing Results | 22nd May 2023 20:25,N/A,20:25,Good To Yielding (Yielding In Back Straight),1m 4f 10y,Agenda (GER),William James Lee,0,Mrs Lorna Fowler,6th,Short Head,6,9-9,68,True,55,46
