track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Stanhope,K G Kennedy,5,J C McConnell,13th,2 3/4 l,11,8-7,48,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Realtin Fantasy (IRE),M W Hassett,5,W P Browne,12th,1/2 l,9,8-8,50,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Inishmot Prince (IRE),J J G Ryan,3,T G McCourt,11th,1/2 l,7,8-13v,55,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Dark Enigma,W Joyce,3,J G Murray,10th,Short Head,4,8-7tp1,41,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Surpass And Shine (IRE),W J Lee,0,P J Flynn,9th,3/4 l,4,9-12,68,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,An Laochmor (IRE),L F Roche,0,J G Coogan,8th,1 l,4,8-8b1,50,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Irish Rumour (IRE),R C Colgan,0,Miss Jennifer Anne Lynch,7th,3/4 l,5,9-11t,67,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,6th,Head,5,9-3,59,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Rappell (IRE),J M Sheridan,0,P W Flynn,5th,1/2 l,4,10-2,72,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Nouvel Espoir (IRE),S A Wallace,10,J Barcoe,4th,Neck,5,9-9,65,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Asdana (IRE),N M Crosse,0,W McCreery,3rd,1 1/2 l,3,9-7v,70,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Whatswrongnow (IRE),R M Mulligan,7,Batt Burke,2nd,1 3/4 l,4,8-7,43,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Step Back In Time (IRE),R P Cleary,0,C Timmons,1st,N/A,7,8-7p,48,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Stanhope,K G Kennedy,5,J C McConnell,13th,2 3/4 l,11,8-7,48,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Realtin Fantasy (IRE),M W Hassett,5,W P Browne,12th,1/2 l,9,8-8,50,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Inishmot Prince (IRE),J J G Ryan,3,T G McCourt,11th,1/2 l,7,8-13v,55,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Dark Enigma,W Joyce,3,J G Murray,10th,Short Head,4,8-7tp1,41,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Surpass And Shine (IRE),W J Lee,0,P J Flynn,9th,3/4 l,4,9-12,68,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,An Laochmor (IRE),L F Roche,0,J G Coogan,8th,1 l,4,8-8b1,50,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Irish Rumour (IRE),R C Colgan,0,Miss Jennifer Anne Lynch,7th,3/4 l,5,9-11t,67,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,6th,Head,5,9-3,59,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Rappell (IRE),J M Sheridan,0,P W Flynn,5th,1/2 l,4,10-2,72,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Nouvel Espoir (IRE),S A Wallace,10,J Barcoe,4th,Neck,5,9-9,65,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Asdana (IRE),N M Crosse,0,W McCreery,3rd,1 1/2 l,3,9-7v,70,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Whatswrongnow (IRE),R M Mulligan,7,Batt Burke,2nd,1 3/4 l,4,8-7,43,True,180,26
Navan Racing Results | 7th June 2025 15:15,N/A,15:15,Yielding (Good In Places),5f,Step Back In Time (IRE),R P Cleary,0,C Timmons,1st,N/A,7,8-7p,48,True,180,26
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Quadruple,J J G Ryan,0,G M Lyons,12th,3 3/4 l,4,9-9,87,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Evening Blossom (IRE),D P McDonogh,0,J P O'Brien,11th,3/4 l,4,9-9t,93,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Banner Beauty (IRE),R Whearty,0,E Buckley,10th,3/4 l,3,8-12,-,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Spicy Margarita (IRE),J M Sheridan,0,A Murray,9th,1 1/4 l,3,8-12,96,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Princess Child (FR),R P Whelan,0,J P O'Brien,8th,Nose,4,9-9t,93,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Soft Winds (IRE),S T McCullagh,0,J P O'Brien,7th,Head,4,9-9,91,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Queen Of Thunder (IRE),W J Lee,0,K J Condon,6th,3 l,4,9-9,100,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Wannabe Royal (IRE),C D Hayes,0,J P O'Brien,5th,1 1/4 l,3,8-12,91,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Indigo Five (IRE),J A Heffernan,0,J Feane,4th,Nose,6,9-9,94,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Thalara (IRE),A J Slattery,0,H De Bromhead,3rd,2 3/4 l,5,9-9,95,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Red Letter,G F Carroll,0,G M Lyons,2nd,1/2 l,3,8-12,111,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Barnavara (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,8-12,102,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Quadruple,J J G Ryan,0,G M Lyons,12th,3 3/4 l,4,9-9,87,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Evening Blossom (IRE),D P McDonogh,0,J P O'Brien,11th,3/4 l,4,9-9t,93,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Banner Beauty (IRE),R Whearty,0,E Buckley,10th,3/4 l,3,8-12,-,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Spicy Margarita (IRE),J M Sheridan,0,A Murray,9th,1 1/4 l,3,8-12,96,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Princess Child (FR),R P Whelan,0,J P O'Brien,8th,Nose,4,9-9t,93,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Soft Winds (IRE),S T McCullagh,0,J P O'Brien,7th,Head,4,9-9,91,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Queen Of Thunder (IRE),W J Lee,0,K J Condon,6th,3 l,4,9-9,100,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Wannabe Royal (IRE),C D Hayes,0,J P O'Brien,5th,1 1/4 l,3,8-12,91,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Indigo Five (IRE),J A Heffernan,0,J Feane,4th,Nose,6,9-9,94,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Thalara (IRE),A J Slattery,0,H De Bromhead,3rd,2 3/4 l,5,9-9,95,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Red Letter,G F Carroll,0,G M Lyons,2nd,1/2 l,3,8-12,111,True,180,27
Navan Racing Results | 7th June 2025 15:55,N/A,15:55,Yielding (Good In Places),1m 30y,Barnavara (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,8-12,102,True,180,27
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Rosemount (IRE),R P Cleary,0,T Cleary,14th,29 l,5,10-2,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Western Dreamer (IRE),M L Malone,10,C Timmons,13th,2 3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Queen Of Drama,W J Lee,0,W McCreery,12th,3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Arrumba (IRE),G M Ryan,0,Mrs D Foster,11th,4 3/4 l,5,10-2,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Faberi (IRE),R C Colgan,0,S Lavery,10th,3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Laoise Eile (IRE),G F Carroll,0,G M Lyons,9th,2 1/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Queen Aethelflaed (IRE),J M Sheridan,0,E J O'Grady,8th,1 l,3,9-3t1,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Marzanda (IRE),J J G Ryan,3,T G McCourt,7th,Head,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Saxon Belle (IRE),C D Hayes,0,D K Weld,6th,2 1/2 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Al What (IRE),R Whearty,3,N Meade,5th,3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Monntie (IRE),L F Roche,0,E & P Harty,4th,4 3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Edge Of Seventeen (IRE),S Foley,0,Mrs J Harrington,3rd,Short Head,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Treasure Rose (IRE),J A Heffernan,0,J P Murtagh,2nd,3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Bellacanta (IRE),N M Crosse,0,W McCreery,1st,N/A,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Rosemount (IRE),R P Cleary,0,T Cleary,14th,29 l,5,10-2,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Western Dreamer (IRE),M L Malone,10,C Timmons,13th,2 3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Queen Of Drama,W J Lee,0,W McCreery,12th,3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Arrumba (IRE),G M Ryan,0,Mrs D Foster,11th,4 3/4 l,5,10-2,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Faberi (IRE),R C Colgan,0,S Lavery,10th,3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Laoise Eile (IRE),G F Carroll,0,G M Lyons,9th,2 1/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Queen Aethelflaed (IRE),J M Sheridan,0,E J O'Grady,8th,1 l,3,9-3t1,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Marzanda (IRE),J J G Ryan,3,T G McCourt,7th,Head,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Saxon Belle (IRE),C D Hayes,0,D K Weld,6th,2 1/2 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Al What (IRE),R Whearty,3,N Meade,5th,3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Monntie (IRE),L F Roche,0,E & P Harty,4th,4 3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Edge Of Seventeen (IRE),S Foley,0,Mrs J Harrington,3rd,Short Head,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Treasure Rose (IRE),J A Heffernan,0,J P Murtagh,2nd,3/4 l,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 16:30,N/A,16:30,Yielding (Good In Places),1m 2f 30y,Bellacanta (IRE),N M Crosse,0,W McCreery,1st,N/A,3,9-3,-,True,180,28
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Apologise (IRE),S Coen,7,Gary McGill,21st,8 1/2 l,6,9-4,70,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Grappa Nonino (IRE),C D Hayes,0,D K Weld,20th,3 1/4 l,6,9-9,75,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Disco Boy (IRE),J J G Ryan,3,S Byrne,19th,Nose,6,8-12h,64,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Razdan (IRE),R C Colgan,0,C Timmons,18th,Short Head,7,9-12ht,78,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Last Ammo (IRE),S Foley,0,Laura Hourigan,17th,1 3/4 l,6,10-1t,81,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,The Truant (IRE),R Whearty,3,P W Flynn,16th,Head,8,9-2t,68,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Sundance Sioux (IRE),W Joyce,3,Cian Hughes,15th,2 l,4,9-11,77,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,St Faz (FR),J A Heffernan,0,E J O'Grady,14th,1 l,5,9-4t,70,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Rich Belief,A J Slattery,0,K Thornton,13th,Nose,8,9-12t,78,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Black Gem (IRE),R Coakley,0,J C McConnell,12th,1 1/2 l,4,9-3t1,69,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Palamon (IRE),M W Hassett,5,P Nolan,11th,Neck,5,9-11tb,77,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,The Names Jock (IRE),J A Powell,3,John E & Kiely,10th,Short Head,9,9-10,76,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Miss Gitana (IRE),D P McDonogh,0,G Elliott,9th,2 3/4 l,4,9-1,67,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Burren Song (IRE),Nicola Burns,7,Ciaran Murphy,8th,Short Head,7,10-1tv1,81,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Make Good (IRE),L F Roche,0,Joseph Murray,7th,Neck,10,8-9tp,61,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Zoffanien (IRE),Adam Caffrey,0,T O'Brien,6th,3 l,8,9-11,77,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Sign From Above (IRE),W J Lee,0,Peter Fahey,5th,2 1/2 l,7,9-12p,78,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Granite Bay,R P Whelan,0,J P Fahey,4th,3/4 l,4,10-1,81,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Desert Friend (IRE),R P Cleary,0,Mrs D Foster,3rd,1/2 l,9,8-12,64,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Nans View (IRE),Neve Bennett,7,J P Fahey,2nd,2 l,4,10-1,81,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Ragmans Corner (IRE),J Kearney,3,G Keane,1st,N/A,6,9-7,73,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Apologise (IRE),S Coen,7,Gary McGill,21st,8 1/2 l,6,9-4,70,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Grappa Nonino (IRE),C D Hayes,0,D K Weld,20th,3 1/4 l,6,9-9,75,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Disco Boy (IRE),J J G Ryan,3,S Byrne,19th,Nose,6,8-12h,64,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Razdan (IRE),R C Colgan,0,C Timmons,18th,Short Head,7,9-12ht,78,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Last Ammo (IRE),S Foley,0,Laura Hourigan,17th,1 3/4 l,6,10-1t,81,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,The Truant (IRE),R Whearty,3,P W Flynn,16th,Head,8,9-2t,68,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Sundance Sioux (IRE),W Joyce,3,Cian Hughes,15th,2 l,4,9-11,77,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,St Faz (FR),J A Heffernan,0,E J O'Grady,14th,1 l,5,9-4t,70,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Rich Belief,A J Slattery,0,K Thornton,13th,Nose,8,9-12t,78,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Black Gem (IRE),R Coakley,0,J C McConnell,12th,1 1/2 l,4,9-3t1,69,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Palamon (IRE),M W Hassett,5,P Nolan,11th,Neck,5,9-11tb,77,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,The Names Jock (IRE),J A Powell,3,John E & Kiely,10th,Short Head,9,9-10,76,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Miss Gitana (IRE),D P McDonogh,0,G Elliott,9th,2 3/4 l,4,9-1,67,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Burren Song (IRE),Nicola Burns,7,Ciaran Murphy,8th,Short Head,7,10-1tv1,81,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Make Good (IRE),L F Roche,0,Joseph Murray,7th,Neck,10,8-9tp,61,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Zoffanien (IRE),Adam Caffrey,0,T O'Brien,6th,3 l,8,9-11,77,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Sign From Above (IRE),W J Lee,0,Peter Fahey,5th,2 1/2 l,7,9-12p,78,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Granite Bay,R P Whelan,0,J P Fahey,4th,3/4 l,4,10-1,81,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Desert Friend (IRE),R P Cleary,0,Mrs D Foster,3rd,1/2 l,9,8-12,64,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Nans View (IRE),Neve Bennett,7,J P Fahey,2nd,2 l,4,10-1,81,True,180,29
Navan Racing Results | 7th June 2025 17:05,N/A,17:05,Yielding (Good In Places),1m 6f,Ragmans Corner (IRE),J Kearney,3,G Keane,1st,N/A,6,9-7,73,True,180,29
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Highland Bells (IRE),W Joyce,3,M Mulvany,20th,Neck,4,8-12,42,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Calmafterthestorm (IRE),C D Fahy,10,J C McConnell,19th,3/4 l,5,9-12,56,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Bright Start (USA),Nicola Burns,7,S M Duffy,18th,1 l,8,9-6p,50,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Futurum Regem (IRE),T Casey,10,H P Finegan,17th,1 l,9,9-6b,50,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Gamigin (IRE),W J Lee,0,Gary McGill,16th,Neck,7,9-10tp,54,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Slaney Swagger (IRE),M W Hassett,5,P Byrne,15th,1/2 l,4,9-12p,56,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Crypto Crash,L T McAteer,0,D Marnane,14th,2 l,4,9-5,49,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Noble Hilltop (IRE),G F Carroll,0,E Buckley,13th,1 l,5,9-1,45,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Lightning Legs (IRE),D P McDonogh,0,G Elliott,12th,Short Head,4,9-2,46,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Waystar (IRE),R Coakley,0,J C McConnell,11th,Neck,4,9-8,52,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Whispering Hopes (IRE),C D Hayes,0,G Elliott,10th,1/2 l,5,9-13,57,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Ally Cay (IRE),R M Mulligan,7,Paul Mulligan,9th,2 1/2 l,9,8-13,43,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Red Secret (CAN),S Coen,7,K Smith,8th,1/2 l,9,10-1tb,59,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Folly Beach,A C Persse,7,M A Molloy,7th,2 3/4 l,7,10-0,58,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Slieve Bearnagh (IRE),R P Whelan,0,D Marnane,6th,Neck,8,9-7t,51,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Steps In The Sand (IRE),J Cleary,5,Ciaran Murphy,5th,Nose,6,9-6,50,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Sunny Dude (IRE),R P Cleary,0,D Buckley,4th,2 1/2 l,5,8-10,40,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Omakase (IRE),Jessica O'Gorman,7,P G Fahey,3rd,3/4 l,7,10-2,60,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Maxwell Smart (IRE),J J G Ryan,3,T G McCourt,2nd,3/4 l,4,8-11,41,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Arcland (IRE),R Whearty,3,G P Cromwell,1st,N/A,9,8-10,40,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Highland Bells (IRE),W Joyce,3,M Mulvany,20th,Neck,4,8-12,42,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Calmafterthestorm (IRE),C D Fahy,10,J C McConnell,19th,3/4 l,5,9-12,56,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Bright Start (USA),Nicola Burns,7,S M Duffy,18th,1 l,8,9-6p,50,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Futurum Regem (IRE),T Casey,10,H P Finegan,17th,1 l,9,9-6b,50,True,180,30
Navan Racing Results | 7th June 2025 17:35,N/A,17:35,Yielding (Good In Places),1m 5f,Gamigin (IRE),W J Lee,0,Gary McGill,16th,Neck,7,9-10tp,54,True,180,30
