track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Hees Dynamite (IRE),C M Hogan,7,E McNamara,5th,10 l,7,10-8,102,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Club Manager,T P Harney,5,R O'Sullivan,4th,1 1/4 l,5,11-3,111,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Walking On Glass (IRE),P T Smithers,7,P Roche,3rd,7 1/2 l,10,11-12p,120,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Stay Gold (IRE),L A McKenna,5,Colm Murphy,2nd,Nose,6,11-4p,112,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Londonofficecallin (IRE),K E Buckley,0,G P Cromwell,1st,N/A,8,11-7t,115,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Navigator Jack (IRE),B W Harvey,0,E Griffin,S,N/A,8,10-10t,104,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,One And Only (IRE),G B Noonan,5,O McKiernan,16th,18 l,7,10-8tp,102,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Rut Daniels (IRE),J Smith,5,D H Kelly,15th,6 l,6,10-11t,105,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Ringdufferin (IRE),F Brickley,7,G Elliott,14th,4 1/2 l,7,11-10p,118,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Joyeux Vivo (FR),C G O'Dwyer,5,John E & Kiely,13th,21 l,6,11-4,112,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Ballyglass Beauty (IRE),R A Berry,7,L P Cusack,12th,2 1/4 l,9,10-12,106,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Queen Nel (IRE),G Brouder,3,E D Delany,11th,11 l,6,10-7,101,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Westernersunrise (IRE),K C Sexton,0,James Andrew Fahey,10th,1/2 l,6,10-7t,101,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Natural Look (IRE),M P O'Connor,0,R O'Sullivan,9th,1/2 l,9,11-7,115,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Howdoyalikeherhome (IRE),P Cleary,7,G Elliott,8th,Head,6,11-9b,117,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Coral River (IRE),Anna McGuinness,7,T Mullins,7th,1 3/4 l,6,12-0,122,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Birmingham Alabama (IRE),E Walsh,0,E D Delany,6th,2 3/4 l,6,11-7,115,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Hees Dynamite (IRE),C M Hogan,7,E McNamara,5th,10 l,7,10-8,102,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Club Manager,T P Harney,5,R O'Sullivan,4th,1 1/4 l,5,11-3,111,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Walking On Glass (IRE),P T Smithers,7,P Roche,3rd,7 1/2 l,10,11-12p,120,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Stay Gold (IRE),L A McKenna,5,Colm Murphy,2nd,Nose,6,11-4p,112,True,180,1
Punchestown Racing Results | 8th June 2025 16:20,N/A,16:20,Good To Yielding,2m 7f 116y,Londonofficecallin (IRE),K E Buckley,0,G P Cromwell,1st,N/A,8,11-7t,115,True,180,1
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Barney McGee (IRE),B P Kennedy,7,J F O'Shea,PU,N/A,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Highland Prince (IRE),R A Berry,7,L P Cusack,PU,N/A,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,No Knee Never (IRE),P Hanlon,7,J J Hanlon,PU,N/A,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Isobel's Charm (IRE),C G O'Dwyer,5,D H Kelly,11th,14 l,4,11-0,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Footstepstoglory (IRE),R P Treacy,0,D H Kelly,10th,15 l,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Boston Queen (IRE),F Brickley,7,G Elliott,9th,6 l,4,11-0,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Louiescall (IRE),A McCurtin,0,D H Kelly,8th,1 l,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Gerrys Wish (IRE),P Cleary,7,G Elliott,7th,3/4 l,4,11-0,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Il Pirata (IRE),B W Harvey,0,L Fowler,6th,14 l,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Watching The Clock (IRE),P T Smithers,7,P Roche,5th,9 1/2 l,4,11-0,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Seeitoldya,R J Condon,5,Miss Ellmarie Holden,4th,9 l,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Tatateo (IRE),G Brouder,3,D Hogan,3rd,4 1/4 l,4,11-7t1,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Luker's Tipple (IRE),K C Sexton,0,A Kinirons,2nd,2 1/4 l,4,11-7tp1,122,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Mick Collins (IRE),E Walsh,0,N Meade,1st,N/A,4,11-7ht,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Barney McGee (IRE),B P Kennedy,7,J F O'Shea,PU,N/A,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Highland Prince (IRE),R A Berry,7,L P Cusack,PU,N/A,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,No Knee Never (IRE),P Hanlon,7,J J Hanlon,PU,N/A,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Isobel's Charm (IRE),C G O'Dwyer,5,D H Kelly,11th,14 l,4,11-0,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Footstepstoglory (IRE),R P Treacy,0,D H Kelly,10th,15 l,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Boston Queen (IRE),F Brickley,7,G Elliott,9th,6 l,4,11-0,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Louiescall (IRE),A McCurtin,0,D H Kelly,8th,1 l,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Gerrys Wish (IRE),P Cleary,7,G Elliott,7th,3/4 l,4,11-0,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Il Pirata (IRE),B W Harvey,0,L Fowler,6th,14 l,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Watching The Clock (IRE),P T Smithers,7,P Roche,5th,9 1/2 l,4,11-0,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Seeitoldya,R J Condon,5,Miss Ellmarie Holden,4th,9 l,4,11-7,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Tatateo (IRE),G Brouder,3,D Hogan,3rd,4 1/4 l,4,11-7t1,-,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Luker's Tipple (IRE),K C Sexton,0,A Kinirons,2nd,2 1/4 l,4,11-7tp1,122,True,180,2
Punchestown Racing Results | 8th June 2025 16:55,N/A,16:55,Good To Yielding,2m 125y,Mick Collins (IRE),E Walsh,0,N Meade,1st,N/A,4,11-7ht,-,True,180,2
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Rosie Brown (IRE),Mr R Sugrue,7,Peter Maher,13th,11 l,5,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Nugentstown Sue (IRE),Mr E Finegan,7,H P Finegan,12th,2 1/4 l,6,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Quizzini (IRE),Mr M J Love,7,L Fowler,11th,3/4 l,5,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Boujee (IRE),Mr D Doyle,7,M A Molloy,10th,3 1/4 l,8,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Anniewithan E (IRE),Mr Finn Tegetmeier,7,Paul Mulligan,9th,1 l,5,11-4t1,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Ode To Joy (IRE),Caragh Monaghan,7,W J McLernon,8th,2 1/2 l,5,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Money Shuffler (IRE),P T Smithers,7,W M Roper,7th,12 l,5,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Amboyna (IRE),Mr J L Gleeson,0,John E & Kiely,6th,6 l,5,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Eaglewood (IRE),Mr C J Shine,7,Leonard Flynn,5th,9 l,5,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Zanoosh (IRE),Mr J P O'Rourke,7,Colm Murphy,4th,3 3/4 l,5,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Kabylia (FR),Mr D G Lavery,0,G P Cromwell,3rd,1 l,5,11-11ht,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Atomic Queen (IRE),Mr A P Ryan,7,Peter Fahey,2nd,1 1/4 l,6,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Brosna Queen (IRE),Mr P W Mullins,0,Stephen Gerard Carey,1st,N/A,5,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Rosie Brown (IRE),Mr R Sugrue,7,Peter Maher,13th,11 l,5,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Nugentstown Sue (IRE),Mr E Finegan,7,H P Finegan,12th,2 1/4 l,6,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Quizzini (IRE),Mr M J Love,7,L Fowler,11th,3/4 l,5,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Boujee (IRE),Mr D Doyle,7,M A Molloy,10th,3 1/4 l,8,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Anniewithan E (IRE),Mr Finn Tegetmeier,7,Paul Mulligan,9th,1 l,5,11-4t1,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Ode To Joy (IRE),Caragh Monaghan,7,W J McLernon,8th,2 1/2 l,5,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Money Shuffler (IRE),P T Smithers,7,W M Roper,7th,12 l,5,11-4,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Amboyna (IRE),Mr J L Gleeson,0,John E & Kiely,6th,6 l,5,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Eaglewood (IRE),Mr C J Shine,7,Leonard Flynn,5th,9 l,5,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Zanoosh (IRE),Mr J P O'Rourke,7,Colm Murphy,4th,3 3/4 l,5,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Kabylia (FR),Mr D G Lavery,0,G P Cromwell,3rd,1 l,5,11-11ht,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Atomic Queen (IRE),Mr A P Ryan,7,Peter Fahey,2nd,1 1/4 l,6,11-11,-,True,180,3
Punchestown Racing Results | 8th June 2025 17:30,N/A,17:30,Good To Yielding ace (Turf),2m 125y,Brosna Queen (IRE),Mr P W Mullins,0,Stephen Gerard Carey,1st,N/A,5,11-4,-,True,180,3
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,A Law Of Her Own (IRE),B W Harvey,0,Peter Fahey,UR,N/A,8,11-0v,125,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Birdie Or Bust (IRE),M P O'Connor,0,H De Bromhead,UR,N/A,7,11-0,132,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Runcok (FR),S Cleary-Farrell,7,W P Mullins,F,N/A,5,11-2,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,She Is Electric (IRE),K C Sexton,0,N Lee,4th,17 l,10,10-9h,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Donnie Devito (IRE),T P Harney,5,R O'Sullivan,3rd,1 1/2 l,6,11-2ht,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Encanto Bruno (IRE),K E Buckley,0,G P Cromwell,2nd,16 l,7,11-2,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Itsalladream (IRE),G Brouder,3,P J Gilligan,1st,N/A,6,11-2,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,A Law Of Her Own (IRE),B W Harvey,0,Peter Fahey,UR,N/A,8,11-0v,125,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Birdie Or Bust (IRE),M P O'Connor,0,H De Bromhead,UR,N/A,7,11-0,132,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Runcok (FR),S Cleary-Farrell,7,W P Mullins,F,N/A,5,11-2,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,She Is Electric (IRE),K C Sexton,0,N Lee,4th,17 l,10,10-9h,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Donnie Devito (IRE),T P Harney,5,R O'Sullivan,3rd,1 1/2 l,6,11-2ht,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Encanto Bruno (IRE),K E Buckley,0,G P Cromwell,2nd,16 l,7,11-2,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:08,N/A,17:08,Good (Good To Yielding In Places),2m 35y,Itsalladream (IRE),G Brouder,3,P J Gilligan,1st,N/A,6,11-2,-,True,180,4
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Aliunde (IRE),G Brouder,3,M M McNiff,PU,N/A,8,10-12t,91,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Dreamz (IRE),B W Harvey,0,T O'Brien,PU,N/A,8,10-12,91,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Red Striker (IRE),P M O'Brien,7,J Barcoe,11th,13 l,10,11-0,93,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Elmount (IRE),C M Hogan,7,Eamon Courtney,10th,3 1/4 l,9,10-7,86,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Luimneach (IRE),C G O'Dwyer,5,D McDonogh,9th,17 l,8,11-11h,104,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Pahlavi (IRE),P Hanlon,7,J J Hanlon,8th,3/4 l,8,11-12,105,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Wajaaha (IRE),G B Noonan,5,P J McKenna,7th,8 1/2 l,10,11-12p,105,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Must Be Dreaming (IRE),M P O'Connor,0,G Ahern,6th,Head,8,11-2tp,95,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Baltinglass Hill (IRE),D Robinson,0,P J Rothwell,5th,4 l,8,10-7b,86,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Andyourbirdcansing (IRE),L A McKenna,5,J P Ryan,4th,12 l,7,10-11,90,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Prince Of Air (FR),P J O'Hanlon,0,C Coakley,3rd,2 1/4 l,8,11-10p,103,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Inthenickoftime (IRE),K C Sexton,0,E Bolger,2nd,3/4 l,5,11-9h,102,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Charlies Pride (IRE),L Quinlan,3,Paul Power,1st,N/A,6,11-0,93,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Aliunde (IRE),G Brouder,3,M M McNiff,PU,N/A,8,10-12t,91,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Dreamz (IRE),B W Harvey,0,T O'Brien,PU,N/A,8,10-12,91,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Red Striker (IRE),P M O'Brien,7,J Barcoe,11th,13 l,10,11-0,93,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Elmount (IRE),C M Hogan,7,Eamon Courtney,10th,3 1/4 l,9,10-7,86,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Luimneach (IRE),C G O'Dwyer,5,D McDonogh,9th,17 l,8,11-11h,104,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Pahlavi (IRE),P Hanlon,7,J J Hanlon,8th,3/4 l,8,11-12,105,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Wajaaha (IRE),G B Noonan,5,P J McKenna,7th,8 1/2 l,10,11-12p,105,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Must Be Dreaming (IRE),M P O'Connor,0,G Ahern,6th,Head,8,11-2tp,95,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Baltinglass Hill (IRE),D Robinson,0,P J Rothwell,5th,4 l,8,10-7b,86,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Andyourbirdcansing (IRE),L A McKenna,5,J P Ryan,4th,12 l,7,10-11,90,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Prince Of Air (FR),P J O'Hanlon,0,C Coakley,3rd,2 1/4 l,8,11-10p,103,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Inthenickoftime (IRE),K C Sexton,0,E Bolger,2nd,3/4 l,5,11-9h,102,True,180,5
Roscommon Racing Results | 9th June 2025 17:38,N/A,17:38,Good (Good To Yielding In Places),2m 35y,Charlies Pride (IRE),L Quinlan,3,Paul Power,1st,N/A,6,11-0,93,True,180,5
Roscommon Racing Results | 9th June 2025 18:08,N/A,18:08,Good (Good To Yielding In Places),2m 5f 150y,Zenta (FR),G Brouder,3,W P Mullins,3rd,23 l,6,10-13,140,True,180,6
Roscommon Racing Results | 9th June 2025 18:08,N/A,18:08,Good (Good To Yielding In Places),2m 5f 150y,Midnight Moonshine (IRE),B W Harvey,0,William Harvey,2nd,27 l,6,11-0,-,True,180,6
Roscommon Racing Results | 9th June 2025 18:08,N/A,18:08,Good (Good To Yielding In Places),2m 5f 150y,Pied Piper,K C Sexton,0,G Elliott,1st,N/A,7,11-10tp,150,True,180,6
Roscommon Racing Results | 9th June 2025 18:08,N/A,18:08,Good (Good To Yielding In Places),2m 5f 150y,Zenta (FR),G Brouder,3,W P Mullins,3rd,23 l,6,10-13,140,True,180,6
Roscommon Racing Results | 9th June 2025 18:08,N/A,18:08,Good (Good To Yielding In Places),2m 5f 150y,Midnight Moonshine (IRE),B W Harvey,0,William Harvey,2nd,27 l,6,11-0,-,True,180,6
Roscommon Racing Results | 9th June 2025 18:08,N/A,18:08,Good (Good To Yielding In Places),2m 5f 150y,Pied Piper,K C Sexton,0,G Elliott,1st,N/A,7,11-10tp,150,True,180,6
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Chiefs Kingdom (IRE),G Brouder,3,P Nolan,PU,N/A,7,11-12t,106,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Ollie La Ba Ba (IRE),G B Noonan,5,E McCarthy,F,N/A,7,11-12tp,-,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Shotgun Jack (IRE),C G O'Dwyer,5,P G Kelly,12th,3/4 l,7,11-12t,-,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Lehaunstown,B W Harvey,0,B Connell,11th,5 l,7,11-12,-,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Ballybrittas (IRE),D Robinson,0,P J Rothwell,10th,4 1/2 l,6,11-12,110,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Miss Dishy (IRE),E Walsh,0,Ciaran Murphy,9th,5 1/2 l,6,11-5,-,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Jhentong Enki (FR),J P O'Sullivan,0,P Nolan,8th,1/2 l,6,11-12t,-,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Presenting Max (IRE),L Quinlan,3,A J Martin,7th,11 l,6,11-12t,105,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,On Lovers Walk (IRE),T P Harney,5,R O'Sullivan,6th,7 1/2 l,8,11-12t,110,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Gorgeous Suspect (FR),P T Smithers,7,A A Howard,5th,5 l,9,11-12ht1,-,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Born Bright (IRE),J Smith,5,C O'Connell,4th,1 3/4 l,6,11-5p,-,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,One Night Standard (IRE),P M O'Brien,7,G P Cromwell,3rd,5 1/2 l,6,11-5,103,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Iamagetaway (IRE),K E Buckley,0,James Andrew Fahey,2nd,5 l,6,11-12t,-,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Boston Rover (IRE),K C Sexton,0,G Elliott,1st,N/A,6,11-12,-,True,180,7
Roscommon Racing Results | 9th June 2025 18:38,N/A,18:38,Good (Good To Yielding In Places),2m 5f 150y,Chiefs Kingdom (IRE),G Brouder,3,P Nolan,PU,N/A,7,11-12t,106,True,180,7
