track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 15th May 2023 19:25,N/A,19:25,Good To Yielding,2m 4f,Politicise (IRE),C. P. Millar,7,Nigel Slevin,6th,1 l,7,11-13p,108,True,54,28
Killarney Racing Results | 15th May 2023 19:25,N/A,19:25,Good To Yielding,2m 4f,Donnrua Dream (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,5th,1 l,6,11-6p1,101,True,54,28
Killarney Racing Results | 15th May 2023 19:25,N/A,19:25,Good To Yielding,2m 4f,Clever Currency (IRE),Sean Flanagan,0,Paul W. Flynn,4th,1 3/4 l,6,11-8t,103,True,54,28
Killarney Racing Results | 15th May 2023 19:25,N/A,19:25,Good To Yielding,2m 4f,Lake Chad (IRE),B. Hayes,0,Philip Fenton,3rd,2 1/2 l,8,11-10,105,True,54,28
Killarney Racing Results | 15th May 2023 19:25,N/A,19:25,Good To Yielding,2m 4f,Broken Ice (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,2nd,Nose,7,11-13p,108,True,54,28
Killarney Racing Results | 15th May 2023 19:25,N/A,19:25,Good To Yielding,2m 4f,Stealthy Tom (IRE),S. D. Torrens,0,Enda Bolger,1st,N/A,8,11-9p,104,True,54,28
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Visioman (FR),Mr T. Walsh,7,Benjamin Halsall,5th,6 1/2 l,10,11-7,-,True,54,29
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Somptueux (FR),Mr R. A. Berry,7,Henry de Bromhead,4th,1 1/4 l,8,11-11p,-,True,54,29
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Fr Humphrey (IRE),Miss N. C. Hennessy,7,Miss Niamh Carol Hennessy,3rd,19 l,15,11-7p,-,True,54,29
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Nice To Meet (IRE),Mr T. Power Roche,7,Michael John O'Connor,2nd,Short Head,7,11-7p,-,True,54,29
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Annamix (FR),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,10,11-11t,-,True,54,29
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Visioman (FR),Mr T. Walsh,7,Benjamin Halsall,5th,6 1/2 l,10,11-7,-,True,54,29
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Somptueux (FR),Mr R. A. Berry,7,Henry de Bromhead,4th,1 1/4 l,8,11-11p,-,True,54,29
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Fr Humphrey (IRE),Miss N. C. Hennessy,7,Miss Niamh Carol Hennessy,3rd,19 l,15,11-7p,-,True,54,29
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Nice To Meet (IRE),Mr T. Power Roche,7,Michael John O'Connor,2nd,Short Head,7,11-7p,-,True,54,29
Killarney Racing Results | 15th May 2023 19:55,N/A,19:55,Good To Yielding,2m 7f,Annamix (FR),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,10,11-11t,-,True,54,29
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Pixabay (IRE),Ms S. K. Breen,7,Patrick Breen,8th,16 l,6,11-7h1,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Super Surprise (IRE),Miss Georgie Benson,7,Edmond Kent,7th,48 l,5,12-0,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Lisnamult Lad (IRE),Miss A. McGuinness,7,John McConnell,6th,3 1/4 l,6,12-0,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Cato's Revenge (IRE),Miss P. Elvin,7,P. J. Rothwell,5th,20 l,6,12-0t,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Western Flyer (IRE),Miss H. Heffernan,7,James Andrew Fahey,4th,4 l,7,12-0h1,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Penelope's Charm (IRE),Miss M. O'Sullivan,5,Daniel William O'Sullivan,3rd,1 3/4 l,5,11-7,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Minella Mate (IRE),Miss M. M. McElligott,7,John J. Nallen,2nd,1 3/4 l,5,12-0,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Naruto (GER),Miss J. Townend,0,W. P. Mullins,1st,N/A,5,12-0t,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Pixabay (IRE),Ms S. K. Breen,7,Patrick Breen,8th,16 l,6,11-7h1,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Super Surprise (IRE),Miss Georgie Benson,7,Edmond Kent,7th,48 l,5,12-0,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Lisnamult Lad (IRE),Miss A. McGuinness,7,John McConnell,6th,3 1/4 l,6,12-0,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Cato's Revenge (IRE),Miss P. Elvin,7,P. J. Rothwell,5th,20 l,6,12-0t,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Western Flyer (IRE),Miss H. Heffernan,7,James Andrew Fahey,4th,4 l,7,12-0h1,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Penelope's Charm (IRE),Miss M. O'Sullivan,5,Daniel William O'Sullivan,3rd,1 3/4 l,5,11-7,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Minella Mate (IRE),Miss M. M. McElligott,7,John J. Nallen,2nd,1 3/4 l,5,12-0,-,True,54,30
Killarney Racing Results | 15th May 2023 20:25,N/A,20:25,Good To Yielding  Flat (Turf),2m 1f,Naruto (GER),Miss J. Townend,0,W. P. Mullins,1st,N/A,5,12-0t,-,True,54,30
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Cecil Chubb (IRE),N. M. Crosse,0,E. J. O'Neill,11th,2 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Cletus (IRE),L. T. McAteer,3,Eoin Doyle,10th,2 1/2 l,3,9-8t1,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Tip the Can (IRE),R. P. Cleary,0,Damian Joseph English,9th,4 1/4 l,3,9-8v1,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Status Green (IRE),Tom Kiely Marshall,7,Joseph G. Murphy,8th,2 1/4 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Dakota Chief (IRE),C. Horgan,7,A. Slattery,7th,2 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Duke Of Vienna (USA),Shane Foley,0,Mrs J. Harrington,6th,2 3/4 l,3,9-8t1,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Signatory (IRE),R. C. Colgan,0,John Joseph Murphy,5th,1/2 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Eyeeye,Ben Martin Coen,0,Thomas Mullins,4th,2 l,3,9-8h,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Walsingham (IRE),C. D. Hayes,0,D. K. Weld,3rd,4 1/2 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Narmar (IRE),William James Lee,0,Henry de Bromhead,2nd,Neck,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Just An Hour (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Cecil Chubb (IRE),N. M. Crosse,0,E. J. O'Neill,11th,2 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Cletus (IRE),L. T. McAteer,3,Eoin Doyle,10th,2 1/2 l,3,9-8t1,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Tip the Can (IRE),R. P. Cleary,0,Damian Joseph English,9th,4 1/4 l,3,9-8v1,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Status Green (IRE),Tom Kiely Marshall,7,Joseph G. Murphy,8th,2 1/4 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Dakota Chief (IRE),C. Horgan,7,A. Slattery,7th,2 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Duke Of Vienna (USA),Shane Foley,0,Mrs J. Harrington,6th,2 3/4 l,3,9-8t1,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Signatory (IRE),R. C. Colgan,0,John Joseph Murphy,5th,1/2 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Eyeeye,Ben Martin Coen,0,Thomas Mullins,4th,2 l,3,9-8h,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Walsingham (IRE),C. D. Hayes,0,D. K. Weld,3rd,4 1/2 l,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Narmar (IRE),William James Lee,0,Henry de Bromhead,2nd,Neck,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:00,N/A,17:00,Good To Yielding  (Turf),1m 31y,Just An Hour (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,3,9-8,-,True,54,31
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Kayhana (IRE),C. D. Hayes,0,D. K. Weld,6th,6 1/2 l,3,9-6,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Drummin Life (IRE),N. M. Crosse,0,W. McCreery,5th,2 3/4 l,3,9-6,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Starry Heavens (IRE),Shane Foley,0,Mrs J. Harrington,4th,1 l,3,9-6v1,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Maybe Just Maybe (JPN),W. M. Lordan,0,Aidan O'Brien,3rd,2 3/4 l,3,9-6,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Impact Warrior (IRE),William James Lee,0,P. Twomey,2nd,Head,3,9-6t1,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Ma Belle Artiste (IRE),H. J. Horgan,7,Joseph Patrick O'Brien,1st,N/A,3,9-6,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Kayhana (IRE),C. D. Hayes,0,D. K. Weld,6th,6 1/2 l,3,9-6,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Drummin Life (IRE),N. M. Crosse,0,W. McCreery,5th,2 3/4 l,3,9-6,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Starry Heavens (IRE),Shane Foley,0,Mrs J. Harrington,4th,1 l,3,9-6v1,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Maybe Just Maybe (JPN),W. M. Lordan,0,Aidan O'Brien,3rd,2 3/4 l,3,9-6,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Impact Warrior (IRE),William James Lee,0,P. Twomey,2nd,Head,3,9-6t1,-,True,54,32
Killarney Racing Results | 16th May 2023 17:30,N/A,17:30,Good To Yielding,1m 31y,Ma Belle Artiste (IRE),H. J. Horgan,7,Joseph Patrick O'Brien,1st,N/A,3,9-6,-,True,54,32
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Mid Life Crisis (IRE),K. J. Leonard,0,Michael Winters,11th,25 l,5,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Plunkett Street,N. M. Crosse,0,Michael O'Meara,10th,Head,5,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Moon Over Claddagh,C. D. Hayes,0,Henry de Bromhead,9th,3/4 l,5,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Angel of the Pace (IRE),W. M. Lordan,0,Henry de Bromhead,8th,1 1/4 l,4,9-4,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Black Smoke (IRE),D. E. Sheehy,3,Liam Roche,7th,Neck,6,9-9t,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Valkyrie Gray (IRE),Shane Foley,0,Mrs J. Harrington,6th,1 1/2 l,4,9-4,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,God Knows (IRE),Seamie Heffernan,0,Richard Brabazon,5th,1/2 l,4,9-4,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Old Peculier,Ben Martin Coen,0,Mark Fahey,4th,3 1/2 l,4,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Most Wanted (IRE),G. M. Ryan,0,Andrew Kinirons,3rd,Neck,5,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Fernao (IRE),William James Lee,0,W. McCreery,2nd,4 1/2 l,4,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Arniemac (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,4,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Mid Life Crisis (IRE),K. J. Leonard,0,Michael Winters,11th,25 l,5,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Plunkett Street,N. M. Crosse,0,Michael O'Meara,10th,Head,5,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Moon Over Claddagh,C. D. Hayes,0,Henry de Bromhead,9th,3/4 l,5,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Angel of the Pace (IRE),W. M. Lordan,0,Henry de Bromhead,8th,1 1/4 l,4,9-4,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Black Smoke (IRE),D. E. Sheehy,3,Liam Roche,7th,Neck,6,9-9t,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Valkyrie Gray (IRE),Shane Foley,0,Mrs J. Harrington,6th,1 1/2 l,4,9-4,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,God Knows (IRE),Seamie Heffernan,0,Richard Brabazon,5th,1/2 l,4,9-4,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Old Peculier,Ben Martin Coen,0,Mark Fahey,4th,3 1/2 l,4,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Most Wanted (IRE),G. M. Ryan,0,Andrew Kinirons,3rd,Neck,5,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Fernao (IRE),William James Lee,0,W. McCreery,2nd,4 1/2 l,4,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:05,N/A,18:05,Good To Yielding,1m 31y,Arniemac (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,4,9-9,-,True,54,33
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Marsh Lock (IRE),Seamie Heffernan,0,J. A. Stack,9th,2 3/4 l,3,9-12,75,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Riesling,W. M. Lordan,0,Henry de Bromhead,8th,9 l,3,8-13,62,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Sea Spray,Shane Foley,0,Mrs J. Harrington,7th,3/4 l,3,9-5,68,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Jazz Forever (IRE),L. T. McAteer,3,Paul W. Flynn,6th,2 l,3,9-7h1,70,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Malacanne (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Nose,3,9-13v1,76,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Elmo Lincoln (IRE),William James Lee,0,W. McCreery,4th,2 1/2 l,3,9-1,64,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Monnow Valley,R. P. Cleary,0,Damian Joseph English,3rd,1 1/4 l,3,8-7v,56,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Gunsight (IRE),J. Gonet,10,Michael O'Meara,2nd,Short Head,3,9-11,74,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Dappled Light,Siobhan Rutledge,5,John Joseph Murphy,1st,N/A,3,8-7p1,56,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Marsh Lock (IRE),Seamie Heffernan,0,J. A. Stack,9th,2 3/4 l,3,9-12,75,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Riesling,W. M. Lordan,0,Henry de Bromhead,8th,9 l,3,8-13,62,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Sea Spray,Shane Foley,0,Mrs J. Harrington,7th,3/4 l,3,9-5,68,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Jazz Forever (IRE),L. T. McAteer,3,Paul W. Flynn,6th,2 l,3,9-7h1,70,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Malacanne (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Nose,3,9-13v1,76,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Elmo Lincoln (IRE),William James Lee,0,W. McCreery,4th,2 1/2 l,3,9-1,64,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Monnow Valley,R. P. Cleary,0,Damian Joseph English,3rd,1 1/4 l,3,8-7v,56,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Gunsight (IRE),J. Gonet,10,Michael O'Meara,2nd,Short Head,3,9-11,74,True,54,34
Killarney Racing Results | 16th May 2023 18:35,N/A,18:35,Good To Yielding,1m 31y,Dappled Light,Siobhan Rutledge,5,John Joseph Murphy,1st,N/A,3,8-7p1,56,True,54,34
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Miss Cunning (IRE),Jessica O'Gorman,7,Aengus King,15th,9 l,6,9-5b,53,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Cuala Bula (IRE),D. W. O'Connor,0,Charles Coakley,14th,3 1/4 l,4,9-13,61,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Leclerc,Ben Martin Coen,0,Adrian McGuinness,13th,Neck,5,9-8,56,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Hey Kameir (IRE),H. J. Horgan,7,G. Ahern,12th,4 1/2 l,4,9-8h,56,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Plankton (IRE),Seamie Heffernan,0,Andrew McNamara,11th,2 1/4 l,4,9-7b,55,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Born Invincible (IRE),D. B. McMonagle,0,S. M. Duffy,10th,2 l,7,9-1t,49,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Ju Ju Gabor (IRE),K. J. Leonard,0,Richard Anthony Foley,9th,1 1/4 l,4,9-5,53,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Encore De Mer (IRE),Gearoid Patrick Brouder,5,J. G. Murray,8th,Neck,4,8-13p,47,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Two Metres Apart (IRE),G. M. Ryan,0,M. J. Byrne,7th,3/4 l,5,8-13h1,47,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,The Dazzer (IRE),C. D. Hayes,0,Patrick Martin,6th,1 1/2 l,4,9-5,53,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Double Martini (IRE),Siobhan Rutledge,5,John McConnell,5th,Nose,7,9-1t,49,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Simply Sideways (IRE),Shane Foley,0,Timothy Doyle,4th,2 3/4 l,6,9-12,60,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Skontonovski,C. J. MacRedmond,5,Adrian McGuinness,3rd,Head,6,9-8v,56,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Kodiac Prince (IRE),R. P. Cleary,0,Thomas Cleary,2nd,1/2 l,6,9-13p,61,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Rock Etoile (IRE),C. Horgan,7,A. Slattery,1st,N/A,5,10-0,62,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Miss Cunning (IRE),Jessica O'Gorman,7,Aengus King,15th,9 l,6,9-5b,53,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Cuala Bula (IRE),D. W. O'Connor,0,Charles Coakley,14th,3 1/4 l,4,9-13,61,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Leclerc,Ben Martin Coen,0,Adrian McGuinness,13th,Neck,5,9-8,56,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Hey Kameir (IRE),H. J. Horgan,7,G. Ahern,12th,4 1/2 l,4,9-8h,56,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Plankton (IRE),Seamie Heffernan,0,Andrew McNamara,11th,2 1/4 l,4,9-7b,55,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Born Invincible (IRE),D. B. McMonagle,0,S. M. Duffy,10th,2 l,7,9-1t,49,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Ju Ju Gabor (IRE),K. J. Leonard,0,Richard Anthony Foley,9th,1 1/4 l,4,9-5,53,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Encore De Mer (IRE),Gearoid Patrick Brouder,5,J. G. Murray,8th,Neck,4,8-13p,47,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Two Metres Apart (IRE),G. M. Ryan,0,M. J. Byrne,7th,3/4 l,5,8-13h1,47,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,The Dazzer (IRE),C. D. Hayes,0,Patrick Martin,6th,1 1/2 l,4,9-5,53,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Double Martini (IRE),Siobhan Rutledge,5,John McConnell,5th,Nose,7,9-1t,49,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Simply Sideways (IRE),Shane Foley,0,Timothy Doyle,4th,2 3/4 l,6,9-12,60,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Skontonovski,C. J. MacRedmond,5,Adrian McGuinness,3rd,Head,6,9-8v,56,True,54,35
Killarney Racing Results | 16th May 2023 19:05,N/A,19:05,Good To Yielding,1m 31y,Kodiac Prince (IRE),R. P. Cleary,0,Thomas Cleary,2nd,1/2 l,6,9-13p,61,True,54,35
