track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Chriselli (IRE),M W Hassett,5,D Cullen,4th,1/2 l,3,8-10,54,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Brigid's Cloak,B M Coen,0,J P Murtagh,3rd,Nose,3,9-7,65,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Scarlet Widow (IRE),Alexandra Egan,10,E & P Harty,2nd,1 1/4 l,3,10-0t1,72,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Sunriseontheboyne (IRE),W Joyce,5,M Mulvany,1st,N/A,3,10-0,72,True,165,31
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,El Bello,Nicola Burns,7,D Hogan,NR,N/A,6,8-11p,68,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Kwa Herini,R C Colgan,0,Kevin Coleman,8th,Short Head,4,8-12h,69,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Prince Of Eyeries (IRE),L T McAteer,0,J M Barrett,7th,1 l,4,9-0b,71,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Proleek Prince (IRE),D McMonagle,0,M Rice,6th,2 1/2 l,5,9-10,81,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Imperial Fighter (IRE),W M Lordan,0,P J McKenna,5th,1/2 l,6,8-12p,69,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Catch The Paddy (IRE),W J Lee,0,P J McKenna,4th,Head,5,10-1,86,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Clonmacash,S Coen,7,A McGuinness,3rd,1 1/2 l,4,9-5v,76,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Shoot To Kill (IRE),J Kearney,5,Stephen Thorne,2nd,1/2 l,8,9-7,78,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,1st,N/A,8,9-1v,72,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,El Bello,Nicola Burns,7,D Hogan,NR,N/A,6,8-11p,68,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Kwa Herini,R C Colgan,0,Kevin Coleman,8th,Short Head,4,8-12h,69,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Prince Of Eyeries (IRE),L T McAteer,0,J M Barrett,7th,1 l,4,9-0b,71,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Proleek Prince (IRE),D McMonagle,0,M Rice,6th,2 1/2 l,5,9-10,81,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Imperial Fighter (IRE),W M Lordan,0,P J McKenna,5th,1/2 l,6,8-12p,69,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Catch The Paddy (IRE),W J Lee,0,P J McKenna,4th,Head,5,10-1,86,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Clonmacash,S Coen,7,A McGuinness,3rd,1 1/2 l,4,9-5v,76,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Shoot To Kill (IRE),J Kearney,5,Stephen Thorne,2nd,1/2 l,8,9-7,78,True,165,32
Dundalk Racing Results | 21st March 2025 18:45,N/A,18:45,Standard,7f,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,1st,N/A,8,9-1v,72,True,165,32
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Latin (IRE),J A Heffernan,0,D Hogan,NR,N/A,4,9-4p,53,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Saxon Kingdom (IRE),R C Colgan,0,Thomas Dowling,NR,N/A,4,8-12t,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Wild Mountain (IRE),W M Lordan,0,P J McKenna,13th,Neck,6,8-12tp,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Higher Kingdom,Adam Caffrey,0,A McGuinness,12th,1 1/2 l,8,9-8ht,57,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Royal Tribute (IRE),R Whearty,3,J C McConnell,11th,Neck,7,8-12,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Roderick,J M Sheridan,0,P Sweeney,10th,1 3/4 l,9,8-12tb,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Mullacash Buzz (IRE),J Cleary,5,Thomas Dowling,9th,3 1/2 l,7,9-10t,59,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Superior Force,D J O'Connor,10,D Hogan,8th,Head,6,9-12p,61,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Man Is King (IRE),W Joyce,5,Thomas Dowling,7th,Neck,6,9-8,57,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Harry The Rogue (IRE),A J Slattery,0,A Slattery,6th,Neck,4,9-5,54,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Miss Abby Jools (IRE),R P Whelan,0,T Doyle,5th,Nose,6,10-0,63,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Jackandthefox (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,4th,1 1/4 l,6,8-12,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Finsceal Annie (IRE),J A Powell,3,Ciaran Murphy,3rd,1 3/4 l,4,10-1t,64,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Ferrari Desert,K G Kennedy,5,M Fahey,2nd,1/2 l,5,10-0t,63,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Master Garvey (IRE),C D Hayes,0,Joseph Murray,1st,N/A,5,8-12t,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Latin (IRE),J A Heffernan,0,D Hogan,NR,N/A,4,9-4p,53,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Saxon Kingdom (IRE),R C Colgan,0,Thomas Dowling,NR,N/A,4,8-12t,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Wild Mountain (IRE),W M Lordan,0,P J McKenna,13th,Neck,6,8-12tp,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Higher Kingdom,Adam Caffrey,0,A McGuinness,12th,1 1/2 l,8,9-8ht,57,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Royal Tribute (IRE),R Whearty,3,J C McConnell,11th,Neck,7,8-12,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Roderick,J M Sheridan,0,P Sweeney,10th,1 3/4 l,9,8-12tb,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Mullacash Buzz (IRE),J Cleary,5,Thomas Dowling,9th,3 1/2 l,7,9-10t,59,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Superior Force,D J O'Connor,10,D Hogan,8th,Head,6,9-12p,61,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Man Is King (IRE),W Joyce,5,Thomas Dowling,7th,Neck,6,9-8,57,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Harry The Rogue (IRE),A J Slattery,0,A Slattery,6th,Neck,4,9-5,54,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Miss Abby Jools (IRE),R P Whelan,0,T Doyle,5th,Nose,6,10-0,63,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Jackandthefox (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,4th,1 1/4 l,6,8-12,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Finsceal Annie (IRE),J A Powell,3,Ciaran Murphy,3rd,1 3/4 l,4,10-1t,64,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Ferrari Desert,K G Kennedy,5,M Fahey,2nd,1/2 l,5,10-0t,63,True,165,33
Dundalk Racing Results | 21st March 2025 19:15,N/A,19:15,Standard,1m,Master Garvey (IRE),C D Hayes,0,Joseph Murray,1st,N/A,5,8-12t,47,True,165,33
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Church Mountain (IRE),J M Sheridan,0,D Hogan,14th,4 1/4 l,7,8-12tp,69,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Picpoul (IRE),R Whearty,3,M Rice,13th,2 1/2 l,7,8-11t,68,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Trishuli River (IRE),M W Hassett,5,S Crawley,12th,1/2 l,5,9-1t,72,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Genoah (IRE),C T Keane,0,M O'Callaghan,11th,3/4 l,4,10-4t,89,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Bucaneer's Spirit (IRE),J J G Ryan,3,J Davison,10th,Neck,4,9-12t,83,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Limestone Red (IRE),J A Powell,3,T Collins,9th,1 l,5,8-9p,66,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Not Just Any Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,8th,3/4 l,6,9-9,80,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Benavente,R C Colgan,0,Kevin Coleman,7th,1/2 l,7,9-3,74,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Darkened (IRE),K J Leonard,0,N C Kelly,6th,Neck,9,8-10tb,67,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Autocrat (IRE),Nicola Burns,7,R Donohoe,5th,1 1/4 l,5,9-9b,80,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Sacred Oath (IRE),C D Hayes,0,D K Weld,4th,1 l,4,9-6p,77,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Tribal Moon (IRE),S Foley,0,Daniel Murphy,3rd,1/2 l,4,9-2tb,73,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Tribal Star (IRE),Adam Caffrey,0,A McGuinness,2nd,3/4 l,4,9-13p,84,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Annaghmccanns (IRE),W M Lordan,0,S R B Crawford,1st,N/A,5,9-2t,73,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Church Mountain (IRE),J M Sheridan,0,D Hogan,14th,4 1/4 l,7,8-12tp,69,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Picpoul (IRE),R Whearty,3,M Rice,13th,2 1/2 l,7,8-11t,68,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Trishuli River (IRE),M W Hassett,5,S Crawley,12th,1/2 l,5,9-1t,72,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Genoah (IRE),C T Keane,0,M O'Callaghan,11th,3/4 l,4,10-4t,89,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Bucaneer's Spirit (IRE),J J G Ryan,3,J Davison,10th,Neck,4,9-12t,83,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Limestone Red (IRE),J A Powell,3,T Collins,9th,1 l,5,8-9p,66,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Not Just Any Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,8th,3/4 l,6,9-9,80,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Benavente,R C Colgan,0,Kevin Coleman,7th,1/2 l,7,9-3,74,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Darkened (IRE),K J Leonard,0,N C Kelly,6th,Neck,9,8-10tb,67,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Autocrat (IRE),Nicola Burns,7,R Donohoe,5th,1 1/4 l,5,9-9b,80,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Sacred Oath (IRE),C D Hayes,0,D K Weld,4th,1 l,4,9-6p,77,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Tribal Moon (IRE),S Foley,0,Daniel Murphy,3rd,1/2 l,4,9-2tb,73,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Tribal Star (IRE),Adam Caffrey,0,A McGuinness,2nd,3/4 l,4,9-13p,84,True,165,34
Dundalk Racing Results | 21st March 2025 19:45,N/A,19:45,Standard,1m 2f 150y,Annaghmccanns (IRE),W M Lordan,0,S R B Crawford,1st,N/A,5,9-2t,73,True,165,34
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Gardone (IRE),C D Hayes,0,E McNamara,14th,5 l,5,9-6b,54,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Sarmiento Power (IRE),R C Colgan,0,M J Smith,13th,11 l,4,9-2,51,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Guest Star,C D Fahy,10,J C McConnell,12th,3 1/2 l,4,9-7b,56,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Nusra (IRE),S Foley,0,G Ahern,11th,2 1/4 l,8,10-1v,63,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Lord Talbot (IRE),J J G Ryan,3,T G McCourt,10th,Head,4,9-4tv,53,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Ranko Express (IRE),S Coen,7,A Slattery,9th,1 l,5,10-2,64,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,T Or Coffey (IRE),R M Mulligan,7,Paul Mulligan,8th,Neck,4,9-4tb1,53,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Tara Power (IRE),N G McCullagh,0,K H Clarke,7th,1 l,7,9-5t,53,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Fine Print (IRE),R Whearty,3,J C McConnell,6th,Head,4,8-12tp,47,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Doctor Grace (IRE),Adam Caffrey,0,A McGuinness,5th,1 1/4 l,5,9-11p,59,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Deed Pole,C T Keane,0,Cian Hughes,4th,Head,5,9-12,60,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,3rd,Short Head,5,9-13,61,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Porsche Lad (IRE),R P Cleary,0,Sean Davis,2nd,3/4 l,4,9-9p1,58,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Waystar (IRE),R Coakley,0,J C McConnell,1st,N/A,4,9-0,49,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Gardone (IRE),C D Hayes,0,E McNamara,14th,5 l,5,9-6b,54,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Sarmiento Power (IRE),R C Colgan,0,M J Smith,13th,11 l,4,9-2,51,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Guest Star,C D Fahy,10,J C McConnell,12th,3 1/2 l,4,9-7b,56,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Nusra (IRE),S Foley,0,G Ahern,11th,2 1/4 l,8,10-1v,63,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Lord Talbot (IRE),J J G Ryan,3,T G McCourt,10th,Head,4,9-4tv,53,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Ranko Express (IRE),S Coen,7,A Slattery,9th,1 l,5,10-2,64,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,T Or Coffey (IRE),R M Mulligan,7,Paul Mulligan,8th,Neck,4,9-4tb1,53,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Tara Power (IRE),N G McCullagh,0,K H Clarke,7th,1 l,7,9-5t,53,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Fine Print (IRE),R Whearty,3,J C McConnell,6th,Head,4,8-12tp,47,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Doctor Grace (IRE),Adam Caffrey,0,A McGuinness,5th,1 1/4 l,5,9-11p,59,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Deed Pole,C T Keane,0,Cian Hughes,4th,Head,5,9-12,60,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,3rd,Short Head,5,9-13,61,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Porsche Lad (IRE),R P Cleary,0,Sean Davis,2nd,3/4 l,4,9-9p1,58,True,165,35
Dundalk Racing Results | 21st March 2025 20:15,N/A,20:15,Standard,1m 4f,Waystar (IRE),R Coakley,0,J C McConnell,1st,N/A,4,9-0,49,True,165,35
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Warriors Wood,J C Gainford,0,A McNamara,NR,N/A,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Rosemount (IRE),S Cleary-Farrell,7,T Cleary,PU,N/A,5,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Baroness Orczy (IRE),S W Flanagan,0,B Connell,PU,N/A,5,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Pacheco (IRE),R A Berry,7,Colm Murphy,F,N/A,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Sparrow Wings (IRE),R Deegan,0,L Kenny,15th,2 1/2 l,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Doyentohurl (IRE),R A Doyle,0,E Griffin,14th,51 l,5,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Hay Baby (IRE),J Coen,3,Peter Fahey,13th,1/2 l,6,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Order Of The Dance (IRE),M M McDonagh,0,E J O'Grady,12th,5 1/2 l,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Kinturk Nelson (IRE),K E Buckley,0,T Gibney,11th,13 l,6,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Kaligo (IRE),S Fitzgerald,0,G P Cromwell,10th,1/2 l,6,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Adaliz (GER),D J O'Keeffe,0,H De Bromhead,9th,3 l,5,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Killian's Garden (IRE),E Walsh,0,Ciaran Murphy,8th,2 l,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Jony R (IRE),D E Mullins,0,S R B Crawford,7th,2 3/4 l,6,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,W B Easy (IRE),D Meyler,0,R O'Sullivan,6th,13 l,5,11-12t,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Withabitofluk,Rachael Blackmore,0,H De Bromhead,5th,Head,6,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Arch Empire (FR),D J Gilligan,0,G Elliott,4th,1 1/2 l,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,God Of Thunder (IRE),D King,0,D Hogan,3rd,8 1/2 l,6,11-12t1,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Fad Eadrainn (IRE),S D Torrens,0,P T Foley,2nd,4 1/2 l,7,11-12t,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Eastern Legend (IRE),K M Donoghue,0,J S Bolger,1st,N/A,5,11-12tp,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Warriors Wood,J C Gainford,0,A McNamara,NR,N/A,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Rosemount (IRE),S Cleary-Farrell,7,T Cleary,PU,N/A,5,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Baroness Orczy (IRE),S W Flanagan,0,B Connell,PU,N/A,5,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Pacheco (IRE),R A Berry,7,Colm Murphy,F,N/A,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Sparrow Wings (IRE),R Deegan,0,L Kenny,15th,2 1/2 l,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Doyentohurl (IRE),R A Doyle,0,E Griffin,14th,51 l,5,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Hay Baby (IRE),J Coen,3,Peter Fahey,13th,1/2 l,6,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Order Of The Dance (IRE),M M McDonagh,0,E J O'Grady,12th,5 1/2 l,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Kinturk Nelson (IRE),K E Buckley,0,T Gibney,11th,13 l,6,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Kaligo (IRE),S Fitzgerald,0,G P Cromwell,10th,1/2 l,6,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Adaliz (GER),D J O'Keeffe,0,H De Bromhead,9th,3 l,5,11-5,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Killian's Garden (IRE),E Walsh,0,Ciaran Murphy,8th,2 l,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Jony R (IRE),D E Mullins,0,S R B Crawford,7th,2 3/4 l,6,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,W B Easy (IRE),D Meyler,0,R O'Sullivan,6th,13 l,5,11-12t,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Withabitofluk,Rachael Blackmore,0,H De Bromhead,5th,Head,6,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Arch Empire (FR),D J Gilligan,0,G Elliott,4th,1 1/2 l,5,11-12,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,God Of Thunder (IRE),D King,0,D Hogan,3rd,8 1/2 l,6,11-12t1,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Fad Eadrainn (IRE),S D Torrens,0,P T Foley,2nd,4 1/2 l,7,11-12t,-,True,165,36
Navan Racing Results | 22nd March 2025 13:40,N/A,13:40,Soft (Yielding In Places),2m,Eastern Legend (IRE),K M Donoghue,0,J S Bolger,1st,N/A,5,11-12tp,-,True,165,36
Navan Racing Results | 22nd March 2025 14:10,N/A,14:10,Soft (Yielding In Places),2m,Grey Pharoh (IRE),D J Gilligan,0,G Elliott,NR,N/A,5,11-12t1,-,True,165,37
