track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Duke's County (IRE),Mr J P O'Neill,7,P Fenton,10th,15 l,7,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,White Meadow (IRE),Cian Cullinan,7,J Barcoe,9th,67 l,5,11-7,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,The Goose's Acre (IRE),Kevin A Murphy,7,Eamon Courtney,8th,4 3/4 l,5,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Hey Babbs (IRE),P M O'Brien,7,D A McLoughlin,7th,1 3/4 l,5,11-7,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Carrig Padraig (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,6th,1 3/4 l,6,12-0h,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Faithful Follower (IRE),Miss M O'Sullivan,5,E Mullins,5th,8 l,6,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Hank West (IRE),Mr P W Mullins,0,W P Mullins,4th,3 3/4 l,5,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Kilgame (FR),E M O'Sullivan,7,H De Bromhead,3rd,15 l,5,12-0t,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Thedeviluno (IRE),C D Smithers,7,P Nolan,2nd,1/2 l,6,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Theflyingking (IRE),Mr H C Swan,0,G Elliott,1st,N/A,5,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Two's Kompany (SPA),Mr D Doyle,7,W J Burke,PU,N/A,5,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Duke's County (IRE),Mr J P O'Neill,7,P Fenton,10th,15 l,7,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,White Meadow (IRE),Cian Cullinan,7,J Barcoe,9th,67 l,5,11-7,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,The Goose's Acre (IRE),Kevin A Murphy,7,Eamon Courtney,8th,4 3/4 l,5,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Hey Babbs (IRE),P M O'Brien,7,D A McLoughlin,7th,1 3/4 l,5,11-7,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Carrig Padraig (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,6th,1 3/4 l,6,12-0h,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Faithful Follower (IRE),Miss M O'Sullivan,5,E Mullins,5th,8 l,6,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Hank West (IRE),Mr P W Mullins,0,W P Mullins,4th,3 3/4 l,5,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Kilgame (FR),E M O'Sullivan,7,H De Bromhead,3rd,15 l,5,12-0t,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Thedeviluno (IRE),C D Smithers,7,P Nolan,2nd,1/2 l,6,12-0,-,True,165,13
Wexford Racing Results | 17th March 2025 17:05,N/A,17:05,Good To Yielding ace (Turf),2m,Theflyingking (IRE),Mr H C Swan,0,G Elliott,1st,N/A,5,12-0,-,True,165,13
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,W B Easy (IRE),K C Sexton,0,R O'Sullivan,NR,N/A,5,11-4t,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,High Court Cave (IRE),J S McGarvey,0,N C Kelly,NR,N/A,5,11-12,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Young And Foolish (IRE),D Robinson,0,P J Rothwell,NR,N/A,6,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Sporting Glance (FR),B W Harvey,0,C Collins,NR,N/A,6,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Krak (FR),J J Slevin,0,S R B Crawford,NR,N/A,5,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Chancing Dreams (IRE),P T Enright,0,C Collins,UR,N/A,4,10-8,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Quantum Leap,P Hanlon,7,J J Hanlon,F,N/A,6,11-12h,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Itcantjustbeluck,C P McNamara,0,N C Kelly,13th,3 1/2 l,4,10-8,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Rockandrose (IRE),G Brouder,3,D M Christie,12th,37 l,10,11-4t1,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Are We Dancing (IRE),S O'Callaghan,5,L Lennon,11th,2 3/4 l,4,10-8,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,On The Cards (FR),D A Kidd,7,J C McConnell,10th,2 1/2 l,5,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Fortune The Brave (IRE),K E Buckley,0,J C McConnell,9th,25 l,5,11-12,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Zuzukel (FR),Mr J Costello,7,A J Martin,8th,1 l,5,11-4ht1,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Rushes And Whins (IRE),J Smith,5,Gerald Quinn,7th,1 1/2 l,5,10-11,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Savant Du Mesnil (FR),J J Slevin,0,S R B Crawford,6th,5 1/2 l,5,11-4t,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Colvin (IRE),Mr S Connor,7,S R B Crawford,5th,3 3/4 l,6,11-4t1,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Speedy Box (IRE),H E Sexton,7,S Millar,4th,1 3/4 l,7,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Hello Jack (IRE),D J Gilligan,0,G Elliott,3rd,8 l,5,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Walk On The Beach (IRE),Mr J L Gleeson,3,J P O'Brien,2nd,N/A,6,11-12,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Glenashling (IRE),C Stone-Walsh,3,G P Cromwell,1st,1/2 l,6,11-4h1,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,W B Easy (IRE),K C Sexton,0,R O'Sullivan,NR,N/A,5,11-4t,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,High Court Cave (IRE),J S McGarvey,0,N C Kelly,NR,N/A,5,11-12,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Young And Foolish (IRE),D Robinson,0,P J Rothwell,NR,N/A,6,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Sporting Glance (FR),B W Harvey,0,C Collins,NR,N/A,6,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Krak (FR),J J Slevin,0,S R B Crawford,NR,N/A,5,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Chancing Dreams (IRE),P T Enright,0,C Collins,UR,N/A,4,10-8,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Quantum Leap,P Hanlon,7,J J Hanlon,F,N/A,6,11-12h,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Itcantjustbeluck,C P McNamara,0,N C Kelly,13th,3 1/2 l,4,10-8,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Rockandrose (IRE),G Brouder,3,D M Christie,12th,37 l,10,11-4t1,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Are We Dancing (IRE),S O'Callaghan,5,L Lennon,11th,2 3/4 l,4,10-8,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,On The Cards (FR),D A Kidd,7,J C McConnell,10th,2 1/2 l,5,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Fortune The Brave (IRE),K E Buckley,0,J C McConnell,9th,25 l,5,11-12,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Zuzukel (FR),Mr J Costello,7,A J Martin,8th,1 l,5,11-4ht1,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Rushes And Whins (IRE),J Smith,5,Gerald Quinn,7th,1 1/2 l,5,10-11,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Savant Du Mesnil (FR),J J Slevin,0,S R B Crawford,6th,5 1/2 l,5,11-4t,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Colvin (IRE),Mr S Connor,7,S R B Crawford,5th,3 3/4 l,6,11-4t1,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Speedy Box (IRE),H E Sexton,7,S Millar,4th,1 3/4 l,7,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Hello Jack (IRE),D J Gilligan,0,G Elliott,3rd,8 l,5,11-4,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Walk On The Beach (IRE),Mr J L Gleeson,3,J P O'Brien,2nd,N/A,6,11-12,-,True,165,14
Down Royal Racing Results | 17th March 2025 13:52,N/A,13:52,Good,2m 190y,Glenashling (IRE),C Stone-Walsh,3,G P Cromwell,1st,1/2 l,6,11-4h1,-,True,165,14
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Smooth Scotch (IRE),Mr S Connor,7,S R B Crawford,NR,N/A,8,11-10t,118,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Chef's Kiss (IRE),D Robinson,0,P J Rothwell,NR,N/A,5,10-0,94,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Mujeres Isla (IRE),P T Enright,0,R Tyner,NR,N/A,5,10-9,103,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Grann's Boy (IRE),K E Buckley,0,H Rogers,NR,N/A,5,11-1,109,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Savante (IRE),C Stone-Walsh,3,Colm Murphy,PU,N/A,6,11-10,118,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Iamagetaway (IRE),K C Sexton,0,A A Howard,7th,2 3/4 l,6,11-3t,111,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Interchangeable,J J Slevin,0,S R B Crawford,6th,16 l,5,11-0,108,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Whale Harbour (IRE),B W Harvey,0,Ian Donoghue,5th,3 1/4 l,6,10-13,107,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Lygon Lad (IRE),J S McGarvey,0,G Elliott,4th,8 l,5,11-1,109,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Down Around (IRE),H E Sexton,7,P J Rothwell,3rd,2 1/4 l,8,11-0b,108,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Kinbara Firstdraft (IRE),D E Mullins,0,S R B Crawford,2nd,6 l,6,11-3,111,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Timmy Tuesday (IRE),D J Gilligan,0,G Elliott,1st,N/A,7,12-0,122,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Smooth Scotch (IRE),Mr S Connor,7,S R B Crawford,NR,N/A,8,11-10t,118,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Chef's Kiss (IRE),D Robinson,0,P J Rothwell,NR,N/A,5,10-0,94,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Mujeres Isla (IRE),P T Enright,0,R Tyner,NR,N/A,5,10-9,103,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Grann's Boy (IRE),K E Buckley,0,H Rogers,NR,N/A,5,11-1,109,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Savante (IRE),C Stone-Walsh,3,Colm Murphy,PU,N/A,6,11-10,118,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Iamagetaway (IRE),K C Sexton,0,A A Howard,7th,2 3/4 l,6,11-3t,111,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Interchangeable,J J Slevin,0,S R B Crawford,6th,16 l,5,11-0,108,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Whale Harbour (IRE),B W Harvey,0,Ian Donoghue,5th,3 1/4 l,6,10-13,107,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Lygon Lad (IRE),J S McGarvey,0,G Elliott,4th,8 l,5,11-1,109,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Down Around (IRE),H E Sexton,7,P J Rothwell,3rd,2 1/4 l,8,11-0b,108,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Kinbara Firstdraft (IRE),D E Mullins,0,S R B Crawford,2nd,6 l,6,11-3,111,True,165,15
Down Royal Racing Results | 17th March 2025 14:27,N/A,14:27,Good,2m 4f,Timmy Tuesday (IRE),D J Gilligan,0,G Elliott,1st,N/A,7,12-0,122,True,165,15
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Seasett,P Hanlon,7,J J Hanlon,NR,N/A,7,11-12p,97,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Fanoir (IRE),S O'Callaghan,5,C O'Dwyer,NR,N/A,10,10-13,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Shashado (FR),K C Sexton,0,M M McNiff,PU,N/A,5,11-6,91,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Knocknagoran Lady (IRE),B W Harvey,0,Cian Hughes,PU,N/A,6,11-1t,86,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Chartwell's Lady,M M McDonagh,0,D A McLoughlin,PU,N/A,4,10-10t1,93,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Warrior Lion,O R Brown,5,A McCann,16th,27 l,5,11-1p,86,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Navy Waves (IRE),R P Treacy,0,Mrs J Cashin,15th,35 l,7,11-0p,85,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Kobalt St Georges (FR),P T Enright,0,R Tyner,14th,9 l,5,11-5,90,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Deep Sigh (FR),P J O'Hanlon,0,Ian Donoghue,13th,7 1/2 l,7,10-13tp,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Rideau Canal (IRE),R A Doyle,0,Mrs D Foster,12th,3 1/4 l,10,10-12tp,83,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Duce Bigalow (IRE),J J Slevin,0,S Neville,11th,1 l,6,11-0,85,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Tubberfinn Lady (IRE),C P McNamara,0,M Mulvany,10th,Head,5,10-13t,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Dolly Watkins (IRE),P K Donovan,5,A A Howard,9th,7 l,6,11-0t1,85,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Lariat,D A Kidd,7,J C McConnell,8th,3 l,9,10-13p,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Sir Carnegie (IRE),H E Sexton,7,J J Hanlon,7th,2 l,5,11-3,88,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Walk In The Sea (IRE),J Smith,5,Ian Donoghue,6th,1 1/2 l,5,11-2,87,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Millyupdahilly (IRE),D E Mullins,0,Gerald Quinn,5th,1/2 l,6,11-7ht,92,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Bella Union (IRE),J S McGarvey,0,J C McConnell,4th,3 3/4 l,9,10-12,83,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Ar Nos Na Gaoithe (IRE),Miss P Elvin,7,P J Rothwell,3rd,1/2 l,6,11-0p,85,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Le Bugiste (FR),C Stone-Walsh,3,G P Cromwell,2nd,1 1/4 l,5,11-13t,98,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Cher Tara (IRE),D J Gilligan,0,G Elliott,1st,N/A,6,10-13,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Seasett,P Hanlon,7,J J Hanlon,NR,N/A,7,11-12p,97,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Fanoir (IRE),S O'Callaghan,5,C O'Dwyer,NR,N/A,10,10-13,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Shashado (FR),K C Sexton,0,M M McNiff,PU,N/A,5,11-6,91,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Knocknagoran Lady (IRE),B W Harvey,0,Cian Hughes,PU,N/A,6,11-1t,86,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Chartwell's Lady,M M McDonagh,0,D A McLoughlin,PU,N/A,4,10-10t1,93,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Warrior Lion,O R Brown,5,A McCann,16th,27 l,5,11-1p,86,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Navy Waves (IRE),R P Treacy,0,Mrs J Cashin,15th,35 l,7,11-0p,85,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Kobalt St Georges (FR),P T Enright,0,R Tyner,14th,9 l,5,11-5,90,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Deep Sigh (FR),P J O'Hanlon,0,Ian Donoghue,13th,7 1/2 l,7,10-13tp,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Rideau Canal (IRE),R A Doyle,0,Mrs D Foster,12th,3 1/4 l,10,10-12tp,83,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Duce Bigalow (IRE),J J Slevin,0,S Neville,11th,1 l,6,11-0,85,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Tubberfinn Lady (IRE),C P McNamara,0,M Mulvany,10th,Head,5,10-13t,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Dolly Watkins (IRE),P K Donovan,5,A A Howard,9th,7 l,6,11-0t1,85,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Lariat,D A Kidd,7,J C McConnell,8th,3 l,9,10-13p,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Sir Carnegie (IRE),H E Sexton,7,J J Hanlon,7th,2 l,5,11-3,88,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Walk In The Sea (IRE),J Smith,5,Ian Donoghue,6th,1 1/2 l,5,11-2,87,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Millyupdahilly (IRE),D E Mullins,0,Gerald Quinn,5th,1/2 l,6,11-7ht,92,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Bella Union (IRE),J S McGarvey,0,J C McConnell,4th,3 3/4 l,9,10-12,83,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Ar Nos Na Gaoithe (IRE),Miss P Elvin,7,P J Rothwell,3rd,1/2 l,6,11-0p,85,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Le Bugiste (FR),C Stone-Walsh,3,G P Cromwell,2nd,1 1/4 l,5,11-13t,98,True,165,16
Down Royal Racing Results | 17th March 2025 15:02,N/A,15:02,Good,2m 4f,Cher Tara (IRE),D J Gilligan,0,G Elliott,1st,N/A,6,10-13,84,True,165,16
Down Royal Racing Results | 17th March 2025 15:37,N/A,15:37,Good,3m 2f 50y,Gold Cup Bailly (FR),J J Slevin,0,S R B Crawford,NR,N/A,9,11-0tp1,-,True,165,17
Down Royal Racing Results | 17th March 2025 15:37,N/A,15:37,Good,3m 2f 50y,Marronstown (IRE),B W Harvey,0,D M Christie,3rd,5 1/2 l,8,11-0,-,True,165,17
Down Royal Racing Results | 17th March 2025 15:37,N/A,15:37,Good,3m 2f 50y,Jumping Jet (IRE),K C Sexton,0,G Elliott,2nd,7 l,9,10-7p,-,True,165,17
Down Royal Racing Results | 17th March 2025 15:37,N/A,15:37,Good,3m 2f 50y,Favori De Champdou (FR),D J Gilligan,0,G Elliott,1st,N/A,10,11-7p,-,True,165,17
Down Royal Racing Results | 17th March 2025 15:37,N/A,15:37,Good,3m 2f 50y,Gold Cup Bailly (FR),J J Slevin,0,S R B Crawford,NR,N/A,9,11-0tp1,-,True,165,17
Down Royal Racing Results | 17th March 2025 15:37,N/A,15:37,Good,3m 2f 50y,Marronstown (IRE),B W Harvey,0,D M Christie,3rd,5 1/2 l,8,11-0,-,True,165,17
Down Royal Racing Results | 17th March 2025 15:37,N/A,15:37,Good,3m 2f 50y,Jumping Jet (IRE),K C Sexton,0,G Elliott,2nd,7 l,9,10-7p,-,True,165,17
Down Royal Racing Results | 17th March 2025 15:37,N/A,15:37,Good,3m 2f 50y,Favori De Champdou (FR),D J Gilligan,0,G Elliott,1st,N/A,10,11-7p,-,True,165,17
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Listentillitellyea (IRE),Anna McGuinness,7,T Gibney,UR,N/A,9,11-8,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Digby (IRE),P J O'Hanlon,0,D A McLoughlin,5th,7 l,10,11-8,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Brucio,J J Slevin,0,S R B Crawford,4th,20 l,7,11-9t,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Clifftop,K E Buckley,0,H Rogers,3rd,1 1/4 l,9,11-5,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Spirit Of Legend (FR),P T Enright,0,H De Bromhead,2nd,7 1/2 l,8,11-11ht,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Lightkeeper (IRE),D J Gilligan,0,G Elliott,1st,N/A,7,11-4tb,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Listentillitellyea (IRE),Anna McGuinness,7,T Gibney,UR,N/A,9,11-8,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Digby (IRE),P J O'Hanlon,0,D A McLoughlin,5th,7 l,10,11-8,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Brucio,J J Slevin,0,S R B Crawford,4th,20 l,7,11-9t,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Clifftop,K E Buckley,0,H Rogers,3rd,1 1/4 l,9,11-5,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Spirit Of Legend (FR),P T Enright,0,H De Bromhead,2nd,7 1/2 l,8,11-11ht,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:12,N/A,16:12,Good,2m 3f 140y,Lightkeeper (IRE),D J Gilligan,0,G Elliott,1st,N/A,7,11-4tb,-,True,165,18
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Long Road (IRE),Mr B J Walsh,7,P J Rothwell,NR,N/A,6,11-7,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Drumnasoo (IRE),Mr O McGill,7,R J Tumilty,F,N/A,6,11-7,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Beg To Differ (IRE),Mr D O'Connor,0,E Bolger,7th,Head,6,11-7,-,True,165,19
