track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Pandion Power (IRE),R M Mulligan,7,J P Murtagh,3rd,1 l,3,9-6,71,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Vassula Ryden (IRE),W J Lee,0,W McCreery,2nd,1 3/4 l,3,9-10v,75,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Sylkie,R P Cleary,0,D Howard,1st,N/A,3,9-5p,70,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Hutton Glen (IRE),G M Ryan,0,T Gibney,18th,12 l,4,9-12t,74,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Nituna (IRE),R C Colgan,0,S Lavery,17th,3 3/4 l,4,9-5p1,67,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Pepper Noir (IRE),R Whearty,3,G P Cromwell,16th,2 1/4 l,3,9-6t1,71,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,El Regalo (IRE),J M Sheridan,0,S K Ryder,15th,2 1/2 l,3,9-3,68,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,14th,1/2 l,3,9-3p,68,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Sweet Sundowner (IRE),Nicola Burns,10,Stephen Gerard Carey,13th,3 l,3,9-8,73,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Blue Soul (IRE),C T Keane,0,G M Lyons,12th,Nose,3,9-13,78,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Duke Of Leggagh (IRE),B M Coen,0,M Mulvany,11th,2 3/4 l,4,9-11t,73,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Speckled Meadow (IRE),Adam Caffrey,3,Don Browne,10th,Neck,7,9-9,71,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Dragon Of Malta (IRE),D S O'Sullivan,7,P F O'Donnell,9th,1 1/4 l,7,9-9tb,71,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Harbour Gem (IRE),S Coen,10,J M Barrett,8th,1/2 l,3,9-8b1,73,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Proleek Prince (IRE),D McMonagle,0,M Rice,7th,4 1/2 l,4,9-10,72,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Come On The Lads (IRE),J Kearney,5,G P Cromwell,6th,Neck,4,10-0,76,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Gandolfo (IRE),C D Hayes,0,N Meade,5th,3/4 l,3,9-5b,70,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Mythical Rock (IRE),L T McAteer,0,J M Barrett,4th,Short Head,3,9-12,77,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Pandion Power (IRE),R M Mulligan,7,J P Murtagh,3rd,1 l,3,9-6,71,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Vassula Ryden (IRE),W J Lee,0,W McCreery,2nd,1 3/4 l,3,9-10v,75,True,148,37
Galway Racing Results | 28th October 2024 13:00,N/A,13:00,Heavy,1m 73y,Sylkie,R P Cleary,0,D Howard,1st,N/A,3,9-5p,70,True,148,37
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Local Lad (IRE),J M Sheridan,0,Gerard O'Leary,NR,N/A,2,9-7,-,True,148,38
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Ze Do Asfalto (IRE),R Whearty,3,A Murray,NR,N/A,2,9-7,-,True,148,38
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Bel Espoir (IRE),N M Crosse,0,J Barcoe,7th,11 l,2,9-2,-,True,148,38
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Elvetham (IRE),C D Hayes,0,D K Weld,6th,Short Head,2,9-7,-,True,148,38
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Dancing Bay (IRE),R P Whelan,0,John O'Donoghue,5th,9 l,2,9-7,-,True,148,38
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Birdie Time,S Foley,0,Mrs J Harrington,4th,9 l,2,9-2,-,True,148,38
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Omni Man (IRE),D P McDonogh,0,J P O'Brien,3rd,5 1/2 l,2,9-7,-,True,148,38
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Mississippi River (IRE),M W Hassett,5,A P O'Brien,2nd,1 1/4 l,2,9-7,-,True,148,38
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Tribal Nation,D McMonagle,0,J P O'Brien,1st,N/A,2,9-7,-,True,148,38
Galway Racing Results | 28th October 2024 13:30,N/A,13:30,Heavy,7f,Local Lad (IRE),J M Sheridan,0,Gerard O'Leary,NR,N/A,2,9-7,-,True,148,38
