track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 20th July 2022 20:00,N/A,20:00,Good,7f,San Andreas (IRE),H. J. Horgan,7,Joseph Patrick O'Brien,2nd,3 1/2 l,6,10-1,-,True,10,23
Naas Racing Results | 20th July 2022 20:00,N/A,20:00,Good,7f,Mutasarref,C. T. Keane,0,G. M. Lyons,1st,N/A,4,10-1,-,True,10,23
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Chesterton (IRE),J. Coen,5,G. O'Leary,13th,13 l,3,9-4p,82,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Big Dream (IRE),W. M. Lordan,0,Anthony McCann,12th,7 l,4,8-12t,69,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Brasil Power (FR),Rossa Ryan,0,Joseph Patrick O'Brien,11th,7 1/2 l,3,9-5t1,83,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Ferrybank,N. M. Crosse,3,T. M. Walsh,10th,1 l,4,8-13,70,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Is That Love (IRE),C. J. MacRedmond,5,Adrian McGuinness,9th,Neck,5,9-11,82,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Punk Poet (IRE),M. P. Sheehy,3,Edward Lynam,8th,Nose,5,10-0t,85,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Dream Today (IRE),Adam Caffrey,7,Adrian McGuinness,7th,2 1/2 l,7,9-12tp,83,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Oneiroi (IRE),R. P. Whelan,0,D. Buckley,6th,2 3/4 l,6,9-1h,72,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Ice Cold In Alex (IRE),J. M. Sheridan,3,K. J. Condon,5th,3 l,8,9-12t,83,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Tyrconnell (IRE),S. M. Crosse,0,Sarah Lynam,4th,Short Head,8,9-8b,79,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Dairerin (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1/2 l,3,9-2,80,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Rick Dalton (IRE),C. T. Keane,0,G. M. Lyons,2nd,1/2 l,4,9-8,79,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Big Baby Bull (IRE),G. F. Carroll,0,Michael Mulvany,1st,N/A,6,9-10t,81,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Chesterton (IRE),J. Coen,5,G. O'Leary,13th,13 l,3,9-4p,82,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Big Dream (IRE),W. M. Lordan,0,Anthony McCann,12th,7 l,4,8-12t,69,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Brasil Power (FR),Rossa Ryan,0,Joseph Patrick O'Brien,11th,7 1/2 l,3,9-5t1,83,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Ferrybank,N. M. Crosse,3,T. M. Walsh,10th,1 l,4,8-13,70,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Is That Love (IRE),C. J. MacRedmond,5,Adrian McGuinness,9th,Neck,5,9-11,82,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Punk Poet (IRE),M. P. Sheehy,3,Edward Lynam,8th,Nose,5,10-0t,85,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Dream Today (IRE),Adam Caffrey,7,Adrian McGuinness,7th,2 1/2 l,7,9-12tp,83,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Oneiroi (IRE),R. P. Whelan,0,D. Buckley,6th,2 3/4 l,6,9-1h,72,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Ice Cold In Alex (IRE),J. M. Sheridan,3,K. J. Condon,5th,3 l,8,9-12t,83,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Tyrconnell (IRE),S. M. Crosse,0,Sarah Lynam,4th,Short Head,8,9-8b,79,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Dairerin (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1/2 l,3,9-2,80,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Rick Dalton (IRE),C. T. Keane,0,G. M. Lyons,2nd,1/2 l,4,9-8,79,True,10,24
Naas Racing Results | 20th July 2022 20:30,N/A,20:30,Good,7f,Big Baby Bull (IRE),G. F. Carroll,0,Michael Mulvany,1st,N/A,6,9-10t,81,True,10,24
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Aoibheann Na Ngall (IRE),Philip Donovan,5,E. Sheehy,PU,N/A,5,11-12b1,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Raymondstown (IRE),Jack Foley,3,Augustine Leahy,PU,N/A,5,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Stonehall (IRE),S. Fitzgerald,3,Richard Anthony Foley,12th,14 l,5,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Areyougoinforone (IRE),D. J. O'Keeffe,0,Ray Hackett,11th,3 1/2 l,6,11-12h,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Vairue (IRE),Mr C. Smithers,7,Ms Helen P. Markham,10th,36 l,6,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Bells Life (IRE),Phillip Enright,0,E. J. O'Grady,9th,7 l,5,11-12p,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Mr Brogue (IRE),Gavin Peter Brouder,5,Seamus Braddish,8th,2 l,6,11-12tp1,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Glendaars Star (IRE),Gearoid Patrick Brouder,5,Ian O'Connor,7th,2 l,7,11-12t,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Ithaka (IRE),K. C. Sexton,0,Ronan M. P. McNally,6th,1/2 l,6,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Hidalgo Des Mottes (FR),R. A. Doyle,0,Eoin Griffin,5th,3 1/2 l,5,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Ask Philip (IRE),Sam Ewing,0,Gordon Elliott,4th,2 1/4 l,5,11-12p1,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Dorans Boy (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,3rd,Head,6,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Itso Vango (IRE),Sean Flanagan,0,Miss Elizabeth Doyle,2nd,3 1/4 l,5,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Gekkota (FR),Richard Deegan,0,T. J. O'Mara,1st,N/A,6,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Aoibheann Na Ngall (IRE),Philip Donovan,5,E. Sheehy,PU,N/A,5,11-12b1,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Raymondstown (IRE),Jack Foley,3,Augustine Leahy,PU,N/A,5,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Stonehall (IRE),S. Fitzgerald,3,Richard Anthony Foley,12th,14 l,5,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Areyougoinforone (IRE),D. J. O'Keeffe,0,Ray Hackett,11th,3 1/2 l,6,11-12h,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Vairue (IRE),Mr C. Smithers,7,Ms Helen P. Markham,10th,36 l,6,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Bells Life (IRE),Phillip Enright,0,E. J. O'Grady,9th,7 l,5,11-12p,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Mr Brogue (IRE),Gavin Peter Brouder,5,Seamus Braddish,8th,2 l,6,11-12tp1,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Glendaars Star (IRE),Gearoid Patrick Brouder,5,Ian O'Connor,7th,2 l,7,11-12t,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Ithaka (IRE),K. C. Sexton,0,Ronan M. P. McNally,6th,1/2 l,6,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Hidalgo Des Mottes (FR),R. A. Doyle,0,Eoin Griffin,5th,3 1/2 l,5,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Ask Philip (IRE),Sam Ewing,0,Gordon Elliott,4th,2 1/4 l,5,11-12p1,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Dorans Boy (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,3rd,Head,6,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Itso Vango (IRE),Sean Flanagan,0,Miss Elizabeth Doyle,2nd,3 1/4 l,5,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:15,N/A,17:15,Good  Hurdle (Turf),2m 4f,Gekkota (FR),Richard Deegan,0,T. J. O'Mara,1st,N/A,6,11-12,-,True,10,25
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Good Bye Milan (IRE),Gavin Peter Brouder,5,Seamus Braddish,7th,14 l,5,11-4,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Jakes Dream (IRE),R. J. Condon,7,Michael Winters,6th,4 l,7,11-6p1,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Lizlucky (IRE),Phillip Enright,0,Patrick T. Foley,5th,10 l,8,11-4t,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Kilbarry Chianti (IRE),C. G. O'Dwyer,7,Con O'Keeffe,4th,2 3/4 l,5,11-6,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Lady Iseult (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,3rd,Neck,7,11-8,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Daisy Dufresne (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,2 1/2 l,6,11-4,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Downtown Queen (IRE),C. P. McNamara,0,Henry de Bromhead,1st,N/A,5,11-12t,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Good Bye Milan (IRE),Gavin Peter Brouder,5,Seamus Braddish,7th,14 l,5,11-4,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Jakes Dream (IRE),R. J. Condon,7,Michael Winters,6th,4 l,7,11-6p1,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Lizlucky (IRE),Phillip Enright,0,Patrick T. Foley,5th,10 l,8,11-4t,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Kilbarry Chianti (IRE),C. G. O'Dwyer,7,Con O'Keeffe,4th,2 3/4 l,5,11-6,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Lady Iseult (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,3rd,Neck,7,11-8,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Daisy Dufresne (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,2 1/2 l,6,11-4,-,True,10,26
Limerick Racing Results | 21st July 2022 17:45,N/A,17:45,Good,2m 4f,Downtown Queen (IRE),C. P. McNamara,0,Henry de Bromhead,1st,N/A,5,11-12t,-,True,10,26
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Rotten Row (IRE),D. E. Mullins,0,Anthony Mullins,13th,25 l,5,11-6,101,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Miss Fanta (IRE),Jack Foley,3,Sean Byrne,12th,19 l,6,10-5,86,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Emir De Rots (FR),C. G. O'Dwyer,7,Conor O'Dwyer,11th,4 1/2 l,8,11-5,100,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Scalino (IRE),J. J. Slevin,0,Louise G. Lyons,10th,3/4 l,6,12-0,109,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Grozni (FR),Phillip Enright,0,Charles Byrnes,9th,Neck,6,11-7,102,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Pale Blue Dot (FR),D. G. Hogan,0,Denis Hogan,8th,4 1/4 l,6,11-9p,104,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Kilashee (IRE),Philip Donovan,5,John Patrick Ryan,7th,3/4 l,7,11-2,97,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Dicebox (IRE),Patrick O'Hanlon,5,John Joseph Hanlon,6th,3 l,5,10-12p,93,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Wicklow Flyer (IRE),Corey McGivern,7,Gordon Elliott,5th,2 1/4 l,5,11-12b1,107,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Inforapenny (IRE),R. A. Doyle,0,Mark Fahey,4th,3 3/4 l,6,11-1,96,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Rock On Seamie (IRE),T. N. Brett,7,Ray Hackett,3rd,Head,7,11-13,108,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,The Big Chap (IRE),K. C. Sexton,0,Paul W. Flynn,2nd,2 1/4 l,5,11-8t1,103,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Yulong Voice,S. Fitzgerald,0,Shane Nolan,1st,N/A,5,11-3t,98,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Rotten Row (IRE),D. E. Mullins,0,Anthony Mullins,13th,25 l,5,11-6,101,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Miss Fanta (IRE),Jack Foley,3,Sean Byrne,12th,19 l,6,10-5,86,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Emir De Rots (FR),C. G. O'Dwyer,7,Conor O'Dwyer,11th,4 1/2 l,8,11-5,100,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Scalino (IRE),J. J. Slevin,0,Louise G. Lyons,10th,3/4 l,6,12-0,109,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Grozni (FR),Phillip Enright,0,Charles Byrnes,9th,Neck,6,11-7,102,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Pale Blue Dot (FR),D. G. Hogan,0,Denis Hogan,8th,4 1/4 l,6,11-9p,104,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Kilashee (IRE),Philip Donovan,5,John Patrick Ryan,7th,3/4 l,7,11-2,97,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Dicebox (IRE),Patrick O'Hanlon,5,John Joseph Hanlon,6th,3 l,5,10-12p,93,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Wicklow Flyer (IRE),Corey McGivern,7,Gordon Elliott,5th,2 1/4 l,5,11-12b1,107,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Inforapenny (IRE),R. A. Doyle,0,Mark Fahey,4th,3 3/4 l,6,11-1,96,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Rock On Seamie (IRE),T. N. Brett,7,Ray Hackett,3rd,Head,7,11-13,108,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,The Big Chap (IRE),K. C. Sexton,0,Paul W. Flynn,2nd,2 1/4 l,5,11-8t1,103,True,10,27
Limerick Racing Results | 21st July 2022 18:15,N/A,18:15,Good,2m 4f,Yulong Voice,S. Fitzgerald,0,Shane Nolan,1st,N/A,5,11-3t,98,True,10,27
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,Mustameet Secret (IRE),N. J. Ryan,7,Hugh P. Finegan,5th,28 l,5,10-7,-,True,10,28
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,Kilmurry Jj (IRE),A. M. McCurtin,3,Michael Barry,4th,16 l,5,11-0,-,True,10,28
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,Chiricahua (IRE),S. F. O'Keeffe,0,Paul Nolan,3rd,4 l,5,11-5tp,-,True,10,28
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,Dallas Des Pictons (FR),Jordan Colin Gainford,0,Gordon Elliott,2nd,2 3/4 l,9,11-10b,-,True,10,28
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,The Bosses Oscar (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,7,11-10tp,-,True,10,28
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,Mustameet Secret (IRE),N. J. Ryan,7,Hugh P. Finegan,5th,28 l,5,10-7,-,True,10,28
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,Kilmurry Jj (IRE),A. M. McCurtin,3,Michael Barry,4th,16 l,5,11-0,-,True,10,28
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,Chiricahua (IRE),S. F. O'Keeffe,0,Paul Nolan,3rd,4 l,5,11-5tp,-,True,10,28
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,Dallas Des Pictons (FR),Jordan Colin Gainford,0,Gordon Elliott,2nd,2 3/4 l,9,11-10b,-,True,10,28
Limerick Racing Results | 21st July 2022 18:45,N/A,18:45,Good,2m 4f,The Bosses Oscar (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,7,11-10tp,-,True,10,28
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Uppertown Mya (IRE),Gearoid Patrick Brouder,5,Mary E Doyle,PU,N/A,7,11-7p,87,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Batalha,L. P. Dempsey,0,T. G. McCourt,PU,N/A,5,11-7,87,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Shamad (IRE),Conor Orr,0,Nigel Slevin,F,N/A,8,11-11p,91,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Boston Brahmin (IRE),R. J. Condon,7,Norman Lee,F,N/A,6,11-0tb,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Strong Roots (IRE),R. A. Doyle,0,Mark Fahey,BD,N/A,10,11-9p1,89,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Bergentown (IRE),Cathal Persse,7,Philip Fenton,13th,3 l,5,11-8,88,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Fainche (IRE),K. C. Sexton,0,E. Sheehy,12th,1 3/4 l,5,11-0b,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Joyful Noise (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,11th,9 1/2 l,5,11-2,82,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Alexharwill (IRE),T. N. Brett,7,L. Young,10th,3/4 l,7,11-12,92,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Rags Kitten (USA),Phillip Enright,0,Gerard Kelleher,9th,1 1/4 l,6,11-0,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Eddies Pride (IRE),Mr R. P. Geoghegan,7,Norman Lee,8th,Nose,8,11-0ht,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Finnians Row (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,7th,2 l,6,11-7t,87,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Bite That (IRE),G. B. Noonan,7,Patrick J. Flynn,6th,1/2 l,6,11-13,93,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Grinn (IRE),Sean Flanagan,0,David M. O'Brien,5th,1 1/2 l,6,11-0tp,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Western Doyen (IRE),J. J. Slevin,0,V. T. O'Brien,4th,3 3/4 l,9,11-0,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Atlas (IRE),D. J. O'Keeffe,0,T. G. McCourt,3rd,5 l,9,11-8,88,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,He's Leading Me on (IRE),C. P. McNamara,0,L. Young,2nd,3 1/2 l,5,11-9t,89,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Golden Sandbanks,D. E. Mullins,0,Paul W. Flynn,1st,N/A,5,11-6tp,86,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Uppertown Mya (IRE),Gearoid Patrick Brouder,5,Mary E Doyle,PU,N/A,7,11-7p,87,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Batalha,L. P. Dempsey,0,T. G. McCourt,PU,N/A,5,11-7,87,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Shamad (IRE),Conor Orr,0,Nigel Slevin,F,N/A,8,11-11p,91,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Boston Brahmin (IRE),R. J. Condon,7,Norman Lee,F,N/A,6,11-0tb,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Strong Roots (IRE),R. A. Doyle,0,Mark Fahey,BD,N/A,10,11-9p1,89,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Bergentown (IRE),Cathal Persse,7,Philip Fenton,13th,3 l,5,11-8,88,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Fainche (IRE),K. C. Sexton,0,E. Sheehy,12th,1 3/4 l,5,11-0b,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Joyful Noise (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,11th,9 1/2 l,5,11-2,82,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Alexharwill (IRE),T. N. Brett,7,L. Young,10th,3/4 l,7,11-12,92,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Rags Kitten (USA),Phillip Enright,0,Gerard Kelleher,9th,1 1/4 l,6,11-0,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Eddies Pride (IRE),Mr R. P. Geoghegan,7,Norman Lee,8th,Nose,8,11-0ht,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Finnians Row (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,7th,2 l,6,11-7t,87,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Bite That (IRE),G. B. Noonan,7,Patrick J. Flynn,6th,1/2 l,6,11-13,93,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Grinn (IRE),Sean Flanagan,0,David M. O'Brien,5th,1 1/2 l,6,11-0tp,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Western Doyen (IRE),J. J. Slevin,0,V. T. O'Brien,4th,3 3/4 l,9,11-0,80,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Atlas (IRE),D. J. O'Keeffe,0,T. G. McCourt,3rd,5 l,9,11-8,88,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,He's Leading Me on (IRE),C. P. McNamara,0,L. Young,2nd,3 1/2 l,5,11-9t,89,True,10,29
Limerick Racing Results | 21st July 2022 19:15,N/A,19:15,Good,2m,Golden Sandbanks,D. E. Mullins,0,Paul W. Flynn,1st,N/A,5,11-6tp,86,True,10,29
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Alfieri (IRE),Mr J. W. Reilly,2,Ross O'Sullivan,UR,N/A,5,11-12,102,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Brogine (IRE),Mr W. T. Cronin,0,Seamus Braddish,F,N/A,12,11-2v,92,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Worth Presenting (IRE),Mr A. P. Ryan,4,Donncha Duggan,13th,4 1/2 l,8,10-8,84,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,No Way Pedro (IRE),Mr G. F. Wallis,4,Michael Butler,12th,12 l,8,10-7,83,True,10,30
