track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Only Sky (IRE),Shane Foley,0,Mrs J. Harrington,8th,4 3/4 l,4,9-8p,78,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Coeur d'Or (IRE),C. D. Hayes,0,D. K. Weld,7th,4 1/4 l,6,9-2,72,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Son Of Hypnos (IRE),R. C. Colgan,0,Kevin Michael Smith,6th,Short Head,5,9-6tp,76,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Kodiac Prince (IRE),R. P. Cleary,0,Thomas Cleary,5th,1/2 l,5,9-1p,71,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Burren Song (IRE),A. J. Slattery,0,A. Slattery,4th,6 1/2 l,4,9-5t,75,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Youmdor (FR),C. T. Keane,0,W. P. Mullins,3rd,6 1/2 l,5,9-13,83,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Stellium (IRE),William James Lee,0,M. C. Grassick,2nd,5 1/2 l,4,10-0,84,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Sionnach Eile (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,5,9-12h1,82,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Only Sky (IRE),Shane Foley,0,Mrs J. Harrington,8th,4 3/4 l,4,9-8p,78,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Coeur d'Or (IRE),C. D. Hayes,0,D. K. Weld,7th,4 1/4 l,6,9-2,72,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Son Of Hypnos (IRE),R. C. Colgan,0,Kevin Michael Smith,6th,Short Head,5,9-6tp,76,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Kodiac Prince (IRE),R. P. Cleary,0,Thomas Cleary,5th,1/2 l,5,9-1p,71,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Burren Song (IRE),A. J. Slattery,0,A. Slattery,4th,6 1/2 l,4,9-5t,75,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Youmdor (FR),C. T. Keane,0,W. P. Mullins,3rd,6 1/2 l,5,9-13,83,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Stellium (IRE),William James Lee,0,M. C. Grassick,2nd,5 1/2 l,4,10-0,84,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:05,N/A,20:05,Good To Yielding,1m 4f 126y,Sionnach Eile (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,5,9-12h1,82,True,10,1
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Emeric (IRE),L. T. McAteer,3,Paul W. Flynn,7th,2 1/4 l,5,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Vintage Writer (IRE),Shane Foley,0,Seamus Fahey,6th,22 l,6,9-9h,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Born By The Sea (IRE),D. J. Gilligan,7,Paul John Gilligan,5th,17 l,8,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Thermoscope (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,4 1/2 l,4,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Thousand Tears (IRE),Julie Burke,0,John Michael Burke,3rd,Short Head,7,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,San Salvador (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,5 l,6,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Midnight Run (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,1st,N/A,8,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Emeric (IRE),L. T. McAteer,3,Paul W. Flynn,7th,2 1/4 l,5,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Vintage Writer (IRE),Shane Foley,0,Seamus Fahey,6th,22 l,6,9-9h,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Born By The Sea (IRE),D. J. Gilligan,7,Paul John Gilligan,5th,17 l,8,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Thermoscope (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,4 1/2 l,4,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Thousand Tears (IRE),Julie Burke,0,John Michael Burke,3rd,Short Head,7,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,San Salvador (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,5 l,6,9-9,-,True,10,2
Ballinrobe Racing Results | 18th July 2022 20:35,N/A,20:35,Good To Yielding,1m 4f 126y,Midnight Run (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,1st,N/A,8,9-9,-,True,10,2
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Prayer Moon (FR),J. P. O'Sullivan,5,P. J. Rothwell,PU,N/A,4,11-0,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Turkestan,Mr J. J. Gerrard,7,Mark McNiff,F,N/A,5,11-4t,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Daisy Dreams (IRE),Sean Flanagan,0,David M. O'Brien,13th,23 l,5,10-11tp1,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Luna Skye (IRE),B. Hayes,0,Barry Fitzgerald,12th,31 l,5,10-11,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Sycamore Grey (IRE),J. W. Kennedy,0,Gordon Elliott,11th,2 1/4 l,4,11-0,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Complete Fantasy (IRE),M. J. Molloy,7,Patrick Magee,10th,20 l,5,11-4tp1,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Realta Geal (IRE),Cian Cullinan,7,F. Flood,9th,4 3/4 l,4,10-7,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Outa Karney (IRE),D. J. O'Keeffe,0,Muredach Kelly,8th,18 l,5,10-11,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Firstman (FR),Peter Carberry,0,A. J. Martin,7th,Short Head,5,11-12t,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Prince of Verona (USA),S. A. Mulcahy,7,Denis Hogan,6th,7 l,4,11-8p,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Dark Matter (IRE),K. C. Sexton,0,A. J. Martin,5th,4 3/4 l,4,11-0t1,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Vocito (IRE),Donagh Meyler,0,Eoin Doyle,4th,12 l,4,11-8,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,David Garrick (IRE),J. J. Slevin,0,Eddie & Patrick Harty,3rd,3 3/4 l,5,11-12t,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Ladiam (IRE),Patrick O'Hanlon,5,Norman Lee,2nd,15 l,5,10-11h,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Telecon,R. A. Doyle,0,Mark Fahey,1st,N/A,5,11-4h1,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Prayer Moon (FR),J. P. O'Sullivan,5,P. J. Rothwell,PU,N/A,4,11-0,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Turkestan,Mr J. J. Gerrard,7,Mark McNiff,F,N/A,5,11-4t,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Daisy Dreams (IRE),Sean Flanagan,0,David M. O'Brien,13th,23 l,5,10-11tp1,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Luna Skye (IRE),B. Hayes,0,Barry Fitzgerald,12th,31 l,5,10-11,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Sycamore Grey (IRE),J. W. Kennedy,0,Gordon Elliott,11th,2 1/4 l,4,11-0,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Complete Fantasy (IRE),M. J. Molloy,7,Patrick Magee,10th,20 l,5,11-4tp1,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Realta Geal (IRE),Cian Cullinan,7,F. Flood,9th,4 3/4 l,4,10-7,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Outa Karney (IRE),D. J. O'Keeffe,0,Muredach Kelly,8th,18 l,5,10-11,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Firstman (FR),Peter Carberry,0,A. J. Martin,7th,Short Head,5,11-12t,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Prince of Verona (USA),S. A. Mulcahy,7,Denis Hogan,6th,7 l,4,11-8p,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Dark Matter (IRE),K. C. Sexton,0,A. J. Martin,5th,4 3/4 l,4,11-0t1,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Vocito (IRE),Donagh Meyler,0,Eoin Doyle,4th,12 l,4,11-8,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,David Garrick (IRE),J. J. Slevin,0,Eddie & Patrick Harty,3rd,3 3/4 l,5,11-12t,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Ladiam (IRE),Patrick O'Hanlon,5,Norman Lee,2nd,15 l,5,10-11h,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 16:30,N/A,16:30,Good,2m 1f 95y,Telecon,R. A. Doyle,0,Mark Fahey,1st,N/A,5,11-4h1,-,True,10,3
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Will You Win (IRE),Jack Foley,3,Oliver McKiernan,PU,N/A,7,10-11tp,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Lareine's Katie (IRE),Jordan Colin Gainford,0,Gordon Elliott,PU,N/A,6,10-11,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Everyhouronthehour (IRE),C. D. Maxwell,0,W. Ross,PU,N/A,6,11-12t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Macaban City (IRE),K. J. Quigley,7,Gerard Michael Hussey,12th,42 l,6,11-12,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Tout Savoir (IRE),Richard Deegan,0,T. J. O'Mara,11th,16 l,7,11-4t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Multeen River (IRE),S. F. O'Keeffe,0,Edward Creighton,10th,1 l,6,11-4,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Ben Vrackie,W. J. Gleeson,7,John F. Gleeson,9th,46 l,7,11-12,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Francis Marion (IRE),Connor King,0,Joseph G. Murphy,8th,1 l,6,11-4,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,No Trouble (IRE),B. Hayes,0,John McConnell,7th,6 1/2 l,6,11-12t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Ask Charlie (IRE),K. E. Buckley,5,D. Harvey,6th,1 1/4 l,6,11-4t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Borntobeyours (IRE),D. J. O'Keeffe,0,T. Gibney,5th,5 l,7,10-11t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Virtual Oscar (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,4th,2 l,7,11-4t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Allbetsoff (IRE),J. P. O'Sullivan,5,Declan Queally,3rd,3 1/4 l,6,11-4h,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Troubled Times (IRE),Phillip Enright,0,S. Curling,2nd,2 1/2 l,6,11-5,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Rebel Rose (IRE),J. W. Kennedy,0,Mark Fahey,1st,N/A,6,11-5,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Will You Win (IRE),Jack Foley,3,Oliver McKiernan,PU,N/A,7,10-11tp,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Lareine's Katie (IRE),Jordan Colin Gainford,0,Gordon Elliott,PU,N/A,6,10-11,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Everyhouronthehour (IRE),C. D. Maxwell,0,W. Ross,PU,N/A,6,11-12t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Macaban City (IRE),K. J. Quigley,7,Gerard Michael Hussey,12th,42 l,6,11-12,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Tout Savoir (IRE),Richard Deegan,0,T. J. O'Mara,11th,16 l,7,11-4t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Multeen River (IRE),S. F. O'Keeffe,0,Edward Creighton,10th,1 l,6,11-4,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Ben Vrackie,W. J. Gleeson,7,John F. Gleeson,9th,46 l,7,11-12,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Francis Marion (IRE),Connor King,0,Joseph G. Murphy,8th,1 l,6,11-4,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,No Trouble (IRE),B. Hayes,0,John McConnell,7th,6 1/2 l,6,11-12t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Ask Charlie (IRE),K. E. Buckley,5,D. Harvey,6th,1 1/4 l,6,11-4t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Borntobeyours (IRE),D. J. O'Keeffe,0,T. Gibney,5th,5 l,7,10-11t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Virtual Oscar (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,4th,2 l,7,11-4t,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Allbetsoff (IRE),J. P. O'Sullivan,5,Declan Queally,3rd,3 1/4 l,6,11-4h,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Troubled Times (IRE),Phillip Enright,0,S. Curling,2nd,2 1/2 l,6,11-5,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:00,N/A,17:00,Good,2m 1f 95y,Rebel Rose (IRE),J. W. Kennedy,0,Mark Fahey,1st,N/A,6,11-5,-,True,10,4
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Elite Des Mottes (FR),G. B. Noonan,7,Eoin Christopher McCarthy,PU,N/A,8,11-10,105,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Itsabeautifulnoise (IRE),D. J. O'Keeffe,0,T. Gibney,15th,16 l,5,10-7,88,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Ashqar (IRE),D. L. Queally,0,Declan Queally,14th,3 3/4 l,7,11-6t,101,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Reflectionist (FR),Sean Flanagan,0,David Peter Dunne,13th,1 l,5,10-6t,87,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Look Dont Touch (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,12th,11 l,7,11-13t,108,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Flyaway Maggie (IRE),Phillip Enright,0,Michael Flannery,11th,1 l,4,10-2h1,87,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Masterstonemason (IRE),C. P. McNamara,0,F. Costello,10th,4 1/4 l,8,11-1b,96,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Globetrottersivola (FR),S. F. O'Keeffe,0,P. J. Rothwell,9th,Head,6,10-6p1,87,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Jazz Ranger (IRE),K. C. Sexton,0,James Andrew Fahey,8th,9 l,10,10-7,88,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Big Island (IRE),D. E. Mullins,0,W. J. Lanigan,7th,4 1/2 l,5,11-4,99,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Double Talkin Jive (IRE),P. Townend,0,W. P. Mullins,6th,3/4 l,7,11-8ht,103,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,One Last Tango (IRE),M. P. Walsh,0,Eoin Griffin,5th,1 3/4 l,5,11-10,105,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Ballinlough Gale (IRE),S. Fitzgerald,3,Patrick Martin,4th,Neck,5,11-3ht,98,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Ardamir (FR),Denis O'Regan,0,P. F. O'Donnell,3rd,Neck,10,11-11p,106,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Berliet Express (IRE),Jack Foley,3,P. J. Rothwell,2nd,6 l,6,10-6t,87,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Tullypole Annie (IRE),J. W. Kennedy,0,Peter John Flood,1st,N/A,4,10-12p,97,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Elite Des Mottes (FR),G. B. Noonan,7,Eoin Christopher McCarthy,PU,N/A,8,11-10,105,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Itsabeautifulnoise (IRE),D. J. O'Keeffe,0,T. Gibney,15th,16 l,5,10-7,88,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Ashqar (IRE),D. L. Queally,0,Declan Queally,14th,3 3/4 l,7,11-6t,101,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Reflectionist (FR),Sean Flanagan,0,David Peter Dunne,13th,1 l,5,10-6t,87,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Look Dont Touch (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,12th,11 l,7,11-13t,108,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Flyaway Maggie (IRE),Phillip Enright,0,Michael Flannery,11th,1 l,4,10-2h1,87,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Masterstonemason (IRE),C. P. McNamara,0,F. Costello,10th,4 1/4 l,8,11-1b,96,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Globetrottersivola (FR),S. F. O'Keeffe,0,P. J. Rothwell,9th,Head,6,10-6p1,87,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Jazz Ranger (IRE),K. C. Sexton,0,James Andrew Fahey,8th,9 l,10,10-7,88,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Big Island (IRE),D. E. Mullins,0,W. J. Lanigan,7th,4 1/2 l,5,11-4,99,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Double Talkin Jive (IRE),P. Townend,0,W. P. Mullins,6th,3/4 l,7,11-8ht,103,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,One Last Tango (IRE),M. P. Walsh,0,Eoin Griffin,5th,1 3/4 l,5,11-10,105,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Ballinlough Gale (IRE),S. Fitzgerald,3,Patrick Martin,4th,Neck,5,11-3ht,98,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Ardamir (FR),Denis O'Regan,0,P. F. O'Donnell,3rd,Neck,10,11-11p,106,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Berliet Express (IRE),Jack Foley,3,P. J. Rothwell,2nd,6 l,6,10-6t,87,True,10,5
Ballinrobe Racing Results | 19th July 2022 17:30,N/A,17:30,Good,2m 1f 95y,Tullypole Annie (IRE),J. W. Kennedy,0,Peter John Flood,1st,N/A,4,10-12p,97,True,10,5
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Ballybaun Star (IRE),D. J. O'Keeffe,0,T. Gibney,F,N/A,5,12-0t,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Spick And Span (IRE),M. P. Walsh,0,Aidan Anthony Howard,F,N/A,5,11-0h,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Angelsworknovrtime (IRE),K. C. Sexton,0,James Andrew Fahey,4th,18 l,6,11-0t,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Moakland (IRE),S. Fitzgerald,3,John Patrick Ryan,3rd,20 l,7,11-0,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Great Realisation (IRE),Jack Foley,3,P. J. Rothwell,2nd,9 l,4,10-10p1,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Lieutenant Highway (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-9p,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Ballybaun Star (IRE),D. J. O'Keeffe,0,T. Gibney,F,N/A,5,12-0t,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Spick And Span (IRE),M. P. Walsh,0,Aidan Anthony Howard,F,N/A,5,11-0h,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Angelsworknovrtime (IRE),K. C. Sexton,0,James Andrew Fahey,4th,18 l,6,11-0t,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Moakland (IRE),S. Fitzgerald,3,John Patrick Ryan,3rd,20 l,7,11-0,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Great Realisation (IRE),Jack Foley,3,P. J. Rothwell,2nd,9 l,4,10-10p1,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:00,N/A,18:00,Good,2m 1f 95y,Lieutenant Highway (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-9p,-,True,10,6
Ballinrobe Racing Results | 19th July 2022 18:30,N/A,18:30,Good,2m 5f 122y,Lighthouse Rose (IRE),Phillip Enright,0,Mark McNiff,7th,7 l,7,10-13p,110,True,10,7
Ballinrobe Racing Results | 19th July 2022 18:30,N/A,18:30,Good,2m 5f 122y,Riggs (IRE),K. E. Buckley,5,John McConnell,6th,16 l,7,11-12p,123,True,10,7
Ballinrobe Racing Results | 19th July 2022 18:30,N/A,18:30,Good,2m 5f 122y,Island Mahee (IRE),J. J. Slevin,0,Stuart Crawford,5th,2 3/4 l,8,11-5,116,True,10,7
