track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,11:35,Yielding (Good To Yielding In Places),2m 5f 110y,Driscolls Hill (IRE),K E Buckley,0,T Gibney,7th,5 l,5,11-12,-,True,153,27
N/A,N/A,11:35,Yielding (Good To Yielding In Places),2m 5f 110y,Castle Field Boy (IRE),M J M O'Sullivan,0,P T Foley,6th,9 1/2 l,8,11-12t,-,True,153,27
N/A,N/A,11:35,Yielding (Good To Yielding In Places),2m 5f 110y,Prince Palace (FR),H E Sexton,7,P A Fahy,5th,10 l,6,11-12,-,True,153,27
N/A,N/A,11:35,Yielding (Good To Yielding In Places),2m 5f 110y,Answer To Kayf,J P Shinnick,5,T O'Brien,4th,1 1/2 l,8,11-12,-,True,153,27
N/A,N/A,11:35,Yielding (Good To Yielding In Places),2m 5f 110y,Big Stage (IRE),J S McGarvey,0,G Elliott,3rd,6 l,6,11-12,-,True,153,27
N/A,N/A,11:35,Yielding (Good To Yielding In Places),2m 5f 110y,Staffordshire Knot (IRE),Sam Ewing,0,G Elliott,2nd,12 l,6,11-12p,-,True,153,27
N/A,N/A,11:35,Yielding (Good To Yielding In Places),2m 5f 110y,Impaire Et Passe (FR),P Townend,0,W P Mullins,1st,N/A,6,11-12,-,True,153,27
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Rolly Bowley Boy (IRE),Miss P Elvin,7,P J Rothwell,NR,N/A,7,11-0p,111,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Salmanino (FR),Miss J Townend,0,Liz Doyle,NR,N/A,8,11-3,114,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Ringdufferin (IRE),Miss C Butler,7,G Elliott,NR,N/A,6,11-6p,117,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Shajak (IRE),Miss A B O'Connor,0,G Elliott,UR,N/A,5,11-9tb,120,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Old Soul (FR),Miss E Cody,7,Liz Doyle,9th,17 l,7,11-1tp,112,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Turbo (IRE),Ms H Phillips,7,J R Finn,8th,4 3/4 l,11,10-5tp,102,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Well Del (IRE),Sarah Kavanagh,7,Liam G O'brien,7th,4 1/2 l,6,11-3,114,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,The Echo Boy (IRE),Miss J Walton,5,D A McLoughlin,6th,1 1/4 l,11,12-3t,128,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Pebble Bleu (IRE),Miss M O'Sullivan,5,C Motherway,5th,2 3/4 l,5,10-9,106,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,General Hubble (IRE),Miss T Quail,7,G Elliott,4th,2 3/4 l,6,10-2p,99,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Toofareastiswest (IRE),Anna McGuinness,7,A O'Grady,3rd,9 l,8,11-2t,113,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,St Denis's Well (IRE),Caragh Monaghan,7,Ian Donoghue,2nd,2 1/2 l,6,11-8tp,119,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Sam Magee (IRE),Miss G Benson,7,H De Bromhead,1st,N/A,7,11-4t,115,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Rolly Bowley Boy (IRE),Miss P Elvin,7,P J Rothwell,NR,N/A,7,11-0p,111,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Salmanino (FR),Miss J Townend,0,Liz Doyle,NR,N/A,8,11-3,114,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Ringdufferin (IRE),Miss C Butler,7,G Elliott,NR,N/A,6,11-6p,117,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Shajak (IRE),Miss A B O'Connor,0,G Elliott,UR,N/A,5,11-9tb,120,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Old Soul (FR),Miss E Cody,7,Liz Doyle,9th,17 l,7,11-1tp,112,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Turbo (IRE),Ms H Phillips,7,J R Finn,8th,4 3/4 l,11,10-5tp,102,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Well Del (IRE),Sarah Kavanagh,7,Liam G O'brien,7th,4 1/2 l,6,11-3,114,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,The Echo Boy (IRE),Miss J Walton,5,D A McLoughlin,6th,1 1/4 l,11,12-3t,128,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Pebble Bleu (IRE),Miss M O'Sullivan,5,C Motherway,5th,2 3/4 l,5,10-9,106,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,General Hubble (IRE),Miss T Quail,7,G Elliott,4th,2 3/4 l,6,10-2p,99,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Toofareastiswest (IRE),Anna McGuinness,7,A O'Grady,3rd,9 l,8,11-2t,113,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,St Denis's Well (IRE),Caragh Monaghan,7,Ian Donoghue,2nd,2 1/2 l,6,11-8tp,119,True,153,28
N/A,N/A,12:12,Yielding (Good To Yielding In Places),2m 5f 110y,Sam Magee (IRE),Miss G Benson,7,H De Bromhead,1st,N/A,7,11-4t,115,True,153,28
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Lucky Zebo,Non Runner,0,H De Bromhead,NR,N/A,7,10-8,132,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Visionarian (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,9,11-13,151,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Whiskeywealth (IRE),J P Shinnick,5,T O'Brien,PU,N/A,8,10-9,133,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Uncle Phil (IRE),P Townend,0,W P Mullins,8th,1 1/2 l,7,11-9ht,147,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,The Big Chap (IRE),Sam Ewing,0,P W Flynn,7th,28 l,7,11-6p,144,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Rebel Gold (IRE),M J M O'Sullivan,0,P T Foley,6th,2 1/2 l,11,11-2t,140,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Dont Go Yet (IRE),S F O'Keeffe,0,E Cawley,5th,3 l,10,10-0p,124,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Railway Hurricane (IRE),S W Flanagan,0,G P Cromwell,4th,Head,9,10-8tb,132,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,American Mike (IRE),C P Millar,5,G Elliott,3rd,1 1/4 l,7,11-7t,145,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,The King Of Prs (IRE),C Stone-Walsh,5,G P Cromwell,2nd,3/4 l,6,10-4t,128,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,The Folkes Tiara (IRE),B Hayes,0,H De Bromhead,1st,N/A,8,10-2t,126,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Lucky Zebo,Non Runner,0,H De Bromhead,NR,N/A,7,10-8,132,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Visionarian (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,9,11-13,151,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Whiskeywealth (IRE),J P Shinnick,5,T O'Brien,PU,N/A,8,10-9,133,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Uncle Phil (IRE),P Townend,0,W P Mullins,8th,1 1/2 l,7,11-9ht,147,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,The Big Chap (IRE),Sam Ewing,0,P W Flynn,7th,28 l,7,11-6p,144,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Rebel Gold (IRE),M J M O'Sullivan,0,P T Foley,6th,2 1/2 l,11,11-2t,140,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Dont Go Yet (IRE),S F O'Keeffe,0,E Cawley,5th,3 l,10,10-0p,124,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,Railway Hurricane (IRE),S W Flanagan,0,G P Cromwell,4th,Head,9,10-8tb,132,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,American Mike (IRE),C P Millar,5,G Elliott,3rd,1 1/4 l,7,11-7t,145,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,The King Of Prs (IRE),C Stone-Walsh,5,G P Cromwell,2nd,3/4 l,6,10-4t,128,True,153,29
N/A,N/A,12:45,Yielding (Good To Yielding In Places),2m 1f,The Folkes Tiara (IRE),B Hayes,0,H De Bromhead,1st,N/A,8,10-2t,126,True,153,29
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Dutch Gold (IRE),Sam Ewing,0,N Meade,NR,N/A,4,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Teds Corner (IRE),C Owens,7,A J Martin,NR,N/A,4,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Presenting Max (IRE),J B Foley,0,A J Martin,PU,N/A,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Summer Dawn (IRE),J S McGarvey,0,L Fowler,F,N/A,4,11-5,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Randall Poets Lass (IRE),B P Kennedy,7,S Fahey,F,N/A,4,11-5h1,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Theophilos (IRE),C P Millar,5,G Keane,22nd,8 l,5,11-12t,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Kanpai (IRE),G Brouder,5,J Nash,21st,4 1/2 l,4,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Bridie's Beau (IRE),A Balfe,7,G P Cromwell,20th,4 3/4 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Le Bugiste (FR),C Stone-Walsh,5,G P Cromwell,19th,Short Head,4,11-12t,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Gimme A Buzz (IRE),C G O'Dwyer,5,E Bolger,18th,1 l,4,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Miss Mini Bee (IRE),M J M O'Sullivan,0,P T Foley,17th,Head,5,11-5h1,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Wrecking Ballbilly (IRE),C P McNamara,0,N C Kelly,16th,5 1/2 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Ballybow (IRE),Sam Ewing,0,G Elliott,15th,6 1/2 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Hearts And Spades (FR),L A McKenna,5,Colm Murphy,14th,3/4 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Kazakh D'arthel (FR),K E Buckley,0,G P Cromwell,13th,3 1/2 l,4,11-12h,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Interchangeable,S F O'Keeffe,0,S R B Crawford,12th,Neck,4,11-12h,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,His Nibs (IRE),K M Donoghue,0,G P Cromwell,11th,3/4 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Breaking Silence (IRE),B W Harvey,0,J C McConnell,10th,1 1/4 l,5,11-5,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Harbour Highway (IRE),D Meyler,0,E Mullins,9th,Head,5,11-12t1,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Firebrand (GER),P T Enright,0,J Nallen,8th,1 3/4 l,4,11-12p,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Half Past Tipsy (IRE),S Fitzgerald,0,G P Cromwell,7th,2 1/4 l,5,11-5h,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Ivybrook (FR),P M O'Brien,7,D A McLoughlin,6th,3 1/4 l,6,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,A Dream To Share (IRE),S D Torrens,0,John E & Kiely,5th,Head,6,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Sommesky (IRE),M P O'Connor,0,H De Bromhead,4th,3/4 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Don'tstopthemusic (IRE),S W Flanagan,0,M Brassil,3rd,Head,7,11-12t,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Special Cadeau,B Hayes,0,H De Bromhead,2nd,1 1/4 l,6,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Ballygunner Castle (IRE),P Townend,0,W P Mullins,1st,N/A,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Dutch Gold (IRE),Sam Ewing,0,N Meade,NR,N/A,4,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Teds Corner (IRE),C Owens,7,A J Martin,NR,N/A,4,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Presenting Max (IRE),J B Foley,0,A J Martin,PU,N/A,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Summer Dawn (IRE),J S McGarvey,0,L Fowler,F,N/A,4,11-5,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Randall Poets Lass (IRE),B P Kennedy,7,S Fahey,F,N/A,4,11-5h1,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Theophilos (IRE),C P Millar,5,G Keane,22nd,8 l,5,11-12t,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Kanpai (IRE),G Brouder,5,J Nash,21st,4 1/2 l,4,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Bridie's Beau (IRE),A Balfe,7,G P Cromwell,20th,4 3/4 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Le Bugiste (FR),C Stone-Walsh,5,G P Cromwell,19th,Short Head,4,11-12t,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Gimme A Buzz (IRE),C G O'Dwyer,5,E Bolger,18th,1 l,4,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Miss Mini Bee (IRE),M J M O'Sullivan,0,P T Foley,17th,Head,5,11-5h1,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Wrecking Ballbilly (IRE),C P McNamara,0,N C Kelly,16th,5 1/2 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Ballybow (IRE),Sam Ewing,0,G Elliott,15th,6 1/2 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Hearts And Spades (FR),L A McKenna,5,Colm Murphy,14th,3/4 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Kazakh D'arthel (FR),K E Buckley,0,G P Cromwell,13th,3 1/2 l,4,11-12h,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Interchangeable,S F O'Keeffe,0,S R B Crawford,12th,Neck,4,11-12h,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,His Nibs (IRE),K M Donoghue,0,G P Cromwell,11th,3/4 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Breaking Silence (IRE),B W Harvey,0,J C McConnell,10th,1 1/4 l,5,11-5,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Harbour Highway (IRE),D Meyler,0,E Mullins,9th,Head,5,11-12t1,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Firebrand (GER),P T Enright,0,J Nallen,8th,1 3/4 l,4,11-12p,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Half Past Tipsy (IRE),S Fitzgerald,0,G P Cromwell,7th,2 1/4 l,5,11-5h,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Ivybrook (FR),P M O'Brien,7,D A McLoughlin,6th,3 1/4 l,6,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,A Dream To Share (IRE),S D Torrens,0,John E & Kiely,5th,Head,6,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Sommesky (IRE),M P O'Connor,0,H De Bromhead,4th,3/4 l,5,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Don'tstopthemusic (IRE),S W Flanagan,0,M Brassil,3rd,Head,7,11-12t,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Special Cadeau,B Hayes,0,H De Bromhead,2nd,1 1/4 l,6,11-12,-,True,153,30
N/A,N/A,13:20,Yielding (Good To Yielding In Places),2m,Ballygunner Castle (IRE),P Townend,0,W P Mullins,1st,N/A,5,11-12,-,True,153,30
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Wodhooh (FR),Sam Ewing,0,G Elliott,NR,N/A,4,10-13,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Scotcantou (IRE),S W Flanagan,0,E McCarthy,7th,3/4 l,4,10-13,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Eagles Reign (IRE),T P Harney,0,R O'Sullivan,6th,1 3/4 l,4,10-13,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Bottler'secret (IRE),K M Donoghue,0,G P Cromwell,5th,6 1/2 l,4,11-8p,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Givemefive (IRE),P M O'Brien,0,Harry Derham,4th,8 l,4,11-6,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Dodger Long,B Harris,0,H Dickin,3rd,2 1/4 l,4,11-3,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Kala Conti (FR),Sam Ewing,0,G Elliott,2nd,6 1/2 l,4,11-1,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Anzadam (FR),P Townend,0,W P Mullins,1st,N/A,4,11-3h,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Wodhooh (FR),Sam Ewing,0,G Elliott,NR,N/A,4,10-13,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Scotcantou (IRE),S W Flanagan,0,E McCarthy,7th,3/4 l,4,10-13,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Eagles Reign (IRE),T P Harney,0,R O'Sullivan,6th,1 3/4 l,4,10-13,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Bottler'secret (IRE),K M Donoghue,0,G P Cromwell,5th,6 1/2 l,4,11-8p,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Givemefive (IRE),P M O'Brien,0,Harry Derham,4th,8 l,4,11-6,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Dodger Long,B Harris,0,H Dickin,3rd,2 1/4 l,4,11-3,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Kala Conti (FR),Sam Ewing,0,G Elliott,2nd,6 1/2 l,4,11-1,-,True,153,31
N/A,N/A,13:55,Yielding (Good To Yielding In Places),2m,Anzadam (FR),P Townend,0,W P Mullins,1st,N/A,4,11-3h,-,True,153,31
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Soloman Lane,R P Treacy,0,M Hassett,NR,N/A,9,11-4,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,On The Steel (IRE),C G O'Dwyer,5,C O'Dwyer,NR,N/A,5,11-4,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Palamon (IRE),T Power Roche,7,P Nolan,PU,N/A,4,11-11tp,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Milo Lises (FR),C M Quirke,5,D H Kelly,PU,N/A,5,11-13,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Desert Cave (IRE),S Fitzgerald,0,D Queally,PU,N/A,6,11-4t,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Freemans Bay (IRE),M J M O'Sullivan,0,S Byrne,9th,27 l,7,11-13,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Heroes Rise (IRE),Sam Ewing,0,G Elliott,8th,22 l,4,11-4,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Stuntman Steve (IRE),K M Donoghue,0,G P Cromwell,7th,16 l,5,11-6,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Stormbreaker,P Townend,0,W P Mullins,6th,7 l,5,11-9,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Disco Dancer (IRE),C P Millar,5,G Elliott,5th,2 3/4 l,5,11-6t,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Run For Harry (IRE),D Meyler,0,Mrs G Callaghan,4th,3/4 l,6,11-11tp,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Brave Fortune (IRE),J J Doyle,0,P M J Doyle,3rd,1 1/4 l,5,11-4,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Apple's Of Bresil (FR),S W Flanagan,0,B Connell,2nd,8 l,6,11-7t,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Big Chou (IRE),C Stone-Walsh,5,N Meade,1st,N/A,5,11-4,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Soloman Lane,R P Treacy,0,M Hassett,NR,N/A,9,11-4,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,On The Steel (IRE),C G O'Dwyer,5,C O'Dwyer,NR,N/A,5,11-4,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Palamon (IRE),T Power Roche,7,P Nolan,PU,N/A,4,11-11tp,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Milo Lises (FR),C M Quirke,5,D H Kelly,PU,N/A,5,11-13,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Desert Cave (IRE),S Fitzgerald,0,D Queally,PU,N/A,6,11-4t,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Freemans Bay (IRE),M J M O'Sullivan,0,S Byrne,9th,27 l,7,11-13,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Heroes Rise (IRE),Sam Ewing,0,G Elliott,8th,22 l,4,11-4,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Stuntman Steve (IRE),K M Donoghue,0,G P Cromwell,7th,16 l,5,11-6,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Stormbreaker,P Townend,0,W P Mullins,6th,7 l,5,11-9,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Disco Dancer (IRE),C P Millar,5,G Elliott,5th,2 3/4 l,5,11-6t,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Run For Harry (IRE),D Meyler,0,Mrs G Callaghan,4th,3/4 l,6,11-11tp,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Brave Fortune (IRE),J J Doyle,0,P M J Doyle,3rd,1 1/4 l,5,11-4,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Apple's Of Bresil (FR),S W Flanagan,0,B Connell,2nd,8 l,6,11-7t,-,True,153,32
N/A,N/A,14:30,Yielding (Good To Yielding In Places),2m 4f 55y,Big Chou (IRE),C Stone-Walsh,5,N Meade,1st,N/A,5,11-4,-,True,153,32
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Dancing Jeremy (IRE),M J M O'Sullivan,0,James Andrew Fahey,NR,N/A,9,11-2,118,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Highland Charge (IRE),C P McNamara,0,E McNamara,24th,43 l,9,12-0t,130,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Torquay Road (IRE),J Coen,3,C Collins,23rd,2 1/4 l,5,10-8,110,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Hey Johnny (IRE),C Stone-Walsh,5,T Mullins,22nd,10 l,7,10-7,109,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Mary's Pride (IRE),R Deegan,0,E Cawley,21st,12 l,7,10-5,107,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Cozone,B W Harvey,0,M J Smith,20th,1/2 l,7,10-7t,109,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Petit King (FR),P T Enright,0,E Cawley,19th,3 1/4 l,8,10-13,115,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Serienmond (GER),J P Shinnick,5,A Mullins,18th,4 1/2 l,4,10-5,108,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Aeros Luck (IRE),K E Buckley,0,G P Cromwell,17th,2 3/4 l,5,11-11ht,127,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Golden Joy (FR),S Fitzgerald,0,G Elliott,16th,2 1/4 l,5,11-9t,125,True,153,33
