track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Wa Wa (IRE),P M O'Brien,7,D A McLoughlin,15th,20 l,9,10-4tb,106,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Kells Priory (IRE),R P Treacy,0,Louise G Lyons,14th,1 3/4 l,7,10-5tp1,107,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Old Bill Barley (IRE),K Callaghan,5,W P Mullins,13th,Head,7,11-1,117,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Warm In Gorey (IRE),C M Hogan,7,P J Rothwell,12th,1 3/4 l,6,10-0p,102,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Heliko Conti (FR),S F O'Keeffe,0,P Nolan,11th,9 1/2 l,7,11-0,116,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Banprionsa (IRE),M P O'Connor,0,H De Bromhead,10th,3 1/2 l,6,11-1t,117,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Queen Nel (IRE),G Brouder,5,E D Delany,9th,Short Head,5,10-2,104,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Shanroe,D Meyler,0,K Thornton,8th,4 1/4 l,10,12-0t,130,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Falcon Eight (IRE),Sam Ewing,0,D K Weld,7th,1 3/4 l,9,11-7,123,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Barry Lyndon (IRE),L A McKenna,5,D A McLoughlin,6th,1 1/4 l,6,11-12p,128,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Krabat (IRE),C M Quirke,5,M J McDonagh,5th,1/2 l,9,10-8,110,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Harsh,C P Millar,5,G Elliott,4th,Neck,4,11-8p,125,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Tonaghneave Well (IRE),K M Donoghue,0,G P Cromwell,3rd,2 1/2 l,4,11-6p1,123,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,In For The Night (IRE),C G O'Dwyer,5,D McDonogh,2nd,4 3/4 l,6,10-3,105,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Farmers Lodge (IRE),S W Flanagan,0,B Connell,1st,N/A,8,10-11,113,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Dancing Jeremy (IRE),M J M O'Sullivan,0,James Andrew Fahey,NR,N/A,9,11-2,118,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Highland Charge (IRE),C P McNamara,0,E McNamara,24th,43 l,9,12-0t,130,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Torquay Road (IRE),J Coen,3,C Collins,23rd,2 1/4 l,5,10-8,110,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Hey Johnny (IRE),C Stone-Walsh,5,T Mullins,22nd,10 l,7,10-7,109,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Mary's Pride (IRE),R Deegan,0,E Cawley,21st,12 l,7,10-5,107,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Cozone,B W Harvey,0,M J Smith,20th,1/2 l,7,10-7t,109,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Petit King (FR),P T Enright,0,E Cawley,19th,3 1/4 l,8,10-13,115,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Serienmond (GER),J P Shinnick,5,A Mullins,18th,4 1/2 l,4,10-5,108,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Aeros Luck (IRE),K E Buckley,0,G P Cromwell,17th,2 3/4 l,5,11-11ht,127,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Golden Joy (FR),S Fitzgerald,0,G Elliott,16th,2 1/4 l,5,11-9t,125,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Wa Wa (IRE),P M O'Brien,7,D A McLoughlin,15th,20 l,9,10-4tb,106,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Kells Priory (IRE),R P Treacy,0,Louise G Lyons,14th,1 3/4 l,7,10-5tp1,107,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Old Bill Barley (IRE),K Callaghan,5,W P Mullins,13th,Head,7,11-1,117,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Warm In Gorey (IRE),C M Hogan,7,P J Rothwell,12th,1 3/4 l,6,10-0p,102,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Heliko Conti (FR),S F O'Keeffe,0,P Nolan,11th,9 1/2 l,7,11-0,116,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Banprionsa (IRE),M P O'Connor,0,H De Bromhead,10th,3 1/2 l,6,11-1t,117,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Queen Nel (IRE),G Brouder,5,E D Delany,9th,Short Head,5,10-2,104,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Shanroe,D Meyler,0,K Thornton,8th,4 1/4 l,10,12-0t,130,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Falcon Eight (IRE),Sam Ewing,0,D K Weld,7th,1 3/4 l,9,11-7,123,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Barry Lyndon (IRE),L A McKenna,5,D A McLoughlin,6th,1 1/4 l,6,11-12p,128,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Krabat (IRE),C M Quirke,5,M J McDonagh,5th,1/2 l,9,10-8,110,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Harsh,C P Millar,5,G Elliott,4th,Neck,4,11-8p,125,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Tonaghneave Well (IRE),K M Donoghue,0,G P Cromwell,3rd,2 1/2 l,4,11-6p1,123,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,In For The Night (IRE),C G O'Dwyer,5,D McDonogh,2nd,4 3/4 l,6,10-3,105,True,153,33
N/A,N/A,15:05,Yielding (Good To Yielding In Places),2m 4f 55y,Farmers Lodge (IRE),S W Flanagan,0,B Connell,1st,N/A,8,10-11,113,True,153,33
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Koktail Brut (FR),Mr J H Williamson,7,G Elliott,NR,N/A,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Robin Believes (IRE),Mr M Doyle,7,G M Doyle,10th,79 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Hunsaker (IRE),P T Smithers,7,Peter Fahey,9th,11 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,General Glea,Mr F R Buckley,7,T Gibney,8th,8 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Whosethebestboy (IRE),Mr R W Barron,5,C Byrnes,7th,7 l,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Faithful Follower (IRE),Mr J L Gleeson,3,E Mullins,6th,3/4 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,You Proof (FR),Mr P W Mullins,0,W P Mullins,5th,3/4 l,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Mojoe (IRE),Mr F Maguire,0,P T Foley,4th,12 l,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Ma Jacks Hill (IRE),Mr H C Swan,3,G Elliott,3rd,3/4 l,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Trasna Na Pairce (IRE),Mr D Doyle,7,P M J Doyle,2nd,1 1/2 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,William Butler (IRE),Mr J M Halford,7,G Elliott,1st,N/A,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Koktail Brut (FR),Mr J H Williamson,7,G Elliott,NR,N/A,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Robin Believes (IRE),Mr M Doyle,7,G M Doyle,10th,79 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Hunsaker (IRE),P T Smithers,7,Peter Fahey,9th,11 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,General Glea,Mr F R Buckley,7,T Gibney,8th,8 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Whosethebestboy (IRE),Mr R W Barron,5,C Byrnes,7th,7 l,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Faithful Follower (IRE),Mr J L Gleeson,3,E Mullins,6th,3/4 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,You Proof (FR),Mr P W Mullins,0,W P Mullins,5th,3/4 l,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Mojoe (IRE),Mr F Maguire,0,P T Foley,4th,12 l,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Ma Jacks Hill (IRE),Mr H C Swan,3,G Elliott,3rd,3/4 l,4,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,Trasna Na Pairce (IRE),Mr D Doyle,7,P M J Doyle,2nd,1 1/2 l,5,12-0,-,True,153,34
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m,William Butler (IRE),Mr J M Halford,7,G Elliott,1st,N/A,4,12-0,-,True,153,34
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Kilashee (IRE),D King,0,J P Ryan,9th,9 l,9,10-0,106,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Sainte Dona (FR),D Meyler,0,T Cooper,8th,4 1/4 l,7,11-0,120,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Must Be Obeyed (IRE),Anna McGuinness,7,T Gibney,7th,2 3/4 l,8,11-12,132,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Broomfield Bijou (IRE),Sam Ewing,0,J P Dempsey,6th,6 l,6,11-5p,125,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Queen Jane (IRE),D J O'Keeffe,0,H De Bromhead,5th,5 1/2 l,8,11-12t,132,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Deons Diamond (IRE),G Brouder,5,P J Rothwell,4th,4 1/2 l,5,10-2,108,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Ballybawn Belter (IRE),S D Torrens,0,Liz Doyle,3rd,1 l,6,10-13,119,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Nine Graces,Mr F Maguire,0,B Connell,2nd,4 l,7,10-12t,118,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,La Malmason (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-11,131,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Kilashee (IRE),D King,0,J P Ryan,9th,9 l,9,10-0,106,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Sainte Dona (FR),D Meyler,0,T Cooper,8th,4 1/4 l,7,11-0,120,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Must Be Obeyed (IRE),Anna McGuinness,7,T Gibney,7th,2 3/4 l,8,11-12,132,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Broomfield Bijou (IRE),Sam Ewing,0,J P Dempsey,6th,6 l,6,11-5p,125,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Queen Jane (IRE),D J O'Keeffe,0,H De Bromhead,5th,5 1/2 l,8,11-12t,132,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Deons Diamond (IRE),G Brouder,5,P J Rothwell,4th,4 1/2 l,5,10-2,108,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Ballybawn Belter (IRE),S D Torrens,0,Liz Doyle,3rd,1 l,6,10-13,119,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,Nine Graces,Mr F Maguire,0,B Connell,2nd,4 l,7,10-12t,118,True,153,35
N/A,N/A,12:00,Yielding (Good To Yielding In Places),2m 4f,La Malmason (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-11,131,True,153,35
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,F,N/A,3,10-10h1,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Space Warrior (IRE),D E Mullins,0,T Mullins,5th,93 l,3,10-10,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Coul Dreamer (IRE),R A Doyle,0,W McCreery,4th,3 1/4 l,3,10-10,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Messerschmitt (IRE),D Meyler,0,N Meade,3rd,8 1/2 l,3,10-10,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Willy De Houelle (FR),P Townend,0,W P Mullins,2nd,1 1/2 l,3,10-10,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Naturally Nimble (GER),R Deegan,0,J P O'Brien,1st,N/A,3,10-10,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,F,N/A,3,10-10h1,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Space Warrior (IRE),D E Mullins,0,T Mullins,5th,93 l,3,10-10,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Coul Dreamer (IRE),R A Doyle,0,W McCreery,4th,3 1/4 l,3,10-10,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Messerschmitt (IRE),D Meyler,0,N Meade,3rd,8 1/2 l,3,10-10,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Willy De Houelle (FR),P Townend,0,W P Mullins,2nd,1 1/2 l,3,10-10,-,True,153,36
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Naturally Nimble (GER),R Deegan,0,J P O'Brien,1st,N/A,3,10-10,-,True,153,36
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Klarc Kent (FR),P Townend,0,W P Mullins,NR,N/A,8,11-6,130,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Positive Thinker (IRE),C M Quirke,5,M J McDonagh,NR,N/A,7,10-11,129,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Where It All Began (IRE),J W Kennedy,0,G Elliott,NR,N/A,8,11-1p,133,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Dunboyne (IRE),Sam Ewing,0,G Elliott,NR,N/A,9,10-12tp,130,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Favori De Champdou (FR),C P Millar,5,G Elliott,NR,N/A,9,11-12,144,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Street Value (IRE),D E Mullins,0,J P Flavin,PU,N/A,9,11-3tp,127,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Peaches And Cream (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,9,11-5,129,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Sphagnum (IRE),D P Maxwell,5,J P Broderick,PU,N/A,7,11-7tp,131,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Atacanter (IRE),G Brouder,5,R O'Sullivan,PU,N/A,7,10-0b1,110,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Evies Vladimir (IRE),C Stone-Walsh,5,G P Cromwell,F,N/A,7,10-10p,120,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Stormy Judge (IRE),M J M O'Sullivan,0,P A Fahy,8th,12 l,9,11-4,128,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,My Immortal (IRE),S W Flanagan,0,B Connell,7th,3 1/4 l,8,11-8v1,132,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Flash De Touzaine (FR),R Deegan,0,Liz Doyle,6th,8 1/2 l,9,11-0tp,124,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Brucejack (IRE),C G O'Dwyer,5,P A Fahy,5th,3 1/2 l,7,10-0,110,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Outside The Door (IRE),A P Kelly,5,P Roche,4th,Neck,8,11-1p,125,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Daily Present (IRE),S F O'Keeffe,0,P Nolan,3rd,4 3/4 l,7,11-1t,125,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Another Choice (IRE),J Smith,7,M J Smith,2nd,1 1/4 l,7,11-5,129,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,History Of Fashion (IRE),H E Sexton,7,P A Fahy,1st,N/A,10,10-12p,122,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Klarc Kent (FR),P Townend,0,W P Mullins,NR,N/A,8,11-6,130,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Positive Thinker (IRE),C M Quirke,5,M J McDonagh,NR,N/A,7,10-11,129,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Where It All Began (IRE),J W Kennedy,0,G Elliott,NR,N/A,8,11-1p,133,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Dunboyne (IRE),Sam Ewing,0,G Elliott,NR,N/A,9,10-12tp,130,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Favori De Champdou (FR),C P Millar,5,G Elliott,NR,N/A,9,11-12,144,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Street Value (IRE),D E Mullins,0,J P Flavin,PU,N/A,9,11-3tp,127,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Peaches And Cream (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,9,11-5,129,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Sphagnum (IRE),D P Maxwell,5,J P Broderick,PU,N/A,7,11-7tp,131,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Atacanter (IRE),G Brouder,5,R O'Sullivan,PU,N/A,7,10-0b1,110,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Evies Vladimir (IRE),C Stone-Walsh,5,G P Cromwell,F,N/A,7,10-10p,120,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Stormy Judge (IRE),M J M O'Sullivan,0,P A Fahy,8th,12 l,9,11-4,128,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,My Immortal (IRE),S W Flanagan,0,B Connell,7th,3 1/4 l,8,11-8v1,132,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Flash De Touzaine (FR),R Deegan,0,Liz Doyle,6th,8 1/2 l,9,11-0tp,124,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Brucejack (IRE),C G O'Dwyer,5,P A Fahy,5th,3 1/2 l,7,10-0,110,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Outside The Door (IRE),A P Kelly,5,P Roche,4th,Neck,8,11-1p,125,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Daily Present (IRE),S F O'Keeffe,0,P Nolan,3rd,4 3/4 l,7,11-1t,125,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,Another Choice (IRE),J Smith,7,M J Smith,2nd,1 1/4 l,7,11-5,129,True,153,37
N/A,N/A,13:05,Yielding (Good To Yielding In Places),3m 5f 160y,History Of Fashion (IRE),H E Sexton,7,P A Fahy,1st,N/A,10,10-12p,122,True,153,37
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Bleu De Vassy (FR),Sam Ewing,0,G Elliott,NR,N/A,5,11-7,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Zeeband (IRE),J G Gilligan,0,P J Gilligan,8th,1/2 l,7,11-4t,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Cast A Spell (IRE),C M Quirke,0,T Hogan,7th,12 l,6,10-11v,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Gaucher,B Hayes,0,W P Mullins,6th,Head,5,11-7ht,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Belloccio (FR),P Townend,0,W P Mullins,5th,Head,6,11-4t,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Plontier (FR),S F O'Keeffe,0,W P Mullins,4th,4 l,8,11-4,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Sea Of Sands (GER),Mr P W Mullins,0,W P Mullins,3rd,2 3/4 l,6,11-4,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Romeo Coolio,Sam Ewing,0,G Elliott,2nd,2 1/2 l,5,11-4,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Tounsivator (FR),D E Mullins,0,W P Mullins,1st,N/A,5,11-4,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Bleu De Vassy (FR),Sam Ewing,0,G Elliott,NR,N/A,5,11-7,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Zeeband (IRE),J G Gilligan,0,P J Gilligan,8th,1/2 l,7,11-4t,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Cast A Spell (IRE),C M Quirke,0,T Hogan,7th,12 l,6,10-11v,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Gaucher,B Hayes,0,W P Mullins,6th,Head,5,11-7ht,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Belloccio (FR),P Townend,0,W P Mullins,5th,Head,6,11-4t,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Plontier (FR),S F O'Keeffe,0,W P Mullins,4th,4 l,8,11-4,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Sea Of Sands (GER),Mr P W Mullins,0,W P Mullins,3rd,2 3/4 l,6,11-4,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Romeo Coolio,Sam Ewing,0,G Elliott,2nd,2 1/2 l,5,11-4,-,True,153,38
N/A,N/A,13:35,Yielding (Good To Yielding In Places),2m 110y,Tounsivator (FR),D E Mullins,0,W P Mullins,1st,N/A,5,11-4,-,True,153,38
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Stellar Story (IRE),K M Donoghue,0,G Elliott,NR,N/A,7,11-10p,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Shecouldbeanything (IRE),J C Gainford,0,G Elliott,5th,4 l,7,11-3t,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Gorgeous Tom (IRE),M P Walsh,0,H De Bromhead,4th,1/2 l,6,11-10,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Firefox (IRE),K M Donoghue,0,G Elliott,3rd,Short Head,6,11-10,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Heart Wood (FR),D J O'Keeffe,0,H De Bromhead,2nd,Neck,6,11-10,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Croke Park (IRE),Sam Ewing,0,G Elliott,1st,N/A,6,11-10,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Stellar Story (IRE),K M Donoghue,0,G Elliott,NR,N/A,7,11-10p,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Shecouldbeanything (IRE),J C Gainford,0,G Elliott,5th,4 l,7,11-3t,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Gorgeous Tom (IRE),M P Walsh,0,H De Bromhead,4th,1/2 l,6,11-10,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Firefox (IRE),K M Donoghue,0,G Elliott,3rd,Short Head,6,11-10,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Heart Wood (FR),D J O'Keeffe,0,H De Bromhead,2nd,Neck,6,11-10,-,True,153,39
N/A,N/A,14:05,Yielding (Good To Yielding In Places),2m 4f,Croke Park (IRE),Sam Ewing,0,G Elliott,1st,N/A,6,11-10,-,True,153,39
N/A,N/A,14:40,Yielding (Good To Yielding In Places),2m 4f,Maxxum (IRE),J C Gainford,0,G Elliott,4th,34 l,7,11-10,-,True,153,40
N/A,N/A,14:40,Yielding (Good To Yielding In Places),2m 4f,Beacon Edge (IRE),K M Donoghue,0,G Elliott,3rd,5 1/2 l,10,11-10,-,True,153,40
