track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-08-27,18:25,Good,2m 4f 110y,Stuntman Steve (IRE),A Balfe,7,G P Cromwell,10th,27 l,6,11-9,123,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Oh So Charming,E Staples,7,D Queally,9th,13 l,5,10-12t,112,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Killinure Lass (IRE),C G O'Dwyer,5,J P Dempsey,8th,8 1/2 l,8,10-5p,105,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Mercury Mission,C M Hogan,7,P J Rothwell,7th,6 l,6,11-0p,114,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Moonovercloon (IRE),J Smith,5,M J Smith,6th,1 1/2 l,8,11-9,123,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Leave In Secret (IRE),D J O'Keeffe,0,T Gibney,5th,5 l,6,10-7t,107,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Shadow Paddy (IRE),G B Noonan,3,E McCarthy,4th,1/2 l,5,10-13t,113,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Jacovec Cavern,N T Prendergast,7,P Hennessy,3rd,4 1/2 l,6,11-0p1,114,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Montecam (IRE),A Harvey,3,J C McConnell,2nd,2 3/4 l,6,11-1,115,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Birmingham Alabama (IRE),J C Gainford,0,E D Delany,1st,N/A,6,11-0,114,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Timeless Treaty (IRE),P Cleary,7,G Elliott,UR,N/A,5,11-12,126,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Charlie Luciano (IRE),D Meyler,0,N Meade,PU,N/A,6,11-5,119,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Hey Babbs (IRE),S F O'Keeffe,0,D A McLoughlin,11th,3/4 l,5,10-0t,99,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Stuntman Steve (IRE),A Balfe,7,G P Cromwell,10th,27 l,6,11-9,123,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Oh So Charming,E Staples,7,D Queally,9th,13 l,5,10-12t,112,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Killinure Lass (IRE),C G O'Dwyer,5,J P Dempsey,8th,8 1/2 l,8,10-5p,105,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Mercury Mission,C M Hogan,7,P J Rothwell,7th,6 l,6,11-0p,114,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Moonovercloon (IRE),J Smith,5,M J Smith,6th,1 1/2 l,8,11-9,123,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Leave In Secret (IRE),D J O'Keeffe,0,T Gibney,5th,5 l,6,10-7t,107,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Shadow Paddy (IRE),G B Noonan,3,E McCarthy,4th,1/2 l,5,10-13t,113,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Jacovec Cavern,N T Prendergast,7,P Hennessy,3rd,4 1/2 l,6,11-0p1,114,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Montecam (IRE),A Harvey,3,J C McConnell,2nd,2 3/4 l,6,11-1,115,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Birmingham Alabama (IRE),J C Gainford,0,E D Delany,1st,N/A,6,11-0,114,True,14,42
N/A,2025-08-27,18:55,Good,2m 1f 40y,Cooke's Lass (FR),J C Gainford,0,G Elliott,5th,15 l,5,11-3p,117,True,14,43
N/A,2025-08-27,18:55,Good,2m 1f 40y,Eastern Wind,A Harvey,3,T G McCourt,4th,4 1/4 l,6,11-3,112,True,14,43
N/A,2025-08-27,18:55,Good,2m 1f 40y,Gers Gigi (IRE),J W Kennedy,0,G Elliott,3rd,4 l,6,11-3,118,True,14,43
N/A,2025-08-27,18:55,Good,2m 1f 40y,Jane Eire (IRE),D J O'Keeffe,0,H De Bromhead,2nd,13 l,5,11-3ht,116,True,14,43
N/A,2025-08-27,18:55,Good,2m 1f 40y,Adela Icon (IRE),B Hayes,0,W P Mullins,1st,N/A,7,11-3h,118,True,14,43
N/A,2025-08-27,18:55,Good,2m 1f 40y,Cooke's Lass (FR),J C Gainford,0,G Elliott,5th,15 l,5,11-3p,117,True,14,43
N/A,2025-08-27,18:55,Good,2m 1f 40y,Eastern Wind,A Harvey,3,T G McCourt,4th,4 1/4 l,6,11-3,112,True,14,43
N/A,2025-08-27,18:55,Good,2m 1f 40y,Gers Gigi (IRE),J W Kennedy,0,G Elliott,3rd,4 l,6,11-3,118,True,14,43
N/A,2025-08-27,18:55,Good,2m 1f 40y,Jane Eire (IRE),D J O'Keeffe,0,H De Bromhead,2nd,13 l,5,11-3ht,116,True,14,43
N/A,2025-08-27,18:55,Good,2m 1f 40y,Adela Icon (IRE),B Hayes,0,W P Mullins,1st,N/A,7,11-3h,118,True,14,43
N/A,2025-08-27,19:25,Good,2m 1f 40y,Tubberfinn Lady (IRE),J C Gainford,0,M Mulvany,15th,29 l,5,11-5t,93,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Tasmanian Girl (IRE),C M Quirke,0,Aengus King,14th,4 3/4 l,5,10-10,84,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Small Bucks (IRE),Mr T C Kileff,7,P E Collins,13th,Head,4,11-9h,100,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Guest Star,P F Kavanagh,7,J C McConnell,12th,3/4 l,4,10-8tv,85,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Syosset (IRE),D A Kidd,7,J C McConnell,11th,3/4 l,4,10-12,89,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Kaikoura (FR),K M Donoghue,0,J P Dempsey,10th,1 1/4 l,5,11-8t,96,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Another Girl (IRE),P J O'Hanlon,0,D A McLoughlin,9th,1 l,5,11-3,91,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Fine Print (IRE),A Harvey,3,J C McConnell,8th,Neck,4,11-0tp,91,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Dontdooddson (FR),P T Enright,0,D Collins,7th,3 1/2 l,12,10-3,77,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Is She Now (IRE),Mr B M Coonan,7,V C Ward,6th,2 3/4 l,7,11-1,89,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,W B Easy (IRE),D J Gilligan,0,R O'Sullivan,5th,Neck,5,11-12t,100,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Stormy Jenn (IRE),S Cleary-Farrell,7,P Cluskey,4th,4 1/2 l,8,10-7p,81,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Doyen Og (IRE),Mr C Lamon,7,A Sexton,3rd,3/4 l,6,10-6,80,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Farrokh (FR),S W Flanagan,0,B Connell,2nd,1/2 l,6,11-9,97,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Dontgowithjoe (IRE),T Power Roche,5,P J Rothwell,1st,N/A,4,11-9,100,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Tubberfinn Lady (IRE),J C Gainford,0,M Mulvany,15th,29 l,5,11-5t,93,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Tasmanian Girl (IRE),C M Quirke,0,Aengus King,14th,4 3/4 l,5,10-10,84,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Small Bucks (IRE),Mr T C Kileff,7,P E Collins,13th,Head,4,11-9h,100,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Guest Star,P F Kavanagh,7,J C McConnell,12th,3/4 l,4,10-8tv,85,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Syosset (IRE),D A Kidd,7,J C McConnell,11th,3/4 l,4,10-12,89,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Kaikoura (FR),K M Donoghue,0,J P Dempsey,10th,1 1/4 l,5,11-8t,96,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Another Girl (IRE),P J O'Hanlon,0,D A McLoughlin,9th,1 l,5,11-3,91,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Fine Print (IRE),A Harvey,3,J C McConnell,8th,Neck,4,11-0tp,91,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Dontdooddson (FR),P T Enright,0,D Collins,7th,3 1/2 l,12,10-3,77,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Is She Now (IRE),Mr B M Coonan,7,V C Ward,6th,2 3/4 l,7,11-1,89,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,W B Easy (IRE),D J Gilligan,0,R O'Sullivan,5th,Neck,5,11-12t,100,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Stormy Jenn (IRE),S Cleary-Farrell,7,P Cluskey,4th,4 1/2 l,8,10-7p,81,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Doyen Og (IRE),Mr C Lamon,7,A Sexton,3rd,3/4 l,6,10-6,80,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Farrokh (FR),S W Flanagan,0,B Connell,2nd,1/2 l,6,11-9,97,True,14,44
N/A,2025-08-27,19:25,Good,2m 1f 40y,Dontgowithjoe (IRE),T Power Roche,5,P J Rothwell,1st,N/A,4,11-9,100,True,14,44
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Cool Hand Juke (IRE),Miss S A Carter,7,William P Murphy,11th,8 l,5,12-0,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Abbey Bay (IRE),Caragh Monaghan,7,Ian Donoghue,10th,6 1/2 l,6,11-7h1,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Black Rock (IRE),Sarah Kavanagh,7,E Seymour,9th,6 1/2 l,5,11-7,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Gracie C (IRE),Miss M O'Sullivan,5,E Mullins,8th,5 1/2 l,5,11-7t1,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Something Simple (IRE),Ms K M Ryan,7,J J Hanlon,7th,7 1/2 l,5,12-0,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Larkfield Liberty (IRE),Miss P Elvin,7,R P Rath,6th,2 l,5,12-0,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,I'm A Rocket Man (IRE),Miss J Townend,0,Stephen Gerard Carey,5th,1 1/2 l,4,11-11,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Paymelater (IRE),Aileen O'Sullivan,7,S Millar,4th,1/2 l,6,12-0,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Malikanna (IRE),Miss A B O'Connor,0,P Roche,3rd,8 l,4,11-4,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Fascinating Queen (IRE),Miss E Cody,7,R P Cody,2nd,10 l,4,11-4,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Is She Real (IRE),Ms L A Byrne,7,J C McConnell,1st,N/A,4,11-4t1,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Cool Hand Juke (IRE),Miss S A Carter,7,William P Murphy,11th,8 l,5,12-0,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Abbey Bay (IRE),Caragh Monaghan,7,Ian Donoghue,10th,6 1/2 l,6,11-7h1,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Black Rock (IRE),Sarah Kavanagh,7,E Seymour,9th,6 1/2 l,5,11-7,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Gracie C (IRE),Miss M O'Sullivan,5,E Mullins,8th,5 1/2 l,5,11-7t1,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Something Simple (IRE),Ms K M Ryan,7,J J Hanlon,7th,7 1/2 l,5,12-0,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Larkfield Liberty (IRE),Miss P Elvin,7,R P Rath,6th,2 l,5,12-0,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,I'm A Rocket Man (IRE),Miss J Townend,0,Stephen Gerard Carey,5th,1 1/2 l,4,11-11,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Paymelater (IRE),Aileen O'Sullivan,7,S Millar,4th,1/2 l,6,12-0,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Malikanna (IRE),Miss A B O'Connor,0,P Roche,3rd,8 l,4,11-4,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Fascinating Queen (IRE),Miss E Cody,7,R P Cody,2nd,10 l,4,11-4,-,True,14,45
N/A,2025-08-27,19:55,Good ace (Turf),2m 1f 40y,Is She Real (IRE),Ms L A Byrne,7,J C McConnell,1st,N/A,4,11-4t1,-,True,14,45
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Smart Sioux (IRE),R P Cleary,0,C O'Connell,12th,2 1/2 l,2,9-1t,66,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Beware Of The Bear (IRE),N M Crosse,0,D Marnane,11th,3 1/2 l,2,9-1b1,66,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,One Cool Bear (IRE),Adam Caffrey,0,A McGuinness,10th,1 1/4 l,2,9-2,67,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Andosky (IRE),D P McDonogh,0,M Mulvany,9th,Neck,2,9-1t,66,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Salacious (IRE),J A Heffernan,0,J Halley,8th,1/2 l,2,9-5,70,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Prairie Echoes (IRE),G F Carroll,0,K P Cotter,7th,2 1/4 l,2,9-5,70,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Idiocracy (IRE),D Browne McMonagle,0,J P O'Brien,6th,1/2 l,2,9-10,75,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Aurora Mist (IRE),A J Slattery,0,A Slattery,5th,1/2 l,2,9-1,66,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Glamazon (IRE),S Foley,0,Mrs J Harrington,4th,1 3/4 l,2,9-5,70,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Cactus (IRE),W M Lordan,0,A P O'Brien,3rd,2 l,2,9-12t,77,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Monte Vista (IRE),P A Harnett,5,Donnacha O'Brien,2nd,2 l,2,9-11b1,76,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Nakamura (IRE),B M Coen,0,J P Murtagh,1st,N/A,2,9-5b1,70,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Smart Sioux (IRE),R P Cleary,0,C O'Connell,12th,2 1/2 l,2,9-1t,66,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Beware Of The Bear (IRE),N M Crosse,0,D Marnane,11th,3 1/2 l,2,9-1b1,66,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,One Cool Bear (IRE),Adam Caffrey,0,A McGuinness,10th,1 1/4 l,2,9-2,67,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Andosky (IRE),D P McDonogh,0,M Mulvany,9th,Neck,2,9-1t,66,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Salacious (IRE),J A Heffernan,0,J Halley,8th,1/2 l,2,9-5,70,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Prairie Echoes (IRE),G F Carroll,0,K P Cotter,7th,2 1/4 l,2,9-5,70,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Idiocracy (IRE),D Browne McMonagle,0,J P O'Brien,6th,1/2 l,2,9-10,75,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Aurora Mist (IRE),A J Slattery,0,A Slattery,5th,1/2 l,2,9-1,66,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Glamazon (IRE),S Foley,0,Mrs J Harrington,4th,1 3/4 l,2,9-5,70,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Cactus (IRE),W M Lordan,0,A P O'Brien,3rd,2 l,2,9-12t,77,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Monte Vista (IRE),P A Harnett,5,Donnacha O'Brien,2nd,2 l,2,9-11b1,76,True,14,46
Navan Racing Results | 28th August 2025 14:30,2025-08-28,14:30,Yielding (Good In Places),5f 180y,Nakamura (IRE),B M Coen,0,J P Murtagh,1st,N/A,2,9-5b1,70,True,14,46
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Genesis (IRE),R P Cleary,0,M Mulvany,6th,1/2 l,4,8-7t,77,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Moltophino (IRE),C D Hayes,0,J A Kinsella,5th,1/2 l,4,9-4t,89,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Greek Flower (IRE),J A Powell,3,J Feane,4th,Short Head,6,8-8,79,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,The Highway Rat (IRE),B M Coen,0,A Oliver,3rd,1 1/2 l,7,10-0b,99,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Nezeeh (IRE),M W Hassett,3,D Hogan,2nd,1/2 l,4,8-7b,72,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Little Queenie (IRE),R Whearty,3,P W Flynn,1st,N/A,6,9-2,87,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Genesis (IRE),R P Cleary,0,M Mulvany,6th,1/2 l,4,8-7t,77,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Moltophino (IRE),C D Hayes,0,J A Kinsella,5th,1/2 l,4,9-4t,89,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Greek Flower (IRE),J A Powell,3,J Feane,4th,Short Head,6,8-8,79,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,The Highway Rat (IRE),B M Coen,0,A Oliver,3rd,1 1/2 l,7,10-0b,99,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Nezeeh (IRE),M W Hassett,3,D Hogan,2nd,1/2 l,4,8-7b,72,True,14,47
Navan Racing Results | 28th August 2025 15:00,2025-08-28,15:00,Yielding (Good In Places),5f 180y,Little Queenie (IRE),R Whearty,3,P W Flynn,1st,N/A,6,9-2,87,True,14,47
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Countertop (IRE),W Joyce,3,M Mulvany,12th,7 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Changing Direction (IRE),M P Sheehy,0,M G Quinn,11th,1 3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Sleeper Hunter (IRE),D P McDonogh,0,J P O'Brien,10th,1 3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Mr Tony (IRE),D Browne McMonagle,0,J P O'Brien,9th,6 1/2 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Another Nice'day (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,8th,1 1/2 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Monvoe (IRE),J M Sheridan,0,R P Cody,7th,3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Raphello (IRE),J Pietropaolo,7,J P O'Brien,6th,1 1/4 l,2,9-7,80,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Zarvali (IRE),J A Heffernan,0,J P Murtagh,5th,1 3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Unionville,S Foley,0,Mrs J Harrington,4th,1 3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Strike Zone (IRE),G F Carroll,0,G M Lyons,3rd,1 1/2 l,2,9-7t1,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Namiid (IRE),B M Coen,0,J P Murtagh,2nd,1 1/4 l,2,9-7,86,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Amiata (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-7,80,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Countertop (IRE),W Joyce,3,M Mulvany,12th,7 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Changing Direction (IRE),M P Sheehy,0,M G Quinn,11th,1 3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Sleeper Hunter (IRE),D P McDonogh,0,J P O'Brien,10th,1 3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Mr Tony (IRE),D Browne McMonagle,0,J P O'Brien,9th,6 1/2 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Another Nice'day (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,8th,1 1/2 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Monvoe (IRE),J M Sheridan,0,R P Cody,7th,3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Raphello (IRE),J Pietropaolo,7,J P O'Brien,6th,1 1/4 l,2,9-7,80,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Zarvali (IRE),J A Heffernan,0,J P Murtagh,5th,1 3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Unionville,S Foley,0,Mrs J Harrington,4th,1 3/4 l,2,9-7,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Strike Zone (IRE),G F Carroll,0,G M Lyons,3rd,1 1/2 l,2,9-7t1,-,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Namiid (IRE),B M Coen,0,J P Murtagh,2nd,1 1/4 l,2,9-7,86,True,14,48
Navan Racing Results | 28th August 2025 15:30,2025-08-28,15:30,Yielding (Good In Places),5f,Amiata (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-7,80,True,14,48
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,The Cosy Corner (IRE),R Whearty,3,G P Cromwell,9th,4 1/4 l,2,8-12,-,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,Chapel Island (IRE),W Joyce,3,M Mulvany,8th,2 3/4 l,2,9-7t,72,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,Ipanema Beach (IRE),P A Harnett,5,Donnacha O'Brien,7th,1 3/4 l,2,9-7b1,79,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,Strikewhileitshot,N M Crosse,0,Mrs J Harrington,6th,4 1/2 l,2,9-7,-,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,Guildhall Graduate (IRE),C D Hayes,0,G P Cromwell,5th,Head,2,8-9,-,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,Clarity of Thought,D Browne McMonagle,0,J P O'Brien,4th,1 3/4 l,2,9-7b1,68,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,Palace Tyne (IRE),J A Powell,3,J Davison,3rd,3/4 l,2,8-9p1,63,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,Celestial Siren (IRE),B M Coen,0,A Oliver,2nd,3 1/4 l,2,9-7,-,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,My Corbett Court (IRE),D W O'Connor,0,P Twomey,1st,N/A,2,9-7,-,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,The Cosy Corner (IRE),R Whearty,3,G P Cromwell,9th,4 1/4 l,2,8-12,-,True,14,49
Navan Racing Results | 28th August 2025 16:00,2025-08-28,16:00,Yielding (Good In Places),1m 20y,Chapel Island (IRE),W Joyce,3,M Mulvany,8th,2 3/4 l,2,9-7t,72,True,14,49
