track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Gold Bullion (FR),Rachael Blackmore,0,H De Bromhead,5th,21 l,8,12-0t,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Neveradullmoment (IRE),M P Walsh,0,J P Dempsey,4th,Neck,7,11-7t,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Wellington Hill (IRE),D E Mullins,0,Ms M Mullins,3rd,1/2 l,8,11-4,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Where It All Began (IRE),J W Kennedy,0,G Elliott,2nd,4 1/2 l,8,11-11p,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Intense Raffles (FR),D A Jacob,0,T Gibney,1st,N/A,6,11-6,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Hands Of Gold (IRE),R A Doyle,0,A L T Moore,6th,28 l,6,11-10,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Gold Bullion (FR),Rachael Blackmore,0,H De Bromhead,5th,21 l,8,12-0t,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Neveradullmoment (IRE),M P Walsh,0,J P Dempsey,4th,Neck,7,11-7t,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Wellington Hill (IRE),D E Mullins,0,Ms M Mullins,3rd,1/2 l,8,11-4,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Where It All Began (IRE),J W Kennedy,0,G Elliott,2nd,4 1/2 l,8,11-11p,-,True,98,20
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Intense Raffles (FR),D A Jacob,0,T Gibney,1st,N/A,6,11-6,-,True,98,20
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Charlie Buckett (IRE),Conor Clarke,7,E Mullins,NR,N/A,5,12-0t1,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Mr Bezi (IRE),Mr R L Payne,7,D Hogan,NR,N/A,6,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Yoradreamer,Mr P W Mullins,0,W P Mullins,5th,1 3/4 l,5,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Step Out (IRE),Mr S Connor,7,S R B Crawford,4th,7 l,5,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Jackmoon (FR),Mr J L Gleeson,5,J P Flavin,3rd,4 l,5,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Sporting Glory (IRE),Mr D O'Connor,0,P A Fahy,2nd,1 1/4 l,8,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Romeo Coolio,Mr H C Swan,5,G Elliott,1st,N/A,5,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Charlie Buckett (IRE),Conor Clarke,7,E Mullins,NR,N/A,5,12-0t1,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Mr Bezi (IRE),Mr R L Payne,7,D Hogan,NR,N/A,6,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Yoradreamer,Mr P W Mullins,0,W P Mullins,5th,1 3/4 l,5,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Step Out (IRE),Mr S Connor,7,S R B Crawford,4th,7 l,5,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Jackmoon (FR),Mr J L Gleeson,5,J P Flavin,3rd,4 l,5,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Sporting Glory (IRE),Mr D O'Connor,0,P A Fahy,2nd,1 1/4 l,8,12-0,-,True,98,21
N/A,N/A,15:42,Soft (Yielding To Soft In Places) Flat (Turf),2m,Romeo Coolio,Mr H C Swan,5,G Elliott,1st,N/A,5,12-0,-,True,98,21
N/A,N/A,12:35,Soft,2m 6f 148y,Marronstown (IRE),B W Harvey,0,D M Christie,6th,3/4 l,7,11-12,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Pictures Of Home,J W Kennedy,0,T M Walsh,5th,8 l,8,11-12,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Brucejack (IRE),M J M O'Sullivan,0,P A Fahy,4th,1/2 l,7,11-12,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Atacanter (IRE),D J O'Keeffe,0,R O'Sullivan,3rd,1 3/4 l,7,11-12p,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Rolly Bowley Boy (IRE),E Walsh,0,Ciaran Murphy,2nd,1/2 l,7,11-12v,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Kates Hill (IRE),D Meyler,0,J P Dempsey,1st,N/A,9,11-5,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Marronstown (IRE),B W Harvey,0,D M Christie,6th,3/4 l,7,11-12,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Pictures Of Home,J W Kennedy,0,T M Walsh,5th,8 l,8,11-12,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Brucejack (IRE),M J M O'Sullivan,0,P A Fahy,4th,1/2 l,7,11-12,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Atacanter (IRE),D J O'Keeffe,0,R O'Sullivan,3rd,1 3/4 l,7,11-12p,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Rolly Bowley Boy (IRE),E Walsh,0,Ciaran Murphy,2nd,1/2 l,7,11-12v,-,True,98,22
N/A,N/A,12:35,Soft,2m 6f 148y,Kates Hill (IRE),D Meyler,0,J P Dempsey,1st,N/A,9,11-5,-,True,98,22
N/A,N/A,13:05,Soft,2m 3f 146y,Paidi's Passion (IRE),D J O'Keeffe,0,D M Christie,6th,25 l,8,10-9,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Monbeg Park (IRE),J J Slevin,0,S Doyle,5th,21 l,7,11-2,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Imagine (FR),J W Kennedy,0,G Elliott,4th,25 l,6,11-10,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Silent Approach (IRE),D E Mullins,0,C O'Keeffe,3rd,3 l,6,11-3,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Blood Destiny (FR),P Townend,0,W P Mullins,2nd,2 l,5,10-12t,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Spillane's Tower (IRE),M P Walsh,0,J J Mangan,1st,N/A,6,11-2,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Paidi's Passion (IRE),D J O'Keeffe,0,D M Christie,6th,25 l,8,10-9,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Monbeg Park (IRE),J J Slevin,0,S Doyle,5th,21 l,7,11-2,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Imagine (FR),J W Kennedy,0,G Elliott,4th,25 l,6,11-10,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Silent Approach (IRE),D E Mullins,0,C O'Keeffe,3rd,3 l,6,11-3,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Blood Destiny (FR),P Townend,0,W P Mullins,2nd,2 l,5,10-12t,-,True,98,23
N/A,N/A,13:05,Soft,2m 3f 146y,Spillane's Tower (IRE),M P Walsh,0,J J Mangan,1st,N/A,6,11-2,-,True,98,23
N/A,N/A,13:35,Soft,2m 157y,Fascile Mode (IRE),D E Mullins,0,T Mullins,NR,N/A,6,11-4,-,True,98,24
N/A,N/A,13:35,Soft,2m 157y,Lombron (FR),P Townend,0,W P Mullins,4th,3/4 l,5,11-4,-,True,98,24
N/A,N/A,13:35,Soft,2m 157y,James's Gate (IRE),J J Slevin,0,M Brassil,3rd,17 l,7,11-4t1,-,True,98,24
N/A,N/A,13:35,Soft,2m 157y,Jigoro (FR),J W Kennedy,0,G Elliott,2nd,7 l,5,11-4,-,True,98,24
N/A,N/A,13:35,Soft,2m 157y,Mystical Power (IRE),M P Walsh,0,W P Mullins,1st,N/A,5,11-4,-,True,98,24
N/A,N/A,13:35,Soft,2m 157y,Fascile Mode (IRE),D E Mullins,0,T Mullins,NR,N/A,6,11-4,-,True,98,24
N/A,N/A,13:35,Soft,2m 157y,Lombron (FR),P Townend,0,W P Mullins,4th,3/4 l,5,11-4,-,True,98,24
N/A,N/A,13:35,Soft,2m 157y,James's Gate (IRE),J J Slevin,0,M Brassil,3rd,17 l,7,11-4t1,-,True,98,24
N/A,N/A,13:35,Soft,2m 157y,Jigoro (FR),J W Kennedy,0,G Elliott,2nd,7 l,5,11-4,-,True,98,24
N/A,N/A,13:35,Soft,2m 157y,Mystical Power (IRE),M P Walsh,0,W P Mullins,1st,N/A,5,11-4,-,True,98,24
N/A,N/A,15:05,Soft,2m 3f 146y,Danesfort Mayfly (IRE),R J Condon,0,W J Lanigan,PU,N/A,7,11-0,86,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Knock On Steel (IRE),C Owens,4,R Donohoe,PU,N/A,11,11-9,95,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Filon D'oudairies (FR),C G O'Dwyer,2,J P Broderick,8th,18 l,9,11-11,97,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Mahlers Cove (IRE),M P O'Connor,0,J J Mangan,7th,3/4 l,7,11-6,92,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Huit Reflets (FR),T P Harney,4,Liz Doyle,6th,1 1/2 l,7,10-11p1,83,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Glenmalure Lodge (IRE),P J O'Hanlon,0,P J Rothwell,5th,1/2 l,10,11-0tp,86,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Everystep Oftheway (IRE),J I Duggan,4,O McKiernan,4th,5 l,6,11-4,90,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Captain Jimmy (IRE),P K Donovan,2,P G Kelly,3rd,Neck,11,11-8b,94,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Knocknagappagh (IRE),D J Gilligan,0,Peter Fahey,2nd,8 l,8,11-9p,95,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Easy Bucks,Shane Fenelon,4,J J Hanlon,1st,N/A,9,12-0,100,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Danesfort Mayfly (IRE),R J Condon,0,W J Lanigan,PU,N/A,7,11-0,86,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Knock On Steel (IRE),C Owens,4,R Donohoe,PU,N/A,11,11-9,95,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Filon D'oudairies (FR),C G O'Dwyer,2,J P Broderick,8th,18 l,9,11-11,97,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Mahlers Cove (IRE),M P O'Connor,0,J J Mangan,7th,3/4 l,7,11-6,92,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Huit Reflets (FR),T P Harney,4,Liz Doyle,6th,1 1/2 l,7,10-11p1,83,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Glenmalure Lodge (IRE),P J O'Hanlon,0,P J Rothwell,5th,1/2 l,10,11-0tp,86,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Everystep Oftheway (IRE),J I Duggan,4,O McKiernan,4th,5 l,6,11-4,90,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Captain Jimmy (IRE),P K Donovan,2,P G Kelly,3rd,Neck,11,11-8b,94,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Knocknagappagh (IRE),D J Gilligan,0,Peter Fahey,2nd,8 l,8,11-9p,95,True,98,27
N/A,N/A,15:05,Soft,2m 3f 146y,Easy Bucks,Shane Fenelon,4,J J Hanlon,1st,N/A,9,12-0,100,True,98,27
N/A,N/A,15:35,Soft ap Chase (Turf),2m 6f 148y,The Flier Begley (IRE),Mr S Connor,7,S R B Crawford,PU,N/A,9,11-12,123,True,98,28
N/A,N/A,15:35,Soft ap Chase (Turf),2m 6f 148y,Punitive (IRE),Mr H C Swan,5,G Elliott,PU,N/A,10,12-4b,129,True,98,28
N/A,N/A,15:35,Soft ap Chase (Turf),2m 6f 148y,Routine Excellence (IRE),Mr D G Lavery,0,G P Cromwell,4th,1/2 l,8,11-7b1,118,True,98,28
N/A,N/A,15:35,Soft ap Chase (Turf),2m 6f 148y,Young Dev (IRE),Mr J L Gleeson,5,D Hogan,3rd,15 l,10,11-8,119,True,98,28
N/A,N/A,15:35,Soft ap Chase (Turf),2m 6f 148y,Bonnie Kellie (IRE),Mr P A King,5,S Curling,2nd,6 l,7,11-7,118,True,98,28
N/A,N/A,15:35,Soft ap Chase (Turf),2m 6f 148y,Hardwired (IRE),Mr A Harvey,7,T M Walsh,1st,N/A,8,10-8tb,105,True,98,28
N/A,N/A,15:35,Soft ap Chase (Turf),2m 6f 148y,The Flier Begley (IRE),Mr S Connor,7,S R B Crawford,PU,N/A,9,11-12,123,True,98,28
N/A,N/A,15:35,Soft ap Chase (Turf),2m 6f 148y,Punitive (IRE),Mr H C Swan,5,G Elliott,PU,N/A,10,12-4b,129,True,98,28
