track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Papa Barns (IRE),P M O'Brien,0,J T R Dreaper,NR,N/A,7,10-0,81,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Road To The Weir (IRE),D Moloney,4,J Neilan,UR,N/A,8,10-8,89,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,I Don't Get It (IRE),P Byrnes,0,N McCluskey,17th,2 1/4 l,10,12-0b,109,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Zanjabeel,C Brassil,0,Stephanie Ocsko-Moore,16th,9 l,11,10-8tb,89,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Sundrenched (IRE),S O'Callaghan,2,J J Lambe,15th,46 l,9,11-2t,97,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Grivei (FR),E M O'Sullivan,4,E Griffin,14th,14 l,7,11-4t1,99,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Tony's Pet (FR),Anna McGuinness,4,J J Lambe,13th,2 3/4 l,7,11-0tp1,95,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Poppy Rose (IRE),P J O'Hanlon,0,S R B Crawford,12th,5 1/2 l,7,10-8,89,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Ballycallan King (IRE),S Cleary-Farrell,0,Barry J Fitzgerald,11th,5 1/2 l,7,11-13h,108,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Elusive Guy (IRE),P T Smithers,0,J P Fahey,10th,2 l,6,11-10,105,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Crafty Gael (IRE),T P Harney,0,R O'Sullivan,9th,2 l,5,11-2p,97,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Pana To Milan (IRE),D J Gilligan,0,M Winters,8th,1 1/4 l,6,10-6,87,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Young Darleen (IRE),M P O'Connor,0,R P Cody,7th,3/4 l,8,11-3h1,98,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Politicise (IRE),C P Millar,0,N Slevin,6th,8 l,8,11-7tp,102,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Butty O Brien (IRE),L A McKenna,0,P Magee,5th,Short Head,8,11-2,97,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Junot (IRE),M M McDonagh,0,M Winters,4th,1 1/2 l,5,10-6p,87,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Pride Of Place (IRE),A P Kelly,2,M Hourigan,3rd,1 1/2 l,5,11-9,104,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Circus Act (IRE),G Brouder,0,J Nash,2nd,Short Head,5,11-2b1,97,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,American Money (IRE),C Stone-Walsh,0,E & P Harty,1st,N/A,7,11-9,104,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Papa Barns (IRE),P M O'Brien,0,J T R Dreaper,NR,N/A,7,10-0,81,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Road To The Weir (IRE),D Moloney,4,J Neilan,UR,N/A,8,10-8,89,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,I Don't Get It (IRE),P Byrnes,0,N McCluskey,17th,2 1/4 l,10,12-0b,109,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Zanjabeel,C Brassil,0,Stephanie Ocsko-Moore,16th,9 l,11,10-8tb,89,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Sundrenched (IRE),S O'Callaghan,2,J J Lambe,15th,46 l,9,11-2t,97,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Grivei (FR),E M O'Sullivan,4,E Griffin,14th,14 l,7,11-4t1,99,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Tony's Pet (FR),Anna McGuinness,4,J J Lambe,13th,2 3/4 l,7,11-0tp1,95,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Poppy Rose (IRE),P J O'Hanlon,0,S R B Crawford,12th,5 1/2 l,7,10-8,89,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Ballycallan King (IRE),S Cleary-Farrell,0,Barry J Fitzgerald,11th,5 1/2 l,7,11-13h,108,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Elusive Guy (IRE),P T Smithers,0,J P Fahey,10th,2 l,6,11-10,105,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Crafty Gael (IRE),T P Harney,0,R O'Sullivan,9th,2 l,5,11-2p,97,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Pana To Milan (IRE),D J Gilligan,0,M Winters,8th,1 1/4 l,6,10-6,87,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Young Darleen (IRE),M P O'Connor,0,R P Cody,7th,3/4 l,8,11-3h1,98,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Politicise (IRE),C P Millar,0,N Slevin,6th,8 l,8,11-7tp,102,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Butty O Brien (IRE),L A McKenna,0,P Magee,5th,Short Head,8,11-2,97,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Junot (IRE),M M McDonagh,0,M Winters,4th,1 1/2 l,5,10-6p,87,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Pride Of Place (IRE),A P Kelly,2,M Hourigan,3rd,1 1/2 l,5,11-9,104,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,Circus Act (IRE),G Brouder,0,J Nash,2nd,Short Head,5,11-2b1,97,True,98,5
Naas Racing Results | 12th January 2024 15:12,N/A,15:12,Soft (Yielding In Places),2m 3f 24y,American Money (IRE),C Stone-Walsh,0,E & P Harty,1st,N/A,7,11-9,104,True,98,5
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Kelley Kapowski (IRE),Mr H C Swan,5,G Elliott,14th,19 l,4,11-3,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Call Back Tuesday,Miss A B O'Connor,3,A McCann,13th,29 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,I'm Flattered (IRE),P T Smithers,7,P Roche,12th,2 1/4 l,4,11-3,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Balovale (IRE),Niall Moore,7,E J O'Grady,11th,36 l,4,11-10h1,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Squire Darlin (IRE),Mr E Finegan,7,M Mulvany,10th,Neck,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Zazir (IRE),Mr J L Gleeson,5,D Hogan,9th,12 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,King In Love (FR),Mr D O'Connor,0,Mrs G O'Connor,8th,1 1/4 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Kaikoura (FR),Mr D G Lavery,0,J P Dempsey,7th,1 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Rose Boum (FR),Mr J W Hendrick,7,P Nolan,6th,1/2 l,4,11-3,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Paudie's Wings (IRE),Mr D Doyle,7,D H Kelly,5th,6 1/2 l,4,11-3,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Frogman (IRE),Mr E P O'Brien,5,R O'Brien,4th,13 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Colcannon (IRE),Mr Finn Tegetmeier,7,N Meade,3rd,1/2 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Wartime Leader (IRE),Mr P A King,5,P M J Doyle,2nd,1 1/2 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Shuttle Diplomacy (FR),Mr P W Mullins,0,T Cooper,1st,N/A,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Kelley Kapowski (IRE),Mr H C Swan,5,G Elliott,14th,19 l,4,11-3,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Call Back Tuesday,Miss A B O'Connor,3,A McCann,13th,29 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,I'm Flattered (IRE),P T Smithers,7,P Roche,12th,2 1/4 l,4,11-3,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Balovale (IRE),Niall Moore,7,E J O'Grady,11th,36 l,4,11-10h1,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Squire Darlin (IRE),Mr E Finegan,7,M Mulvany,10th,Neck,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Zazir (IRE),Mr J L Gleeson,5,D Hogan,9th,12 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,King In Love (FR),Mr D O'Connor,0,Mrs G O'Connor,8th,1 1/4 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Kaikoura (FR),Mr D G Lavery,0,J P Dempsey,7th,1 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Rose Boum (FR),Mr J W Hendrick,7,P Nolan,6th,1/2 l,4,11-3,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Paudie's Wings (IRE),Mr D Doyle,7,D H Kelly,5th,6 1/2 l,4,11-3,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Frogman (IRE),Mr E P O'Brien,5,R O'Brien,4th,13 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Colcannon (IRE),Mr Finn Tegetmeier,7,N Meade,3rd,1/2 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Wartime Leader (IRE),Mr P A King,5,P M J Doyle,2nd,1 1/2 l,4,11-10,-,True,98,6
Naas Racing Results | 12th January 2024 15:47,N/A,15:47,Soft (Yielding In Places)  Flat (Turf),2m,Shuttle Diplomacy (FR),Mr P W Mullins,0,T Cooper,1st,N/A,4,11-10,-,True,98,6
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Dabirsim Flyer (FR),J J G Ryan,0,F Birrane,10th,1 l,3,9-8tp1,66,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Elliott (IRE),K G Kennedy,7,M G Quinn,9th,2 1/4 l,3,9-3t1,61,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Relentless Flyer (IRE),C Geerdharry,7,E & P Harty,8th,Nose,3,8-11b,55,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Sophia Klimt (IRE),R M Mulligan,7,P Martin,7th,Nose,3,8-7t,51,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Sovereign City (IRE),W Joyce,0,D Bunyan & G O'Leary,6th,3/4 l,3,9-5b1,63,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Exceeding (IRE),J Coen,0,A Slattery,5th,3/4 l,3,10-1,73,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Bruce Lightning (IRE),J Kearney,0,P Martin,4th,Neck,3,10-0h,72,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Mary Shoelaces (IRE),P A Harnett,0,E & P Harty,3rd,1 1/4 l,3,9-12b,70,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,The Poacher Daly (IRE),H J Horgan,2,J P O'Brien,2nd,3/4 l,3,9-12,70,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Eddie G (IRE),C J MacRedmond,0,A McGuinness,1st,N/A,3,9-4,62,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Dabirsim Flyer (FR),J J G Ryan,0,F Birrane,10th,1 l,3,9-8tp1,66,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Elliott (IRE),K G Kennedy,7,M G Quinn,9th,2 1/4 l,3,9-3t1,61,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Relentless Flyer (IRE),C Geerdharry,7,E & P Harty,8th,Nose,3,8-11b,55,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Sophia Klimt (IRE),R M Mulligan,7,P Martin,7th,Nose,3,8-7t,51,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Sovereign City (IRE),W Joyce,0,D Bunyan & G O'Leary,6th,3/4 l,3,9-5b1,63,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Exceeding (IRE),J Coen,0,A Slattery,5th,3/4 l,3,10-1,73,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Bruce Lightning (IRE),J Kearney,0,P Martin,4th,Neck,3,10-0h,72,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Mary Shoelaces (IRE),P A Harnett,0,E & P Harty,3rd,1 1/4 l,3,9-12b,70,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,The Poacher Daly (IRE),H J Horgan,2,J P O'Brien,2nd,3/4 l,3,9-12,70,True,98,8
Dundalk Racing Results | 12th January 2024 16:10,N/A,16:10,Standard,6f,Eddie G (IRE),C J MacRedmond,0,A McGuinness,1st,N/A,3,9-4,62,True,98,8
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Wantoplantatree,Kyle Faulkner,10,E D Delany,14th,15 l,4,8-7h,61,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Coolcalmncollected,Siobhan Rutledge,3,Ciaran Murphy,13th,5 l,4,9-2,70,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Western Cape (IRE),N M Crosse,0,E McNamara,12th,1 1/2 l,4,8-7t,61,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Mulgrave (IRE),H J Horgan,7,J C McConnell,11th,Head,6,9-12ht,80,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Wayside Lady (IRE),R P Cleary,0,C W J Farrell,10th,Nose,4,8-7t,61,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Brains (IRE),R C Colgan,0,R Donohoe,9th,Short Head,8,9-11tb,79,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,El Bello,P A Harnett,5,D Hogan,8th,1/2 l,5,9-4b,72,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Eighty Eight (IRE),N G McCullagh,0,J Feane,7th,Head,5,8-13,67,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Prisoner's Dilemma,D W O'Connor,0,J F Levins,6th,1 1/4 l,8,10-2p,84,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Chica Power (IRE),W Joyce,5,C Collins,5th,3 l,6,8-7p,61,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Gobi Star (IRE),J Kearney,5,P Martin,4th,Neck,6,9-8tb,76,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Exquisite Acclaim (IRE),J J G Ryan,5,A McGuinness,3rd,1/2 l,5,9-7v,75,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Volatile Analyst (USA),C J MacRedmond,5,A McGuinness,2nd,Head,7,10-0,82,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Free Solo (IRE),K J Leonard,0,P J F Murphy,1st,N/A,7,9-7tp,75,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Wantoplantatree,Kyle Faulkner,10,E D Delany,14th,15 l,4,8-7h,61,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Coolcalmncollected,Siobhan Rutledge,3,Ciaran Murphy,13th,5 l,4,9-2,70,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Western Cape (IRE),N M Crosse,0,E McNamara,12th,1 1/2 l,4,8-7t,61,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Mulgrave (IRE),H J Horgan,7,J C McConnell,11th,Head,6,9-12ht,80,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Wayside Lady (IRE),R P Cleary,0,C W J Farrell,10th,Nose,4,8-7t,61,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Brains (IRE),R C Colgan,0,R Donohoe,9th,Short Head,8,9-11tb,79,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,El Bello,P A Harnett,5,D Hogan,8th,1/2 l,5,9-4b,72,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Eighty Eight (IRE),N G McCullagh,0,J Feane,7th,Head,5,8-13,67,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Prisoner's Dilemma,D W O'Connor,0,J F Levins,6th,1 1/4 l,8,10-2p,84,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Chica Power (IRE),W Joyce,5,C Collins,5th,3 l,6,8-7p,61,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Gobi Star (IRE),J Kearney,5,P Martin,4th,Neck,6,9-8tb,76,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Exquisite Acclaim (IRE),J J G Ryan,5,A McGuinness,3rd,1/2 l,5,9-7v,75,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Volatile Analyst (USA),C J MacRedmond,5,A McGuinness,2nd,Head,7,10-0,82,True,98,9
Dundalk Racing Results | 12th January 2024 16:45,N/A,16:45,Standard,7f,Free Solo (IRE),K J Leonard,0,P J F Murphy,1st,N/A,7,9-7tp,75,True,98,9
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Nerano (USA),S T McCullagh,3,J P O'Brien,NR,N/A,3,9-8t,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Puturhandstogether (IRE),G P Halpin,0,J P O'Brien,NR,N/A,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,My Mate Tony (IRE),A C Persse,7,J P O'Brien,14th,5 1/2 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Lorr's Girl (IRE),C D Maxwell,0,R Sweeney,13th,Head,3,9-3,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Highland Mist (IRE),P A Harnett,5,A Slattery,12th,Head,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Maxwell Smart (IRE),Alyse Jane Clarke,10,T G McCourt,11th,1 1/2 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Alex Belardo (IRE),D W O'Connor,0,J C McConnell,10th,Neck,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Artful Approach (IRE),J J G Ryan,5,J Davison,9th,1/2 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Jurality,J Kearney,5,D Bunyan & G O'Leary,8th,Head,3,9-8p1,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Card Shark (IRE),S B Kelly,0,J P Murtagh,7th,3/4 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,The Bear Trap (IRE),C J MacRedmond,5,J Geoghegan,6th,2 3/4 l,3,9-8p1,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,I Bid You Ajou (FR),R P Cleary,0,M O'Callaghan,5th,Head,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Nedita (IRE),R C Colgan,0,D Marnane,4th,3/4 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Currumbin (IRE),N M Crosse,0,John O'Donoghue,3rd,1 1/2 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Hoover Dam (IRE),S T McCullagh,3,L Comer,2nd,Neck,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Western City (USA),D E Sheehy,3,J P O'Brien,1st,N/A,3,9-8t1,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Nerano (USA),S T McCullagh,3,J P O'Brien,NR,N/A,3,9-8t,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Puturhandstogether (IRE),G P Halpin,0,J P O'Brien,NR,N/A,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,My Mate Tony (IRE),A C Persse,7,J P O'Brien,14th,5 1/2 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Lorr's Girl (IRE),C D Maxwell,0,R Sweeney,13th,Head,3,9-3,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Highland Mist (IRE),P A Harnett,5,A Slattery,12th,Head,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Maxwell Smart (IRE),Alyse Jane Clarke,10,T G McCourt,11th,1 1/2 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Alex Belardo (IRE),D W O'Connor,0,J C McConnell,10th,Neck,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Artful Approach (IRE),J J G Ryan,5,J Davison,9th,1/2 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Jurality,J Kearney,5,D Bunyan & G O'Leary,8th,Head,3,9-8p1,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Card Shark (IRE),S B Kelly,0,J P Murtagh,7th,3/4 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,The Bear Trap (IRE),C J MacRedmond,5,J Geoghegan,6th,2 3/4 l,3,9-8p1,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,I Bid You Ajou (FR),R P Cleary,0,M O'Callaghan,5th,Head,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Nedita (IRE),R C Colgan,0,D Marnane,4th,3/4 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Currumbin (IRE),N M Crosse,0,John O'Donoghue,3rd,1 1/2 l,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Hoover Dam (IRE),S T McCullagh,3,L Comer,2nd,Neck,3,9-8,-,True,98,10
Dundalk Racing Results | 12th January 2024 17:15,N/A,17:15,Standard,1m,Western City (USA),D E Sheehy,3,J P O'Brien,1st,N/A,3,9-8t1,-,True,98,10
