track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Takeachancejimmy (IRE),Keith Donoghue,0,Nigel Slevin,12th,Head,8,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Never Rains (IRE),Jack G. Gilligan,7,Jennifer Monaghan,11th,17 l,6,11-5h,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Shining Aitch,M. M. McDonagh,5,T. G. McCourt,10th,17 l,5,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Kalanisi Dubh (IRE),B. P. Kennedy,7,Seamus Fahey,9th,2 1/2 l,6,10-11,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Rioga Choice (IRE),Rachael Blackmore,0,Henry de Bromhead,8th,3 l,5,10-11,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Virtual Oscar (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,7th,3/4 l,7,11-4t,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Shona Mea (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,6th,2 3/4 l,5,11-5,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Favorite Moon (GER),Conor Orr,0,William Durkan,5th,Neck,5,11-12t,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Esperti (IRE),K. C. Sexton,0,Peter Fahey,4th,2 1/2 l,5,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Nevendon,S. D. Torrens,0,John McConnell,3rd,3 3/4 l,5,11-4,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,David Garrick (IRE),J. J. Slevin,0,Eddie & Patrick Harty,2nd,6 l,5,11-12t,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,The Friday Man,J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Eco Pete (IRE),R. Monaghan,7,John McConnell,UR,N/A,5,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Royal Admiral (IRE),C. G. O'Dwyer,7,R. K. Watson,PU,N/A,8,11-12tb,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Belsanndi (FR),Philip Donovan,5,E. J. O'Grady,PU,N/A,6,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Firstman (FR),Peter Carberry,0,A. J. Martin,13th,1 1/4 l,5,11-12t,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Takeachancejimmy (IRE),Keith Donoghue,0,Nigel Slevin,12th,Head,8,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Never Rains (IRE),Jack G. Gilligan,7,Jennifer Monaghan,11th,17 l,6,11-5h,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Shining Aitch,M. M. McDonagh,5,T. G. McCourt,10th,17 l,5,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Kalanisi Dubh (IRE),B. P. Kennedy,7,Seamus Fahey,9th,2 1/2 l,6,10-11,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Rioga Choice (IRE),Rachael Blackmore,0,Henry de Bromhead,8th,3 l,5,10-11,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Virtual Oscar (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,7th,3/4 l,7,11-4t,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Shona Mea (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,6th,2 3/4 l,5,11-5,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Favorite Moon (GER),Conor Orr,0,William Durkan,5th,Neck,5,11-12t,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Esperti (IRE),K. C. Sexton,0,Peter Fahey,4th,2 1/2 l,5,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Nevendon,S. D. Torrens,0,John McConnell,3rd,3 3/4 l,5,11-4,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,David Garrick (IRE),J. J. Slevin,0,Eddie & Patrick Harty,2nd,6 l,5,11-12t,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,The Friday Man,J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Family Business (IRE),Kieran Callaghan,7,Donal Coffey,PU,N/A,8,10-7h,115,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Play the Game (IRE),S. D. Torrens,0,John McConnell,F,N/A,9,11-1t,123,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Still Standing (IRE),Conor Orr,0,William Durkan,14th,21 l,7,10-9t,117,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Elegant Lass (IRE),D. J. O'Keeffe,0,T. Gibney,13th,4 1/2 l,7,10-8t,116,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,The Tide Turns,J. W. Kennedy,0,Gordon Elliott,12th,15 l,4,11-9t,135,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Vado Forte (FR),Jordan Colin Gainford,0,Gordon Elliott,11th,3 1/2 l,9,11-3,125,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Mandarin Monarch (IRE),Patrick O'Hanlon,5,Andrew McNamara,10th,2 1/2 l,9,10-10tp,118,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Molly Wedger (IRE),B. Hayes,0,Dermot P. O'Brien,9th,2 1/2 l,8,11-5,127,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,The Greek (IRE),Corey McGivern,7,Gordon Elliott,8th,4 l,6,10-10tp1,118,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Too Bright (IRE),B. J. Cooper,0,Noel Meade,7th,2 1/4 l,4,10-6t,118,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,All Those Years,M. P. Walsh,0,Charles Byrnes,6th,1/2 l,8,11-2,124,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Dark Spark (IRE),R. J. Condon,7,Michael Winters,5th,1 1/2 l,6,11-7p,129,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Rich Belief,Donagh Meyler,0,Karl Thornton,4th,1/2 l,5,11-6b,128,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,The Little Yank (IRE),Mr H. C. Swan,7,John Patrick Ryan,3rd,2 l,7,11-7,129,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Hidden Land (USA),L. P. Dempsey,0,Andrew Kinirons,2nd,4 1/2 l,5,11-0,122,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Anna Bunina (FR),S. Fitzgerald,3,John McConnell,1st,N/A,6,11-12t,134,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Family Business (IRE),Kieran Callaghan,7,Donal Coffey,PU,N/A,8,10-7h,115,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Play the Game (IRE),S. D. Torrens,0,John McConnell,F,N/A,9,11-1t,123,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Still Standing (IRE),Conor Orr,0,William Durkan,14th,21 l,7,10-9t,117,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Elegant Lass (IRE),D. J. O'Keeffe,0,T. Gibney,13th,4 1/2 l,7,10-8t,116,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,The Tide Turns,J. W. Kennedy,0,Gordon Elliott,12th,15 l,4,11-9t,135,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Vado Forte (FR),Jordan Colin Gainford,0,Gordon Elliott,11th,3 1/2 l,9,11-3,125,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Mandarin Monarch (IRE),Patrick O'Hanlon,5,Andrew McNamara,10th,2 1/2 l,9,10-10tp,118,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Molly Wedger (IRE),B. Hayes,0,Dermot P. O'Brien,9th,2 1/2 l,8,11-5,127,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,The Greek (IRE),Corey McGivern,7,Gordon Elliott,8th,4 l,6,10-10tp1,118,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Too Bright (IRE),B. J. Cooper,0,Noel Meade,7th,2 1/4 l,4,10-6t,118,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,All Those Years,M. P. Walsh,0,Charles Byrnes,6th,1/2 l,8,11-2,124,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Dark Spark (IRE),R. J. Condon,7,Michael Winters,5th,1 1/2 l,6,11-7p,129,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Rich Belief,Donagh Meyler,0,Karl Thornton,4th,1/2 l,5,11-6b,128,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,The Little Yank (IRE),Mr H. C. Swan,7,John Patrick Ryan,3rd,2 l,7,11-7,129,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Hidden Land (USA),L. P. Dempsey,0,Andrew Kinirons,2nd,4 1/2 l,5,11-0,122,True,6,32
Bellewstown Racing Results | 2nd July 2022 17:35,N/A,17:35,Good,2m 188y,Anna Bunina (FR),S. Fitzgerald,3,John McConnell,1st,N/A,6,11-12t,134,True,6,32
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Cool Croi (IRE),J. W. Kennedy,0,Gordon Elliott,NR,N/A,5,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Coole Og (IRE),P. Townend,0,W. P. Mullins,PU,N/A,6,11-7,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Hot As Pepper (IRE),Mr B. W. Harvey,7,John McConnell,11th,9 1/2 l,6,11-7t,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Bessy Bradley (IRE),Jack Foley,3,T. Gibney,10th,35 l,8,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Trishknowsbest (IRE),C. D. Maxwell,0,Andrew Lynch,9th,11 l,5,10-13h,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Borntobeyours (IRE),D. J. O'Keeffe,0,T. Gibney,8th,Head,7,10-13t,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Dalgan Park (IRE),Sean Flanagan,0,Peter Fahey,7th,3 1/2 l,6,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Pour The Wine (IRE),K. C. Sexton,0,Peter Fahey,6th,7 1/2 l,6,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Uppertown Mya (IRE),Gearoid Patrick Brouder,5,Mary E Doyle,5th,4 1/2 l,7,10-13p,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Kelly's Birr (IRE),D. E. Mullins,0,John Patrick Ryan,4th,4 1/4 l,5,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Rebel Rose (IRE),M. M. McDonagh,0,Mark Fahey,3rd,1/2 l,6,11-7,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Howaya C D And E (IRE),R. A. Doyle,0,Gerard Keane,2nd,6 1/2 l,7,11-7,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Elle Perfecta (IRE),S. Fitzgerald,3,Colm A. Murphy,1st,N/A,6,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Cool Croi (IRE),J. W. Kennedy,0,Gordon Elliott,NR,N/A,5,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Coole Og (IRE),P. Townend,0,W. P. Mullins,PU,N/A,6,11-7,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Hot As Pepper (IRE),Mr B. W. Harvey,7,John McConnell,11th,9 1/2 l,6,11-7t,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Bessy Bradley (IRE),Jack Foley,3,T. Gibney,10th,35 l,8,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Trishknowsbest (IRE),C. D. Maxwell,0,Andrew Lynch,9th,11 l,5,10-13h,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Borntobeyours (IRE),D. J. O'Keeffe,0,T. Gibney,8th,Head,7,10-13t,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Dalgan Park (IRE),Sean Flanagan,0,Peter Fahey,7th,3 1/2 l,6,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Pour The Wine (IRE),K. C. Sexton,0,Peter Fahey,6th,7 1/2 l,6,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Uppertown Mya (IRE),Gearoid Patrick Brouder,5,Mary E Doyle,5th,4 1/2 l,7,10-13p,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Kelly's Birr (IRE),D. E. Mullins,0,John Patrick Ryan,4th,4 1/4 l,5,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Rebel Rose (IRE),M. M. McDonagh,0,Mark Fahey,3rd,1/2 l,6,11-7,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Howaya C D And E (IRE),R. A. Doyle,0,Gerard Keane,2nd,6 1/2 l,7,11-7,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:10,N/A,18:10,Good,2m 4f,Elle Perfecta (IRE),S. Fitzgerald,3,Colm A. Murphy,1st,N/A,6,10-13,-,True,6,33
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Made In Pimlico (IRE),M. M. McDonagh,2,Brendan Duke,PU,N/A,5,11-11b,90,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Katlaur (IRE),Gearoid Patrick Brouder,2,Colin A. McBratney,PU,N/A,6,11-11tp,90,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Dazzling Dove,Jack Foley,0,T. Gibney,PU,N/A,7,11-8,87,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Dangan Des Champs (IRE),A. M. McCurtin,0,Robert Tyner,10th,44 l,7,11-6,85,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Western Dreaming (FR),C. Brassil,2,Mrs Jayne Hearne,9th,1 1/2 l,7,11-1,80,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Major Jim (IRE),Kieran Callaghan,4,Shane Nolan,8th,3/4 l,9,11-1tp1,80,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Eversosaucy (IRE),C. G. O'Dwyer,4,Conor O'Dwyer,7th,9 1/2 l,8,11-1tp,80,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Dicey Rylee (IRE),Patrick O'Hanlon,2,Mrs Gillian Callaghan,6th,17 l,6,11-8tp,87,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,For the Cause (IRE),S. Fitzgerald,0,John McConnell,5th,1 3/4 l,7,11-12t,91,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Repeat That (IRE),E. Walsh,0,Michael Butler,4th,Head,9,11-9,88,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Shantou Sisu (IRE),R. J. Condon,4,W. J. Lanigan,3rd,3 1/2 l,10,11-11,90,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Rossies Tara,G. B. Noonan,4,Mark McNiff,2nd,4 3/4 l,6,11-1t,80,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Penny Jar (IRE),Patrick Michael O'Brien,4,Patrick Downey,1st,N/A,6,11-3tp,82,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Made In Pimlico (IRE),M. M. McDonagh,2,Brendan Duke,PU,N/A,5,11-11b,90,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Katlaur (IRE),Gearoid Patrick Brouder,2,Colin A. McBratney,PU,N/A,6,11-11tp,90,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Dazzling Dove,Jack Foley,0,T. Gibney,PU,N/A,7,11-8,87,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Dangan Des Champs (IRE),A. M. McCurtin,0,Robert Tyner,10th,44 l,7,11-6,85,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Western Dreaming (FR),C. Brassil,2,Mrs Jayne Hearne,9th,1 1/2 l,7,11-1,80,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Major Jim (IRE),Kieran Callaghan,4,Shane Nolan,8th,3/4 l,9,11-1tp1,80,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Eversosaucy (IRE),C. G. O'Dwyer,4,Conor O'Dwyer,7th,9 1/2 l,8,11-1tp,80,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Dicey Rylee (IRE),Patrick O'Hanlon,2,Mrs Gillian Callaghan,6th,17 l,6,11-8tp,87,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,For the Cause (IRE),S. Fitzgerald,0,John McConnell,5th,1 3/4 l,7,11-12t,91,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Repeat That (IRE),E. Walsh,0,Michael Butler,4th,Head,9,11-9,88,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Shantou Sisu (IRE),R. J. Condon,4,W. J. Lanigan,3rd,3 1/2 l,10,11-11,90,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Rossies Tara,G. B. Noonan,4,Mark McNiff,2nd,4 3/4 l,6,11-1t,80,True,6,34
Bellewstown Racing Results | 2nd July 2022 18:40,N/A,18:40,Good,2m 4f,Penny Jar (IRE),Patrick Michael O'Brien,4,Patrick Downey,1st,N/A,6,11-3tp,82,True,6,34
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Ostaiocht (IRE),Patrick Michael O'Brien,4,Patrick Downey,PU,N/A,8,10-13tb,80,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Annie Iraya (IRE),S. Fitzgerald,0,Patrick Breen,11th,4 1/4 l,8,10-13b1,80,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Watermelon Girl (IRE),K. E. Buckley,2,John McConnell,10th,1 1/2 l,7,11-6,87,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Bold Hero (IRE),B. P. Kennedy,4,D. McNamara,9th,Neck,6,11-5,86,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Joyful Noise (IRE),Jack G. Gilligan,4,Gavin Patrick Cromwell,8th,Head,5,11-3,84,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Homard De Chausey (FR),Kieran Callaghan,4,Paul Nolan,7th,5 l,5,11-5,86,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Coolroe Lady (IRE),S. A. Mulcahy,4,Denis Hogan,6th,4 1/4 l,6,11-4,85,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Thebabyman (IRE),Shane Fenelon,4,Peter Croke,5th,8 1/2 l,5,11-4,85,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,No Way Pedro (IRE),R. J. Condon,4,Michael Butler,4th,2 1/4 l,8,10-13tb1,80,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Eaton Lady (IRE),C. G. O'Dwyer,4,Miss Kate McGivern,3rd,5 l,6,11-8,89,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Well Joey (IRE),Patrick O'Hanlon,2,Paul Stafford,2nd,1 1/2 l,11,11-13t,94,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Inforapenny (IRE),M. M. McDonagh,2,Mark Fahey,1st,N/A,6,11-10,91,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Ostaiocht (IRE),Patrick Michael O'Brien,4,Patrick Downey,PU,N/A,8,10-13tb,80,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Annie Iraya (IRE),S. Fitzgerald,0,Patrick Breen,11th,4 1/4 l,8,10-13b1,80,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Watermelon Girl (IRE),K. E. Buckley,2,John McConnell,10th,1 1/2 l,7,11-6,87,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Bold Hero (IRE),B. P. Kennedy,4,D. McNamara,9th,Neck,6,11-5,86,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Joyful Noise (IRE),Jack G. Gilligan,4,Gavin Patrick Cromwell,8th,Head,5,11-3,84,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Homard De Chausey (FR),Kieran Callaghan,4,Paul Nolan,7th,5 l,5,11-5,86,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Coolroe Lady (IRE),S. A. Mulcahy,4,Denis Hogan,6th,4 1/4 l,6,11-4,85,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Thebabyman (IRE),Shane Fenelon,4,Peter Croke,5th,8 1/2 l,5,11-4,85,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,No Way Pedro (IRE),R. J. Condon,4,Michael Butler,4th,2 1/4 l,8,10-13tb1,80,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Eaton Lady (IRE),C. G. O'Dwyer,4,Miss Kate McGivern,3rd,5 l,6,11-8,89,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Well Joey (IRE),Patrick O'Hanlon,2,Paul Stafford,2nd,1 1/2 l,11,11-13t,94,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:10,N/A,19:10,Good,2m 4f,Inforapenny (IRE),M. M. McDonagh,2,Mark Fahey,1st,N/A,6,11-10,91,True,6,35
Bellewstown Racing Results | 2nd July 2022 19:40,N/A,19:40,Good,3m,Military Hill (IRE),M. M. McDonagh,5,R. K. Watson,BD,N/A,9,11-4,99,True,6,36
Bellewstown Racing Results | 2nd July 2022 19:40,N/A,19:40,Good,3m,Yenillik (IRE),Rachael Blackmore,0,Harry Rogers,13th,10 l,6,11-5,100,True,6,36
Bellewstown Racing Results | 2nd July 2022 19:40,N/A,19:40,Good,3m,Hillsin (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,12th,2 3/4 l,4,10-8,96,True,6,36
Bellewstown Racing Results | 2nd July 2022 19:40,N/A,19:40,Good,3m,Ballycastle Girl (IRE),Jack G. Gilligan,7,Jennifer Monaghan,11th,2 1/4 l,10,11-7,102,True,6,36
Bellewstown Racing Results | 2nd July 2022 19:40,N/A,19:40,Good,3m,Double Jubilee (IRE),S. Fitzgerald,3,John Patrick Ryan,10th,9 l,8,11-3,98,True,6,36
Bellewstown Racing Results | 2nd July 2022 19:40,N/A,19:40,Good,3m,Alice O'byrne (IRE),Jack Foley,3,David Christie,9th,1 3/4 l,8,11-6,101,True,6,36
Bellewstown Racing Results | 2nd July 2022 19:40,N/A,19:40,Good,3m,Bentham (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,8th,3/4 l,8,12-0,109,True,6,36
