track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,Cahirdown Boy (IRE),D King,0,E McNamara,NR,N/A,9,11-3t,98,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,Lake Chad (IRE),Niall Moore,7,P Fenton,NR,N/A,9,11-9,104,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,UR,N/A,6,10-2p,83,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,Icee M B A (IRE),B Hayes,0,M Hourigan,PU,N/A,9,10-12,93,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,Harvey's Quay (IRE),M P Walsh,0,E J O'Grady,PU,N/A,8,12-0,109,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,Lucky Policy (IRE),Sam Ewing,0,P W Flynn,F,N/A,6,10-10tp1,91,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,Coole Arcade (IRE),T Joseph Kelly,7,C Coakley,5th,47 l,10,10-12tv,93,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,4th,2 l,6,10-0b,81,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,Kilashee (IRE),S Fitzgerald,0,J P Ryan,3rd,3 3/4 l,9,11-2,97,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,2nd,5 1/2 l,7,10-6tb1,87,True,135,14
Killarney Racing Results | 22nd August 2024 19:06,N/A,19:06,Good To Yielding,2m 4f 180y,King Ferdinand (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,1st,N/A,8,12-0t,109,True,135,14
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Lord Lackendarra (IRE),Ms S K Breen,7,P Breen,NR,N/A,6,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Rollthedicedoyen (IRE),Mr C Mullins,7,T Mullins,PU,N/A,5,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Vesper Sky (IRE),Mr D Doyle,7,P T Foley,11th,14 l,5,11-7,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Keep The Head (IRE),Mr Alan O'Sullivan,7,P T Foley,10th,15 l,6,11-7,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Peg Of The Hills (IRE),Mr D O'Connor,0,C O'Dwyer,9th,1/2 l,6,11-7t,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Diamond Jimmy (IRE),Mr L Burke-Ott,7,Miss J M Lee,8th,56 l,5,12-0t1,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Chanceawetmorning (IRE),Mr F Maguire,0,J J Hanlon,7th,13 l,4,11-11,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Amron Diamond (IRE),Mr R W Barron,5,J Motherway,6th,12 l,5,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Friary Road (IRE),Mr J H Williamson,7,T M Walsh,5th,3 l,4,11-11,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Sporting Glance (FR),Mr R James,7,C Collins,4th,1 3/4 l,5,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Steppingstone (FR),Mr P W Mullins,0,W P Mullins,3rd,4 1/4 l,6,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Aruntothequeen (IRE),Mr H C Swan,3,Mrs J Harrington,2nd,1 1/2 l,5,11-7,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Walk On The Beach (IRE),Mr J L Gleeson,5,J P O'Brien,1st,N/A,5,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Lord Lackendarra (IRE),Ms S K Breen,7,P Breen,NR,N/A,6,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Rollthedicedoyen (IRE),Mr C Mullins,7,T Mullins,PU,N/A,5,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Vesper Sky (IRE),Mr D Doyle,7,P T Foley,11th,14 l,5,11-7,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Keep The Head (IRE),Mr Alan O'Sullivan,7,P T Foley,10th,15 l,6,11-7,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Peg Of The Hills (IRE),Mr D O'Connor,0,C O'Dwyer,9th,1/2 l,6,11-7t,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Diamond Jimmy (IRE),Mr L Burke-Ott,7,Miss J M Lee,8th,56 l,5,12-0t1,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Chanceawetmorning (IRE),Mr F Maguire,0,J J Hanlon,7th,13 l,4,11-11,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Amron Diamond (IRE),Mr R W Barron,5,J Motherway,6th,12 l,5,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Friary Road (IRE),Mr J H Williamson,7,T M Walsh,5th,3 l,4,11-11,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Sporting Glance (FR),Mr R James,7,C Collins,4th,1 3/4 l,5,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Steppingstone (FR),Mr P W Mullins,0,W P Mullins,3rd,4 1/4 l,6,12-0,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Aruntothequeen (IRE),Mr H C Swan,3,Mrs J Harrington,2nd,1 1/2 l,5,11-7,-,True,135,15
Killarney Racing Results | 22nd August 2024 20:06,N/A,20:06,Yielding,2m 1f,Walk On The Beach (IRE),Mr J L Gleeson,5,J P O'Brien,1st,N/A,5,12-0,-,True,135,15
N/A,N/A,16:50,Good,7f 30y,Eastern Peace (IRE),R C Colgan,0,C Timmons,NR,N/A,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Annie M (IRE),Adam Caffrey,3,A McGuinness,11th,2 1/4 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Escorpio (IRE),R P Whelan,0,A McGuinness,10th,6 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Aiyana Rose (IRE),N M Crosse,0,John O'Donoghue,9th,1 3/4 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Native Verse (IRE),W J Lee,0,W McCreery,8th,2 l,2,9-2h1,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Sweet Chariot (IRE),J Cleary,7,A P O'Brien,7th,1 1/4 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Its All Peachy (IRE),L F Roche,0,M O'Callaghan,6th,3 1/4 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Vanderbilt House (IRE),B M Coen,0,J P Murtagh,5th,1/2 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Icona (IRE),D McMonagle,0,J P O'Brien,4th,1 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Proxima Centauri (IRE),S Foley,0,Mrs J Harrington,3rd,Neck,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Indigo Dream,G F Carroll,0,R O'Sullivan,2nd,3 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Chantez (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Eastern Peace (IRE),R C Colgan,0,C Timmons,NR,N/A,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Annie M (IRE),Adam Caffrey,3,A McGuinness,11th,2 1/4 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Escorpio (IRE),R P Whelan,0,A McGuinness,10th,6 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Aiyana Rose (IRE),N M Crosse,0,John O'Donoghue,9th,1 3/4 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Native Verse (IRE),W J Lee,0,W McCreery,8th,2 l,2,9-2h1,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Sweet Chariot (IRE),J Cleary,7,A P O'Brien,7th,1 1/4 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Its All Peachy (IRE),L F Roche,0,M O'Callaghan,6th,3 1/4 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Vanderbilt House (IRE),B M Coen,0,J P Murtagh,5th,1/2 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Icona (IRE),D McMonagle,0,J P O'Brien,4th,1 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Proxima Centauri (IRE),S Foley,0,Mrs J Harrington,3rd,Neck,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Indigo Dream,G F Carroll,0,R O'Sullivan,2nd,3 l,2,9-2,-,True,135,16
N/A,N/A,16:50,Good,7f 30y,Chantez (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,135,16
N/A,N/A,17:25,Good,7f 30y,Whywhywhy Delilah,N M Crosse,0,D Marnane,NR,N/A,2,9-2,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Expert Analysis (IRE),G P Halpin,0,W Ross,NR,N/A,2,9-3,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Goddaughter (IRE),C D Maxwell,0,T G McCourt,NR,N/A,2,8-12,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Smooth,N G McCullagh,0,Charles Weld,18th,Head,2,8-8,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Dr Ali (IRE),J J G Ryan,5,G M Lyons,17th,1 1/2 l,2,9-7,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Amazing Maisie (IRE),D McMonagle,0,J P O'Brien,16th,Nose,2,9-4b,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Withoutfurtherado (IRE),R C Colgan,0,Miss Jennifer Anne Lynch,15th,2 l,2,9-7,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Undefeatable (IRE),Adam Caffrey,3,K Smith,14th,1 1/2 l,2,8-13,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Tortola (IRE),C D Hayes,0,J Halley,13th,3/4 l,2,9-2,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Admiral Halsey (IRE),B M Coen,0,N Meade,12th,3/4 l,2,9-5,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Mythical Reel (IRE),S Foley,0,T Mullins,11th,3/4 l,2,9-5,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Wonderfulwonderful (IRE),Siobhan Rutledge,3,J C McConnell,10th,1/2 l,2,8-8,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Glyndwr (IRE),C T Keane,0,G M Lyons,9th,1/2 l,2,9-5,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Edergole's Angel (IRE),W J Lee,0,W McCreery,8th,Neck,2,9-2,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Searcog (IRE),W Joyce,5,P Magee,7th,Head,2,8-8,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Fivefortwo,R P Whelan,0,M Halford & T Collins,6th,1/2 l,2,9-1,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Thoughts'n Prayers (IRE),J M Sheridan,0,J A Stack,5th,Neck,2,9-4,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Invincibletomorrow (IRE),G F Carroll,0,G P Cromwell,4th,1 l,2,9-7,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Red Scarlet (IRE),D P McDonogh,0,R P Cody,3rd,Head,2,9-2,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Berto Ramirez,L T McAteer,0,D Marnane,2nd,1/2 l,2,9-9,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Heishybrid,J A Powell,3,N Meade,1st,N/A,2,9-5p1,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Whywhywhy Delilah,N M Crosse,0,D Marnane,NR,N/A,2,9-2,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Expert Analysis (IRE),G P Halpin,0,W Ross,NR,N/A,2,9-3,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Goddaughter (IRE),C D Maxwell,0,T G McCourt,NR,N/A,2,8-12,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Smooth,N G McCullagh,0,Charles Weld,18th,Head,2,8-8,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Dr Ali (IRE),J J G Ryan,5,G M Lyons,17th,1 1/2 l,2,9-7,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Amazing Maisie (IRE),D McMonagle,0,J P O'Brien,16th,Nose,2,9-4b,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Withoutfurtherado (IRE),R C Colgan,0,Miss Jennifer Anne Lynch,15th,2 l,2,9-7,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Undefeatable (IRE),Adam Caffrey,3,K Smith,14th,1 1/2 l,2,8-13,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Tortola (IRE),C D Hayes,0,J Halley,13th,3/4 l,2,9-2,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Admiral Halsey (IRE),B M Coen,0,N Meade,12th,3/4 l,2,9-5,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Mythical Reel (IRE),S Foley,0,T Mullins,11th,3/4 l,2,9-5,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Wonderfulwonderful (IRE),Siobhan Rutledge,3,J C McConnell,10th,1/2 l,2,8-8,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Glyndwr (IRE),C T Keane,0,G M Lyons,9th,1/2 l,2,9-5,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Edergole's Angel (IRE),W J Lee,0,W McCreery,8th,Neck,2,9-2,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Searcog (IRE),W Joyce,5,P Magee,7th,Head,2,8-8,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Fivefortwo,R P Whelan,0,M Halford & T Collins,6th,1/2 l,2,9-1,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Thoughts'n Prayers (IRE),J M Sheridan,0,J A Stack,5th,Neck,2,9-4,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Invincibletomorrow (IRE),G F Carroll,0,G P Cromwell,4th,1 l,2,9-7,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Red Scarlet (IRE),D P McDonogh,0,R P Cody,3rd,Head,2,9-2,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Berto Ramirez,L T McAteer,0,D Marnane,2nd,1/2 l,2,9-9,-,True,135,17
N/A,N/A,17:25,Good,7f 30y,Heishybrid,J A Powell,3,N Meade,1st,N/A,2,9-5p1,-,True,135,17
N/A,N/A,17:55,Good,7f 30y,Badda Bing (IRE),L T McAteer,0,J Halley,18th,33 l,3,9-6,67,True,135,18
N/A,N/A,17:55,Good,7f 30y,Kansai (IRE),D McMonagle,0,M O'Callaghan,17th,3 l,3,9-7t1,68,True,135,18
N/A,N/A,17:55,Good,7f 30y,Fivecromwellplace (IRE),N M Crosse,0,P F McEnery,16th,3/4 l,3,9-5b,66,True,135,18
N/A,N/A,17:55,Good,7f 30y,Platino Bianco (IRE),R C Colgan,0,C Timmons,15th,1 3/4 l,3,9-0ht,61,True,135,18
N/A,N/A,17:55,Good,7f 30y,Cornahilt Soldier (IRE),Adam Caffrey,3,K Smith,14th,1/2 l,3,9-9t,70,True,135,18
N/A,N/A,17:55,Good,7f 30y,Ace In The Pack (IRE),J Cleary,7,K Prendergast,13th,2 3/4 l,3,9-0,61,True,135,18
N/A,N/A,17:55,Good,7f 30y,Glen Princess (IRE),P McGettigan,10,J P Murtagh,12th,Short Head,3,10-1t,76,True,135,18
N/A,N/A,17:55,Good,7f 30y,Enchanted Garden (IRE),R P Cleary,0,A Mullins,11th,4 l,3,9-11,72,True,135,18
N/A,N/A,17:55,Good,7f 30y,Si Senior (IRE),J J G Ryan,5,P Magee,10th,Neck,3,9-6t,67,True,135,18
N/A,N/A,17:55,Good,7f 30y,Sirene Success (IRE),B M Coen,0,K J Condon,9th,Short Head,3,9-0,61,True,135,18
N/A,N/A,17:55,Good,7f 30y,An Mhi Abu (IRE),C D Hayes,0,G P Cromwell,8th,1/2 l,3,9-10t1,71,True,135,18
N/A,N/A,17:55,Good,7f 30y,Kiki Roberts (IRE),C T Keane,0,N Meade,7th,1/2 l,3,9-3,64,True,135,18
N/A,N/A,17:55,Good,7f 30y,Land Lover,D S O'Sullivan,10,D Hogan,6th,1 1/4 l,3,9-2b,63,True,135,18
N/A,N/A,17:55,Good,7f 30y,Eddie G (IRE),C J MacRedmond,5,A McGuinness,5th,Short Head,3,9-9,70,True,135,18
N/A,N/A,17:55,Good,7f 30y,Avatar Jet (IRE),G F Carroll,0,M Fahey,4th,1/2 l,3,9-8t1,69,True,135,18
N/A,N/A,17:55,Good,7f 30y,Glamorously (IRE),S Foley,0,Mrs J Harrington,3rd,Neck,3,9-5p,66,True,135,18
N/A,N/A,17:55,Good,7f 30y,Surpass And Shine (IRE),W J Lee,0,P J Flynn,2nd,1/2 l,3,9-1,62,True,135,18
N/A,N/A,17:55,Good,7f 30y,Perfect Judgement (IRE),R P Whelan,0,J Davison,1st,N/A,3,9-8p,69,True,135,18
N/A,N/A,17:55,Good,7f 30y,Badda Bing (IRE),L T McAteer,0,J Halley,18th,33 l,3,9-6,67,True,135,18
N/A,N/A,17:55,Good,7f 30y,Kansai (IRE),D McMonagle,0,M O'Callaghan,17th,3 l,3,9-7t1,68,True,135,18
N/A,N/A,17:55,Good,7f 30y,Fivecromwellplace (IRE),N M Crosse,0,P F McEnery,16th,3/4 l,3,9-5b,66,True,135,18
N/A,N/A,17:55,Good,7f 30y,Platino Bianco (IRE),R C Colgan,0,C Timmons,15th,1 3/4 l,3,9-0ht,61,True,135,18
N/A,N/A,17:55,Good,7f 30y,Cornahilt Soldier (IRE),Adam Caffrey,3,K Smith,14th,1/2 l,3,9-9t,70,True,135,18
N/A,N/A,17:55,Good,7f 30y,Ace In The Pack (IRE),J Cleary,7,K Prendergast,13th,2 3/4 l,3,9-0,61,True,135,18
N/A,N/A,17:55,Good,7f 30y,Glen Princess (IRE),P McGettigan,10,J P Murtagh,12th,Short Head,3,10-1t,76,True,135,18
N/A,N/A,17:55,Good,7f 30y,Enchanted Garden (IRE),R P Cleary,0,A Mullins,11th,4 l,3,9-11,72,True,135,18
N/A,N/A,17:55,Good,7f 30y,Si Senior (IRE),J J G Ryan,5,P Magee,10th,Neck,3,9-6t,67,True,135,18
N/A,N/A,17:55,Good,7f 30y,Sirene Success (IRE),B M Coen,0,K J Condon,9th,Short Head,3,9-0,61,True,135,18
N/A,N/A,17:55,Good,7f 30y,An Mhi Abu (IRE),C D Hayes,0,G P Cromwell,8th,1/2 l,3,9-10t1,71,True,135,18
N/A,N/A,17:55,Good,7f 30y,Kiki Roberts (IRE),C T Keane,0,N Meade,7th,1/2 l,3,9-3,64,True,135,18
N/A,N/A,17:55,Good,7f 30y,Land Lover,D S O'Sullivan,10,D Hogan,6th,1 1/4 l,3,9-2b,63,True,135,18
N/A,N/A,17:55,Good,7f 30y,Eddie G (IRE),C J MacRedmond,5,A McGuinness,5th,Short Head,3,9-9,70,True,135,18
N/A,N/A,17:55,Good,7f 30y,Avatar Jet (IRE),G F Carroll,0,M Fahey,4th,1/2 l,3,9-8t1,69,True,135,18
N/A,N/A,17:55,Good,7f 30y,Glamorously (IRE),S Foley,0,Mrs J Harrington,3rd,Neck,3,9-5p,66,True,135,18
N/A,N/A,17:55,Good,7f 30y,Surpass And Shine (IRE),W J Lee,0,P J Flynn,2nd,1/2 l,3,9-1,62,True,135,18
N/A,N/A,17:55,Good,7f 30y,Perfect Judgement (IRE),R P Whelan,0,J Davison,1st,N/A,3,9-8p,69,True,135,18
N/A,N/A,18:25,Good,1m 6f,Brosna Town (IRE),C D Hayes,0,D K Weld,8th,14 l,3,9-7t1,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Emphasis (IRE),M Crehan,0,A P O'Brien,7th,3 3/4 l,3,9-7b,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Birdman (IRE),C T Keane,0,Mrs J Harrington,6th,8 l,3,9-7,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Lady Doris (IRE),G M Ryan,0,Donnacha O'Brien,5th,1 1/2 l,3,9-2,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Aeronautic (IRE),D McMonagle,0,J P O'Brien,4th,1 1/4 l,3,9-7t,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Barnso,W J Lee,0,N Lupini,3rd,1/2 l,3,9-7,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Kinesiology,S Foley,0,Mrs J Harrington,2nd,N/A,3,9-7,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Chemistry (IRE),D P McDonogh,0,A P O'Brien,1st,Neck,3,9-7b,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Brosna Town (IRE),C D Hayes,0,D K Weld,8th,14 l,3,9-7t1,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Emphasis (IRE),M Crehan,0,A P O'Brien,7th,3 3/4 l,3,9-7b,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Birdman (IRE),C T Keane,0,Mrs J Harrington,6th,8 l,3,9-7,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Lady Doris (IRE),G M Ryan,0,Donnacha O'Brien,5th,1 1/2 l,3,9-2,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Aeronautic (IRE),D McMonagle,0,J P O'Brien,4th,1 1/4 l,3,9-7t,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Barnso,W J Lee,0,N Lupini,3rd,1/2 l,3,9-7,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Kinesiology,S Foley,0,Mrs J Harrington,2nd,N/A,3,9-7,-,True,135,19
N/A,N/A,18:25,Good,1m 6f,Chemistry (IRE),D P McDonogh,0,A P O'Brien,1st,Neck,3,9-7b,-,True,135,19
N/A,N/A,18:55,Good,1m 1f,Latin (IRE),K J Leonard,0,D Hogan,15th,2 1/4 l,3,8-7tp1,66,True,135,20
N/A,N/A,18:55,Good,1m 1f,Enough Already,C J MacRedmond,5,A McGuinness,14th,Neck,8,9-8,74,True,135,20
N/A,N/A,18:55,Good,1m 1f,Pearl Of Australia (IRE),J A Powell,3,N Meade,13th,Short Head,4,9-9t1,75,True,135,20
N/A,N/A,18:55,Good,1m 1f,Victor's Choice (IRE),M W Hassett,5,A Murray,12th,Neck,3,9-1,74,True,135,20
N/A,N/A,18:55,Good,1m 1f,Chavajod,P A Harnett,5,D P Coakley,11th,3/4 l,6,9-7v,73,True,135,20
N/A,N/A,18:55,Good,1m 1f,It'sonlyjustbegun (IRE),K G Kennedy,7,Mrs J Harrington,10th,Neck,3,9-3,76,True,135,20
N/A,N/A,18:55,Good,1m 1f,Beauparc (IRE),J J G Ryan,5,G Keane,9th,Neck,4,9-1,67,True,135,20
N/A,N/A,18:55,Good,1m 1f,Complete Fiction (IRE),S T McCullagh,3,J P Fahey,8th,Nose,7,9-8p,74,True,135,20
N/A,N/A,18:55,Good,1m 1f,Hurricane Helen,R C Colgan,0,C Timmons,7th,2 l,6,9-1,67,True,135,20
N/A,N/A,18:55,Good,1m 1f,Pier Pressure (FR),Amy Jo Hayes,7,G M Lyons,6th,Short Head,4,10-2,82,True,135,20
N/A,N/A,18:55,Good,1m 1f,Alabama Calling (IRE),L T McAteer,0,D Marnane,5th,Short Head,3,9-3p1,76,True,135,20
N/A,N/A,18:55,Good,1m 1f,Reclaim,W Joyce,5,J Feane,4th,1 1/4 l,4,8-7,59,True,135,20
N/A,N/A,18:55,Good,1m 1f,Sli Na Ghealai (IRE),R P Cleary,0,J S Bolger,3rd,3/4 l,3,9-5,78,True,135,20
N/A,N/A,18:55,Good,1m 1f,Arch Enemy (IRE),J M Sheridan,0,P Magee,2nd,2 3/4 l,5,8-13,65,True,135,20
N/A,N/A,18:55,Good,1m 1f,Walhaan (IRE),D S O'Sullivan,10,Ciaran Murphy,1st,N/A,8,9-13t,79,True,135,20
N/A,N/A,18:55,Good,1m 1f,Latin (IRE),K J Leonard,0,D Hogan,15th,2 1/4 l,3,8-7tp1,66,True,135,20
N/A,N/A,18:55,Good,1m 1f,Enough Already,C J MacRedmond,5,A McGuinness,14th,Neck,8,9-8,74,True,135,20
N/A,N/A,18:55,Good,1m 1f,Pearl Of Australia (IRE),J A Powell,3,N Meade,13th,Short Head,4,9-9t1,75,True,135,20
N/A,N/A,18:55,Good,1m 1f,Victor's Choice (IRE),M W Hassett,5,A Murray,12th,Neck,3,9-1,74,True,135,20
N/A,N/A,18:55,Good,1m 1f,Chavajod,P A Harnett,5,D P Coakley,11th,3/4 l,6,9-7v,73,True,135,20
N/A,N/A,18:55,Good,1m 1f,It'sonlyjustbegun (IRE),K G Kennedy,7,Mrs J Harrington,10th,Neck,3,9-3,76,True,135,20
N/A,N/A,18:55,Good,1m 1f,Beauparc (IRE),J J G Ryan,5,G Keane,9th,Neck,4,9-1,67,True,135,20
N/A,N/A,18:55,Good,1m 1f,Complete Fiction (IRE),S T McCullagh,3,J P Fahey,8th,Nose,7,9-8p,74,True,135,20
N/A,N/A,18:55,Good,1m 1f,Hurricane Helen,R C Colgan,0,C Timmons,7th,2 l,6,9-1,67,True,135,20
N/A,N/A,18:55,Good,1m 1f,Pier Pressure (FR),Amy Jo Hayes,7,G M Lyons,6th,Short Head,4,10-2,82,True,135,20
N/A,N/A,18:55,Good,1m 1f,Alabama Calling (IRE),L T McAteer,0,D Marnane,5th,Short Head,3,9-3p1,76,True,135,20
N/A,N/A,18:55,Good,1m 1f,Reclaim,W Joyce,5,J Feane,4th,1 1/4 l,4,8-7,59,True,135,20
