track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,16:00,Heavy,2m,Bynx (IRE),L A McKenna,2,M Hassett,UR,N/A,6,11-5,112,True,99,34
N/A,N/A,16:00,Heavy,2m,Action Motion (IRE),D King,0,D Hogan,6th,3/4 l,5,11-6tp,113,True,99,34
N/A,N/A,16:00,Heavy,2m,Whateys Quest (IRE),P Byrnes,0,C Byrnes,5th,1 1/2 l,6,10-9,102,True,99,34
N/A,N/A,16:00,Heavy,2m,Nathan Wells,D J Gilligan,0,G Elliott,4th,3 3/4 l,5,11-3,110,True,99,34
N/A,N/A,16:00,Heavy,2m,Don't Talk (GER),G Brouder,0,K Thornton,3rd,10 l,7,11-1t,108,True,99,34
N/A,N/A,16:00,Heavy,2m,Billy Lee Swagger (IRE),J P O'Sullivan,0,P J Rothwell,2nd,Head,5,10-4,97,True,99,34
N/A,N/A,16:00,Heavy,2m,Champagne Platinum (IRE),L Donnelly,4,E Bolger,1st,N/A,10,11-12,119,True,99,34
N/A,N/A,16:00,Heavy,2m,Ca Plane Pour Moi (IRE),Sarah Kavanagh,4,Colm Murphy,NR,N/A,6,10-11,104,True,99,34
N/A,N/A,16:00,Heavy,2m,Big Island (IRE),R J Condon,2,W J Lanigan,NR,N/A,7,11-2,109,True,99,34
N/A,N/A,16:00,Heavy,2m,Bynx (IRE),L A McKenna,2,M Hassett,UR,N/A,6,11-5,112,True,99,34
N/A,N/A,16:00,Heavy,2m,Action Motion (IRE),D King,0,D Hogan,6th,3/4 l,5,11-6tp,113,True,99,34
N/A,N/A,16:00,Heavy,2m,Whateys Quest (IRE),P Byrnes,0,C Byrnes,5th,1 1/2 l,6,10-9,102,True,99,34
N/A,N/A,16:00,Heavy,2m,Nathan Wells,D J Gilligan,0,G Elliott,4th,3 3/4 l,5,11-3,110,True,99,34
N/A,N/A,16:00,Heavy,2m,Don't Talk (GER),G Brouder,0,K Thornton,3rd,10 l,7,11-1t,108,True,99,34
N/A,N/A,16:00,Heavy,2m,Billy Lee Swagger (IRE),J P O'Sullivan,0,P J Rothwell,2nd,Head,5,10-4,97,True,99,34
N/A,N/A,16:00,Heavy,2m,Champagne Platinum (IRE),L Donnelly,4,E Bolger,1st,N/A,10,11-12,119,True,99,34
N/A,N/A,16:30,Heavy,2m,Pavilion End,Non Runner,0,C O'Brien,NR,N/A,4,11-10,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Beautiful Beauty (IRE),Mr D J Walsh,7,Brendan Walsh,6th,99 l,4,11-3,-,True,99,35
N/A,N/A,16:30,Heavy,2m,It's A Blue Moon (IRE),Mr J H Williamson,7,G Elliott,5th,40 l,4,11-10,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Stateofenlightment (IRE),Mr P J Cody,7,R P Cody,4th,8 l,4,11-10,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Real Empire,Mr Paddy Hanlon,7,J J Hanlon,3rd,3 1/4 l,4,11-10h1,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Harry's Dream (IRE),Miss P Elvin,7,P J Rothwell,2nd,8 l,4,11-10,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Samyr (FR),Mr J L Gleeson,5,J P O'Brien,1st,N/A,4,11-10t1,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Pavilion End,Non Runner,0,C O'Brien,NR,N/A,4,11-10,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Beautiful Beauty (IRE),Mr D J Walsh,7,Brendan Walsh,6th,99 l,4,11-3,-,True,99,35
N/A,N/A,16:30,Heavy,2m,It's A Blue Moon (IRE),Mr J H Williamson,7,G Elliott,5th,40 l,4,11-10,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Stateofenlightment (IRE),Mr P J Cody,7,R P Cody,4th,8 l,4,11-10,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Real Empire,Mr Paddy Hanlon,7,J J Hanlon,3rd,3 1/4 l,4,11-10h1,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Harry's Dream (IRE),Miss P Elvin,7,P J Rothwell,2nd,8 l,4,11-10,-,True,99,35
N/A,N/A,16:30,Heavy,2m,Samyr (FR),Mr J L Gleeson,5,J P O'Brien,1st,N/A,4,11-10t1,-,True,99,35
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Zig Zag Zyggy (IRE),C J MacRedmond,5,A McGuinness,NR,N/A,9,8-13v,47,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Autumnal Breeze (IRE),J M Sheridan,0,D Hogan,14th,3/4 l,4,9-12,60,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Haumea (IRE),R Donaghue-Leahy,10,P J Flynn,13th,12 l,3,9-2,65,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Adams Barbour (IRE),R P Cleary,0,L Smyth,12th,3/4 l,7,9-2tb,50,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Nearly A Gonna,R P Whelan,0,H D McGuigan,11th,1 l,7,10-2,64,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Betrayed,G P Halpin,0,L Breen,10th,Nose,6,8-13tb,47,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Astral Beat (IRE),J A Heffernan,0,L Smyth,9th,Neck,5,9-5tb,53,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Stopitnowjulia (IRE),W Joyce,5,A A Howard,8th,1 1/2 l,3,8-7,53,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Reinforce (IRE),S Foley,0,Daniel Murphy,7th,Neck,4,9-12,60,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,No Speed Limit (FR),K J Leonard,0,P J McKenna,6th,1/2 l,9,9-13v,61,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Havana Notion,H J Horgan,5,J Feane,5th,1/2 l,4,9-13,61,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,My Girl Sioux (IRE),D P McDonogh,0,A Slattery,4th,3/4 l,4,8-13p1,47,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Bonny Power (IRE),W J Lee,0,E Lynam,3rd,1 1/2 l,4,9-7,55,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Below Deck (IRE),O McSweeney,5,L Comer,2nd,Nose,4,9-2p,50,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Phil's Dream (IRE),D W O'Connor,0,J C McConnell,1st,N/A,4,9-3tv,51,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Zig Zag Zyggy (IRE),C J MacRedmond,5,A McGuinness,NR,N/A,9,8-13v,47,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Autumnal Breeze (IRE),J M Sheridan,0,D Hogan,14th,3/4 l,4,9-12,60,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Haumea (IRE),R Donaghue-Leahy,10,P J Flynn,13th,12 l,3,9-2,65,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Adams Barbour (IRE),R P Cleary,0,L Smyth,12th,3/4 l,7,9-2tb,50,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Nearly A Gonna,R P Whelan,0,H D McGuigan,11th,1 l,7,10-2,64,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Betrayed,G P Halpin,0,L Breen,10th,Nose,6,8-13tb,47,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Astral Beat (IRE),J A Heffernan,0,L Smyth,9th,Neck,5,9-5tb,53,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Stopitnowjulia (IRE),W Joyce,5,A A Howard,8th,1 1/2 l,3,8-7,53,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Reinforce (IRE),S Foley,0,Daniel Murphy,7th,Neck,4,9-12,60,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,No Speed Limit (FR),K J Leonard,0,P J McKenna,6th,1/2 l,9,9-13v,61,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Havana Notion,H J Horgan,5,J Feane,5th,1/2 l,4,9-13,61,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,My Girl Sioux (IRE),D P McDonogh,0,A Slattery,4th,3/4 l,4,8-13p1,47,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Bonny Power (IRE),W J Lee,0,E Lynam,3rd,1 1/2 l,4,9-7,55,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Below Deck (IRE),O McSweeney,5,L Comer,2nd,Nose,4,9-2p,50,True,99,36
Dundalk Racing Results | 26th January 2024 16:00,N/A,16:00,Standard,5f,Phil's Dream (IRE),D W O'Connor,0,J C McConnell,1st,N/A,4,9-3tv,51,True,99,36
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Quick Blessing (IRE),W Joyce,5,C Moore,14th,5 1/2 l,4,9-11t,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Liquid Metric,R P Whelan,0,A McCann,13th,1 1/2 l,5,10-2tb,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Chica Linda (IRE),G M Ryan,0,M Fahey,12th,1/2 l,4,9-3p,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,North Dorset,K G Kennedy,7,Mrs J Harrington,11th,1 1/2 l,4,9-5t1,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Jomont (FR),S Foley,0,H D McGuigan,10th,Neck,7,9-10tb,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Overstate,J A Heffernan,0,D Hogan,9th,Head,5,9-8p,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,In The Cheap Seats,D P McDonogh,0,R K Watson,8th,1 l,6,9-4,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,General Idea,D McMonagle,0,Ian Donoghue,7th,1/2 l,5,10-2tv1,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Cursory Exam,S T McCullagh,3,D Bunyan & G O'Leary,6th,3 1/4 l,6,10-0,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Neddies Boy (IRE),O McSweeney,5,R P Burns,5th,1/2 l,6,9-12b1,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Kiwi Kiss (FR),G F Carroll,0,G P Cromwell,4th,3/4 l,8,9-12,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Victory Star,C J MacRedmond,5,Kevin Coleman,3rd,Neck,7,9-8,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Darkened (IRE),D King,5,D Hogan,2nd,3 l,8,10-2tb,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Sky Legend,J M Sheridan,0,D Hogan,1st,N/A,5,9-10tp,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Quick Blessing (IRE),W Joyce,5,C Moore,14th,5 1/2 l,4,9-11t,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Liquid Metric,R P Whelan,0,A McCann,13th,1 1/2 l,5,10-2tb,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Chica Linda (IRE),G M Ryan,0,M Fahey,12th,1/2 l,4,9-3p,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,North Dorset,K G Kennedy,7,Mrs J Harrington,11th,1 1/2 l,4,9-5t1,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Jomont (FR),S Foley,0,H D McGuigan,10th,Neck,7,9-10tb,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Overstate,J A Heffernan,0,D Hogan,9th,Head,5,9-8p,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,In The Cheap Seats,D P McDonogh,0,R K Watson,8th,1 l,6,9-4,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,General Idea,D McMonagle,0,Ian Donoghue,7th,1/2 l,5,10-2tv1,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Cursory Exam,S T McCullagh,3,D Bunyan & G O'Leary,6th,3 1/4 l,6,10-0,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Neddies Boy (IRE),O McSweeney,5,R P Burns,5th,1/2 l,6,9-12b1,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Kiwi Kiss (FR),G F Carroll,0,G P Cromwell,4th,3/4 l,8,9-12,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Victory Star,C J MacRedmond,5,Kevin Coleman,3rd,Neck,7,9-8,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Darkened (IRE),D King,5,D Hogan,2nd,3 l,8,10-2tb,-,True,99,37
Dundalk Racing Results | 26th January 2024 16:30,N/A,16:30,Standard,1m 2f 150y,Sky Legend,J M Sheridan,0,D Hogan,1st,N/A,5,9-10tp,-,True,99,37
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Boom Boom Boom,S P Davis,0,C Byrnes,7th,9 1/2 l,7,9-6p,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Linden Lady (AUS),C J MacRedmond,5,A McGuinness,6th,9 l,5,9-1,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,San Andreas (IRE),H J Horgan,5,J P O'Brien,5th,1 1/2 l,8,9-6,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Star Harbour (IRE),R P Whelan,0,A McGuinness,4th,1/2 l,6,9-6,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Freescape,W J Lee,0,D Marnane,3rd,1 3/4 l,9,9-6,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Tyson Fury,J M Sheridan,0,D Hogan,2nd,3 1/2 l,7,9-6p1,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Elegant Man (USA),M P Sheehy,0,A Murray,1st,N/A,4,9-5,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Boom Boom Boom,S P Davis,0,C Byrnes,7th,9 1/2 l,7,9-6p,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Linden Lady (AUS),C J MacRedmond,5,A McGuinness,6th,9 l,5,9-1,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,San Andreas (IRE),H J Horgan,5,J P O'Brien,5th,1 1/2 l,8,9-6,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Star Harbour (IRE),R P Whelan,0,A McGuinness,4th,1/2 l,6,9-6,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Freescape,W J Lee,0,D Marnane,3rd,1 3/4 l,9,9-6,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Tyson Fury,J M Sheridan,0,D Hogan,2nd,3 1/2 l,7,9-6p1,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:00,N/A,17:00,Standard,1m 2f 150y,Elegant Man (USA),M P Sheehy,0,A Murray,1st,N/A,4,9-5,-,True,99,38
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Chimeric (IRE),D W O'Connor,0,J F Levins,14th,4 3/4 l,7,9-13p,59,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Cold Cold Heart (IRE),W J Lee,0,L Comer,13th,Short Head,5,9-8,54,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Barrys Rock (IRE),R P Cleary,0,A Mullins,12th,Short Head,9,9-8v,54,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Princess Rajj (IRE),K G Kennedy,7,Mrs J Harrington,11th,Neck,5,9-2tp,48,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,The Gray Chapter (IRE),R P Whelan,0,L Smyth,10th,1 l,5,9-1h1,47,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Sadiqaa (IRE),D McMonagle,0,H D McGuigan,9th,1/2 l,6,9-1v,47,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Atlas (IRE),Alyse Jane Clarke,10,T G McCourt,8th,Neck,11,9-1v,47,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Play It Again Zaam (IRE),C J MacRedmond,5,Conor Maxwell,7th,1/2 l,4,9-9p,55,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Lynskey (IRE),W Joyce,5,Joseph Murray,6th,3/4 l,4,9-1p1,47,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Hi Sur Multi,J A Heffernan,0,Paul Traynor,5th,Neck,7,9-9t,55,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Big Dream (IRE),G M Ryan,0,A McCann,4th,Nose,6,9-8t,54,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Gatsby Cap (IRE),H J Horgan,5,J C McConnell,3rd,Head,8,9-7tp,53,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Hale Bopp (IRE),R C Colgan,0,R Donohoe,2nd,1 1/2 l,6,10-0,60,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Roman Palace (IRE),D P McDonogh,0,L Comer,1st,N/A,5,9-3,49,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Chimeric (IRE),D W O'Connor,0,J F Levins,14th,4 3/4 l,7,9-13p,59,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Cold Cold Heart (IRE),W J Lee,0,L Comer,13th,Short Head,5,9-8,54,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Barrys Rock (IRE),R P Cleary,0,A Mullins,12th,Short Head,9,9-8v,54,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Princess Rajj (IRE),K G Kennedy,7,Mrs J Harrington,11th,Neck,5,9-2tp,48,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,The Gray Chapter (IRE),R P Whelan,0,L Smyth,10th,1 l,5,9-1h1,47,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Sadiqaa (IRE),D McMonagle,0,H D McGuigan,9th,1/2 l,6,9-1v,47,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Atlas (IRE),Alyse Jane Clarke,10,T G McCourt,8th,Neck,11,9-1v,47,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Play It Again Zaam (IRE),C J MacRedmond,5,Conor Maxwell,7th,1/2 l,4,9-9p,55,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Lynskey (IRE),W Joyce,5,Joseph Murray,6th,3/4 l,4,9-1p1,47,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Hi Sur Multi,J A Heffernan,0,Paul Traynor,5th,Neck,7,9-9t,55,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Big Dream (IRE),G M Ryan,0,A McCann,4th,Nose,6,9-8t,54,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Gatsby Cap (IRE),H J Horgan,5,J C McConnell,3rd,Head,8,9-7tp,53,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Hale Bopp (IRE),R C Colgan,0,R Donohoe,2nd,1 1/2 l,6,10-0,60,True,99,39
Dundalk Racing Results | 26th January 2024 17:30,N/A,17:30,Standard,1m,Roman Palace (IRE),D P McDonogh,0,L Comer,1st,N/A,5,9-3,49,True,99,39
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Chancey Approach (IRE),C Horgan,7,M Kelly,14th,3/4 l,5,8-12tv,47,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Catwalk Couture (IRE),G F Carroll,0,E & P Harty,13th,1/2 l,4,9-4b,53,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Superior Council (IRE),D W O'Connor,0,J F Levins,12th,1 3/4 l,5,9-2p,51,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,One Aim (IRE),J A Heffernan,0,S G O'Donnell,11th,1 1/4 l,4,9-10,59,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Summer Snow (IRE),S R Markey,10,R O'Sullivan,10th,Neck,4,9-3v1,52,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Bucky Larson (IRE),D McMonagle,0,R Donohoe,9th,3/4 l,9,9-12,61,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Boomerang Bill (IRE),J Cleary,7,A A Howard,8th,1 1/2 l,5,8-12,47,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Fleetfootsoldier (IRE),C J MacRedmond,5,Kevin Coleman,7th,Neck,4,10-1,64,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Feature This (IRE),S Foley,0,P W Flynn,6th,1 1/2 l,5,9-13tp,62,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Zahee (IRE),K G Kennedy,7,J C McConnell,5th,Neck,9,9-9ht,58,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Sunset Nova (IRE),D P McDonogh,0,A Slattery,4th,1/2 l,8,9-3v,52,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Trishuli River (IRE),H J Horgan,5,S Crawley,3rd,2 1/4 l,4,9-9t,58,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Rock Basher (IRE),O McSweeney,5,L Comer,2nd,1 l,5,9-4,53,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Ferrybank,W J Lee,0,T M Walsh,1st,N/A,6,9-4t,53,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Chancey Approach (IRE),C Horgan,7,M Kelly,14th,3/4 l,5,8-12tv,47,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Catwalk Couture (IRE),G F Carroll,0,E & P Harty,13th,1/2 l,4,9-4b,53,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Superior Council (IRE),D W O'Connor,0,J F Levins,12th,1 3/4 l,5,9-2p,51,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,One Aim (IRE),J A Heffernan,0,S G O'Donnell,11th,1 1/4 l,4,9-10,59,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Summer Snow (IRE),S R Markey,10,R O'Sullivan,10th,Neck,4,9-3v1,52,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Bucky Larson (IRE),D McMonagle,0,R Donohoe,9th,3/4 l,9,9-12,61,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Boomerang Bill (IRE),J Cleary,7,A A Howard,8th,1 1/2 l,5,8-12,47,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Fleetfootsoldier (IRE),C J MacRedmond,5,Kevin Coleman,7th,Neck,4,10-1,64,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Feature This (IRE),S Foley,0,P W Flynn,6th,1 1/2 l,5,9-13tp,62,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Zahee (IRE),K G Kennedy,7,J C McConnell,5th,Neck,9,9-9ht,58,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Sunset Nova (IRE),D P McDonogh,0,A Slattery,4th,1/2 l,8,9-3v,52,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Trishuli River (IRE),H J Horgan,5,S Crawley,3rd,2 1/4 l,4,9-9t,58,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Rock Basher (IRE),O McSweeney,5,L Comer,2nd,1 l,5,9-4,53,True,99,40
Dundalk Racing Results | 26th January 2024 18:00,N/A,18:00,Standard,1m,Ferrybank,W J Lee,0,T M Walsh,1st,N/A,6,9-4t,53,True,99,40
Dundalk Racing Results | 26th January 2024 18:30,N/A,18:30,Standard,1m,Butterfly Bush (IRE),W J Lee,0,N Lupini,10th,4 3/4 l,3,9-4,72,True,99,41
Dundalk Racing Results | 26th January 2024 18:30,N/A,18:30,Standard,1m,Exceeding (IRE),C Horgan,7,A Slattery,9th,1 1/4 l,3,9-4,72,True,99,41
