track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Leopardstown Racing Results | 9th June 2022 18:45,N/A,18:45,Good To Yielding,1m,Notwithstanding (IRE),J. M. Sheridan,3,Henry de Bromhead,6th,1/2 l,3,9-6tp,67,True,2,39
Leopardstown Racing Results | 9th June 2022 18:45,N/A,18:45,Good To Yielding,1m,Chicago Lightening,S. B. Kelly,0,John Patrick Murtagh,5th,1 1/2 l,3,9-7t,68,True,2,39
Leopardstown Racing Results | 9th June 2022 18:45,N/A,18:45,Good To Yielding,1m,Level Pitch (IRE),K. J. Manning,0,J. S. Bolger,4th,1 1/4 l,3,9-13p1,74,True,2,39
Leopardstown Racing Results | 9th June 2022 18:45,N/A,18:45,Good To Yielding,1m,The Pargey Bee (IRE),Siobhan Rutledge,5,John McConnell,3rd,1/2 l,3,8-11,58,True,2,39
Leopardstown Racing Results | 9th June 2022 18:45,N/A,18:45,Good To Yielding,1m,The Last Swallow (IRE),W. M. Lordan,0,Gavin Patrick Cromwell,2nd,1 3/4 l,3,8-8t1,55,True,2,39
Leopardstown Racing Results | 9th June 2022 18:45,N/A,18:45,Good To Yielding,1m,Helpmeout (IRE),William James Lee,0,W. McCreery,1st,N/A,3,9-5,66,True,2,39
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Lily Like,R. P. Cleary,0,Donal Kinsella,10th,9 1/2 l,5,8-11b1,61,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,New Moon Rising (IRE),Cillian McConnell,7,John McConnell,9th,1 3/4 l,4,9-7,71,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Harriet's Force (IRE),G. M. Ryan,0,Keith Henry Clarke,8th,1/2 l,6,9-5,69,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Sheer Chance (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,7th,1 3/4 l,4,9-12,76,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Independent Expert (IRE),A. J. Slattery,0,A. Slattery,6th,3/4 l,3,8-12,74,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Capitulation (IRE),C. J. MacRedmond,5,Adrian McGuinness,5th,Short Head,3,8-11,73,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Knocklane Lass (IRE),C. T. Keane,0,G. M. Lyons,4th,1 1/4 l,3,9-2,78,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Zuhra (IRE),D. E. Sheehy,3,John Patrick Murtagh,3rd,2 1/4 l,3,8-11v1,73,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Coill Na Sionainne (IRE),N. M. Crosse,3,W. McCreery,2nd,1/2 l,6,10-0,78,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Giladah (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,8-8,70,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Lily Like,R. P. Cleary,0,Donal Kinsella,10th,9 1/2 l,5,8-11b1,61,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,New Moon Rising (IRE),Cillian McConnell,7,John McConnell,9th,1 3/4 l,4,9-7,71,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Harriet's Force (IRE),G. M. Ryan,0,Keith Henry Clarke,8th,1/2 l,6,9-5,69,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Sheer Chance (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,7th,1 3/4 l,4,9-12,76,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Independent Expert (IRE),A. J. Slattery,0,A. Slattery,6th,3/4 l,3,8-12,74,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Capitulation (IRE),C. J. MacRedmond,5,Adrian McGuinness,5th,Short Head,3,8-11,73,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Knocklane Lass (IRE),C. T. Keane,0,G. M. Lyons,4th,1 1/4 l,3,9-2,78,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Zuhra (IRE),D. E. Sheehy,3,John Patrick Murtagh,3rd,2 1/4 l,3,8-11v1,73,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Coill Na Sionainne (IRE),N. M. Crosse,3,W. McCreery,2nd,1/2 l,6,10-0,78,True,2,40
Leopardstown Racing Results | 9th June 2022 19:15,N/A,19:15,Good To Yielding,1m 1f,Giladah (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,8-8,70,True,2,40
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Jazz Dreamers (IRE),D. E. Sheehy,3,Seamus Fahey,22nd,1/2 l,4,10-1,64,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Sayesse,Shane Foley,0,Anthony McCann,21st,50 l,8,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Bright Glory (IRE),R. P. Whelan,0,M. Halford,20th,1 3/4 l,4,9-4p1,53,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Power Drive,Ciara Flynn,7,Paul W. Flynn,19th,4 1/2 l,7,9-12p,61,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Due North (IRE),Siobhan Rutledge,5,John McConnell,18th,3 3/4 l,4,9-13,62,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Salt Whistle Bay (IRE),D. W. O'Connor,0,J. F. Levins,17th,3/4 l,8,9-0,49,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Barrys Rock (IRE),G. M. Ryan,0,Anthony Mullins,16th,1 l,7,10-0,63,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Drummer,Declan McDonogh,0,Michael Mulvany,15th,1 3/4 l,7,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Reverberation,Seamie Heffernan,0,J. J. Lambe,14th,1 l,7,9-7,56,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,The Rabbit Catcher (IRE),J. J. G. Ryan,7,T. G. McCourt,13th,Head,3,8-12,59,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Dr Patrick (IRE),C. D. Hayes,0,Luke Comer,12th,2 1/2 l,5,9-4,53,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Purple Gown (IRE),K. J. Manning,0,J. S. Bolger,11th,1/2 l,3,8-13,60,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Ragtime Red (IRE),N. M. Crosse,3,Anthony McCann,10th,Short Head,7,8-12t,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Plugged In (IRE),W. M. Lordan,0,J. T. Gorman,9th,1/2 l,5,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Tynamite (IRE),M. P. Sheehy,3,David Marnane,8th,3/4 l,8,8-13,48,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Chimeric (IRE),J. M. Sheridan,3,J. F. Levins,7th,2 l,5,8-12p,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Tooso (IRE),S. B. Kelly,0,John Patrick Murtagh,6th,1 1/2 l,4,9-8p,57,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Heer at Dawn,G. F. Carroll,0,Gavin Patrick Cromwell,4th,Dead Heat,4,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Dazzling Spirit (IRE),D. B. McMonagle,0,Thomas Mullins,4th,Neck,4,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Phoenix Open (USA),K. J. Leonard,0,S. M. Duffy,3rd,2 1/4 l,6,9-5t,54,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Philly's Hope (IRE),R. Whearty,7,T. G. McCourt,2nd,1 1/4 l,5,8-12p,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Complete Fiction (IRE),R. P. Cleary,0,Jarlath P. Fahey,1st,N/A,5,8-12p,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Jazz Dreamers (IRE),D. E. Sheehy,3,Seamus Fahey,22nd,1/2 l,4,10-1,64,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Sayesse,Shane Foley,0,Anthony McCann,21st,50 l,8,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Bright Glory (IRE),R. P. Whelan,0,M. Halford,20th,1 3/4 l,4,9-4p1,53,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Power Drive,Ciara Flynn,7,Paul W. Flynn,19th,4 1/2 l,7,9-12p,61,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Due North (IRE),Siobhan Rutledge,5,John McConnell,18th,3 3/4 l,4,9-13,62,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Salt Whistle Bay (IRE),D. W. O'Connor,0,J. F. Levins,17th,3/4 l,8,9-0,49,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Barrys Rock (IRE),G. M. Ryan,0,Anthony Mullins,16th,1 l,7,10-0,63,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Drummer,Declan McDonogh,0,Michael Mulvany,15th,1 3/4 l,7,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Reverberation,Seamie Heffernan,0,J. J. Lambe,14th,1 l,7,9-7,56,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,The Rabbit Catcher (IRE),J. J. G. Ryan,7,T. G. McCourt,13th,Head,3,8-12,59,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Dr Patrick (IRE),C. D. Hayes,0,Luke Comer,12th,2 1/2 l,5,9-4,53,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Purple Gown (IRE),K. J. Manning,0,J. S. Bolger,11th,1/2 l,3,8-13,60,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Ragtime Red (IRE),N. M. Crosse,3,Anthony McCann,10th,Short Head,7,8-12t,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Plugged In (IRE),W. M. Lordan,0,J. T. Gorman,9th,1/2 l,5,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Tynamite (IRE),M. P. Sheehy,3,David Marnane,8th,3/4 l,8,8-13,48,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Chimeric (IRE),J. M. Sheridan,3,J. F. Levins,7th,2 l,5,8-12p,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Tooso (IRE),S. B. Kelly,0,John Patrick Murtagh,6th,1 1/2 l,4,9-8p,57,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Heer at Dawn,G. F. Carroll,0,Gavin Patrick Cromwell,4th,Dead Heat,4,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Dazzling Spirit (IRE),D. B. McMonagle,0,Thomas Mullins,4th,Neck,4,8-12,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Phoenix Open (USA),K. J. Leonard,0,S. M. Duffy,3rd,2 1/4 l,6,9-5t,54,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Philly's Hope (IRE),R. Whearty,7,T. G. McCourt,2nd,1 1/4 l,5,8-12p,47,True,2,41
Leopardstown Racing Results | 9th June 2022 19:45,N/A,19:45,Good To Yielding,1m 1f,Complete Fiction (IRE),R. P. Cleary,0,Jarlath P. Fahey,1st,N/A,5,8-12p,47,True,2,41
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Trading Up (IRE),S. B. Kelly,0,W. J. Martin,18th,25 l,5,9-4p1,58,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Nelly Murphy (IRE),J. A. Powell,7,Anthony McCann,17th,7 1/2 l,3,8-7p1,66,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Politicise (IRE),Adam Caffrey,10,Adrian McGuinness,16th,14 l,6,9-11p,65,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Room To Roam (IRE),Seamie Heffernan,0,John McConnell,15th,4 1/2 l,8,8-11b,51,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Queen of Oriel (IRE),R. P. Cleary,0,Donal Kinsella,14th,4 3/4 l,4,8-11,51,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Oranmore (IRE),C. D. Hayes,0,Luke Comer,13th,2 3/4 l,6,9-9,63,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Isaiah (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,12th,1 3/4 l,5,9-5,59,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Walnut Beach (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,11th,1 1/2 l,5,9-12,66,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Dammit (IRE),N. M. Crosse,3,Luke Comer,10th,Short Head,5,9-13p,67,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Benkei (IRE),Siobhan Rutledge,5,Harry Rogers,9th,Head,12,9-2p,56,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Lariat (USA),C. J. MacRedmond,5,Adrian McGuinness,8th,1/2 l,6,9-2p,56,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Star of Burma (IRE),R. C. Colgan,0,Ms Sheila Lavery,7th,1/2 l,4,9-8t,62,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Fox Fearless,S. McCullagh,5,Oliver McKiernan,6th,1 1/4 l,6,9-10b1,64,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,With A Start (IRE),C. T. Keane,0,Noel Meade,5th,1 l,7,10-0t,68,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Nailed Down (IRE),K. J. Leonard,0,V. C. Ward,4th,2 l,5,8-8,48,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Auckland (GER),J. M. Sheridan,3,Anthony Mullins,3rd,3/4 l,5,10-2p,70,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Extensio (IRE),Sylvia O'Donnell,10,P. F. O'Donnell,2nd,1 1/4 l,5,9-7,61,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Harry's Legacy,W. M. Lordan,0,Henry de Bromhead,1st,N/A,4,9-13t,67,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Trading Up (IRE),S. B. Kelly,0,W. J. Martin,18th,25 l,5,9-4p1,58,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Nelly Murphy (IRE),J. A. Powell,7,Anthony McCann,17th,7 1/2 l,3,8-7p1,66,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Politicise (IRE),Adam Caffrey,10,Adrian McGuinness,16th,14 l,6,9-11p,65,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Room To Roam (IRE),Seamie Heffernan,0,John McConnell,15th,4 1/2 l,8,8-11b,51,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Queen of Oriel (IRE),R. P. Cleary,0,Donal Kinsella,14th,4 3/4 l,4,8-11,51,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Oranmore (IRE),C. D. Hayes,0,Luke Comer,13th,2 3/4 l,6,9-9,63,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Isaiah (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,12th,1 3/4 l,5,9-5,59,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Walnut Beach (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,11th,1 1/2 l,5,9-12,66,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Dammit (IRE),N. M. Crosse,3,Luke Comer,10th,Short Head,5,9-13p,67,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Benkei (IRE),Siobhan Rutledge,5,Harry Rogers,9th,Head,12,9-2p,56,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Lariat (USA),C. J. MacRedmond,5,Adrian McGuinness,8th,1/2 l,6,9-2p,56,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Star of Burma (IRE),R. C. Colgan,0,Ms Sheila Lavery,7th,1/2 l,4,9-8t,62,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Fox Fearless,S. McCullagh,5,Oliver McKiernan,6th,1 1/4 l,6,9-10b1,64,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,With A Start (IRE),C. T. Keane,0,Noel Meade,5th,1 l,7,10-0t,68,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Nailed Down (IRE),K. J. Leonard,0,V. C. Ward,4th,2 l,5,8-8,48,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Auckland (GER),J. M. Sheridan,3,Anthony Mullins,3rd,3/4 l,5,10-2p,70,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Extensio (IRE),Sylvia O'Donnell,10,P. F. O'Donnell,2nd,1 1/4 l,5,9-7,61,True,2,42
Leopardstown Racing Results | 9th June 2022 20:15,N/A,20:15,Good To Yielding,1m 7f,Harry's Legacy,W. M. Lordan,0,Henry de Bromhead,1st,N/A,4,9-13t,67,True,2,42
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Midnight Duke (IRE),James J. Doyle,0,Joseph Anthony Murray,17th,2 l,2,8-13,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Mount Ruapehu (IRE),A. J. Slattery,0,John F. Grogan,16th,1/2 l,2,9-9,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Gut Feeling (USA),C. J. MacRedmond,5,Adrian McGuinness,15th,Nose,2,9-5,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Thai Legacy (IRE),M. A. Gallagher,0,Kieran Patrick Cotter,14th,2 1/2 l,2,8-10,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Play It Again Zaam (IRE),C. D. Maxwell,0,John Andrew Kinsella,13th,3 l,2,8-13,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Monnow Valley,D. W. O'Connor,0,Damian Joseph English,12th,Head,2,9-1,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Inthepoorhouse (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,11th,6 l,2,9-5,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Lough Swilly Lass,D. E. Sheehy,3,Ciaran Murphy,10th,2 1/2 l,2,8-8,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Goa Gajah (USA),S. M. Crosse,0,Joseph Patrick O'Brien,9th,Neck,2,9-3,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Semblance Of Order (IRE),C. T. Keane,0,Andrew Oliver,8th,3/4 l,2,9-3,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Holdonfordearlife (IRE),William James Lee,0,K. J. Condon,7th,Short Head,2,9-7,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Charming Lady (IRE),Wesley Joyce,7,T. G. McCourt,6th,Short Head,2,8-8,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Meggy Moo (IRE),C. D. Hayes,0,Noel Meade,5th,1 1/2 l,2,8-10,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Polar Bear (IRE),Shane Foley,0,Mrs J. Harrington,4th,Neck,2,9-3,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Reinforce (IRE),G. P. Halpin,0,John Stephen O'Donoghue,3rd,1/2 l,2,9-5,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Palace Gardens (IRE),W. M. Lordan,0,Kevin Thomas Coleman,2nd,3/4 l,2,8-12,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Apache Outlaw (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,2,9-3,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Midnight Duke (IRE),James J. Doyle,0,Joseph Anthony Murray,17th,2 l,2,8-13,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Mount Ruapehu (IRE),A. J. Slattery,0,John F. Grogan,16th,1/2 l,2,9-9,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Gut Feeling (USA),C. J. MacRedmond,5,Adrian McGuinness,15th,Nose,2,9-5,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Thai Legacy (IRE),M. A. Gallagher,0,Kieran Patrick Cotter,14th,2 1/2 l,2,8-10,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Play It Again Zaam (IRE),C. D. Maxwell,0,John Andrew Kinsella,13th,3 l,2,8-13,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Monnow Valley,D. W. O'Connor,0,Damian Joseph English,12th,Head,2,9-1,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Inthepoorhouse (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,11th,6 l,2,9-5,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Lough Swilly Lass,D. E. Sheehy,3,Ciaran Murphy,10th,2 1/2 l,2,8-8,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Goa Gajah (USA),S. M. Crosse,0,Joseph Patrick O'Brien,9th,Neck,2,9-3,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Semblance Of Order (IRE),C. T. Keane,0,Andrew Oliver,8th,3/4 l,2,9-3,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Holdonfordearlife (IRE),William James Lee,0,K. J. Condon,7th,Short Head,2,9-7,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Charming Lady (IRE),Wesley Joyce,7,T. G. McCourt,6th,Short Head,2,8-8,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Meggy Moo (IRE),C. D. Hayes,0,Noel Meade,5th,1 1/2 l,2,8-10,-,True,2,43
Fairyhouse Racing Results | 10th June 2022 16:45,N/A,16:45,Good (Good To Firm In Places),6f,Polar Bear (IRE),Shane Foley,0,Mrs J. Harrington,4th,Neck,2,9-3,-,True,2,43
