track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Sazerac Dance (IRE),Ronan Whelan,0,P Nolan,14th,1/2 l,2,9-1,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Luahna (IRE),Gavin Ryan,0,Donnacha O'Brien,13th,3 l,2,8-13,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Katalpa (IRE),Killian Leonard,0,S M Duffy,12th,2 l,2,9-1p1,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Aquilla Star (IRE),Donagh O'Connor,0,J C McConnell,11th,2 3/4 l,2,9-3,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Stella Amorosa (IRE),Chris Hayes,0,N Meade,10th,1 1/4 l,2,9-3,74,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Valentina's Grace (IRE),J Cleary,5,A Murray,9th,3/4 l,2,9-3,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,California Baby (IRE),Wesley Joyce,3,Daniel Murphy,8th,Nose,2,8-11,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Flawless Fusion (IRE),Declan McDonogh,0,J P O'Brien,7th,1/2 l,2,8-9,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Talitha (IRE),Gary Carroll,0,J G Murphy,6th,3/4 l,2,9-1,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Gold Inn (IRE),Andrew Slattery,0,A Slattery,5th,3/4 l,2,8-11,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Guildhall Graduate (IRE),Robert Whearty,0,G P Cromwell,4th,1 1/4 l,2,8-11,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Lucia Molly (IRE),Adam Caffrey,0,A McGuinness,3rd,Neck,2,8-13,75,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Castelluccia (IRE),Rory Cleary,0,C W J Farrell,2nd,4 1/2 l,2,8-11,70,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,All The Girls (IRE),James Ryan,0,T G McCourt,1st,N/A,2,8-11,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Sazerac Dance (IRE),Ronan Whelan,0,P Nolan,14th,1/2 l,2,9-1,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Luahna (IRE),Gavin Ryan,0,Donnacha O'Brien,13th,3 l,2,8-13,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Katalpa (IRE),Killian Leonard,0,S M Duffy,12th,2 l,2,9-1p1,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Aquilla Star (IRE),Donagh O'Connor,0,J C McConnell,11th,2 3/4 l,2,9-3,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Stella Amorosa (IRE),Chris Hayes,0,N Meade,10th,1 1/4 l,2,9-3,74,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Valentina's Grace (IRE),J Cleary,5,A Murray,9th,3/4 l,2,9-3,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,California Baby (IRE),Wesley Joyce,3,Daniel Murphy,8th,Nose,2,8-11,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Flawless Fusion (IRE),Declan McDonogh,0,J P O'Brien,7th,1/2 l,2,8-9,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Talitha (IRE),Gary Carroll,0,J G Murphy,6th,3/4 l,2,9-1,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Gold Inn (IRE),Andrew Slattery,0,A Slattery,5th,3/4 l,2,8-11,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Guildhall Graduate (IRE),Robert Whearty,0,G P Cromwell,4th,1 1/4 l,2,8-11,-,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Lucia Molly (IRE),Adam Caffrey,0,A McGuinness,3rd,Neck,2,8-13,75,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,Castelluccia (IRE),Rory Cleary,0,C W J Farrell,2nd,4 1/2 l,2,8-11,70,True,23,1
Dundalk Racing Results | 10th October 2025 17:25,2025-10-10,17:25,Standard,7f,All The Girls (IRE),James Ryan,0,T G McCourt,1st,N/A,2,8-11,-,True,23,1
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Dream Legend (IRE),Kyle Faulkner,10,E D Delany,14th,3 l,2,9-6,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Qalaa (USA),Declan McDonogh,0,J P O'Brien,13th,1 1/2 l,2,9-2,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Spiced Gold (IRE),Sadhbh Tormey,10,T G McCourt,12th,3/4 l,2,9-0,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Sovereign Cry (IRE),Billy Lee,0,Daniel Murphy,11th,1 l,2,9-6,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Senator Of State (IRE),P A Harnett,5,Donnacha O'Brien,10th,Neck,2,9-6,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,World Tour (IRE),J Cleary,5,A P O'Brien,9th,Head,2,9-6,81,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Willofthepeople (IRE),Gary Carroll,0,G M Lyons,8th,1/2 l,2,9-4p1,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Gold Find,Scott McCullagh,0,Daniel McLoughlin,7th,3/4 l,2,9-4,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,How'sthebai (IRE),Nicola Burns,7,G M Lyons,6th,Head,2,9-8,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Whatchadoin (IRE),Seamie Heffernan,0,J Halley,5th,1 1/2 l,2,9-8,76,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Vidmiyr (IRE),Ben Coen,0,J P Murtagh,4th,1 1/2 l,2,9-4,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Suspicious Mindz,Nathan Crosse,0,Mrs J Harrington,3rd,1 1/4 l,2,9-8,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Aqua Bear (IRE),Adam Caffrey,0,A McGuinness,2nd,1 1/2 l,2,9-6,82,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Jungle Ruler (IRE),Dylan Browne McMonagle,0,J P O'Brien,1st,N/A,2,9-8,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Dream Legend (IRE),Kyle Faulkner,10,E D Delany,14th,3 l,2,9-6,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Qalaa (USA),Declan McDonogh,0,J P O'Brien,13th,1 1/2 l,2,9-2,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Spiced Gold (IRE),Sadhbh Tormey,10,T G McCourt,12th,3/4 l,2,9-0,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Sovereign Cry (IRE),Billy Lee,0,Daniel Murphy,11th,1 l,2,9-6,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Senator Of State (IRE),P A Harnett,5,Donnacha O'Brien,10th,Neck,2,9-6,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,World Tour (IRE),J Cleary,5,A P O'Brien,9th,Head,2,9-6,81,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Willofthepeople (IRE),Gary Carroll,0,G M Lyons,8th,1/2 l,2,9-4p1,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Gold Find,Scott McCullagh,0,Daniel McLoughlin,7th,3/4 l,2,9-4,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,How'sthebai (IRE),Nicola Burns,7,G M Lyons,6th,Head,2,9-8,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Whatchadoin (IRE),Seamie Heffernan,0,J Halley,5th,1 1/2 l,2,9-8,76,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Vidmiyr (IRE),Ben Coen,0,J P Murtagh,4th,1 1/2 l,2,9-4,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Suspicious Mindz,Nathan Crosse,0,Mrs J Harrington,3rd,1 1/4 l,2,9-8,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Aqua Bear (IRE),Adam Caffrey,0,A McGuinness,2nd,1 1/2 l,2,9-6,82,True,23,2
Dundalk Racing Results | 10th October 2025 18:00,2025-10-10,18:00,Standard ytrack),7f,Jungle Ruler (IRE),Dylan Browne McMonagle,0,J P O'Brien,1st,N/A,2,9-8,-,True,23,2
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Grey Salvo,Rory Cleary,0,Sean Davis,14th,1/2 l,3,9-8,65,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Plastic Paddy,J Cleary,5,Tom McGuinness,13th,8 1/2 l,7,9-8h,63,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Goldsmith (IRE),Seamie Heffernan,0,H D McGuigan,12th,2 1/2 l,6,9-8h,63,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Ramiro (IRE),Billy Lee,0,Miss H McLoughlin,11th,Head,9,9-9h,64,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Skillman Ave (IRE),Ross Coakley,0,J C McConnell,10th,1 1/4 l,3,9-10,67,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Bint Elnadim Star (IRE),Jack Kearney,3,Stephen Thorne,9th,Neck,3,9-10,67,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Brosna Green (IRE),Rory Mulligan,7,P J McKenna,8th,Short Head,3,9-7,64,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Albion Power (IRE),Adam Caffrey,0,K H Clarke,7th,Neck,4,9-12,67,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Just Jump (IRE),J M Sheridan,0,D Hogan,6th,1 3/4 l,3,9-8,65,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Wegotogether (IRE),Gary Carroll,0,G P Cromwell,5th,Neck,3,9-6,63,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Oiche Rua (IRE),Ronan Whelan,0,A McGuinness,4th,1 1/4 l,3,9-11h,68,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Tribal Moon (IRE),Jessica O'Gorman,7,Daniel Murphy,3rd,Neck,4,10-0p,69,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Sierra De Gredos,Ben Coen,0,A Oliver,2nd,2 1/2 l,4,9-11tb,66,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Venetian (IRE),P A Harnett,5,Sean Davis,1st,N/A,5,9-7,62,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Grey Salvo,Rory Cleary,0,Sean Davis,14th,1/2 l,3,9-8,65,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Plastic Paddy,J Cleary,5,Tom McGuinness,13th,8 1/2 l,7,9-8h,63,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Goldsmith (IRE),Seamie Heffernan,0,H D McGuigan,12th,2 1/2 l,6,9-8h,63,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Ramiro (IRE),Billy Lee,0,Miss H McLoughlin,11th,Head,9,9-9h,64,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Skillman Ave (IRE),Ross Coakley,0,J C McConnell,10th,1 1/4 l,3,9-10,67,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Bint Elnadim Star (IRE),Jack Kearney,3,Stephen Thorne,9th,Neck,3,9-10,67,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Brosna Green (IRE),Rory Mulligan,7,P J McKenna,8th,Short Head,3,9-7,64,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Albion Power (IRE),Adam Caffrey,0,K H Clarke,7th,Neck,4,9-12,67,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Just Jump (IRE),J M Sheridan,0,D Hogan,6th,1 3/4 l,3,9-8,65,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Wegotogether (IRE),Gary Carroll,0,G P Cromwell,5th,Neck,3,9-6,63,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Oiche Rua (IRE),Ronan Whelan,0,A McGuinness,4th,1 1/4 l,3,9-11h,68,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Tribal Moon (IRE),Jessica O'Gorman,7,Daniel Murphy,3rd,Neck,4,10-0p,69,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Sierra De Gredos,Ben Coen,0,A Oliver,2nd,2 1/2 l,4,9-11tb,66,True,23,3
Dundalk Racing Results | 10th October 2025 18:30,2025-10-10,18:30,Standard,7f,Venetian (IRE),P A Harnett,5,Sean Davis,1st,N/A,5,9-7,62,True,23,3
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Controlled (IRE),J Cleary,0,A P O'Brien,8th,1 1/4 l,2,9-5b,-,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Lookingforarainbow (USA),Gavin Ryan,0,Donnacha O'Brien,7th,1 l,2,9-0t1,-,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Fairy Oak,Jamie Powell,0,M O'Callaghan,6th,Nose,2,9-0,95,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Eleven A (IRE),Ben Coen,0,N Lupini,5th,1/2 l,2,9-5,90,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Inbox,Rory Cleary,0,C W J Farrell,4th,Head,2,9-0,-,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Frescobaldi (IRE),Ronan Whelan,0,A P O'Brien,3rd,1 1/4 l,2,9-5,96,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Which Wolf Wins (IRE),Declan McDonogh,0,J P O'Brien,2nd,1 1/2 l,2,9-5,85,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Andab (IRE),Dylan Browne McMonagle,0,J P O'Brien,1st,N/A,2,9-5,103,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Controlled (IRE),J Cleary,0,A P O'Brien,8th,1 1/4 l,2,9-5b,-,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Lookingforarainbow (USA),Gavin Ryan,0,Donnacha O'Brien,7th,1 l,2,9-0t1,-,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Fairy Oak,Jamie Powell,0,M O'Callaghan,6th,Nose,2,9-0,95,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Eleven A (IRE),Ben Coen,0,N Lupini,5th,1/2 l,2,9-5,90,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Inbox,Rory Cleary,0,C W J Farrell,4th,Head,2,9-0,-,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Frescobaldi (IRE),Ronan Whelan,0,A P O'Brien,3rd,1 1/4 l,2,9-5,96,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Which Wolf Wins (IRE),Declan McDonogh,0,J P O'Brien,2nd,1 1/2 l,2,9-5,85,True,23,4
Dundalk Racing Results | 10th October 2025 19:00,2025-10-10,19:00,Standard,7f,Andab (IRE),Dylan Browne McMonagle,0,J P O'Brien,1st,N/A,2,9-5,103,True,23,4
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Aratayvo (IRE),Chris Hayes,0,D K Weld,13th,1/2 l,4,9-0,76,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Walhaan (IRE),Declan McDonogh,0,Ciaran Murphy,12th,1 3/4 l,9,9-10,86,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Sonoran (IRE),Gary Carroll,0,G M Lyons,11th,3/4 l,3,9-7t,86,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Cheers Again,Robert Whearty,0,P W Flynn,10th,1 1/2 l,6,9-3,79,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Howyoulikethat (IRE),Billy Lee,0,Miss H McLoughlin,9th,1/2 l,8,10-1,91,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Glyndwr (IRE),Nicola Burns,7,G M Lyons,8th,1/2 l,3,9-1,80,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Perfect Judgement (IRE),Jack Kearney,3,Stephen Thorne,7th,1 l,4,9-11b,87,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Marbush,M T Sheridan,10,D Hogan,6th,3/4 l,3,8-7,72,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Nocturnal (IRE),Ben Coen,0,N Lupini,5th,Head,4,9-2,78,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Ja'marr,Luke McAteer,0,D Marnane,4th,2 1/2 l,3,8-11,76,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Instant Appeal,David Egan,0,Stephen Thorne,3rd,2 1/2 l,4,8-13,75,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Final Voyage (IRE),Rory Mulligan,7,J P Murtagh,2nd,Head,7,10-1,91,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Valorous Power (GER),Dylan Browne McMonagle,0,J P O'Brien,1st,N/A,3,9-4,83,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Aratayvo (IRE),Chris Hayes,0,D K Weld,13th,1/2 l,4,9-0,76,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Walhaan (IRE),Declan McDonogh,0,Ciaran Murphy,12th,1 3/4 l,9,9-10,86,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Sonoran (IRE),Gary Carroll,0,G M Lyons,11th,3/4 l,3,9-7t,86,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Cheers Again,Robert Whearty,0,P W Flynn,10th,1 1/2 l,6,9-3,79,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Howyoulikethat (IRE),Billy Lee,0,Miss H McLoughlin,9th,1/2 l,8,10-1,91,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Glyndwr (IRE),Nicola Burns,7,G M Lyons,8th,1/2 l,3,9-1,80,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Perfect Judgement (IRE),Jack Kearney,3,Stephen Thorne,7th,1 l,4,9-11b,87,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Marbush,M T Sheridan,10,D Hogan,6th,3/4 l,3,8-7,72,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Nocturnal (IRE),Ben Coen,0,N Lupini,5th,Head,4,9-2,78,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Ja'marr,Luke McAteer,0,D Marnane,4th,2 1/2 l,3,8-11,76,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Instant Appeal,David Egan,0,Stephen Thorne,3rd,2 1/2 l,4,8-13,75,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Final Voyage (IRE),Rory Mulligan,7,J P Murtagh,2nd,Head,7,10-1,91,True,23,5
Dundalk Racing Results | 10th October 2025 19:30,2025-10-10,19:30,Standard,1m,Valorous Power (GER),Dylan Browne McMonagle,0,J P O'Brien,1st,N/A,3,9-4,83,True,23,5
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Baron Blake (FR),J E Harnett,7,J J Hanlon,14th,20 l,4,10-0tp1,58,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Nyota (IRE),J Cleary,0,Tom McGuinness,13th,7 l,5,9-8h1,52,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Eutropia,Julian Pietropaolo,7,Kevin Coleman,12th,5 1/2 l,3,9-11,60,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Elegant Grand (USA),Jack Kearney,0,A Murray,11th,1 1/4 l,3,9-7,56,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Oranzona (IRE),Rory Mulligan,4,S Lavery,10th,15 l,3,8-10,45,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Alto Sax (IRE),Reese Holohan,7,Peter Fahey,9th,5 1/2 l,4,9-11h1,55,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Tartaraghan (IRE),Keithen Kennedy,0,J C McConnell,8th,1 1/2 l,4,9-6p,50,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,7th,Head,5,10-2b,60,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Marians Gal (IRE),Patrick McGettigan,4,K Smith,6th,Neck,5,9-3,47,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Jawhary,Sam Coen,4,A McGuinness,5th,1/2 l,7,9-7v,51,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Skib Gold,P A Harnett,0,M J Byrne,4th,1 1/4 l,4,10-1p1,59,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Johnny's Oasis,Wayne Hassett,0,A McGuinness,3rd,1 3/4 l,3,8-10v,45,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Sarmiento Power (IRE),Nicola Burns,4,M J Smith,2nd,1 l,4,9-8b,52,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Cherry Pink (IRE),J A Orr,7,W Durkan,1st,N/A,5,9-10v,54,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Baron Blake (FR),J E Harnett,7,J J Hanlon,14th,20 l,4,10-0tp1,58,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Nyota (IRE),J Cleary,0,Tom McGuinness,13th,7 l,5,9-8h1,52,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Eutropia,Julian Pietropaolo,7,Kevin Coleman,12th,5 1/2 l,3,9-11,60,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Elegant Grand (USA),Jack Kearney,0,A Murray,11th,1 1/4 l,3,9-7,56,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Oranzona (IRE),Rory Mulligan,4,S Lavery,10th,15 l,3,8-10,45,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Alto Sax (IRE),Reese Holohan,7,Peter Fahey,9th,5 1/2 l,4,9-11h1,55,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Tartaraghan (IRE),Keithen Kennedy,0,J C McConnell,8th,1 1/2 l,4,9-6p,50,True,23,6
