track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,And So To Bed (IRE),Declan McDonogh,0,J P O'Brien,15th,1 1/2 l,3,9-2tp,89,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Bellacanta (IRE),Nathan Crosse,0,W McCreery,14th,1 1/4 l,3,9-2,76,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Serving With Style,Clifford Lee,0,K R Burke,13th,1 3/4 l,3,9-2,92,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Thru And Thru (IRE),Luke McAteer,0,Rory Devine,12th,Short Head,3,9-2t,-,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Noli Timere (IRE),Jamie Powell,0,M O'Callaghan,11th,2 l,3,9-2p,90,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Duckadilly (IRE),Scott McCullagh,0,Daniel McLoughlin,10th,1 l,4,9-5,98,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Anvika (IRE),Robbie Colgan,0,S Lavery,9th,1/2 l,4,9-5t,78,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Swelter,Colin Keane,0,D K Weld,8th,1 3/4 l,3,9-7,105,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Kayhana (IRE),David Egan,0,A Murray,7th,1 1/2 l,5,9-5,93,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Fiery Lucy,Gary Carroll,0,G P Cromwell,6th,Short Head,3,9-2,103,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Pink Oxalis (IRE),Jack Kearney,0,Stephen Thorne,5th,3/4 l,4,9-5b,94,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Akecheta (IRE),Seamie Heffernan,0,Kevin Coleman,4th,2 1/2 l,5,9-5,93,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Soft Winds (IRE),Dylan Browne McMonagle,0,J P O'Brien,3rd,Head,4,9-5p,94,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Smiling (IRE),Wayne Lordan,0,A P O'Brien,2nd,1/2 l,3,9-2,85,True,23,33
Naas Racing Results | 12th October 2025 15:10,2025-10-12,15:10,Yielding,1m,Onemoredance (IRE),Ben Coen,0,J P Murtagh,1st,N/A,3,9-2,91,True,23,33
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Medici Venus (USA),Ronan Whelan,0,A P O'Brien,16th,7 1/2 l,3,9-1b,85,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Spicy Margarita (IRE),David Egan,0,A Murray,15th,17 l,3,9-1,97,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,It's A Heartbeat (IRE),Andrew Slattery,0,John O'Donoghue,14th,13 l,3,9-1,100,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Calrissiana,Rory Cleary,0,N Meade,13th,5 l,3,9-1b,90,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Galileo Dame (IRE),J M Sheridan,0,J P O'Brien,12th,1 1/2 l,4,9-7,96,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Lady Lunette (IRE),Gary Carroll,0,R P Cody,11th,4 3/4 l,5,9-7p,92,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Deressa (IRE),Leigh Roche,0,D K Weld,10th,6 l,3,9-1p,93,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Island Hopping (IRE),Wayne Lordan,0,A P O'Brien,9th,2 l,3,9-1p,104,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Denim And Diamonds (IRE),Nathan Crosse,0,J P O'Brien,8th,1/2 l,3,9-1t,84,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Cheeky Wink (IRE),Ben Coen,0,J P Murtagh,7th,1 1/4 l,4,9-7p,98,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Lemsairbat (FR),Dylan Browne McMonagle,0,J P O'Brien,6th,2 1/4 l,4,9-7,96,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Romzina (IRE),Chris Hayes,0,D K Weld,5th,3/4 l,4,9-7,95,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Bonnie Moon (FR),Seamie Heffernan,0,Mrs J Harrington,4th,Head,3,9-1,98,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Royal Entry (IRE),Billy Lee,0,P Twomey,3rd,2 3/4 l,4,9-7v,99,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Beset,Declan McDonogh,0,J P O'Brien,2nd,1 1/2 l,4,9-7p,88,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Fleur De Chine,Colin Keane,0,Mrs J Harrington,1st,N/A,4,9-7b1,95,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Medici Venus (USA),Ronan Whelan,0,A P O'Brien,16th,7 1/2 l,3,9-1b,85,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Spicy Margarita (IRE),David Egan,0,A Murray,15th,17 l,3,9-1,97,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,It's A Heartbeat (IRE),Andrew Slattery,0,John O'Donoghue,14th,13 l,3,9-1,100,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Calrissiana,Rory Cleary,0,N Meade,13th,5 l,3,9-1b,90,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Galileo Dame (IRE),J M Sheridan,0,J P O'Brien,12th,1 1/2 l,4,9-7,96,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Lady Lunette (IRE),Gary Carroll,0,R P Cody,11th,4 3/4 l,5,9-7p,92,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Deressa (IRE),Leigh Roche,0,D K Weld,10th,6 l,3,9-1p,93,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Island Hopping (IRE),Wayne Lordan,0,A P O'Brien,9th,2 l,3,9-1p,104,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Denim And Diamonds (IRE),Nathan Crosse,0,J P O'Brien,8th,1/2 l,3,9-1t,84,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Cheeky Wink (IRE),Ben Coen,0,J P Murtagh,7th,1 1/4 l,4,9-7p,98,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Lemsairbat (FR),Dylan Browne McMonagle,0,J P O'Brien,6th,2 1/4 l,4,9-7,96,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Romzina (IRE),Chris Hayes,0,D K Weld,5th,3/4 l,4,9-7,95,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Bonnie Moon (FR),Seamie Heffernan,0,Mrs J Harrington,4th,Head,3,9-1,98,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Royal Entry (IRE),Billy Lee,0,P Twomey,3rd,2 3/4 l,4,9-7v,99,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Beset,Declan McDonogh,0,J P O'Brien,2nd,1 1/2 l,4,9-7p,88,True,23,34
Naas Racing Results | 12th October 2025 15:45,2025-10-12,15:45,Yielding,1m 4f,Fleur De Chine,Colin Keane,0,Mrs J Harrington,1st,N/A,4,9-7b1,95,True,23,34
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Falcon Eight (IRE),Leigh Roche,0,D K Weld,20th,16 l,10,9-4p,94,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,A Dream To Share (IRE),N G McCullagh,0,John E & Kiely,19th,1 l,7,9-13,103,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Harbour Wind (IRE),Chris Hayes,0,D K Weld,18th,3/4 l,5,10-0b1,104,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Lord Church (IRE),David Egan,0,E Mullins,17th,3/4 l,4,8-9t1,85,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Brazil (IRE),Yudish Geerdharry,7,P Roche,16th,1/2 l,7,8-7t,80,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Pinot Gris (IRE),Andrew Slattery,0,H De Bromhead,15th,1 3/4 l,5,8-7tv,82,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Minella Mate (IRE),S D Bowen,0,J Nallen,14th,3 3/4 l,7,8-12,88,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Mon Coeur (IRE),Wayne Hassett,3,J G Murphy,13th,Head,9,8-7,83,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Ragmans Corner (IRE),Rory Cleary,0,G Keane,12th,2 3/4 l,6,8-7,83,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Helvic Dream (IRE),Ben Coen,0,N Meade,11th,1/2 l,8,9-9tp,99,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Jetara (IRE),Seamie Heffernan,0,Mrs J Harrington,10th,Neck,7,9-0p,90,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Lord Erskine (IRE),Wesley Joyce,3,H Rogers,9th,3/4 l,12,8-13b,89,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Tounsivator (FR),Nicola Burns,7,W P Mullins,8th,1 l,6,8-10,86,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Zoffman (IRE),Robert Whearty,0,N Meade,7th,Head,6,8-9p,85,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Filey Bay (IRE),Gary Carroll,0,E Mullins,6th,2 3/4 l,9,9-2ht,92,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Saratoga (IRE),J Cleary,5,A P O'Brien,5th,Short Head,3,8-7,88,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Granite Bay,Ronan Whelan,0,J P Fahey,4th,Neck,4,8-11,87,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Comfort Zone (IRE),Dylan Browne McMonagle,0,J P O'Brien,3rd,1/2 l,6,9-4p,94,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Vischio (IRE),Jamie Powell,0,E Mullins,2nd,2 1/2 l,8,8-13t,89,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Light As Air (IRE),Wayne Lordan,0,A P O'Brien,1st,N/A,3,8-12b,96,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Falcon Eight (IRE),Leigh Roche,0,D K Weld,20th,16 l,10,9-4p,94,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,A Dream To Share (IRE),N G McCullagh,0,John E & Kiely,19th,1 l,7,9-13,103,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Harbour Wind (IRE),Chris Hayes,0,D K Weld,18th,3/4 l,5,10-0b1,104,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Lord Church (IRE),David Egan,0,E Mullins,17th,3/4 l,4,8-9t1,85,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Brazil (IRE),Yudish Geerdharry,7,P Roche,16th,1/2 l,7,8-7t,80,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Pinot Gris (IRE),Andrew Slattery,0,H De Bromhead,15th,1 3/4 l,5,8-7tv,82,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Minella Mate (IRE),S D Bowen,0,J Nallen,14th,3 3/4 l,7,8-12,88,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Mon Coeur (IRE),Wayne Hassett,3,J G Murphy,13th,Head,9,8-7,83,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Ragmans Corner (IRE),Rory Cleary,0,G Keane,12th,2 3/4 l,6,8-7,83,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Helvic Dream (IRE),Ben Coen,0,N Meade,11th,1/2 l,8,9-9tp,99,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Jetara (IRE),Seamie Heffernan,0,Mrs J Harrington,10th,Neck,7,9-0p,90,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Lord Erskine (IRE),Wesley Joyce,3,H Rogers,9th,3/4 l,12,8-13b,89,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Tounsivator (FR),Nicola Burns,7,W P Mullins,8th,1 l,6,8-10,86,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Zoffman (IRE),Robert Whearty,0,N Meade,7th,Head,6,8-9p,85,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Filey Bay (IRE),Gary Carroll,0,E Mullins,6th,2 3/4 l,9,9-2ht,92,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Saratoga (IRE),J Cleary,5,A P O'Brien,5th,Short Head,3,8-7,88,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Granite Bay,Ronan Whelan,0,J P Fahey,4th,Neck,4,8-11,87,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Comfort Zone (IRE),Dylan Browne McMonagle,0,J P O'Brien,3rd,1/2 l,6,9-4p,94,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Vischio (IRE),Jamie Powell,0,E Mullins,2nd,2 1/2 l,8,8-13t,89,True,23,35
Naas Racing Results | 12th October 2025 16:20,2025-10-12,16:20,Yielding,2m 7y,Light As Air (IRE),Wayne Lordan,0,A P O'Brien,1st,N/A,3,8-12b,96,True,23,35
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Edergole's Angel (IRE),Megan Telford-Kelly,0,W McCreery,16th,13 l,3,9-3v,63,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Cezarro (IRE),Yudish Geerdharry,0,Alan McIntyre,15th,2 3/4 l,3,9-3p1,63,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Bint Majestic Roi (IRE),Jimmy Dalton,2,A Slattery,14th,5 1/2 l,3,9-4t1,64,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Autocrat (IRE),D A Kidd,0,R Donohoe,13th,5 1/2 l,5,9-8,64,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Shelbourne (IRE),J E Harnett,0,M Hassett,12th,2 l,4,9-9,65,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Galaxy Wonder (IRE),Alyse Jane Clarke,0,A McNamara,11th,1 1/2 l,3,8-10v,56,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Aingeal Dorcha (IRE),Orla Tynan,2,A Slattery,10th,3/4 l,7,9-4,60,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Not Simple (IRE),Adam Browne-Souza,0,J M Barrett,9th,Neck,3,9-2h,62,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Positive Energy (IRE),S A Wallace,0,M O'Callaghan,8th,1/2 l,4,9-12t,68,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Daonethatgotaway,Reese Holohan,4,M Fahey,7th,1/2 l,5,9-11t,67,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Kevin The Great (IRE),Conor Cusack,0,Mrs J Harrington,6th,1 1/2 l,3,9-5,65,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Timandi (IRE),A S Grant,2,J M Barrett,5th,3 1/4 l,3,9-2,62,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Unterberg (IRE),Terry Casey,0,Laura Hourigan,4th,3 3/4 l,6,9-12,68,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Convincing (IRE),Gabriella Hill,0,Ciaran Murphy,3rd,1 l,4,9-8,64,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Calzaghi (IRE),Jessica O'Gorman,0,Kevin Coleman,2nd,Neck,5,10-1,71,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Capital Theory,Sadhbh Tormey,2,H D McGuigan,1st,N/A,6,9-12,68,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Edergole's Angel (IRE),Megan Telford-Kelly,0,W McCreery,16th,13 l,3,9-3v,63,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Cezarro (IRE),Yudish Geerdharry,0,Alan McIntyre,15th,2 3/4 l,3,9-3p1,63,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Bint Majestic Roi (IRE),Jimmy Dalton,2,A Slattery,14th,5 1/2 l,3,9-4t1,64,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Autocrat (IRE),D A Kidd,0,R Donohoe,13th,5 1/2 l,5,9-8,64,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Shelbourne (IRE),J E Harnett,0,M Hassett,12th,2 l,4,9-9,65,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Galaxy Wonder (IRE),Alyse Jane Clarke,0,A McNamara,11th,1 1/2 l,3,8-10v,56,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Aingeal Dorcha (IRE),Orla Tynan,2,A Slattery,10th,3/4 l,7,9-4,60,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Not Simple (IRE),Adam Browne-Souza,0,J M Barrett,9th,Neck,3,9-2h,62,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Positive Energy (IRE),S A Wallace,0,M O'Callaghan,8th,1/2 l,4,9-12t,68,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Daonethatgotaway,Reese Holohan,4,M Fahey,7th,1/2 l,5,9-11t,67,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Kevin The Great (IRE),Conor Cusack,0,Mrs J Harrington,6th,1 1/2 l,3,9-5,65,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Timandi (IRE),A S Grant,2,J M Barrett,5th,3 1/4 l,3,9-2,62,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Unterberg (IRE),Terry Casey,0,Laura Hourigan,4th,3 3/4 l,6,9-12,68,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Convincing (IRE),Gabriella Hill,0,Ciaran Murphy,3rd,1 l,4,9-8,64,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Calzaghi (IRE),Jessica O'Gorman,0,Kevin Coleman,2nd,Neck,5,10-1,71,True,23,36
Naas Racing Results | 12th October 2025 16:55,2025-10-12,16:55,Yielding,1m 2f 125y,Capital Theory,Sadhbh Tormey,2,H D McGuigan,1st,N/A,6,9-12,68,True,23,36
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Its All Peachy (IRE),Jamie Powell,0,M O'Callaghan,10th,4 3/4 l,3,9-11p,84,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Presence (IRE),Keithen Kennedy,5,Mrs J Harrington,9th,2 l,4,9-10b,79,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Oriole,Leigh Roche,0,M Fahey,8th,Head,6,9-10p,79,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Annie's Angel (IRE),Dylan Browne McMonagle,0,J P O'Brien,7th,3 l,3,9-5b,78,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,So Golden,Billy Lee,0,K J Condon,6th,3 l,4,9-5,74,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Ob La Di (IRE),Ben Coen,0,J P Murtagh,5th,Nose,4,10-0tp,83,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Kashel Spring (IRE),Julian Pietropaolo,7,J P O'Brien,4th,3 l,3,9-7t,80,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Narlita (GER),Ronan Whelan,0,H Rogers,3rd,1/2 l,6,9-3,72,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Thatwilldoso (IRE),Rory Cleary,0,Kevin Coleman,2nd,3 3/4 l,4,9-9,78,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Speckled Meadow (IRE),Wayne Hassett,3,Don Browne,1st,N/A,8,8-8,63,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Its All Peachy (IRE),Jamie Powell,0,M O'Callaghan,10th,4 3/4 l,3,9-11p,84,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Presence (IRE),Keithen Kennedy,5,Mrs J Harrington,9th,2 l,4,9-10b,79,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Oriole,Leigh Roche,0,M Fahey,8th,Head,6,9-10p,79,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Annie's Angel (IRE),Dylan Browne McMonagle,0,J P O'Brien,7th,3 l,3,9-5b,78,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,So Golden,Billy Lee,0,K J Condon,6th,3 l,4,9-5,74,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Ob La Di (IRE),Ben Coen,0,J P Murtagh,5th,Nose,4,10-0tp,83,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Kashel Spring (IRE),Julian Pietropaolo,7,J P O'Brien,4th,3 l,3,9-7t,80,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Narlita (GER),Ronan Whelan,0,H Rogers,3rd,1/2 l,6,9-3,72,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Thatwilldoso (IRE),Rory Cleary,0,Kevin Coleman,2nd,3 3/4 l,4,9-9,78,True,23,37
Naas Racing Results | 12th October 2025 17:30,2025-10-12,17:30,Yielding,1m 2f 125y,Speckled Meadow (IRE),Wayne Hassett,3,Don Browne,1st,N/A,8,8-8,63,True,23,37
N/A,2025-10-13,14:05,Soft (Heavy In Places)  (Turf),7f 111y,Harry Longabaugh (IRE),J M Sheridan,0,P C O'Donnell,7th,2 1/4 l,3,9-8,-,True,23,38
N/A,2025-10-13,14:05,Soft (Heavy In Places)  (Turf),7f 111y,Variance (IRE),Rory Cleary,0,C W J Farrell,6th,Nose,3,9-8,-,True,23,38
N/A,2025-10-13,14:05,Soft (Heavy In Places)  (Turf),7f 111y,Tour Guide Tom (IRE),Adam Caffrey,0,C Byrnes,5th,1 1/4 l,3,9-8,-,True,23,38
N/A,2025-10-13,14:05,Soft (Heavy In Places)  (Turf),7f 111y,Teffian Warrior (IRE),Ben Coen,0,Ciaran Murphy,4th,3/4 l,3,9-8,66,True,23,38
N/A,2025-10-13,14:05,Soft (Heavy In Places)  (Turf),7f 111y,Hexagonal (IRE),Colin Keane,0,D Hogan,3rd,Neck,4,9-11,-,True,23,38
N/A,2025-10-13,14:05,Soft (Heavy In Places)  (Turf),7f 111y,Galley Point (IRE),Killian Leonard,0,T J O'Mara,2nd,3 l,3,9-8,-,True,23,38
