track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Brians Greatescape (IRE),Mr J. C. Barry,3,F. Costello,18th,3/4 l,6,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Second Subaltern (USA),Mr John Reddington,7,Martin Brassil,17th,1 l,6,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Soldier Solid (IRE),Mr G. Abbas,7,Patrick J. Flynn,16th,Neck,5,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Dalgan Park (IRE),Miss J. Townend,5,Peter Fahey,15th,Head,6,11-7,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Sameasiteverwas (IRE),Mr J. M. Halford,7,M. Halford,14th,1/2 l,5,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,A Law Of Her Own (IRE),Mr D. O'Connor,0,Peter Fahey,13th,1/2 l,5,11-7,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Bowtie (IRE),Mr C. P. Millar,7,Nigel Slevin,12th,3 1/4 l,7,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Attaboyarchie (IRE),Miss E. J. Sweeney,7,Dermot Anthony McLoughlin,11th,1 3/4 l,5,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Island Mccoo (IRE),Mr H. C. Swan,7,Gordon Elliott,10th,2 l,5,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Brookie (IRE),Miss M. O'Sullivan,5,A. J. Martin,9th,1/2 l,5,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Bridal Knot (IRE),Mr C. Mullins,7,Thomas Mullins,8th,Head,5,11-7,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Joshua Chamberlain (IRE),Mr J. Dunne,7,Gerard Keane,7th,1/2 l,5,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Song For My Father (IRE),Mr Pat Taaffe,7,Shane Donohoe,6th,1 1/2 l,5,12-0b1,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,West Clare (IRE),Mr E. Mahon,7,Brian M. McMahon,5th,2 1/2 l,5,12-0h,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Moonovercloon (IRE),Mr J. Kelly Smith,7,Matthew J. Smith,4th,Neck,5,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Thecompanysergeant,Mr J. L. Gleeson,7,Denis Hogan,3rd,4 l,5,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,Notnowned (IRE),Mr B. W. Harvey,7,John McConnell,2nd,1 3/4 l,5,12-0,-,True,11,39
Galway Racing Results | 28th July 2022 18:10,N/A,18:10,Good,2m 2f 59y,What Path (FR),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,5,12-0,-,True,11,39
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Tempo Chapter Two (IRE),P. Townend,0,W. P. Mullins,PU,N/A,6,11-5p,126,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Wild Shot,Rachael Blackmore,0,John McConnell,15th,35 l,8,11-4t,125,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Politicise (IRE),Sam Ewing,0,Adrian McGuinness,14th,7 l,6,11-2p,123,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Zoffanien (IRE),D. G. Hogan,0,Denis Hogan,13th,2 3/4 l,5,11-12b1,133,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Hearts Are Trumps (IRE),M. P. Walsh,0,Desmond McDonogh,12th,7 1/2 l,9,11-5,126,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Magnor Glory (IRE),S. Fitzgerald,3,Terence O'Brien,11th,1/2 l,6,11-4h,125,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Francois (FR),Donagh Meyler,0,Mary E Doyle,10th,3/4 l,7,11-5t1,126,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Lunar Power (IRE),B. J. Cooper,0,Noel Meade,9th,1 1/2 l,4,11-5,130,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Jiving Jerry (IRE),B. Hayes,0,James M. Barcoe,8th,1 3/4 l,7,10-11,118,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Mr Saxobeat (IRE),D. J. O'Keeffe,0,T. Gibney,7th,4 3/4 l,6,10-11,118,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Ferdia (IRE),D. E. Mullins,0,John Patrick Ryan,6th,4 1/2 l,6,10-8,115,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Nibiru (IRE),Phillip Enright,0,A. J. Martin,5th,2 1/4 l,7,10-2tp,109,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Ebasari (IRE),J. W. Kennedy,0,Gordon Elliott,4th,3/4 l,4,10-12tp,123,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Sil Ver Klass (FR),S. F. O'Keeffe,0,A. J. Martin,3rd,4 l,8,10-0t,107,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Teed Up (IRE),S. D. Torrens,0,Emmet Mullins,2nd,1/2 l,5,10-0,107,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Sit Down Lucy (IRE),Sean Flanagan,0,Peter Fahey,1st,N/A,8,11-0,121,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Tempo Chapter Two (IRE),P. Townend,0,W. P. Mullins,PU,N/A,6,11-5p,126,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Wild Shot,Rachael Blackmore,0,John McConnell,15th,35 l,8,11-4t,125,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Politicise (IRE),Sam Ewing,0,Adrian McGuinness,14th,7 l,6,11-2p,123,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Zoffanien (IRE),D. G. Hogan,0,Denis Hogan,13th,2 3/4 l,5,11-12b1,133,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Hearts Are Trumps (IRE),M. P. Walsh,0,Desmond McDonogh,12th,7 1/2 l,9,11-5,126,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Magnor Glory (IRE),S. Fitzgerald,3,Terence O'Brien,11th,1/2 l,6,11-4h,125,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Francois (FR),Donagh Meyler,0,Mary E Doyle,10th,3/4 l,7,11-5t1,126,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Lunar Power (IRE),B. J. Cooper,0,Noel Meade,9th,1 1/2 l,4,11-5,130,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Jiving Jerry (IRE),B. Hayes,0,James M. Barcoe,8th,1 3/4 l,7,10-11,118,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Mr Saxobeat (IRE),D. J. O'Keeffe,0,T. Gibney,7th,4 3/4 l,6,10-11,118,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Ferdia (IRE),D. E. Mullins,0,John Patrick Ryan,6th,4 1/2 l,6,10-8,115,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Nibiru (IRE),Phillip Enright,0,A. J. Martin,5th,2 1/4 l,7,10-2tp,109,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Ebasari (IRE),J. W. Kennedy,0,Gordon Elliott,4th,3/4 l,4,10-12tp,123,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Sil Ver Klass (FR),S. F. O'Keeffe,0,A. J. Martin,3rd,4 l,8,10-0t,107,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Teed Up (IRE),S. D. Torrens,0,Emmet Mullins,2nd,1/2 l,5,10-0,107,True,11,40
Galway Racing Results | 29th July 2022 17:00,N/A,17:00,Good To Yielding,2m 11y,Sit Down Lucy (IRE),Sean Flanagan,0,Peter Fahey,1st,N/A,8,11-0,121,True,11,40
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Jilted,Jack Cleary,7,Thomas Dowling,15th,1 l,2,8-13,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,The Fog Horn (IRE),Seamie Heffernan,0,Seamus G. O'Donnell,14th,6 l,2,8-11,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Texas Boy (IRE),G. P. Halpin,0,John Stephen O'Donoghue,13th,2 3/4 l,2,9-4,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Rumbled Again (IRE),J. M. Sheridan,3,Denis Hogan,12th,4 3/4 l,2,9-6p1,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Rio Largo (IRE),D. B. McMonagle,0,Luke Comer,11th,Neck,2,9-0,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Majestic Hills (IRE),Emmet McNamara,0,David Henry Bergin,10th,1/2 l,2,9-8,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Lazer Port (IRE),C. Horgan,7,A. Slattery,9th,3/4 l,2,9-0,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Halla Ban (IRE),K. J. Manning,0,J. S. Bolger,8th,4 1/2 l,2,8-11,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Samantha Maguire (IRE),N. M. Crosse,3,W. McCreery,7th,1/2 l,2,8-11,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Tea Olive (FR),C. T. Keane,0,Noel Meade,6th,Nose,2,8-13,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Mount King (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,Head,2,9-2,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Thunderbear (IRE),R. P. Whelan,0,Jack W. Davison,4th,3 1/4 l,2,9-6,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Keep In Touch (IRE),C. D. Hayes,0,D. K. Weld,3rd,3/4 l,2,9-1,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,San Anton (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,2nd,Nose,2,9-4,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Roman Hands (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,2,9-6p1,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Jilted,Jack Cleary,7,Thomas Dowling,15th,1 l,2,8-13,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,The Fog Horn (IRE),Seamie Heffernan,0,Seamus G. O'Donnell,14th,6 l,2,8-11,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Texas Boy (IRE),G. P. Halpin,0,John Stephen O'Donoghue,13th,2 3/4 l,2,9-4,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Rumbled Again (IRE),J. M. Sheridan,3,Denis Hogan,12th,4 3/4 l,2,9-6p1,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Rio Largo (IRE),D. B. McMonagle,0,Luke Comer,11th,Neck,2,9-0,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Majestic Hills (IRE),Emmet McNamara,0,David Henry Bergin,10th,1/2 l,2,9-8,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Lazer Port (IRE),C. Horgan,7,A. Slattery,9th,3/4 l,2,9-0,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Halla Ban (IRE),K. J. Manning,0,J. S. Bolger,8th,4 1/2 l,2,8-11,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Samantha Maguire (IRE),N. M. Crosse,3,W. McCreery,7th,1/2 l,2,8-11,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Tea Olive (FR),C. T. Keane,0,Noel Meade,6th,Nose,2,8-13,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Mount King (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,Head,2,9-2,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Thunderbear (IRE),R. P. Whelan,0,Jack W. Davison,4th,3 1/4 l,2,9-6,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Keep In Touch (IRE),C. D. Hayes,0,D. K. Weld,3rd,3/4 l,2,9-1,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,San Anton (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,2nd,Nose,2,9-4,-,True,11,41
Galway Racing Results | 29th July 2022 17:30,N/A,17:30,Yielding,7f,Roman Hands (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,2,9-6p1,-,True,11,41
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Hardline (IRE),J. W. Kennedy,0,Gordon Elliott,UR,N/A,10,11-7b,135,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Mount Pelier (IRE),Mr M. J. M. O'Sullivan,7,Barry Connell,PU,N/A,9,11-3t,131,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Birchdale (IRE),L. P. Dempsey,0,Enda Bolger,PU,N/A,8,11-10p,138,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Aramax (GER),J. S. McGarvey,0,Gordon Elliott,PU,N/A,6,11-7tp,135,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Bold Emperor (IRE),D. J. O'Keeffe,0,T. Gibney,16th,21 l,9,10-12,126,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Waitnsee (IRE),D. E. Mullins,0,John Patrick Ryan,15th,2 1/2 l,8,11-3,131,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Unexcepted (FR),Mr H. C. Swan,7,Padraig Roche,14th,1/2 l,8,11-13,141,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Spades Are Trumps (IRE),M. P. Walsh,0,Gavin Patrick Cromwell,13th,3/4 l,9,11-1tp,129,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Everglow,Denis O'Regan,0,Noel Meade,12th,2 3/4 l,7,11-6tp,134,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Coach Carter (IRE),Davy Russell,0,Gordon Elliott,11th,1 1/4 l,6,11-6h,134,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Bold Enough (IRE),Phillip Enright,0,Henry de Bromhead,10th,2 3/4 l,7,11-11p,139,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Freewheelin Dylan (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,9th,Neck,10,12-0tp,142,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Rapid Response (USA),S. F. O'Keeffe,0,Mrs J. Harrington,8th,1 1/2 l,8,11-1p,129,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Russian Diamond (IRE),Donagh Meyler,0,Emmet Mullins,7th,2 1/4 l,8,11-5tp1,133,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Jeremys Flame (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,6th,1 3/4 l,8,11-12h,140,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Born By The Sea (IRE),Jack G. Gilligan,7,Paul John Gilligan,5th,Neck,8,11-8,136,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,The Dabbler (IRE),Richard Deegan,0,Liam P. Cusack,4th,3/4 l,9,10-12p,126,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Fan De Blues (FR),P. Townend,0,W. P. Mullins,3rd,3/4 l,7,11-12ht,140,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Busselton (FR),J. J. Slevin,0,Joseph Patrick O'Brien,2nd,2 1/4 l,5,11-12,140,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Gabbys Cross (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,7,11-9,137,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Hardline (IRE),J. W. Kennedy,0,Gordon Elliott,UR,N/A,10,11-7b,135,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Mount Pelier (IRE),Mr M. J. M. O'Sullivan,7,Barry Connell,PU,N/A,9,11-3t,131,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Birchdale (IRE),L. P. Dempsey,0,Enda Bolger,PU,N/A,8,11-10p,138,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Aramax (GER),J. S. McGarvey,0,Gordon Elliott,PU,N/A,6,11-7tp,135,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Bold Emperor (IRE),D. J. O'Keeffe,0,T. Gibney,16th,21 l,9,10-12,126,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Waitnsee (IRE),D. E. Mullins,0,John Patrick Ryan,15th,2 1/2 l,8,11-3,131,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Unexcepted (FR),Mr H. C. Swan,7,Padraig Roche,14th,1/2 l,8,11-13,141,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Spades Are Trumps (IRE),M. P. Walsh,0,Gavin Patrick Cromwell,13th,3/4 l,9,11-1tp,129,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Everglow,Denis O'Regan,0,Noel Meade,12th,2 3/4 l,7,11-6tp,134,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Coach Carter (IRE),Davy Russell,0,Gordon Elliott,11th,1 1/4 l,6,11-6h,134,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Bold Enough (IRE),Phillip Enright,0,Henry de Bromhead,10th,2 3/4 l,7,11-11p,139,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Freewheelin Dylan (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,9th,Neck,10,12-0tp,142,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Rapid Response (USA),S. F. O'Keeffe,0,Mrs J. Harrington,8th,1 1/2 l,8,11-1p,129,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Russian Diamond (IRE),Donagh Meyler,0,Emmet Mullins,7th,2 1/4 l,8,11-5tp1,133,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Jeremys Flame (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,6th,1 3/4 l,8,11-12h,140,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Born By The Sea (IRE),Jack G. Gilligan,7,Paul John Gilligan,5th,Neck,8,11-8,136,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,The Dabbler (IRE),Richard Deegan,0,Liam P. Cusack,4th,3/4 l,9,10-12p,126,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Fan De Blues (FR),P. Townend,0,W. P. Mullins,3rd,3/4 l,7,11-12ht,140,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Busselton (FR),J. J. Slevin,0,Joseph Patrick O'Brien,2nd,2 1/4 l,5,11-12,140,True,11,42
Galway Racing Results | 29th July 2022 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Gabbys Cross (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,7,11-9,137,True,11,42
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Dancila (IRE),K. J. Manning,0,J. S. Bolger,18th,2 1/2 l,5,9-6,86,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Golden Twilight (IRE),M. P. Sheehy,3,M. Halford,17th,Neck,5,9-2t,82,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Still Standing (IRE),Adam Caffrey,7,William Durkan,16th,6 l,7,9-11tb1,91,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Ruler Legend (IRE),Declan McDonogh,0,J. A. Stack,15th,1 l,3,9-2,93,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Zileo,R. P. Whelan,0,M. Halford,14th,1/2 l,4,9-5,85,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Shark Bay (IRE),W. M. Lordan,0,Aidan O'Brien,13th,2 l,3,9-11,102,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Cask Mate (IRE),J. M. Sheridan,3,Noel Meade,12th,4 3/4 l,9,9-7t,87,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Dha Leath (IRE),G. M. Ryan,0,Gavin Patrick Cromwell,11th,4 1/4 l,4,9-5t,85,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Merroir (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,10th,2 1/4 l,5,10-0,94,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,San Martino (IRE),C. T. Keane,0,G. M. Lyons,9th,1 l,4,9-4p,84,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,One Cool Poet (IRE),J. Coen,5,Matthew J. Smith,8th,1 1/2 l,10,9-6tb,86,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Yafordadoe (IRE),R. Whearty,7,Gavin Patrick Cromwell,7th,3/4 l,6,9-6p,86,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Atavique,William James Lee,0,T. Gibney,6th,1/2 l,5,9-6,86,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,National Ballet (JPN),N. M. Crosse,3,Mrs J. Harrington,5th,1/2 l,4,9-2b1,82,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Laelaps (IRE),Shane Foley,0,Mrs J. Harrington,4th,Neck,4,10-0,94,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Baby Zeus (IRE),S. M. Crosse,0,W. P. Mullins,3rd,1 3/4 l,5,9-12t,92,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Dame Rapide (IRE),L. T. McAteer,3,Barry Fitzgerald,2nd,6 1/2 l,5,9-12,92,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Sionnach Eile (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,5,10-0h,94,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Dancila (IRE),K. J. Manning,0,J. S. Bolger,18th,2 1/2 l,5,9-6,86,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Golden Twilight (IRE),M. P. Sheehy,3,M. Halford,17th,Neck,5,9-2t,82,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Still Standing (IRE),Adam Caffrey,7,William Durkan,16th,6 l,7,9-11tb1,91,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Ruler Legend (IRE),Declan McDonogh,0,J. A. Stack,15th,1 l,3,9-2,93,True,11,43
Galway Racing Results | 29th July 2022 18:35,N/A,18:35,Yielding,1m 4f,Zileo,R. P. Whelan,0,M. Halford,14th,1/2 l,4,9-5,85,True,11,43
