track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Bellewstown Racing Results | 4th July 2024 20:20,N/A,20:20,Good,1m 4f 71y,Qasbaz (IRE),Mr D G Lavery,0,Ian Donoghue,PU,N/A,7,11-5p,-,True,125,40
Bellewstown Racing Results | 4th July 2024 20:20,N/A,20:20,Good,1m 4f 71y,Oranmore (IRE),Mr M Chaybyn,7,L Comer,8th,Short Head,8,11-5,-,True,125,40
Bellewstown Racing Results | 4th July 2024 20:20,N/A,20:20,Good,1m 4f 71y,Patrick Joseph,Miss R Hogan,7,D Broad,7th,2 1/2 l,9,11-0,-,True,125,40
Bellewstown Racing Results | 4th July 2024 20:20,N/A,20:20,Good,1m 4f 71y,Politicise (IRE),Mr C A Bowman,7,C Collins,6th,8 l,8,11-0,-,True,125,40
Bellewstown Racing Results | 4th July 2024 20:20,N/A,20:20,Good,1m 4f 71y,Queenie St Clair (IRE),Miss J Townend,0,E D Delany,5th,3 3/4 l,4,11-0h,-,True,125,40
Bellewstown Racing Results | 4th July 2024 20:20,N/A,20:20,Good,1m 4f 71y,Benjis Benefit (IRE),Ms T Kingsley,7,D Hogan,4th,3 1/4 l,6,11-0,-,True,125,40
Bellewstown Racing Results | 4th July 2024 20:20,N/A,20:20,Good,1m 4f 71y,Enniskerry (IRE),Mr F Maguire,0,B Connell,3rd,1/2 l,10,11-5t,-,True,125,40
Bellewstown Racing Results | 4th July 2024 20:20,N/A,20:20,Good,1m 4f 71y,Samui,Mr H C Swan,3,G Elliott,2nd,1 3/4 l,5,11-5t,-,True,125,40
Bellewstown Racing Results | 4th July 2024 20:20,N/A,20:20,Good,1m 4f 71y,Eagle's Way,Mr D McGill,7,W Durkan,1st,N/A,5,11-0,-,True,125,40
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Del Posto,D E Mullins,0,W J Lanigan,PU,N/A,3,11-0p,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Minton (IRE),Niall Moore,7,Jayne Hearne,PU,N/A,3,10-7,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,My Mate Tony (IRE),R Deegan,0,J P O'Brien,PU,N/A,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Highland Mist (IRE),P K Donovan,5,A Slattery,6th,32 l,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Guest Star,A P Kelly,5,M Fahey,5th,22 l,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,I'll Rise (IRE),D J O'Keeffe,0,A McNamara,4th,24 l,3,10-7,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Solar Falcon (IRE),C G O'Dwyer,5,C O'Dwyer,3rd,1 l,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Inspire Hope (IRE),J J Slevin,0,J P O'Brien,2nd,29 l,3,10-7,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Butter Fingers (IRE),Mr L P Shanahan,7,R O'Sullivan,1st,N/A,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Del Posto,D E Mullins,0,W J Lanigan,PU,N/A,3,11-0p,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Minton (IRE),Niall Moore,7,Jayne Hearne,PU,N/A,3,10-7,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,My Mate Tony (IRE),R Deegan,0,J P O'Brien,PU,N/A,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Highland Mist (IRE),P K Donovan,5,A Slattery,6th,32 l,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Guest Star,A P Kelly,5,M Fahey,5th,22 l,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,I'll Rise (IRE),D J O'Keeffe,0,A McNamara,4th,24 l,3,10-7,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Solar Falcon (IRE),C G O'Dwyer,5,C O'Dwyer,3rd,1 l,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Inspire Hope (IRE),J J Slevin,0,J P O'Brien,2nd,29 l,3,10-7,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:10,N/A,17:10,Yielding (Good In Places),2m,Butter Fingers (IRE),Mr L P Shanahan,7,R O'Sullivan,1st,N/A,3,11-0,-,True,125,41
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Young Lucy (IRE),D King,0,Mrs C O'Leary,NR,N/A,5,11-4t,99,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,One Cool Poet (IRE),C Stone-Walsh,5,Liz Doyle,S,N/A,12,11-12b,107,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Halla Paroiste (IRE),E Walsh,0,C Collins,17th,1 1/2 l,4,10-13,98,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Lorca (GER),J J Slevin,0,E J O'Grady,16th,8 1/2 l,6,11-5b1,100,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Liberated Light (IRE),Mr J L Gleeson,5,John E & Kiely,15th,7 1/2 l,5,11-9,104,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Spick And Span (IRE),P T Smithers,7,A A Howard,14th,1 3/4 l,7,11-3h,98,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Golden Sandbanks,K C Sexton,0,P W Flynn,13th,3 1/2 l,7,11-10tp,105,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Kilbrin Rocco (IRE),S Fitzgerald,0,M Winters,12th,Head,5,11-1t,96,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Voice Of Reason (IRE),D J Gilligan,3,G Elliott,11th,Head,4,11-5,104,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Milteye,R A Doyle,0,E J O'Grady,10th,3/4 l,4,11-2t,101,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Morepowertoya (FR),J P Shinnick,7,Paul Power,9th,5 1/2 l,6,11-3p,98,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Makfils (FR),K Callaghan,5,Peter Fahey,8th,1 l,7,11-5t,100,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Katakana (FR),Rachael Blackmore,0,H De Bromhead,7th,2 3/4 l,4,11-1ht,100,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Inchiquin Star (IRE),C G O'Dwyer,5,P Kiely,6th,1 l,5,11-7,102,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Cash The Cheque (IRE),D J O'Keeffe,0,Brendan Walsh,5th,1 1/4 l,6,12-0,109,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Someone's Wish (IRE),Sam Ewing,0,G Elliott,4th,1 l,4,10-12,97,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,The Niffler (IRE),K M Donoghue,0,E O'Connell,3rd,1/2 l,7,11-13ht,108,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Aussie Warrior (IRE),P T Enright,0,T R Hughes,2nd,1 1/4 l,5,11-5h,100,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Mary's Pride (IRE),K E Buckley,0,E Cawley,1st,N/A,7,11-10,105,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Young Lucy (IRE),D King,0,Mrs C O'Leary,NR,N/A,5,11-4t,99,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,One Cool Poet (IRE),C Stone-Walsh,5,Liz Doyle,S,N/A,12,11-12b,107,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Halla Paroiste (IRE),E Walsh,0,C Collins,17th,1 1/2 l,4,10-13,98,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Lorca (GER),J J Slevin,0,E J O'Grady,16th,8 1/2 l,6,11-5b1,100,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Liberated Light (IRE),Mr J L Gleeson,5,John E & Kiely,15th,7 1/2 l,5,11-9,104,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Spick And Span (IRE),P T Smithers,7,A A Howard,14th,1 3/4 l,7,11-3h,98,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Golden Sandbanks,K C Sexton,0,P W Flynn,13th,3 1/2 l,7,11-10tp,105,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Kilbrin Rocco (IRE),S Fitzgerald,0,M Winters,12th,Head,5,11-1t,96,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Voice Of Reason (IRE),D J Gilligan,3,G Elliott,11th,Head,4,11-5,104,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Milteye,R A Doyle,0,E J O'Grady,10th,3/4 l,4,11-2t,101,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Morepowertoya (FR),J P Shinnick,7,Paul Power,9th,5 1/2 l,6,11-3p,98,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Makfils (FR),K Callaghan,5,Peter Fahey,8th,1 l,7,11-5t,100,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Katakana (FR),Rachael Blackmore,0,H De Bromhead,7th,2 3/4 l,4,11-1ht,100,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Inchiquin Star (IRE),C G O'Dwyer,5,P Kiely,6th,1 l,5,11-7,102,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Cash The Cheque (IRE),D J O'Keeffe,0,Brendan Walsh,5th,1 1/4 l,6,12-0,109,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Someone's Wish (IRE),Sam Ewing,0,G Elliott,4th,1 l,4,10-12,97,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,The Niffler (IRE),K M Donoghue,0,E O'Connell,3rd,1/2 l,7,11-13ht,108,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Aussie Warrior (IRE),P T Enright,0,T R Hughes,2nd,1 1/4 l,5,11-5h,100,True,125,42
Tipperary Racing Results | 4th July 2024 17:40,N/A,17:40,Yielding (Good In Places),2m,Mary's Pride (IRE),K E Buckley,0,E Cawley,1st,N/A,7,11-10,105,True,125,42
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Suprise Package,D J O'Keeffe,0,Peter Fahey,UR,N/A,8,11-1,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,No Looking Back (IRE),P T Enright,0,O McKiernan,PU,N/A,6,11-1tp1,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Harsh,D J Gilligan,0,J P O'Brien,6th,34 l,4,10-11p,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Daddy Long Legs (FR),P Townend,0,W P Mullins,5th,19 l,5,11-5t,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Senecia (IRE),Mr J C Barry,0,V Halley,4th,1/2 l,7,11-1,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Minx Tiara (IRE),S W Flanagan,0,D M O'Brien,3rd,9 1/2 l,9,10-8,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Shecouldbeanything (IRE),Sam Ewing,0,G Elliott,2nd,16 l,7,11-1t,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Winter Fog (IRE),B Hayes,0,W P Mullins,1st,N/A,10,11-5,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Suprise Package,D J O'Keeffe,0,Peter Fahey,UR,N/A,8,11-1,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,No Looking Back (IRE),P T Enright,0,O McKiernan,PU,N/A,6,11-1tp1,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Harsh,D J Gilligan,0,J P O'Brien,6th,34 l,4,10-11p,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Daddy Long Legs (FR),P Townend,0,W P Mullins,5th,19 l,5,11-5t,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Senecia (IRE),Mr J C Barry,0,V Halley,4th,1/2 l,7,11-1,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Minx Tiara (IRE),S W Flanagan,0,D M O'Brien,3rd,9 1/2 l,9,10-8,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Shecouldbeanything (IRE),Sam Ewing,0,G Elliott,2nd,16 l,7,11-1t,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:15,N/A,18:15,Yielding (Good In Places),2m,Winter Fog (IRE),B Hayes,0,W P Mullins,1st,N/A,10,11-5,-,True,125,43
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Eabha Rose (IRE),C Stone-Walsh,5,T P O'Connor,PU,N/A,5,10-11b,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Head For Home (IRE),P T Enright,0,O McKiernan,17th,6 l,4,10-13,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Dakota Chief (IRE),B Hayes,0,Louise G Lyons,16th,15 l,4,10-13,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Mr Mcwhinny (IRE),D J Gilligan,3,P J Gilligan,15th,5 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Mayday Games (IRE),J G Gilligan,7,P J Gilligan,14th,3/4 l,5,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Divilskin (IRE),K E Buckley,0,C Bowe,13th,1 1/4 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Inch Alainn (IRE),R A Doyle,0,W J Burke,12th,2 l,5,10-11,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Meet My Loreley (IRE),M J M O'Sullivan,0,B Connell,11th,1 1/4 l,7,11-5t,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Coffeys Forge (IRE),P Byrnes,3,P Ryan,10th,1 3/4 l,8,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,John Storey (IRE),R Deegan,0,L P Cusack,9th,3 3/4 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Dawn Escape (IRE),S W Flanagan,0,L Casey,8th,1 l,5,10-11,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Impakt St Georges (FR),J P Shinnick,7,Mary Ellen Doyle,7th,1/2 l,6,11-4t1,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Truckers Cruising (IRE),Sam Ewing,0,W J Burke,6th,4 3/4 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Nitty Gritty (IRE),J J Slevin,0,J P O'Brien,5th,9 1/2 l,4,10-13,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Moylussa (IRE),D Meyler,0,T Hogan,4th,1 l,5,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Dorans Law (IRE),D J O'Keeffe,0,M Hourigan,3rd,2 1/2 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Folly Beach,L A McKenna,5,M A Molloy,2nd,Neck,6,11-5h,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Secrecies Of Stone (IRE),S F O'Keeffe,0,P Nolan,1st,N/A,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Eabha Rose (IRE),C Stone-Walsh,5,T P O'Connor,PU,N/A,5,10-11b,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Head For Home (IRE),P T Enright,0,O McKiernan,17th,6 l,4,10-13,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Dakota Chief (IRE),B Hayes,0,Louise G Lyons,16th,15 l,4,10-13,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Mr Mcwhinny (IRE),D J Gilligan,3,P J Gilligan,15th,5 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Mayday Games (IRE),J G Gilligan,7,P J Gilligan,14th,3/4 l,5,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Divilskin (IRE),K E Buckley,0,C Bowe,13th,1 1/4 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Inch Alainn (IRE),R A Doyle,0,W J Burke,12th,2 l,5,10-11,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Meet My Loreley (IRE),M J M O'Sullivan,0,B Connell,11th,1 1/4 l,7,11-5t,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Coffeys Forge (IRE),P Byrnes,3,P Ryan,10th,1 3/4 l,8,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,John Storey (IRE),R Deegan,0,L P Cusack,9th,3 3/4 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Dawn Escape (IRE),S W Flanagan,0,L Casey,8th,1 l,5,10-11,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Impakt St Georges (FR),J P Shinnick,7,Mary Ellen Doyle,7th,1/2 l,6,11-4t1,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Truckers Cruising (IRE),Sam Ewing,0,W J Burke,6th,4 3/4 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Nitty Gritty (IRE),J J Slevin,0,J P O'Brien,5th,9 1/2 l,4,10-13,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Moylussa (IRE),D Meyler,0,T Hogan,4th,1 l,5,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Dorans Law (IRE),D J O'Keeffe,0,M Hourigan,3rd,2 1/2 l,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Folly Beach,L A McKenna,5,M A Molloy,2nd,Neck,6,11-5h,-,True,125,44
Tipperary Racing Results | 4th July 2024 18:50,N/A,18:50,Yielding (Good In Places),2m 4f 90y,Secrecies Of Stone (IRE),S F O'Keeffe,0,P Nolan,1st,N/A,6,11-4,-,True,125,44
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Lieutenant Highway (IRE),S W Flanagan,0,M McCabe,NR,N/A,7,11-10,120,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Drumbear,B W Harvey,0,J C McConnell,PU,N/A,8,11-12t,122,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Aarons Day (IRE),P T Enright,0,O McKiernan,PU,N/A,10,11-6tp,116,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Freedom To Dream (FR),K M Donoghue,0,Peter Fahey,15th,12 l,9,11-6,116,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Francois (FR),R Deegan,0,Mary Ellen Doyle,14th,10 l,9,10-13p,109,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Pipers Meadow (IRE),T Ryan,5,S Ryan,13th,7 l,9,11-3,113,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Quest With Speed (IRE),Shane Fenelon,7,J J Hanlon,12th,3/4 l,7,11-6b,116,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Union Park (FR),J P O'Sullivan,0,P J Rothwell,11th,1 l,8,11-0t,110,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,King Ferdinand (IRE),M J M O'Sullivan,0,E M O'Sullivan,10th,Neck,8,10-10,106,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Karacole (FR),Rachael Blackmore,0,J Barcoe,9th,1 l,8,11-1,111,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Mossy Fen (IRE),L Quinlan,3,M A Molloy,8th,1 1/4 l,9,11-10,120,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Harley Street (IRE),M P Walsh,0,J P O'Brien,7th,1 1/4 l,5,10-7b1,103,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Henning (IRE),D King,0,D Hogan,6th,7 l,7,11-6,116,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Spinning Web (IRE),D E Mullins,0,Ms M Mullins,5th,2 3/4 l,4,10-10,111,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,For Fear Of Frost (IRE),J J Slevin,0,M F Morris,4th,Neck,6,10-10,106,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Routine Excellence (IRE),J Kearney,5,G P Cromwell,3rd,1 1/4 l,8,11-1p,111,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Ballywilliam Boy (IRE),D J O'Keeffe,0,M Hourigan,2nd,1 3/4 l,9,11-3b,113,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Clodders Dream,Sam Ewing,0,G Elliott,1st,N/A,6,11-10,120,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Lieutenant Highway (IRE),S W Flanagan,0,M McCabe,NR,N/A,7,11-10,120,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Drumbear,B W Harvey,0,J C McConnell,PU,N/A,8,11-12t,122,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Aarons Day (IRE),P T Enright,0,O McKiernan,PU,N/A,10,11-6tp,116,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Freedom To Dream (FR),K M Donoghue,0,Peter Fahey,15th,12 l,9,11-6,116,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Francois (FR),R Deegan,0,Mary Ellen Doyle,14th,10 l,9,10-13p,109,True,125,45
Tipperary Racing Results | 4th July 2024 19:25,N/A,19:25,Yielding (Good In Places),2m 4f 90y,Pipers Meadow (IRE),T Ryan,5,S Ryan,13th,7 l,9,11-3,113,True,125,45
