track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 24th June 2024 19:50,N/A,19:50,Good,1m 5f,Hungry Rock (IRE),M W Hassett,5,M M McNiff,5th,Neck,4,9-8b1,62,True,124,27
Ballinrobe Racing Results | 24th June 2024 19:50,N/A,19:50,Good,1m 5f,Curious Bride (IRE),S T McCullagh,3,E O'Connell,4th,2 1/4 l,7,9-11t,65,True,124,27
Ballinrobe Racing Results | 24th June 2024 19:50,N/A,19:50,Good,1m 5f,Status Green (IRE),G F Carroll,0,J G Murphy,3rd,4 1/4 l,4,9-8p,62,True,124,27
Ballinrobe Racing Results | 24th June 2024 19:50,N/A,19:50,Good,1m 5f,Mayo For Sam (IRE),Adam Caffrey,3,A McGuinness,2nd,Head,4,9-3v,57,True,124,27
Ballinrobe Racing Results | 24th June 2024 19:50,N/A,19:50,Good,1m 5f,Desert Friend (IRE),B M Coen,0,Mrs D Foster,1st,N/A,8,9-9,63,True,124,27
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Effernock Fizz (IRE),J A Heffernan,0,C Collins,12th,16 l,9,9-4t,74,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Ameerat Jumaira,R P Whelan,0,M Halford & T Collins,11th,3/4 l,4,9-8b,78,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Encosta (IRE),B M Coen,0,N Meade,10th,2 1/2 l,4,9-4,74,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Sugaree (IRE),H J Horgan,5,J P O'Brien,9th,3 1/2 l,4,10-0,84,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Pachmena (IRE),G F Carroll,0,G P Cromwell,8th,Short Head,7,9-5t,75,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Influential Lady (IRE),M W Hassett,5,J Barcoe,7th,1 1/2 l,10,8-9,65,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Emotivo (IRE),W J Lee,0,H De Bromhead,6th,Neck,4,9-2,72,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Moonlit Mist (IRE),Amy Jo Hayes,7,D H Kelly,5th,Short Head,4,9-9,79,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Fairytale Princess (IRE),C T Keane,0,G M Lyons,4th,2 1/2 l,4,10-2,86,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,No Hassle (IRE),J M Sheridan,0,S K Ryder,3rd,1 1/4 l,7,9-8,78,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,No Niki No (IRE),C D Hayes,0,Eoghan O'Neill,2nd,1/2 l,8,9-12b,82,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Royal Eagle (IRE),K G Kennedy,7,G Elliott,1st,N/A,6,9-7,77,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Effernock Fizz (IRE),J A Heffernan,0,C Collins,12th,16 l,9,9-4t,74,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Ameerat Jumaira,R P Whelan,0,M Halford & T Collins,11th,3/4 l,4,9-8b,78,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Encosta (IRE),B M Coen,0,N Meade,10th,2 1/2 l,4,9-4,74,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Sugaree (IRE),H J Horgan,5,J P O'Brien,9th,3 1/2 l,4,10-0,84,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Pachmena (IRE),G F Carroll,0,G P Cromwell,8th,Short Head,7,9-5t,75,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Influential Lady (IRE),M W Hassett,5,J Barcoe,7th,1 1/2 l,10,8-9,65,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Emotivo (IRE),W J Lee,0,H De Bromhead,6th,Neck,4,9-2,72,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Moonlit Mist (IRE),Amy Jo Hayes,7,D H Kelly,5th,Short Head,4,9-9,79,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Fairytale Princess (IRE),C T Keane,0,G M Lyons,4th,2 1/2 l,4,10-2,86,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,No Hassle (IRE),J M Sheridan,0,S K Ryder,3rd,1 1/4 l,7,9-8,78,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,No Niki No (IRE),C D Hayes,0,Eoghan O'Neill,2nd,1/2 l,8,9-12b,82,True,124,28
Ballinrobe Racing Results | 24th June 2024 20:20,N/A,20:20,Good,1m 5f,Royal Eagle (IRE),K G Kennedy,7,G Elliott,1st,N/A,6,9-7,77,True,124,28
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Until Dawn (IRE),C J MacRedmond,5,Kevin Coleman,NR,N/A,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Gateway Arch (IRE),G F Carroll,0,Joseph Murray,10th,6 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Pompano Beach (IRE),D P McDonogh,0,J P O'Brien,9th,1/2 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Tino Pai (IRE),R C Colgan,0,S Lavery,8th,Neck,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Dandy Khan (IRE),N M Crosse,0,Mrs J Harrington,7th,Short Head,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Brigid's Cloak,B M Coen,0,J P Murtagh,6th,Neck,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Island Girl (IRE),J A Heffernan,0,J A Stack,5th,4 1/4 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Dandy Magic (IRE),C T Keane,0,E Mullins,4th,3/4 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Irish Ballet (IRE),W J Lee,0,H De Bromhead,3rd,1/2 l,2,9-2t1,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Say Yes To Dreams (IRE),G M Ryan,0,Donnacha O'Brien,2nd,1 1/4 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Merrily (USA),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Until Dawn (IRE),C J MacRedmond,5,Kevin Coleman,NR,N/A,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Gateway Arch (IRE),G F Carroll,0,Joseph Murray,10th,6 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Pompano Beach (IRE),D P McDonogh,0,J P O'Brien,9th,1/2 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Tino Pai (IRE),R C Colgan,0,S Lavery,8th,Neck,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Dandy Khan (IRE),N M Crosse,0,Mrs J Harrington,7th,Short Head,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Brigid's Cloak,B M Coen,0,J P Murtagh,6th,Neck,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Island Girl (IRE),J A Heffernan,0,J A Stack,5th,4 1/4 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Dandy Magic (IRE),C T Keane,0,E Mullins,4th,3/4 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Irish Ballet (IRE),W J Lee,0,H De Bromhead,3rd,1/2 l,2,9-2t1,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Say Yes To Dreams (IRE),G M Ryan,0,Donnacha O'Brien,2nd,1 1/4 l,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 17:30,N/A,17:30,Good,5f,Merrily (USA),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,124,29
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Freedom Ring (IRE),N G McCullagh,0,A Slattery,12th,Short Head,3,8-11,52,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Phil's Dream (IRE),Siobhan Rutledge,3,J C McConnell,11th,2 1/2 l,4,9-6tv,55,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Try Hard,N M Crosse,0,L Comer,10th,Neck,6,8-12,47,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Akeela,B M Coen,0,M A Cahill,9th,2 1/2 l,4,9-6,55,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Senado Square,C Horgan,7,A Slattery,8th,1 3/4 l,4,9-12,61,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Aloysius Lilius (IRE),C T Keane,0,Gerard O'Leary,7th,1 l,8,9-8tb,57,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Sosallycanwait (IRE),R Whearty,5,L Breen,6th,3/4 l,5,8-13,48,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Babyface (IRE),D P McDonogh,0,E Lynam,5th,1/2 l,3,8-12,53,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Sunday Sovereign,C D Hayes,0,G A Kingston,4th,1/2 l,7,10-2,65,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,American In Paris (IRE),J M Sheridan,0,D Hogan,3rd,Nose,4,8-12tb,47,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Ginormous (IRE),W M Lordan,0,M Fenton,2nd,1/2 l,3,8-10h,51,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Turn Up The Beat,M W Hassett,5,David Barry,1st,N/A,3,8-9,50,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Freedom Ring (IRE),N G McCullagh,0,A Slattery,12th,Short Head,3,8-11,52,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Phil's Dream (IRE),Siobhan Rutledge,3,J C McConnell,11th,2 1/2 l,4,9-6tv,55,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Try Hard,N M Crosse,0,L Comer,10th,Neck,6,8-12,47,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Akeela,B M Coen,0,M A Cahill,9th,2 1/2 l,4,9-6,55,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Senado Square,C Horgan,7,A Slattery,8th,1 3/4 l,4,9-12,61,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Aloysius Lilius (IRE),C T Keane,0,Gerard O'Leary,7th,1 l,8,9-8tb,57,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Sosallycanwait (IRE),R Whearty,5,L Breen,6th,3/4 l,5,8-13,48,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Babyface (IRE),D P McDonogh,0,E Lynam,5th,1/2 l,3,8-12,53,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Sunday Sovereign,C D Hayes,0,G A Kingston,4th,1/2 l,7,10-2,65,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,American In Paris (IRE),J M Sheridan,0,D Hogan,3rd,Nose,4,8-12tb,47,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Ginormous (IRE),W M Lordan,0,M Fenton,2nd,1/2 l,3,8-10h,51,True,124,30
Naas Racing Results | 26th June 2024 18:00,N/A,18:00,Good,5f,Turn Up The Beat,M W Hassett,5,David Barry,1st,N/A,3,8-9,50,True,124,30
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Ginnos Port (IRE),M Crehan,3,J Coyle,14th,15 l,5,10-0,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Up The Lane,J A Heffernan,0,J A Stack,13th,Short Head,3,9-3,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Gift Of Life (IRE),R Whearty,5,C Moore,12th,1/2 l,4,10-0,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,First Round (IRE),J Kearney,5,L Comer,11th,6 l,4,10-0t1,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Point Duty (IRE),S P Bird,7,M Mulvany,10th,Neck,3,9-8t1,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Pass To Paris (IRE),G M Ryan,0,P J F Murphy,9th,2 1/2 l,3,9-8,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Adam's Boy (IRE),C Martins,0,M J Browne,8th,1/2 l,4,10-0p,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Sierra De Gredos,B M Coen,0,A Oliver,7th,1 l,3,9-8,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Little Mi Mi (IRE),D W O'Connor,0,C P Donoghue,6th,Head,3,9-3,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,De Janeiro (IRE),John Velazquez,0,D K Weld,5th,1/2 l,3,9-3,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Camachero (IRE),J J G Ryan,5,E Lynam,4th,2 1/2 l,3,9-8,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Musical Pace (IRE),W J Lee,0,E Lynam,3rd,3 3/4 l,4,10-0,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Speedwood (FR),C D Hayes,0,E & P Harty,2nd,2 l,3,9-8,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Over The Blues (IRE),L T McAteer,0,P T Foley,1st,N/A,3,9-3,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Ginnos Port (IRE),M Crehan,3,J Coyle,14th,15 l,5,10-0,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Up The Lane,J A Heffernan,0,J A Stack,13th,Short Head,3,9-3,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Gift Of Life (IRE),R Whearty,5,C Moore,12th,1/2 l,4,10-0,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,First Round (IRE),J Kearney,5,L Comer,11th,6 l,4,10-0t1,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Point Duty (IRE),S P Bird,7,M Mulvany,10th,Neck,3,9-8t1,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Pass To Paris (IRE),G M Ryan,0,P J F Murphy,9th,2 1/2 l,3,9-8,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Adam's Boy (IRE),C Martins,0,M J Browne,8th,1/2 l,4,10-0p,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Sierra De Gredos,B M Coen,0,A Oliver,7th,1 l,3,9-8,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Little Mi Mi (IRE),D W O'Connor,0,C P Donoghue,6th,Head,3,9-3,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,De Janeiro (IRE),John Velazquez,0,D K Weld,5th,1/2 l,3,9-3,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Camachero (IRE),J J G Ryan,5,E Lynam,4th,2 1/2 l,3,9-8,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Musical Pace (IRE),W J Lee,0,E Lynam,3rd,3 3/4 l,4,10-0,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Speedwood (FR),C D Hayes,0,E & P Harty,2nd,2 l,3,9-8,-,True,124,31
Naas Racing Results | 26th June 2024 18:30,N/A,18:30,Good,5f 205y,Over The Blues (IRE),L T McAteer,0,P T Foley,1st,N/A,3,9-3,-,True,124,31
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Nikki Swango (IRE),W M Lordan,0,N Lupini,NR,N/A,3,9-4,79,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Salah Belle (IRE),R C Colgan,0,S Lavery,7th,3/4 l,3,9-8,83,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Perfect Judgement (IRE),C J MacRedmond,5,J Davison,6th,Neck,3,9-1v,76,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Abiding Star (IRE),C D Hayes,0,John Hayes,5th,3/4 l,3,8-12,73,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Grand City Hall (IRE),R P Whelan,0,J P Fahey,4th,1 1/2 l,3,10-0,89,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Ohailbhic (IRE),W J Lee,0,J Feane,3rd,3/4 l,3,9-9t1,84,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Moltophino (IRE),J J G Ryan,5,J A Kinsella,2nd,Short Head,3,9-0p,75,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Power Mode (USA),C T Keane,0,Daniel Murphy,1st,N/A,3,9-12b,87,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Nikki Swango (IRE),W M Lordan,0,N Lupini,NR,N/A,3,9-4,79,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Salah Belle (IRE),R C Colgan,0,S Lavery,7th,3/4 l,3,9-8,83,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Perfect Judgement (IRE),C J MacRedmond,5,J Davison,6th,Neck,3,9-1v,76,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Abiding Star (IRE),C D Hayes,0,John Hayes,5th,3/4 l,3,8-12,73,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Grand City Hall (IRE),R P Whelan,0,J P Fahey,4th,1 1/2 l,3,10-0,89,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Ohailbhic (IRE),W J Lee,0,J Feane,3rd,3/4 l,3,9-9t1,84,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Moltophino (IRE),J J G Ryan,5,J A Kinsella,2nd,Short Head,3,9-0p,75,True,124,32
Naas Racing Results | 26th June 2024 19:00,N/A,19:00,Good,5f 205y,Power Mode (USA),C T Keane,0,Daniel Murphy,1st,N/A,3,9-12b,87,True,124,32
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Blue Poppy (IRE),L F Roche,0,D K Weld,NR,N/A,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Quatrain (IRE),R P Whelan,0,H De Bromhead,11th,16 l,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Glor Tire (IRE),R P Cleary,0,J S Bolger,10th,2 l,3,9-2p,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Seaward (IRE),W J Lee,0,R M Beckett,9th,Head,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Mother Nature (IRE),D P McDonogh,0,A P O'Brien,8th,1/2 l,3,9-2p1,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Elizabeth Jane (IRE),C D Hayes,0,D K Weld,7th,1/2 l,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Grateful (IRE),W M Lordan,0,A P O'Brien,6th,Head,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Madam Celeste (IRE),G F Carroll,0,G M Lyons,5th,Neck,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Fleur De Chine,N M Crosse,0,Mrs J Harrington,4th,2 l,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Greenfinch (USA),R L Moore,0,A P O'Brien,3rd,Short Head,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Bellezza (IRE),C T Keane,0,G M Lyons,2nd,3/4 l,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Hanalia (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Blue Poppy (IRE),L F Roche,0,D K Weld,NR,N/A,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Quatrain (IRE),R P Whelan,0,H De Bromhead,11th,16 l,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Glor Tire (IRE),R P Cleary,0,J S Bolger,10th,2 l,3,9-2p,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Seaward (IRE),W J Lee,0,R M Beckett,9th,Head,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Mother Nature (IRE),D P McDonogh,0,A P O'Brien,8th,1/2 l,3,9-2p1,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Elizabeth Jane (IRE),C D Hayes,0,D K Weld,7th,1/2 l,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Grateful (IRE),W M Lordan,0,A P O'Brien,6th,Head,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Madam Celeste (IRE),G F Carroll,0,G M Lyons,5th,Neck,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Fleur De Chine,N M Crosse,0,Mrs J Harrington,4th,2 l,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Greenfinch (USA),R L Moore,0,A P O'Brien,3rd,Short Head,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Bellezza (IRE),C T Keane,0,G M Lyons,2nd,3/4 l,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 19:30,N/A,19:30,Good (Good To Firm In Places),1m 2f 84y,Hanalia (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-2,-,True,124,33
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Spanish Tenor (IRE),C J MacRedmond,0,J Davison,8th,Neck,10,9-13,79,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Dragon Of Malta (IRE),Kyle Faulkner,0,P F O'Donnell,7th,2 1/4 l,7,9-8b,74,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Barnhill Rose,P A Harnett,2,D Hogan,6th,3 1/2 l,6,9-4p,70,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Moondharrig (IRE),M W Hassett,2,E Doyle,5th,Short Head,4,9-10t,76,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Wisdomofhindsight,R Whearty,0,A Oliver,4th,4 3/4 l,4,9-10,76,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Pier Pressure (FR),Amy Jo Hayes,4,G M Lyons,3rd,Head,4,10-0,80,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Barbapapa (IRE),J A Powell,0,H De Bromhead,2nd,1 1/2 l,5,10-0tp,80,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Mr King (IRE),J J G Ryan,0,G M Lyons,1st,N/A,4,10-4t,84,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Spanish Tenor (IRE),C J MacRedmond,0,J Davison,8th,Neck,10,9-13,79,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Dragon Of Malta (IRE),Kyle Faulkner,0,P F O'Donnell,7th,2 1/4 l,7,9-8b,74,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Barnhill Rose,P A Harnett,2,D Hogan,6th,3 1/2 l,6,9-4p,70,True,124,34
