track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Moondharrig (IRE),M W Hassett,2,E Doyle,5th,Short Head,4,9-10t,76,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Wisdomofhindsight,R Whearty,0,A Oliver,4th,4 3/4 l,4,9-10,76,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Pier Pressure (FR),Amy Jo Hayes,4,G M Lyons,3rd,Head,4,10-0,80,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Barbapapa (IRE),J A Powell,0,H De Bromhead,2nd,1 1/2 l,5,10-0tp,80,True,124,34
Naas Racing Results | 26th June 2024 20:00,N/A,20:00,Good (Good To Firm In Places),1m,Mr King (IRE),J J G Ryan,0,G M Lyons,1st,N/A,4,10-4t,84,True,124,34
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Touch The Sound (IRE),J M Sheridan,0,J A Stack,NR,N/A,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Sirene Success (IRE),W J Lee,0,K J Condon,NR,N/A,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Nunc Est Bibendum (IRE),R C Colgan,0,Stephen Gerard Carey,NR,N/A,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Madam Alkaterina (IRE),R Whearty,5,M Hourigan,11th,2 3/4 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Small Bucks (IRE),L T McAteer,0,P W Flynn,10th,5 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Ballinahulla (IRE),J J G Ryan,5,Conor Maxwell,9th,3/4 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Game Phoenix (IRE),B M Coen,0,Paul Power,8th,6 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Makaiah (IRE),C T Keane,0,G M Lyons,7th,2 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Pauline's Dream (IRE),G F Carroll,0,H De Bromhead,6th,1 3/4 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Duchess Wannabe (IRE),J A Heffernan,0,J A Stack,5th,1 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Shania (IRE),G M Ryan,0,Donnacha O'Brien,4th,1 1/4 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Eternal Reign (IRE),R P Whelan,0,M Halford & T Collins,3rd,1 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Evening Blossom (IRE),D P McDonogh,0,J P O'Brien,2nd,1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Red Viburnum (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Touch The Sound (IRE),J M Sheridan,0,J A Stack,NR,N/A,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Sirene Success (IRE),W J Lee,0,K J Condon,NR,N/A,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Nunc Est Bibendum (IRE),R C Colgan,0,Stephen Gerard Carey,NR,N/A,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Madam Alkaterina (IRE),R Whearty,5,M Hourigan,11th,2 3/4 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Small Bucks (IRE),L T McAteer,0,P W Flynn,10th,5 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Ballinahulla (IRE),J J G Ryan,5,Conor Maxwell,9th,3/4 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Game Phoenix (IRE),B M Coen,0,Paul Power,8th,6 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Makaiah (IRE),C T Keane,0,G M Lyons,7th,2 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Pauline's Dream (IRE),G F Carroll,0,H De Bromhead,6th,1 3/4 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Duchess Wannabe (IRE),J A Heffernan,0,J A Stack,5th,1 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Shania (IRE),G M Ryan,0,Donnacha O'Brien,4th,1 1/4 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Eternal Reign (IRE),R P Whelan,0,M Halford & T Collins,3rd,1 1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Evening Blossom (IRE),D P McDonogh,0,J P O'Brien,2nd,1/2 l,3,9-3,-,True,124,35
Naas Racing Results | 26th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),1m,Red Viburnum (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-3,-,True,124,35
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,In The Minus (IRE),S P Davis,0,Sean Davis,14th,1 1/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Besiege (IRE),A J Slattery,0,J Halley,13th,4 3/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Iron Fist (IRE),N M Crosse,0,Mrs J Harrington,12th,1/2 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Abraham Answer (IRE),D E Sheehy,0,M C Grassick,11th,2 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,All Right By Me (IRE),G F Carroll,0,G M Lyons,10th,2 1/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Viking Invasion (IRE),D McMonagle,0,J P O'Brien,9th,2 3/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Grand Dante (USA),R P Whelan,0,D Dias,8th,2 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Admiral Churchill,W J Lee,0,P Twomey,7th,1 1/2 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Snapdragon (IRE),R L Moore,0,A P O'Brien,6th,1 1/2 l,2,9-7b1,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,East Hampton,L T McAteer,0,D Marnane,5th,Head,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Ides Of March (IRE),W M Lordan,0,A P O'Brien,4th,3/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Mount Parnassus (IRE),G M Ryan,0,Donnacha O'Brien,3rd,3/4 l,2,9-7b,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Distant Seas,C D Hayes,0,M O'Callaghan,2nd,3/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Beckman (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,In The Minus (IRE),S P Davis,0,Sean Davis,14th,1 1/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Besiege (IRE),A J Slattery,0,J Halley,13th,4 3/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Iron Fist (IRE),N M Crosse,0,Mrs J Harrington,12th,1/2 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Abraham Answer (IRE),D E Sheehy,0,M C Grassick,11th,2 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,All Right By Me (IRE),G F Carroll,0,G M Lyons,10th,2 1/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Viking Invasion (IRE),D McMonagle,0,J P O'Brien,9th,2 3/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Grand Dante (USA),R P Whelan,0,D Dias,8th,2 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Admiral Churchill,W J Lee,0,P Twomey,7th,1 1/2 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Snapdragon (IRE),R L Moore,0,A P O'Brien,6th,1 1/2 l,2,9-7b1,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,East Hampton,L T McAteer,0,D Marnane,5th,Head,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Ides Of March (IRE),W M Lordan,0,A P O'Brien,4th,3/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Mount Parnassus (IRE),G M Ryan,0,Donnacha O'Brien,3rd,3/4 l,2,9-7b,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Distant Seas,C D Hayes,0,M O'Callaghan,2nd,3/4 l,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:00,N/A,17:00,Good (Good To Firm In Places ),6f,Beckman (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-7,-,True,124,36
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Cala Margarida (IRE),J J G Ryan,5,T G McCourt,15th,1 1/4 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Blondina (IRE),R P Cleary,0,J S Bolger,14th,Neck,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Lovely (IRE),W Joyce,5,D Dias,13th,1 1/2 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Mykonian Odyssey (IRE),R P Whelan,0,B W Duke,12th,Head,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Vlhova,W J Lee,0,Kevin Coleman,11th,3 1/2 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Bay Colony (IRE),J A Heffernan,0,J A Stack,10th,1 1/4 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Exactly (IRE),W M Lordan,0,A P O'Brien,9th,1 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Dahlia Noir (IRE),G M Ryan,0,Donnacha O'Brien,8th,Neck,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Valencia (IRE),D P McDonogh,0,J P O'Brien,7th,Neck,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Marazion (IRE),C D Hayes,0,Mrs J Harrington,6th,Head,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,And So To Bed (IRE),D McMonagle,0,J P O'Brien,5th,3/4 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Murkala (IRE),B M Coen,0,J P Murtagh,4th,Neck,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Senna's Girl (IRE),D E Sheehy,0,D Dias,3rd,3 3/4 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Red Letter,C T Keane,0,G M Lyons,2nd,Head,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Lake Victoria (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Cala Margarida (IRE),J J G Ryan,5,T G McCourt,15th,1 1/4 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Blondina (IRE),R P Cleary,0,J S Bolger,14th,Neck,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Lovely (IRE),W Joyce,5,D Dias,13th,1 1/2 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Mykonian Odyssey (IRE),R P Whelan,0,B W Duke,12th,Head,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Vlhova,W J Lee,0,Kevin Coleman,11th,3 1/2 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Bay Colony (IRE),J A Heffernan,0,J A Stack,10th,1 1/4 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Exactly (IRE),W M Lordan,0,A P O'Brien,9th,1 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Dahlia Noir (IRE),G M Ryan,0,Donnacha O'Brien,8th,Neck,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Valencia (IRE),D P McDonogh,0,J P O'Brien,7th,Neck,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Marazion (IRE),C D Hayes,0,Mrs J Harrington,6th,Head,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,And So To Bed (IRE),D McMonagle,0,J P O'Brien,5th,3/4 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Murkala (IRE),B M Coen,0,J P Murtagh,4th,Neck,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Senna's Girl (IRE),D E Sheehy,0,D Dias,3rd,3 3/4 l,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Red Letter,C T Keane,0,G M Lyons,2nd,Head,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 17:30,N/A,17:30,Good (Good To Firm In Places ),7f,Lake Victoria (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,124,37
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Port Louis (IRE),R Whearty,5,N Meade,NR,N/A,3,8-10,78,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,New Definition,J Kearney,5,R O'Brien,13th,1 1/4 l,4,10-1,88,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Gobi Star (IRE),S P Davis,0,Sean Davis,12th,1 3/4 l,6,8-13v,72,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,What A Squeeze (IRE),R P Cleary,0,G O'Loughlin,11th,1 1/4 l,3,8-7,75,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Positive Energy (IRE),W M Lordan,0,W McCreery,10th,2 3/4 l,3,8-7,75,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Alexander John (IRE),D P McDonogh,0,L Comer,9th,3/4 l,4,9-1t,74,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Hightimeyouwon,C J MacRedmond,5,J Davison,8th,3/4 l,8,10-2b,89,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Secret Magician (IRE),A J Slattery,0,M Hassett,7th,1 1/4 l,5,8-7t1,66,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Transcending Glory (IRE),B M Coen,0,J P Murtagh,6th,Short Head,3,9-7p,89,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Current Option (IRE),Adam Caffrey,3,A McGuinness,5th,Head,8,10-1h,88,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Von Krolock (IRE),M W Hassett,5,T Doyle,4th,Short Head,5,8-7,66,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Ice Cold In Alex (IRE),J A Powell,3,K J Condon,3rd,Neck,10,8-13t,72,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Serialise (IRE),N M Crosse,0,Mrs J Harrington,2nd,Head,3,8-13,81,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Back Down Under (IRE),C D Hayes,0,P Roche,1st,N/A,3,8-8,76,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Port Louis (IRE),R Whearty,5,N Meade,NR,N/A,3,8-10,78,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,New Definition,J Kearney,5,R O'Brien,13th,1 1/4 l,4,10-1,88,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Gobi Star (IRE),S P Davis,0,Sean Davis,12th,1 3/4 l,6,8-13v,72,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,What A Squeeze (IRE),R P Cleary,0,G O'Loughlin,11th,1 1/4 l,3,8-7,75,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Positive Energy (IRE),W M Lordan,0,W McCreery,10th,2 3/4 l,3,8-7,75,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Alexander John (IRE),D P McDonogh,0,L Comer,9th,3/4 l,4,9-1t,74,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Hightimeyouwon,C J MacRedmond,5,J Davison,8th,3/4 l,8,10-2b,89,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Secret Magician (IRE),A J Slattery,0,M Hassett,7th,1 1/4 l,5,8-7t1,66,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Transcending Glory (IRE),B M Coen,0,J P Murtagh,6th,Short Head,3,9-7p,89,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Current Option (IRE),Adam Caffrey,3,A McGuinness,5th,Head,8,10-1h,88,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Von Krolock (IRE),M W Hassett,5,T Doyle,4th,Short Head,5,8-7,66,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Ice Cold In Alex (IRE),J A Powell,3,K J Condon,3rd,Neck,10,8-13t,72,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Serialise (IRE),N M Crosse,0,Mrs J Harrington,2nd,Head,3,8-13,81,True,124,38
Curragh Racing Results | 28th June 2024 18:05,N/A,18:05,Good (Good To Firm In Places ),7f,Back Down Under (IRE),C D Hayes,0,P Roche,1st,N/A,3,8-8,76,True,124,38
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Threehavenine (IRE),C D Maxwell,0,P Stafford,18th,Neck,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Out Of Theordinary (IRE),J A Heffernan,0,L Comer,17th,9 1/2 l,4,10-1,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Don't Hassle (IRE),John Velazquez,0,J Feane,16th,5 1/2 l,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Street Mentor (USA),A J Slattery,0,A Slattery,15th,Neck,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Epic Performance (IRE),J Kearney,5,L Comer,14th,1/2 l,4,10-6t1,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Hollies Choice (IRE),W Joyce,5,O McKiernan,13th,1/2 l,5,10-1t,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Bucaneer's Spirit (IRE),W J Lee,0,A Oliver,12th,2 l,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Vivacious Lady (IRE),R P Whelan,0,M Halford & T Collins,11th,3 1/2 l,3,9-3,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Hampshire (IRE),R L Moore,0,A P O'Brien,10th,3/4 l,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Il Sovrano (IRE),D McMonagle,0,J P O'Brien,9th,2 3/4 l,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Rock Of Ireland (IRE),L T McAteer,0,Alan McIntyre,8th,1 1/2 l,3,9-8p,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Trethorn,S T McCullagh,3,Mrs J Harrington,7th,Head,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Royal Entry (IRE),R P Cleary,0,J S Bolger,6th,1 1/2 l,3,9-3,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Slowdownbarney (IRE),G F Carroll,0,G P Cromwell,5th,1/2 l,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Shepperton Lodge,M P Sheehy,0,J P O'Brien,4th,2 l,3,9-8t1,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Sacred Oath (IRE),C D Hayes,0,D K Weld,3rd,1 1/2 l,3,9-3,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Trapalanda (IRE),G M Ryan,0,P G Fahey,2nd,1 1/4 l,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Siege Of Troy,B M Coen,0,J P Murtagh,1st,N/A,3,9-3p1,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Threehavenine (IRE),C D Maxwell,0,P Stafford,18th,Neck,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Out Of Theordinary (IRE),J A Heffernan,0,L Comer,17th,9 1/2 l,4,10-1,-,True,124,39
