track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Pauline's Dream (IRE),L F Roche,0,R O'Sullivan,7th,Head,4,8-9t1,61,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Morning Approach (IRE),N M Crosse,0,W McCreery,6th,3/4 l,7,9-1,67,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Thatwilldoso (IRE),C T Keane,0,Kevin Coleman,5th,2 1/4 l,4,9-4,70,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Tiscommonknowledge (IRE),J A Heffernan,0,P Roche,4th,3 l,4,9-4,70,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Rain (GER),C D Hayes,0,E & P Harty,3rd,1 1/4 l,6,8-11,63,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Pepper Noir (IRE),J J G Ryan,3,J C McConnell,2nd,1 1/4 l,4,10-0,80,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Fortuna Vera (IRE),M W Hassett,5,J P O'Brien,1st,N/A,3,8-8,74,True,175,23
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Duraji (IRE),C D Hayes,0,D K Weld,5th,Neck,4,9-5,90,True,175,24
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Mont St Michel (IRE),W M Lordan,0,A P O'Brien,4th,1/2 l,4,9-5,-,True,175,24
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Satin,S Foley,0,Mrs J Harrington,3rd,1 1/4 l,5,9-2p,94,True,175,24
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Dallas Star (FR),C T Keane,0,A Murray,2nd,1 1/2 l,4,9-5,101,True,175,24
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Kyprios (IRE),R L Moore,0,A P O'Brien,1st,N/A,7,9-10,122,True,175,24
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Duraji (IRE),C D Hayes,0,D K Weld,5th,Neck,4,9-5,90,True,175,24
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Mont St Michel (IRE),W M Lordan,0,A P O'Brien,4th,1/2 l,4,9-5,-,True,175,24
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Satin,S Foley,0,Mrs J Harrington,3rd,1 1/4 l,5,9-2p,94,True,175,24
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Dallas Star (FR),C T Keane,0,A Murray,2nd,1 1/2 l,4,9-5,101,True,175,24
Leopardstown Racing Results | 16th May 2025 19:23,N/A,19:23,Good (Good To Firm In Places),1m 6f,Kyprios (IRE),R L Moore,0,A P O'Brien,1st,N/A,7,9-10,122,True,175,24
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Patrick Joseph,R C Colgan,0,D Broad,PU,N/A,10,9-6,50,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Pare Of Brown Eyes (IRE),R P Cleary,0,J M Barrett,13th,68 l,4,9-6p1,50,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,12th,2 1/4 l,5,10-2,60,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Porsche Lad (IRE),J A Heffernan,0,C Byrnes,11th,1/2 l,4,10-2,60,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Tartaraghan (IRE),D W O'Connor,0,J C McConnell,10th,3 1/4 l,4,10-0,58,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Zentopia (IRE),J S Dalton,10,S M Duffy,9th,1 1/4 l,5,8-10p,40,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Creative Dancer (IRE),L F Roche,0,Ian Donoghue,8th,3 1/2 l,8,8-10,40,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Highland King (IRE),R Coakley,0,J C McConnell,7th,1 l,6,9-8p,52,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Crypto Crash,L T McAteer,0,D Marnane,6th,1 1/2 l,4,9-9,53,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Picpoul (IRE),W Joyce,5,M Rice,5th,1 l,7,9-9tp,53,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Jawhary,Adam Caffrey,0,A McGuinness,4th,5 l,7,10-0v,58,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Secret Rock (IRE),C T Keane,0,A J Martin,3rd,1/2 l,6,10-1t,59,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Chopsticks (IRE),S Foley,0,J C McConnell,2nd,1 3/4 l,5,9-8p,52,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Tatum (IRE),C D Hayes,0,N Meade,1st,N/A,4,9-8b1,52,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Patrick Joseph,R C Colgan,0,D Broad,PU,N/A,10,9-6,50,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Pare Of Brown Eyes (IRE),R P Cleary,0,J M Barrett,13th,68 l,4,9-6p1,50,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,12th,2 1/4 l,5,10-2,60,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Porsche Lad (IRE),J A Heffernan,0,C Byrnes,11th,1/2 l,4,10-2,60,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Tartaraghan (IRE),D W O'Connor,0,J C McConnell,10th,3 1/4 l,4,10-0,58,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Zentopia (IRE),J S Dalton,10,S M Duffy,9th,1 1/4 l,5,8-10p,40,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Creative Dancer (IRE),L F Roche,0,Ian Donoghue,8th,3 1/2 l,8,8-10,40,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Highland King (IRE),R Coakley,0,J C McConnell,7th,1 l,6,9-8p,52,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Crypto Crash,L T McAteer,0,D Marnane,6th,1 1/2 l,4,9-9,53,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Picpoul (IRE),W Joyce,5,M Rice,5th,1 l,7,9-9tp,53,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Jawhary,Adam Caffrey,0,A McGuinness,4th,5 l,7,10-0v,58,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Secret Rock (IRE),C T Keane,0,A J Martin,3rd,1/2 l,6,10-1t,59,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Chopsticks (IRE),S Foley,0,J C McConnell,2nd,1 3/4 l,5,9-8p,52,True,175,25
Leopardstown Racing Results | 16th May 2025 19:58,N/A,19:58,Good (Good To Firm In Places),1m 4f,Tatum (IRE),C D Hayes,0,N Meade,1st,N/A,4,9-8b1,52,True,175,25
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Genoah (IRE),Julie Burke,0,M O'Callaghan,14th,7 l,4,10-9t,89,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Dubai Leader,Ms L Dowdall,7,D Kinsella,13th,11 l,6,9-12ht,78,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Hibernia Oppositus (IRE),R Kinkaid,7,J C McConnell,12th,3 1/2 l,6,9-6,72,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Solomon,Ms N A Kane,7,D Hogan,11th,2 l,4,10-8t,88,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Raydamann (FR),Miss H M Smullen,7,G Elliott,10th,3 1/2 l,4,9-12,78,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Pralognan (FR),Caragh Monaghan,7,A J Martin,9th,Head,6,9-7t,73,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Bear Profit (IRE),Nicola Burns,7,Gerard O'Leary,8th,Neck,6,9-13,79,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Beyond Your Dreams (IRE),Miss A B O'Connor,3,J P O'Brien,7th,5 1/2 l,4,9-7p,73,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,O'Reilly (FR),Alexandra Egan,7,Peter Fahey,6th,1 3/4 l,7,10-10,90,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Burren Song (IRE),Miss J Walton,7,Ciaran Murphy,5th,1 1/2 l,7,10-3tb1,83,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Rock Of Ireland (IRE),Miss G Benson,7,Alan McIntyre,4th,1 1/2 l,4,10-0,80,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Walhaan (IRE),Gabriella Hill,7,Ciaran Murphy,3rd,2 1/4 l,9,10-8tp,88,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Reaching High (IRE),Miss J Townend,3,W P Mullins,2nd,Short Head,4,10-12,92,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Not Just Any Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,1st,N/A,6,9-12,78,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Genoah (IRE),Julie Burke,0,M O'Callaghan,14th,7 l,4,10-9t,89,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Dubai Leader,Ms L Dowdall,7,D Kinsella,13th,11 l,6,9-12ht,78,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Hibernia Oppositus (IRE),R Kinkaid,7,J C McConnell,12th,3 1/2 l,6,9-6,72,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Solomon,Ms N A Kane,7,D Hogan,11th,2 l,4,10-8t,88,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Raydamann (FR),Miss H M Smullen,7,G Elliott,10th,3 1/2 l,4,9-12,78,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Pralognan (FR),Caragh Monaghan,7,A J Martin,9th,Head,6,9-7t,73,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Bear Profit (IRE),Nicola Burns,7,Gerard O'Leary,8th,Neck,6,9-13,79,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Beyond Your Dreams (IRE),Miss A B O'Connor,3,J P O'Brien,7th,5 1/2 l,4,9-7p,73,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,O'Reilly (FR),Alexandra Egan,7,Peter Fahey,6th,1 3/4 l,7,10-10,90,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Burren Song (IRE),Miss J Walton,7,Ciaran Murphy,5th,1 1/2 l,7,10-3tb1,83,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Rock Of Ireland (IRE),Miss G Benson,7,Alan McIntyre,4th,1 1/2 l,4,10-0,80,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Walhaan (IRE),Gabriella Hill,7,Ciaran Murphy,3rd,2 1/4 l,9,10-8tp,88,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Reaching High (IRE),Miss J Townend,3,W P Mullins,2nd,Short Head,4,10-12,92,True,175,26
Leopardstown Racing Results | 16th May 2025 20:30,N/A,20:30,Good (Good To Firm In Places),1m 4f,Not Just Any Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,1st,N/A,6,9-12,78,True,175,26
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Heart And A Half (IRE),A J Slattery,0,J A Stack,10th,23 l,2,9-2,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Wind Spirit,D P McDonogh,0,J P O'Brien,9th,3 3/4 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Namiid (IRE),N G McCullagh,0,J P Murtagh,8th,4 1/2 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Dialin For Dollars (IRE),N M Crosse,0,D Marnane,7th,4 3/4 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Invincible Will (IRE),G F Carroll,0,G P Cromwell,6th,1 1/2 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Venetian Star (IRE),B M Coen,0,J P Murtagh,5th,3 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Padel Addict (IRE),W J Lee,0,H De Bromhead,4th,1/2 l,2,9-2,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Havana Anna,G M Ryan,0,Donnacha O'Brien,3rd,3 3/4 l,2,9-2,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,True Love (IRE),W M Lordan,0,A P O'Brien,2nd,3/4 l,2,9-2,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Gstaad,C D Hayes,0,A P O'Brien,1st,N/A,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Heart And A Half (IRE),A J Slattery,0,J A Stack,10th,23 l,2,9-2,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Wind Spirit,D P McDonogh,0,J P O'Brien,9th,3 3/4 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Namiid (IRE),N G McCullagh,0,J P Murtagh,8th,4 1/2 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Dialin For Dollars (IRE),N M Crosse,0,D Marnane,7th,4 3/4 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Invincible Will (IRE),G F Carroll,0,G P Cromwell,6th,1 1/2 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Venetian Star (IRE),B M Coen,0,J P Murtagh,5th,3 l,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Padel Addict (IRE),W J Lee,0,H De Bromhead,4th,1/2 l,2,9-2,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Havana Anna,G M Ryan,0,Donnacha O'Brien,3rd,3 3/4 l,2,9-2,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,True Love (IRE),W M Lordan,0,A P O'Brien,2nd,3/4 l,2,9-2,-,True,175,27
Navan Racing Results | 17th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f 180y,Gstaad,C D Hayes,0,A P O'Brien,1st,N/A,2,9-7,-,True,175,27
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Times In Oz (IRE),J Cleary,2,A Sexton,19th,6 l,4,9-6tp,50,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,James The Second (IRE),T Casey,7,M Mulvany,18th,2 l,3,8-13,52,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Little Mi Mi (IRE),W Joyce,0,C P Donoghue,17th,1/2 l,4,9-7t,51,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Platino Bianco (IRE),M L Malone,7,C Timmons,16th,1 3/4 l,4,10-2,60,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,She's Smart (IRE),S Coen,7,A McGuinness,15th,1 l,4,10-2,60,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Hasiyna (IRE),C D Fahy,7,J C McConnell,14th,1 l,5,9-7,51,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Yaxchilan (IRE),D S O'Sullivan,7,Gerard O'Leary,13th,1/2 l,4,10-2p,60,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Finito Bonito (IRE),Sadhbh Tormey,7,T G McCourt,12th,1 l,4,9-0v,44,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,American In Paris (IRE),R Whearty,0,P W Flynn,11th,Neck,5,8-12t,42,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Whatswrongnow (IRE),J A Powell,0,Batt Burke,10th,Neck,4,9-2,46,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Lismacbryan Hill (IRE),P McGettigan,7,P Magee,9th,3/4 l,4,9-8,52,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Hezahunk (IRE),M W Hassett,0,P J McKenna,8th,Short Head,6,9-1p,45,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Breath Of You (FR),P A Harnett,2,Conor Maxwell,7th,Short Head,3,9-3p1,56,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Micasso (IRE),Alexandra Egan,7,D Kinsella,6th,1/2 l,3,9-2t,55,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Annie Lavinia (IRE),Sorcha Woods,7,E Lynam,5th,3/4 l,3,9-4tp1,57,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Stanhope,K G Kennedy,2,J C McConnell,4th,2 l,11,9-7,51,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Zaragoza (IRE),J J G Ryan,0,D K Weld,3rd,1/2 l,5,10-2p,60,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,My Girl Sioux (IRE),J S Dalton,7,A Slattery,2nd,1 1/4 l,5,10-0,58,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Devil's Angel,J Kearney,0,Kevin Coleman,1st,N/A,9,10-2,60,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Times In Oz (IRE),J Cleary,2,A Sexton,19th,6 l,4,9-6tp,50,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,James The Second (IRE),T Casey,7,M Mulvany,18th,2 l,3,8-13,52,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Little Mi Mi (IRE),W Joyce,0,C P Donoghue,17th,1/2 l,4,9-7t,51,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Platino Bianco (IRE),M L Malone,7,C Timmons,16th,1 3/4 l,4,10-2,60,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,She's Smart (IRE),S Coen,7,A McGuinness,15th,1 l,4,10-2,60,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Hasiyna (IRE),C D Fahy,7,J C McConnell,14th,1 l,5,9-7,51,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Yaxchilan (IRE),D S O'Sullivan,7,Gerard O'Leary,13th,1/2 l,4,10-2p,60,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Finito Bonito (IRE),Sadhbh Tormey,7,T G McCourt,12th,1 l,4,9-0v,44,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,American In Paris (IRE),R Whearty,0,P W Flynn,11th,Neck,5,8-12t,42,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Whatswrongnow (IRE),J A Powell,0,Batt Burke,10th,Neck,4,9-2,46,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Lismacbryan Hill (IRE),P McGettigan,7,P Magee,9th,3/4 l,4,9-8,52,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Hezahunk (IRE),M W Hassett,0,P J McKenna,8th,Short Head,6,9-1p,45,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Breath Of You (FR),P A Harnett,2,Conor Maxwell,7th,Short Head,3,9-3p1,56,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Micasso (IRE),Alexandra Egan,7,D Kinsella,6th,1/2 l,3,9-2t,55,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Annie Lavinia (IRE),Sorcha Woods,7,E Lynam,5th,3/4 l,3,9-4tp1,57,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Stanhope,K G Kennedy,2,J C McConnell,4th,2 l,11,9-7,51,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Zaragoza (IRE),J J G Ryan,0,D K Weld,3rd,1/2 l,5,10-2p,60,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,My Girl Sioux (IRE),J S Dalton,7,A Slattery,2nd,1 1/4 l,5,10-0,58,True,175,28
Navan Racing Results | 17th May 2025 14:05,N/A,14:05,Good (Good To Firm In Places),5f 180y,Devil's Angel,J Kearney,0,Kevin Coleman,1st,N/A,9,10-2,60,True,175,28
Navan Racing Results | 17th May 2025 14:40,N/A,14:40,Good (Good To Firm In Places),5f,Elegant Grand (USA),R Whearty,3,A Murray,10th,3 1/4 l,3,9-8,-,True,175,29
Navan Racing Results | 17th May 2025 14:40,N/A,14:40,Good (Good To Firm In Places),5f,Mercury Power (IRE),W J Lee,0,E Lynam,9th,1 1/2 l,3,9-3,-,True,175,29
Navan Racing Results | 17th May 2025 14:40,N/A,14:40,Good (Good To Firm In Places),5f,Lady Astronaut (USA),M W Hassett,5,J P O'Brien,8th,1/2 l,3,9-3,-,True,175,29
Navan Racing Results | 17th May 2025 14:40,N/A,14:40,Good (Good To Firm In Places),5f,Remarkable News (IRE),N M Crosse,0,J Feane,7th,Neck,3,9-3,-,True,175,29
Navan Racing Results | 17th May 2025 14:40,N/A,14:40,Good (Good To Firm In Places),5f,Sci Fi (IRE),D P McDonogh,0,J P O'Brien,6th,1 1/2 l,3,9-3,-,True,175,29
Navan Racing Results | 17th May 2025 14:40,N/A,14:40,Good (Good To Firm In Places),5f,Mini Mai (IRE),G F Carroll,0,G M Lyons,5th,1 1/4 l,3,9-3t1,-,True,175,29
Navan Racing Results | 17th May 2025 14:40,N/A,14:40,Good (Good To Firm In Places),5f,Lil' Angel (IRE),C T Keane,0,G M Lyons,4th,1/2 l,3,9-3,-,True,175,29
