track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Arthur's Victory (IRE),J A Heffernan,0,J Nash,14th,1 l,7,9-5,49,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Cherry Pink (IRE),R P Whelan,0,A McGuinness,13th,1/2 l,5,10-0v,58,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Sneddy Eddie (IRE),W J Lee,0,N C Kelly,12th,1 1/4 l,5,9-9,53,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Knockmore Prince (IRE),L F Roche,0,J C McConnell,11th,1/2 l,5,8-10,40,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Prom Queen (IRE),B M Coen,0,A McCann,10th,2 3/4 l,4,9-3,47,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Storm Eric (IRE),R C Colgan,0,Jamie Flynn,9th,1 3/4 l,6,9-11,55,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Are You In Or Out (IRE),C D Hayes,0,P Stafford,8th,Neck,4,9-11,55,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Second Fiddle (IRE),W M Lordan,0,C P Donoghue,7th,1 l,6,8-10t,40,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,In The Minus (IRE),R P Cleary,0,Sean Davis,6th,3/4 l,3,8-11,55,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Zaraahmando (IRE),J M Sheridan,0,A Slattery,5th,3/4 l,3,8-12,56,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Man Is King (IRE),W Joyce,5,Thomas Dowling,4th,1/2 l,6,9-11t,55,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Higher Kingdom,Adam Caffrey,0,A McGuinness,3rd,3/4 l,8,9-10t,54,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Roderick,S Foley,0,P Sweeney,2nd,Neck,9,9-1tp,45,True,171,36
Naas Racing Results | 28th April 2025 20:10,N/A,20:10,Good To Yielding (Yielding In Places),1m,Harry The Rogue (IRE),S Coen,7,A Slattery,1st,N/A,4,9-6,50,True,171,36
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,A Mighty King (IRE),Mr L P Shanahan,7,R O'Sullivan,UR,N/A,5,11-5,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Cloudy Tuesday (IRE),Mr Turlough O'connor,7,T O'Connor,PU,N/A,10,11-12,113,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Fralimonti Bilbery (FR),Mr J W Hendrick,7,D P Murphy,PU,N/A,7,11-7t1,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Jet Fighter (IRE),Mr J L Scallan,7,Peter Maher,PU,N/A,8,11-7tp,85,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Mellow Glory (IRE),Mr F P Murphy,7,Peter Maher,PU,N/A,8,11-7p,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Haggard (IRE),Mr R James,7,C Bowe,PU,N/A,8,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Iriko D'airy (FR),Mr S Cotter,7,D P Murphy,PU,N/A,7,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Grange Island (IRE),Mr M J O'Connor,0,W J Burke,F,N/A,9,12-3tp,114,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Keeptheoldmanout (IRE),Mr J G Murphy,7,James Hannon,8th,59 l,9,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Dromleigh (IRE),Miss L Costello,7,Seamus Murnane,7th,3 1/2 l,9,11-7,109,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Grageen (IRE),Mr P W Gleeson,7,William P Murphy,6th,1 1/4 l,9,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Well Buoy (IRE),Miss Gina Andrews,0,E Bolger,5th,1 3/4 l,6,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Tech Talk (IRE),Mr D G Lavery,0,Tom Dreaper,4th,14 l,10,11-7,86,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Knockiel Synge (IRE),Miss G Benson,7,P Flood,3rd,2 l,11,11-12tp,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Turnupdevolume (IRE),Mr Barry Thomas Stone,7,R P O'Keeffe,2nd,3/4 l,7,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Transprint,Mr Anthony James Doyle,7,R P O'Keeffe,1st,N/A,9,11-7t,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,A Mighty King (IRE),Mr L P Shanahan,7,R O'Sullivan,UR,N/A,5,11-5,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Cloudy Tuesday (IRE),Mr Turlough O'connor,7,T O'Connor,PU,N/A,10,11-12,113,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Fralimonti Bilbery (FR),Mr J W Hendrick,7,D P Murphy,PU,N/A,7,11-7t1,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Jet Fighter (IRE),Mr J L Scallan,7,Peter Maher,PU,N/A,8,11-7tp,85,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Mellow Glory (IRE),Mr F P Murphy,7,Peter Maher,PU,N/A,8,11-7p,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Haggard (IRE),Mr R James,7,C Bowe,PU,N/A,8,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Iriko D'airy (FR),Mr S Cotter,7,D P Murphy,PU,N/A,7,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Grange Island (IRE),Mr M J O'Connor,0,W J Burke,F,N/A,9,12-3tp,114,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Keeptheoldmanout (IRE),Mr J G Murphy,7,James Hannon,8th,59 l,9,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Dromleigh (IRE),Miss L Costello,7,Seamus Murnane,7th,3 1/2 l,9,11-7,109,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Grageen (IRE),Mr P W Gleeson,7,William P Murphy,6th,1 1/4 l,9,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Well Buoy (IRE),Miss Gina Andrews,0,E Bolger,5th,1 3/4 l,6,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Tech Talk (IRE),Mr D G Lavery,0,Tom Dreaper,4th,14 l,10,11-7,86,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Knockiel Synge (IRE),Miss G Benson,7,P Flood,3rd,2 l,11,11-12tp,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Turnupdevolume (IRE),Mr Barry Thomas Stone,7,R P O'Keeffe,2nd,3/4 l,7,11-7,-,True,171,37
N/A,N/A,14:30,Yielding (Good To Yielding In Places),3m 90y,Transprint,Mr Anthony James Doyle,7,R P O'Keeffe,1st,N/A,9,11-7t,-,True,171,37
N/A,N/A,15:05,Yielding,2m 3f 93y,Jolie Jewel (FR),P T Enright,0,B McMahon,NR,N/A,6,10-6h,110,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Kinbara Firstdraft (IRE),J J Slevin,0,S R B Crawford,NR,N/A,6,10-8,112,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Bright Legend (IRE),H Cobden,0,D Hogan,PU,N/A,5,11-2p,120,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Slanagaibhgoleir (IRE),M P Walsh,0,G Elliott,PU,N/A,7,11-4p1,122,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Kilta (IRE),Jonathan England,0,S England,F,N/A,8,10-4p,108,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Boyles Hill (IRE),Isabel Williams,0,Evan Williams,22nd,18 l,6,10-8,112,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Hartur D'arc (FR),K M Donoghue,0,G P Cromwell,21st,22 l,8,11-0,118,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Camino Rock,G Brouder,3,M F Morris,20th,1 l,8,10-10tp,114,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Blue Hop (IRE),Rachael Blackmore,0,B Brookhouse,19th,8 1/2 l,8,11-3t,121,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Timmy Tuesday (IRE),Mr J H Williamson,7,G Elliott,18th,6 1/2 l,7,12-5,137,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Away To Milan (IRE),S D Torrens,0,P J Rothwell,17th,2 l,7,10-0,104,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Noble Park (IRE),P V O'Brien,0,N J Henderson,16th,3 1/4 l,6,10-3,107,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Sammy Smart,D J O'Keeffe,0,T Gibney,15th,3/4 l,9,10-6,110,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Soldierofthestorm (IRE),K Brogan,0,J & A O'Neill,14th,1 3/4 l,7,10-5,109,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Bridie's Beau (IRE),C Stone-Walsh,3,G P Cromwell,13th,1 l,6,11-0,118,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Down Around (IRE),H E Sexton,7,P J Rothwell,12th,2 1/4 l,8,10-4b,108,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Stay If U Want To (IRE),J J Burke,0,J & A O'Neill,11th,Neck,6,10-12h,116,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Crazierthandaisy,Sam Twiston-Davies,0,N J Henderson,10th,Neck,6,10-6,110,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Luminous Light,S W Flanagan,0,A McCann,9th,3 1/2 l,6,11-0h,118,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Londonofficecallin (IRE),D King,0,G P Cromwell,8th,3 1/4 l,8,10-8t,112,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Cave Court (IRE),Mr O McGill,5,N C Kelly,7th,1 1/4 l,8,11-10,128,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Rocheval (FR),Patrick Wadge,0,Miss Lucinda V Russell,6th,4 1/4 l,5,11-0,118,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Must Go Now (IRE),J P Shinnick,5,E Cawley,5th,2 1/4 l,8,10-9,113,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Billy Lee Swagger (IRE),A P Kelly,5,P J Rothwell,4th,1/2 l,6,10-3p,107,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Master Otis (IRE),C G O'Dwyer,5,T Mullins,3rd,3/4 l,6,10-3,107,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Almuhit (IRE),R P McLernon,0,Faye Bramley,2nd,1 3/4 l,6,10-2t,106,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Buy Some Time (IRE),B Smith,7,R M Smith,1st,N/A,7,10-1,105,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Jolie Jewel (FR),P T Enright,0,B McMahon,NR,N/A,6,10-6h,110,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Kinbara Firstdraft (IRE),J J Slevin,0,S R B Crawford,NR,N/A,6,10-8,112,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Bright Legend (IRE),H Cobden,0,D Hogan,PU,N/A,5,11-2p,120,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Slanagaibhgoleir (IRE),M P Walsh,0,G Elliott,PU,N/A,7,11-4p1,122,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Kilta (IRE),Jonathan England,0,S England,F,N/A,8,10-4p,108,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Boyles Hill (IRE),Isabel Williams,0,Evan Williams,22nd,18 l,6,10-8,112,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Hartur D'arc (FR),K M Donoghue,0,G P Cromwell,21st,22 l,8,11-0,118,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Camino Rock,G Brouder,3,M F Morris,20th,1 l,8,10-10tp,114,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Blue Hop (IRE),Rachael Blackmore,0,B Brookhouse,19th,8 1/2 l,8,11-3t,121,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Timmy Tuesday (IRE),Mr J H Williamson,7,G Elliott,18th,6 1/2 l,7,12-5,137,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Away To Milan (IRE),S D Torrens,0,P J Rothwell,17th,2 l,7,10-0,104,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Noble Park (IRE),P V O'Brien,0,N J Henderson,16th,3 1/4 l,6,10-3,107,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Sammy Smart,D J O'Keeffe,0,T Gibney,15th,3/4 l,9,10-6,110,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Soldierofthestorm (IRE),K Brogan,0,J & A O'Neill,14th,1 3/4 l,7,10-5,109,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Bridie's Beau (IRE),C Stone-Walsh,3,G P Cromwell,13th,1 l,6,11-0,118,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Down Around (IRE),H E Sexton,7,P J Rothwell,12th,2 1/4 l,8,10-4b,108,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Stay If U Want To (IRE),J J Burke,0,J & A O'Neill,11th,Neck,6,10-12h,116,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Crazierthandaisy,Sam Twiston-Davies,0,N J Henderson,10th,Neck,6,10-6,110,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Luminous Light,S W Flanagan,0,A McCann,9th,3 1/2 l,6,11-0h,118,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Londonofficecallin (IRE),D King,0,G P Cromwell,8th,3 1/4 l,8,10-8t,112,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Cave Court (IRE),Mr O McGill,5,N C Kelly,7th,1 1/4 l,8,11-10,128,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Rocheval (FR),Patrick Wadge,0,Miss Lucinda V Russell,6th,4 1/4 l,5,11-0,118,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Must Go Now (IRE),J P Shinnick,5,E Cawley,5th,2 1/4 l,8,10-9,113,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Billy Lee Swagger (IRE),A P Kelly,5,P J Rothwell,4th,1/2 l,6,10-3p,107,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Master Otis (IRE),C G O'Dwyer,5,T Mullins,3rd,3/4 l,6,10-3,107,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Almuhit (IRE),R P McLernon,0,Faye Bramley,2nd,1 3/4 l,6,10-2t,106,True,171,38
N/A,N/A,15:05,Yielding,2m 3f 93y,Buy Some Time (IRE),B Smith,7,R M Smith,1st,N/A,7,10-1,105,True,171,38
N/A,N/A,15:40,Yielding,2m 149y,Iberico Lord (FR),M P Walsh,0,N J Henderson,17th,18 l,7,11-5,140,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,God Of Thunder (IRE),D King,0,D Hogan,16th,1 3/4 l,6,10-3t,124,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,American Money (IRE),Rachael Blackmore,0,E & P Harty,15th,4 l,8,10-2,123,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Run For Harry (IRE),Caragh Monaghan,7,Mrs G Callaghan,14th,2 1/2 l,7,10-2t,123,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Sonny May (IRE),S F O'Keeffe,0,D Hickey,13th,3/4 l,8,10-0t,120,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Hunters Yarn (IRE),J J Slevin,0,W P Mullins,12th,1 3/4 l,8,11-5t,140,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Any Road (IRE),D J O'Keeffe,0,E J O'Grady,11th,1 l,8,10-9t1,130,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Impero (IRE),D J Gilligan,0,C Collins,10th,1 l,6,10-6p,127,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Lark In The Mornin (GER),D E Mullins,0,J P O'Brien,9th,3 3/4 l,5,10-9,130,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Brentford Hope,J J Burke,0,Harry Derham,8th,2 l,8,11-5tp,140,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Samui,Mr J H Williamson,7,G Elliott,7th,Nose,6,10-10tp,131,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Serienmond (GER),C Stone-Walsh,3,G P Cromwell,6th,4 l,5,10-0h,118,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Helvic Dream (IRE),D Meyler,0,N Meade,5th,1 1/4 l,8,10-10t,131,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Gaucher,B Hayes,0,W P Mullins,4th,1/2 l,6,11-12ht,147,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Irish Panther,Cian Cullinan,7,E & P Harty,3rd,1 1/2 l,8,10-4h,125,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Wilful (IRE),R P McLernon,0,J & A O'Neill,2nd,3/4 l,6,10-7,128,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Ascending Lark,P V O'Brien,0,Harry Derham,1st,N/A,7,10-6,127,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Iberico Lord (FR),M P Walsh,0,N J Henderson,17th,18 l,7,11-5,140,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,God Of Thunder (IRE),D King,0,D Hogan,16th,1 3/4 l,6,10-3t,124,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,American Money (IRE),Rachael Blackmore,0,E & P Harty,15th,4 l,8,10-2,123,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Run For Harry (IRE),Caragh Monaghan,7,Mrs G Callaghan,14th,2 1/2 l,7,10-2t,123,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Sonny May (IRE),S F O'Keeffe,0,D Hickey,13th,3/4 l,8,10-0t,120,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Hunters Yarn (IRE),J J Slevin,0,W P Mullins,12th,1 3/4 l,8,11-5t,140,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Any Road (IRE),D J O'Keeffe,0,E J O'Grady,11th,1 l,8,10-9t1,130,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Impero (IRE),D J Gilligan,0,C Collins,10th,1 l,6,10-6p,127,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Lark In The Mornin (GER),D E Mullins,0,J P O'Brien,9th,3 3/4 l,5,10-9,130,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Brentford Hope,J J Burke,0,Harry Derham,8th,2 l,8,11-5tp,140,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Samui,Mr J H Williamson,7,G Elliott,7th,Nose,6,10-10tp,131,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Serienmond (GER),C Stone-Walsh,3,G P Cromwell,6th,4 l,5,10-0h,118,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Helvic Dream (IRE),D Meyler,0,N Meade,5th,1 1/4 l,8,10-10t,131,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Gaucher,B Hayes,0,W P Mullins,4th,1/2 l,6,11-12ht,147,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Irish Panther,Cian Cullinan,7,E & P Harty,3rd,1 1/2 l,8,10-4h,125,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Wilful (IRE),R P McLernon,0,J & A O'Neill,2nd,3/4 l,6,10-7,128,True,171,39
N/A,N/A,15:40,Yielding,2m 149y,Ascending Lark,P V O'Brien,0,Harry Derham,1st,N/A,7,10-6,127,True,171,39
N/A,N/A,16:15,Yielding,2m 149y,Whinney Hill,Sam Ewing,0,G Elliott,PU,N/A,5,11-12,-,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Fleetfoot (IRE),K M Donoghue,0,J S Bolger,5th,52 l,5,11-12t,-,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Kopek Des Bordes (FR),P Townend,0,W P Mullins,4th,19 l,5,11-12h,159,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Karbau (FR),D E Mullins,0,W P Mullins,3rd,3 l,5,11-12,147,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Salvator Mundi (FR),Mr P W Mullins,0,W P Mullins,2nd,9 l,5,11-12t,156,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Irancy (FR),M P Walsh,0,W P Mullins,1st,N/A,7,11-12,146,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Whinney Hill,Sam Ewing,0,G Elliott,PU,N/A,5,11-12,-,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Fleetfoot (IRE),K M Donoghue,0,J S Bolger,5th,52 l,5,11-12t,-,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Kopek Des Bordes (FR),P Townend,0,W P Mullins,4th,19 l,5,11-12h,159,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Karbau (FR),D E Mullins,0,W P Mullins,3rd,3 l,5,11-12,147,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Salvator Mundi (FR),Mr P W Mullins,0,W P Mullins,2nd,9 l,5,11-12t,156,True,171,40
N/A,N/A,16:15,Yielding,2m 149y,Irancy (FR),M P Walsh,0,W P Mullins,1st,N/A,7,11-12,146,True,171,40
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Slade Steel (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,7,11-10t,-,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Lecky Watson (IRE),S F O'Keeffe,0,W P Mullins,F,N/A,7,11-10,159,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Ile Atlantique (FR),Mr P W Mullins,0,W P Mullins,F,N/A,7,11-10t,153,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Impaire Et Passe (FR),J J Slevin,0,W P Mullins,BD,N/A,7,11-10p,159,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Don't Rightly Know,H Cobden,0,P Gundry,5th,Head,10,11-3,144,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Gorgeous Tom (IRE),D J O'Keeffe,0,H De Bromhead,4th,14 l,7,11-10,150,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Stellar Story (IRE),D J Gilligan,0,G Elliott,3rd,11 l,8,11-10p,154,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Ballyburn (IRE),P Townend,0,W P Mullins,2nd,6 1/2 l,7,11-10,160,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Champ Kiely (IRE),D E Mullins,0,W P Mullins,1st,N/A,9,11-10,150,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Slade Steel (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,7,11-10t,-,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Lecky Watson (IRE),S F O'Keeffe,0,W P Mullins,F,N/A,7,11-10,159,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Ile Atlantique (FR),Mr P W Mullins,0,W P Mullins,F,N/A,7,11-10t,153,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Impaire Et Passe (FR),J J Slevin,0,W P Mullins,BD,N/A,7,11-10p,159,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Don't Rightly Know,H Cobden,0,P Gundry,5th,Head,10,11-3,144,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Gorgeous Tom (IRE),D J O'Keeffe,0,H De Bromhead,4th,14 l,7,11-10,150,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Stellar Story (IRE),D J Gilligan,0,G Elliott,3rd,11 l,8,11-10p,154,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Ballyburn (IRE),P Townend,0,W P Mullins,2nd,6 1/2 l,7,11-10,160,True,171,41
N/A,N/A,16:50,Good To Yielding (Yielding In Places),3m 213y,Champ Kiely (IRE),D E Mullins,0,W P Mullins,1st,N/A,9,11-10,150,True,171,41
N/A,N/A,17:25,Good To Yielding (Yielding In Places),2m 149y,Brother Walfrid (IRE),Mr M J Kenneally,7,C Motherway,NR,N/A,4,11-10,-,True,171,42
N/A,N/A,17:25,Good To Yielding (Yielding In Places),2m 149y,Santo Sospir (FR),Mr H C Swan,0,G Elliott,NR,N/A,4,11-10,-,True,171,42
N/A,N/A,17:25,Good To Yielding (Yielding In Places),2m 149y,Lincall (FR),Mr H C Swan,0,G Elliott,18th,22 l,4,11-10t1,-,True,171,42
N/A,N/A,17:25,Good To Yielding (Yielding In Places),2m 149y,Lejolicoeur Du Mou (FR),Mr F Maguire,0,J P Dempsey,17th,17 l,4,11-10h1,-,True,171,42
N/A,N/A,17:25,Good To Yielding (Yielding In Places),2m 149y,Reckless (FR),Mr J H Williamson,7,G Elliott,16th,21 l,4,11-10,-,True,171,42
N/A,N/A,17:25,Good To Yielding (Yielding In Places),2m 149y,Seabloom (IRE),Mr C Mullins,7,W P Mullins,15th,2 1/4 l,4,11-10,-,True,171,42
N/A,N/A,17:25,Good To Yielding (Yielding In Places),2m 149y,Green Chef (IRE),Mr D McGill,7,S R B Crawford,14th,Short Head,4,11-10,-,True,171,42
N/A,N/A,17:25,Good To Yielding (Yielding In Places),2m 149y,Thirsty Work,Mr A Leahy,7,O McKiernan,13th,4 1/2 l,4,11-3t1,-,True,171,42
