track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 1st August 2022 14:10,N/A,14:10,Yielding (Good To Yielding In Places),1m,Rubydooby (IRE),D. E. Sheehy,3,John Patrick Murtagh,6th,3/4 l,2,9-2,-,True,12,14
Naas Racing Results | 1st August 2022 14:10,N/A,14:10,Yielding (Good To Yielding In Places),1m,Devore (IRE),S. B. Kelly,0,John Patrick Murtagh,5th,3 l,2,9-2,-,True,12,14
Naas Racing Results | 1st August 2022 14:10,N/A,14:10,Yielding (Good To Yielding In Places),1m,Sunset Glory (IRE),A. J. Slattery,0,A. Slattery,4th,1 3/4 l,2,9-2,-,True,12,14
Naas Racing Results | 1st August 2022 14:10,N/A,14:10,Yielding (Good To Yielding In Places),1m,Dame Kiri (USA),Ryan Moore,0,Aidan O'Brien,3rd,Neck,2,9-2,-,True,12,14
Naas Racing Results | 1st August 2022 14:10,N/A,14:10,Yielding (Good To Yielding In Places),1m,Perseids (USA),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,2 1/2 l,2,9-2,-,True,12,14
Naas Racing Results | 1st August 2022 14:10,N/A,14:10,Yielding (Good To Yielding In Places),1m,Gan Teorainn (IRE),K. J. Manning,0,J. S. Bolger,1st,N/A,2,9-2,-,True,12,14
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Xilado,Oisin James Orr,0,Noel Meade,6th,13 l,2,9-5,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Dubawi Spectre,Shane Foley,0,Mrs J. Harrington,5th,Short Head,2,9-5p1,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Nation's Call (IRE),C. D. Hayes,0,D. K. Weld,4th,4 l,2,9-5,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,View Taken,C. T. Keane,0,G. M. Lyons,3rd,3/4 l,2,9-5,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Warrior Lion,S. M. Crosse,0,Joseph Patrick O'Brien,2nd,3 1/4 l,2,9-5,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Denmark,Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-5t1,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Xilado,Oisin James Orr,0,Noel Meade,6th,13 l,2,9-5,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Dubawi Spectre,Shane Foley,0,Mrs J. Harrington,5th,Short Head,2,9-5p1,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Nation's Call (IRE),C. D. Hayes,0,D. K. Weld,4th,4 l,2,9-5,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,View Taken,C. T. Keane,0,G. M. Lyons,3rd,3/4 l,2,9-5,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Warrior Lion,S. M. Crosse,0,Joseph Patrick O'Brien,2nd,3 1/4 l,2,9-5,-,True,12,15
Naas Racing Results | 1st August 2022 14:40,N/A,14:40,Yielding (Good To Yielding In Places)  (Turf),1m,Denmark,Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-5t1,-,True,12,15
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Laranjal (IRE),G. M. Ryan,0,M. C. Grassick,6th,13 l,2,8-11b1,66,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Profitable Edge (IRE),C. D. Hayes,0,John Stephen O'Donoghue,5th,2 1/2 l,2,9-6,75,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Distillate,R. P. Whelan,0,Adrian McGuinness,4th,1 3/4 l,2,9-3,72,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Holdonfordearlife (IRE),William James Lee,0,K. J. Condon,3rd,4 1/4 l,2,9-10b1,79,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Sioux Sweet (IRE),James J. Doyle,0,Denis Hogan,2nd,1 3/4 l,2,9-1,70,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Dontspoilasale (IRE),W. M. Lordan,0,Miss Natalia Lupini,1st,N/A,2,9-6,75,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Laranjal (IRE),G. M. Ryan,0,M. C. Grassick,6th,13 l,2,8-11b1,66,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Profitable Edge (IRE),C. D. Hayes,0,John Stephen O'Donoghue,5th,2 1/2 l,2,9-6,75,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Distillate,R. P. Whelan,0,Adrian McGuinness,4th,1 3/4 l,2,9-3,72,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Holdonfordearlife (IRE),William James Lee,0,K. J. Condon,3rd,4 1/4 l,2,9-10b1,79,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Sioux Sweet (IRE),James J. Doyle,0,Denis Hogan,2nd,1 3/4 l,2,9-1,70,True,12,16
Naas Racing Results | 1st August 2022 15:10,N/A,15:10,Yielding (Good To Yielding In Places),5f,Dontspoilasale (IRE),W. M. Lordan,0,Miss Natalia Lupini,1st,N/A,2,9-6,75,True,12,16
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,All Things Nice (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,24th,Short Head,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,23rd,2 1/4 l,2,9-6,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Drunk In Love (IRE),Rossa Ryan,0,M. D. O'Callaghan,22nd,1 1/2 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Alfarida (IRE),L. F. Roche,0,Gavin Patrick Cromwell,21st,Neck,2,8-9,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Family Ties (IRE),Daniel Tudhope,0,David O'Meara,20th,1/2 l,2,8-13,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Gypsy Woman (IRE),G. F. Carroll,0,G. M. Lyons,19th,3 1/4 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Pure Circle (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,18th,1/2 l,2,9-1,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,As It Was (IRE),W. M. Lordan,0,Andrew Oliver,17th,3/4 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Giselles Romance (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,16th,2 l,2,8-13h,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Toughen Up (IRE),A. J. Slattery,0,Andrew Oliver,15th,Neck,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Woodcock Flight (IRE),G. P. Halpin,0,Kevin Prendergast,14th,Nose,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Badb (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,13th,1/2 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Slan Abhaile (IRE),M. A. Enright,0,G. M. Lyons,12th,3/4 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Nituna (IRE),R. P. Cleary,0,Ms Sheila Lavery,11th,1 3/4 l,2,8-9,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Coralillo (IRE),C. D. Hayes,0,Eddie & Patrick Harty,10th,Neck,2,8-11t,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Apricot Twist (IRE),C. T. Keane,0,G. M. Lyons,9th,1/2 l,2,8-13t,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,It's Showtime Baby,T. P. Madden,0,Mrs J. Harrington,8th,1 l,2,9-3p1,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Betterdaysrcoming (IRE),R. P. Whelan,0,Andrew Oliver,7th,1/2 l,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Montesilvano (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,6th,1/2 l,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Rousing Encore (IRE),Oisin James Orr,0,Richard Fahey,5th,3/4 l,2,9-6,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Victoria Road (IRE),Ryan Moore,0,Aidan O'Brien,4th,1/2 l,2,9-6,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Ocean Quest (IRE),Shane Foley,0,Mrs J. Harrington,3rd,Nose,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Matilda Picotte (IRE),William James Lee,0,Kieran Patrick Cotter,2nd,1 3/4 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Voce Del Palio (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,All Things Nice (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,24th,Short Head,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,23rd,2 1/4 l,2,9-6,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Drunk In Love (IRE),Rossa Ryan,0,M. D. O'Callaghan,22nd,1 1/2 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Alfarida (IRE),L. F. Roche,0,Gavin Patrick Cromwell,21st,Neck,2,8-9,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Family Ties (IRE),Daniel Tudhope,0,David O'Meara,20th,1/2 l,2,8-13,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Gypsy Woman (IRE),G. F. Carroll,0,G. M. Lyons,19th,3 1/4 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Pure Circle (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,18th,1/2 l,2,9-1,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,As It Was (IRE),W. M. Lordan,0,Andrew Oliver,17th,3/4 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Giselles Romance (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,16th,2 l,2,8-13h,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Toughen Up (IRE),A. J. Slattery,0,Andrew Oliver,15th,Neck,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Woodcock Flight (IRE),G. P. Halpin,0,Kevin Prendergast,14th,Nose,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Badb (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,13th,1/2 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Slan Abhaile (IRE),M. A. Enright,0,G. M. Lyons,12th,3/4 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Nituna (IRE),R. P. Cleary,0,Ms Sheila Lavery,11th,1 3/4 l,2,8-9,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Coralillo (IRE),C. D. Hayes,0,Eddie & Patrick Harty,10th,Neck,2,8-11t,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Apricot Twist (IRE),C. T. Keane,0,G. M. Lyons,9th,1/2 l,2,8-13t,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,It's Showtime Baby,T. P. Madden,0,Mrs J. Harrington,8th,1 l,2,9-3p1,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Betterdaysrcoming (IRE),R. P. Whelan,0,Andrew Oliver,7th,1/2 l,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Montesilvano (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,6th,1/2 l,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Rousing Encore (IRE),Oisin James Orr,0,Richard Fahey,5th,3/4 l,2,9-6,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Victoria Road (IRE),Ryan Moore,0,Aidan O'Brien,4th,1/2 l,2,9-6,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Ocean Quest (IRE),Shane Foley,0,Mrs J. Harrington,3rd,Nose,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Matilda Picotte (IRE),William James Lee,0,Kieran Patrick Cotter,2nd,1 3/4 l,2,8-11,-,True,12,17
Naas Racing Results | 1st August 2022 15:40,N/A,15:40,Yielding (Good To Yielding In Places),5f 205y,Voce Del Palio (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,2,9-2,-,True,12,17
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Lopes Gold (IRE),Shane Foley,0,Mrs J. Harrington,11th,1 1/4 l,3,8-9p,74,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Dragons Call (IRE),C. D. Hayes,0,J. J. Feane,10th,4 1/4 l,6,8-7,69,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Are We Dreaming (IRE),William James Lee,0,W. McCreery,9th,2 1/4 l,3,9-5v,84,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Affable (USA),J. M. Sheridan,3,K. J. Condon,8th,Short Head,5,9-1tv,77,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Pretty Smart (IRE),W. M. Lordan,0,Patrick Martin,7th,Head,6,8-9,71,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Elanora (IRE),N. G. McCullagh,0,M. C. Grassick,6th,Head,4,8-10b,72,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Sister Lola (IRE),D. B. McMonagle,0,James McAuley,5th,1 1/2 l,5,9-2tp,78,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Pretty Rebel (IRE),C. T. Keane,0,G. O'Leary,4th,1 3/4 l,5,10-2p,92,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,My Eyes Adore You (IRE),A. J. Slattery,0,J. A. Stack,3rd,3 1/4 l,3,8-13,78,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Princess Sela (IRE),J. A. Powell,7,G. O'Leary,2nd,Short Head,4,8-7p,69,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Sister Rosetta (IRE),G. F. Carroll,0,James McAuley,1st,N/A,4,8-11tp,73,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Lopes Gold (IRE),Shane Foley,0,Mrs J. Harrington,11th,1 1/4 l,3,8-9p,74,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Dragons Call (IRE),C. D. Hayes,0,J. J. Feane,10th,4 1/4 l,6,8-7,69,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Are We Dreaming (IRE),William James Lee,0,W. McCreery,9th,2 1/4 l,3,9-5v,84,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Affable (USA),J. M. Sheridan,3,K. J. Condon,8th,Short Head,5,9-1tv,77,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Pretty Smart (IRE),W. M. Lordan,0,Patrick Martin,7th,Head,6,8-9,71,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Elanora (IRE),N. G. McCullagh,0,M. C. Grassick,6th,Head,4,8-10b,72,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Sister Lola (IRE),D. B. McMonagle,0,James McAuley,5th,1 1/2 l,5,9-2tp,78,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Pretty Rebel (IRE),C. T. Keane,0,G. O'Leary,4th,1 3/4 l,5,10-2p,92,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,My Eyes Adore You (IRE),A. J. Slattery,0,J. A. Stack,3rd,3 1/4 l,3,8-13,78,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Princess Sela (IRE),J. A. Powell,7,G. O'Leary,2nd,Short Head,4,8-7p,69,True,12,18
Naas Racing Results | 1st August 2022 16:10,N/A,16:10,Yielding,5f 205y,Sister Rosetta (IRE),G. F. Carroll,0,James McAuley,1st,N/A,4,8-11tp,73,True,12,18
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Missemma (IRE),Sam Ewing,0,Kieran Patrick Cotter,PU,N/A,4,9-5b,54,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Navorrosse (IRE),P. A. Harnett,2,P. A. Fahy,22nd,1/2 l,5,9-1,50,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Florence Thompson (IRE),S. D. Bowen,4,Denis Hogan,21st,1 1/4 l,5,9-3p,52,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Company Keeping (IRE),D. J. Gilligan,4,Patrick Downey,20th,Neck,4,9-4tb,53,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Dee Sprinter (IRE),Adam Caffrey,4,R. R. Roberts,19th,1 3/4 l,6,8-12,47,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,No Speed Limit (FR),S. McCullagh,0,P. J. McKenna,18th,3 l,7,10-2b,65,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Troy Top (IRE),J. A. Powell,4,Leanne Breen,17th,3/4 l,4,9-8ht,57,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Elegant Ellen (FR),C. Horgan,4,Denis Hogan,16th,3 l,4,9-11,60,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Jimmy Mcgill (IRE),R. Whearty,4,Thomas Coyle,15th,1 l,4,8-12tb,47,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Smart Remark (IRE),J. Kearney,4,B. Duffy,14th,1 l,4,9-7,56,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Illetas (IRE),H. J. Horgan,4,Barry Fitzgerald,13th,1/2 l,5,9-6t,55,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Teddy Boy (IRE),D. E. Sheehy,0,Edward Lynam,12th,1 l,7,9-7,56,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Markievicz (IRE),Jack Cleary,4,Ms Sheila Lavery,11th,2 l,4,9-9,58,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Stanhope (USA),Siobhan Rutledge,0,John McConnell,10th,1 1/4 l,8,9-8,57,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,We're on the Way (IRE),L. T. McAteer,0,Ross O'Sullivan,9th,Nose,4,9-6t1,55,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Bellick,Kyanna Van Buuren,7,John McConnell,8th,1 1/4 l,7,8-13,48,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Cnodian (IRE),N. M. Crosse,0,W. McCreery,7th,2 1/4 l,4,9-13,62,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Eleuthera,C. J. MacRedmond,0,J. F. Levins,6th,3/4 l,10,8-13p,48,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Pallasmore Lass (IRE),J. Coen,0,G. O'Leary,5th,Neck,4,9-6b,55,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Tawaazon (IRE),D. King,4,Denis Hogan,4th,1/2 l,4,9-9p,58,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Ecclesiastical,J. J. G. Ryan,4,T. G. McCourt,3rd,1 1/4 l,5,9-6,55,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Born Invincible (IRE),D. B. McMonagle,0,G. O'Leary,2nd,2 1/2 l,6,9-2t,51,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Showmolina,J. M. Sheridan,0,J. F. Levins,1st,N/A,5,10-1,64,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Missemma (IRE),Sam Ewing,0,Kieran Patrick Cotter,PU,N/A,4,9-5b,54,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Navorrosse (IRE),P. A. Harnett,2,P. A. Fahy,22nd,1/2 l,5,9-1,50,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Florence Thompson (IRE),S. D. Bowen,4,Denis Hogan,21st,1 1/4 l,5,9-3p,52,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Company Keeping (IRE),D. J. Gilligan,4,Patrick Downey,20th,Neck,4,9-4tb,53,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Dee Sprinter (IRE),Adam Caffrey,4,R. R. Roberts,19th,1 3/4 l,6,8-12,47,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,No Speed Limit (FR),S. McCullagh,0,P. J. McKenna,18th,3 l,7,10-2b,65,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Troy Top (IRE),J. A. Powell,4,Leanne Breen,17th,3/4 l,4,9-8ht,57,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Elegant Ellen (FR),C. Horgan,4,Denis Hogan,16th,3 l,4,9-11,60,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Jimmy Mcgill (IRE),R. Whearty,4,Thomas Coyle,15th,1 l,4,8-12tb,47,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Smart Remark (IRE),J. Kearney,4,B. Duffy,14th,1 l,4,9-7,56,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Illetas (IRE),H. J. Horgan,4,Barry Fitzgerald,13th,1/2 l,5,9-6t,55,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Teddy Boy (IRE),D. E. Sheehy,0,Edward Lynam,12th,1 l,7,9-7,56,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Markievicz (IRE),Jack Cleary,4,Ms Sheila Lavery,11th,2 l,4,9-9,58,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,Stanhope (USA),Siobhan Rutledge,0,John McConnell,10th,1 1/4 l,8,9-8,57,True,12,19
Naas Racing Results | 1st August 2022 16:45,N/A,16:45,Yielding,5f 205y,We're on the Way (IRE),L. T. McAteer,0,Ross O'Sullivan,9th,Nose,4,9-6t1,55,True,12,19
