track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Yorkshire Pirlo (IRE),Sam Ewing,3,Gordon Elliott,9th,1 3/4 l,4,9-11t,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Bringsty,R. P. Whelan,0,Adrian McGuinness,8th,2 l,4,9-7h,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Aleksey Tolstoy (IRE),G. F. Carroll,0,James McAuley,7th,1/2 l,4,9-7p,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Just For Yuse (IRE),J. J. G. Ryan,7,T. G. McCourt,6th,2 1/2 l,4,9-6,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Eastern Racer (IRE),C. T. Keane,0,James McAuley,5th,1/2 l,10,9-8b,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Crystal Pool (IRE),Brandon Wilkie,10,Patrick Martin,4th,2 1/4 l,7,9-11t,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Purdey's Gift,M. A. Enright,0,Noel C. Kelly,3rd,Nose,6,9-7p1,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Jaafel (IRE),D. King,7,Denis Hogan,2nd,1 3/4 l,4,9-13tb,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Alhaajeb (IRE),Shane Foley,0,James McAuley,1st,N/A,4,10-2v,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Thunder Rain (IRE),D. J. Gilligan,7,D. Hassett,11th,Head,4,9-6tb1,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Boston Rocket (IRE),Kyanna Van Buuren,10,D. J. Barry,10th,1 1/4 l,5,9-5t,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Yorkshire Pirlo (IRE),Sam Ewing,3,Gordon Elliott,9th,1 3/4 l,4,9-11t,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Bringsty,R. P. Whelan,0,Adrian McGuinness,8th,2 l,4,9-7h,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Aleksey Tolstoy (IRE),G. F. Carroll,0,James McAuley,7th,1/2 l,4,9-7p,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Just For Yuse (IRE),J. J. G. Ryan,7,T. G. McCourt,6th,2 1/2 l,4,9-6,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Eastern Racer (IRE),C. T. Keane,0,James McAuley,5th,1/2 l,10,9-8b,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Crystal Pool (IRE),Brandon Wilkie,10,Patrick Martin,4th,2 1/4 l,7,9-11t,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Purdey's Gift,M. A. Enright,0,Noel C. Kelly,3rd,Nose,6,9-7p1,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Jaafel (IRE),D. King,7,Denis Hogan,2nd,1 3/4 l,4,9-13tb,-,True,12,35
Sligo Racing Results | 3rd August 2022 17:30,N/A,17:30,Yielding,1m 2f 50y,Alhaajeb (IRE),Shane Foley,0,James McAuley,1st,N/A,4,10-2v,-,True,12,35
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Gold Lunula (IRE),G. M. Ryan,0,Mark McNiff,14th,3 l,3,9-5,54,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Madame Montgomery (IRE),J. J. G. Ryan,7,T. G. McCourt,13th,2 l,3,9-2h1,51,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Auriela,K. J. Leonard,0,Eoin Joseph McDonagh,12th,Neck,3,9-8ht,57,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,The Rebel Breen,C. T. Keane,0,Noel Meade,11th,1 l,3,10-1b1,64,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Miss Abby Jools (IRE),R. P. Whelan,0,M. Halford,10th,2 l,3,10-0,63,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Vlad the Impaler (IRE),William James Lee,0,J. J. Lambe,9th,1 l,3,9-3,52,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Eagles Perch (IRE),Siobhan Rutledge,5,John McConnell,8th,1 3/4 l,3,9-8,57,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Ysobel (IRE),K. J. Manning,0,Eddie & Patrick Harty,7th,Neck,3,10-1,64,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Sioux Princess,James J. Doyle,0,Anthony McCann,6th,1/2 l,3,8-12tv1,47,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Ruby Jules,D. J. Gilligan,7,Paul John Gilligan,5th,1 3/4 l,3,10-1h1,64,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Yokkell (IRE),L. F. Roche,0,Jarlath P. Fahey,4th,3/4 l,3,9-8p,57,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Wayne R Walker,R. P. Cleary,0,Donal Kinsella,3rd,1 1/2 l,3,9-4,53,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Butterfly Garden (IRE),S. McCullagh,5,Kevin Prendergast,2nd,1/2 l,3,9-12,61,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Your Honor (IRE),M. P. Sheehy,3,James A. Nash,1st,N/A,3,9-0,49,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Gold Lunula (IRE),G. M. Ryan,0,Mark McNiff,14th,3 l,3,9-5,54,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Madame Montgomery (IRE),J. J. G. Ryan,7,T. G. McCourt,13th,2 l,3,9-2h1,51,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Auriela,K. J. Leonard,0,Eoin Joseph McDonagh,12th,Neck,3,9-8ht,57,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,The Rebel Breen,C. T. Keane,0,Noel Meade,11th,1 l,3,10-1b1,64,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Miss Abby Jools (IRE),R. P. Whelan,0,M. Halford,10th,2 l,3,10-0,63,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Vlad the Impaler (IRE),William James Lee,0,J. J. Lambe,9th,1 l,3,9-3,52,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Eagles Perch (IRE),Siobhan Rutledge,5,John McConnell,8th,1 3/4 l,3,9-8,57,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Ysobel (IRE),K. J. Manning,0,Eddie & Patrick Harty,7th,Neck,3,10-1,64,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Sioux Princess,James J. Doyle,0,Anthony McCann,6th,1/2 l,3,8-12tv1,47,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Ruby Jules,D. J. Gilligan,7,Paul John Gilligan,5th,1 3/4 l,3,10-1h1,64,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Yokkell (IRE),L. F. Roche,0,Jarlath P. Fahey,4th,3/4 l,3,9-8p,57,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Wayne R Walker,R. P. Cleary,0,Donal Kinsella,3rd,1 1/2 l,3,9-4,53,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Butterfly Garden (IRE),S. McCullagh,5,Kevin Prendergast,2nd,1/2 l,3,9-12,61,True,12,36
Sligo Racing Results | 3rd August 2022 18:00,N/A,18:00,Yielding,1m 2f 50y,Your Honor (IRE),M. P. Sheehy,3,James A. Nash,1st,N/A,3,9-0,49,True,12,36
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Aurora Princess (IRE),S. McCullagh,5,Mrs J. Harrington,8th,3/4 l,4,10-0v,86,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Sasta (IRE),K. J. Manning,0,J. S. Bolger,7th,8 l,5,9-9p,81,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Sally Golightly (IRE),C. T. Keane,0,Jack W. Davison,6th,3 3/4 l,3,9-1p,81,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Bay of Bengal (IRE),William James Lee,0,W. McCreery,5th,Head,4,9-12,84,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Pachmena (IRE),R. Whearty,7,Gavin Patrick Cromwell,4th,Nose,5,9-6,78,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Dark Vega (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1 1/2 l,3,9-4,84,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Disco Boots (IRE),Ben Martin Coen,0,Peter Fahey,2nd,Short Head,4,9-1,73,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Corky (IRE),M. P. Sheehy,3,Joseph Patrick O'Brien,1st,N/A,3,8-12,78,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Aurora Princess (IRE),S. McCullagh,5,Mrs J. Harrington,8th,3/4 l,4,10-0v,86,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Sasta (IRE),K. J. Manning,0,J. S. Bolger,7th,8 l,5,9-9p,81,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Sally Golightly (IRE),C. T. Keane,0,Jack W. Davison,6th,3 3/4 l,3,9-1p,81,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Bay of Bengal (IRE),William James Lee,0,W. McCreery,5th,Head,4,9-12,84,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Pachmena (IRE),R. Whearty,7,Gavin Patrick Cromwell,4th,Nose,5,9-6,78,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Dark Vega (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1 1/2 l,3,9-4,84,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Disco Boots (IRE),Ben Martin Coen,0,Peter Fahey,2nd,Short Head,4,9-1,73,True,12,37
Sligo Racing Results | 3rd August 2022 18:30,N/A,18:30,Yielding,1m 2f 50y,Corky (IRE),M. P. Sheehy,3,Joseph Patrick O'Brien,1st,N/A,3,8-12,78,True,12,37
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Hilltop's Surprise (IRE),Shane Foley,0,James McAuley,6th,21 l,2,8-13,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Autumnal Breeze (IRE),James J. Doyle,0,Denis Hogan,5th,3/4 l,2,8-8,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Bedelia (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,4th,1 3/4 l,2,8-8,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Lazer Port (IRE),C. Horgan,7,A. Slattery,3rd,Neck,2,8-13,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,She's Local (IRE),C. T. Keane,0,Noel Meade,2nd,1 3/4 l,2,8-12,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Queen of Ours (IRE),William James Lee,0,W. McCreery,1st,N/A,2,9-2,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Hilltop's Surprise (IRE),Shane Foley,0,James McAuley,6th,21 l,2,8-13,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Autumnal Breeze (IRE),James J. Doyle,0,Denis Hogan,5th,3/4 l,2,8-8,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Bedelia (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,4th,1 3/4 l,2,8-8,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Lazer Port (IRE),C. Horgan,7,A. Slattery,3rd,Neck,2,8-13,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,She's Local (IRE),C. T. Keane,0,Noel Meade,2nd,1 3/4 l,2,8-12,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:00,N/A,19:00,Yielding,5f 160y,Queen of Ours (IRE),William James Lee,0,W. McCreery,1st,N/A,2,9-2,-,True,12,38
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Ooh La Belle (IRE),William James Lee,0,W. McCreery,10th,10 l,2,9-8,69,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Palace Gardens (IRE),N. M. Crosse,3,Kevin Thomas Coleman,9th,1 1/4 l,2,9-12,73,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Hilltop's Bear (IRE),C. T. Keane,0,James McAuley,8th,3 l,2,9-2,63,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Duke Of Leggagh (IRE),R. P. Whelan,0,Michael Mulvany,7th,Neck,2,9-3,64,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Slick Chick (IRE),Shane Foley,0,Mrs J. Harrington,6th,3 l,2,9-6p1,67,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Water Mint (IRE),Tom Kiely Marshall,7,Joseph G. Murphy,5th,1 1/2 l,2,8-7,54,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Calgary Mounty (IRE),C. D. Hayes,0,Damian Joseph English,4th,3/4 l,2,8-7,54,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Static Charge,G. F. Carroll,0,Joseph G. Murphy,3rd,Neck,2,9-8p1,69,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Camilla Gherardini (IRE),L. T. McAteer,3,James M. Barrett,2nd,3 1/4 l,2,9-6b,67,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,In The Giving (IRE),A. J. Slattery,0,J. A. Stack,1st,N/A,2,8-13,60,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Ooh La Belle (IRE),William James Lee,0,W. McCreery,10th,10 l,2,9-8,69,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Palace Gardens (IRE),N. M. Crosse,3,Kevin Thomas Coleman,9th,1 1/4 l,2,9-12,73,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Hilltop's Bear (IRE),C. T. Keane,0,James McAuley,8th,3 l,2,9-2,63,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Duke Of Leggagh (IRE),R. P. Whelan,0,Michael Mulvany,7th,Neck,2,9-3,64,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Slick Chick (IRE),Shane Foley,0,Mrs J. Harrington,6th,3 l,2,9-6p1,67,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Water Mint (IRE),Tom Kiely Marshall,7,Joseph G. Murphy,5th,1 1/2 l,2,8-7,54,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Calgary Mounty (IRE),C. D. Hayes,0,Damian Joseph English,4th,3/4 l,2,8-7,54,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Static Charge,G. F. Carroll,0,Joseph G. Murphy,3rd,Neck,2,9-8p1,69,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,Camilla Gherardini (IRE),L. T. McAteer,3,James M. Barrett,2nd,3 1/4 l,2,9-6b,67,True,12,39
Sligo Racing Results | 3rd August 2022 19:30,N/A,19:30,Yielding,5f 160y,In The Giving (IRE),A. J. Slattery,0,J. A. Stack,1st,N/A,2,8-13,60,True,12,39
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Pilbara Gold (IRE),William James Lee,0,Andrew Kinirons,14th,4 3/4 l,3,9-10,62,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Derrinlaur Spender (IRE),A. J. Slattery,0,Eoin Joseph McDonagh,13th,3 l,3,8-9,47,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Fit for Function,Shane Foley,0,Joseph G. Murphy,12th,1 1/4 l,9,8-12b1,47,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Talking Tough (IRE),K. J. Leonard,0,S. M. Duffy,11th,3/4 l,5,9-9p,58,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,It Might Be You (IRE),G. F. Carroll,0,Michael Mulvany,10th,Neck,3,9-7,59,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Hands Down (IRE),Brandon Wilkie,10,C. Moore,9th,1/2 l,5,8-12p,47,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Rufus Saxton (IRE),R. C. Colgan,0,T. J. O'Mara,8th,1/2 l,4,9-4t,53,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Hot Whispers (IRE),J. A. Powell,7,Shane Nolan,7th,3 1/2 l,3,8-13t,51,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Soyounique (IRE),G. M. Ryan,0,Ciaran Murphy,6th,1 1/4 l,5,10-1,64,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Manhattan Dandy (IRE),R. Whearty,7,Thomas Coyle,5th,3/4 l,5,9-1,50,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Lion Ring (IRE),S. D. Bowen,7,Denis Hogan,4th,1/2 l,4,9-7p,56,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Ever Rock (IRE),D. J. Gilligan,7,J. J. Lambe,3rd,Head,6,10-2,65,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Ducky Mallon (IRE),R. P. Cleary,0,Donal Kinsella,2nd,3/4 l,11,9-8t,57,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Gegenpressing,C. D. Hayes,0,Eddie & Patrick Harty,1st,N/A,4,10-2t,65,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Pilbara Gold (IRE),William James Lee,0,Andrew Kinirons,14th,4 3/4 l,3,9-10,62,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Derrinlaur Spender (IRE),A. J. Slattery,0,Eoin Joseph McDonagh,13th,3 l,3,8-9,47,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Fit for Function,Shane Foley,0,Joseph G. Murphy,12th,1 1/4 l,9,8-12b1,47,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Talking Tough (IRE),K. J. Leonard,0,S. M. Duffy,11th,3/4 l,5,9-9p,58,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,It Might Be You (IRE),G. F. Carroll,0,Michael Mulvany,10th,Neck,3,9-7,59,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Hands Down (IRE),Brandon Wilkie,10,C. Moore,9th,1/2 l,5,8-12p,47,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Rufus Saxton (IRE),R. C. Colgan,0,T. J. O'Mara,8th,1/2 l,4,9-4t,53,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Hot Whispers (IRE),J. A. Powell,7,Shane Nolan,7th,3 1/2 l,3,8-13t,51,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Soyounique (IRE),G. M. Ryan,0,Ciaran Murphy,6th,1 1/4 l,5,10-1,64,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Manhattan Dandy (IRE),R. Whearty,7,Thomas Coyle,5th,3/4 l,5,9-1,50,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Lion Ring (IRE),S. D. Bowen,7,Denis Hogan,4th,1/2 l,4,9-7p,56,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Ever Rock (IRE),D. J. Gilligan,7,J. J. Lambe,3rd,Head,6,10-2,65,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Ducky Mallon (IRE),R. P. Cleary,0,Donal Kinsella,2nd,3/4 l,11,9-8t,57,True,12,40
Sligo Racing Results | 3rd August 2022 20:00,N/A,20:00,Soft,5f 160y,Gegenpressing,C. D. Hayes,0,Eddie & Patrick Harty,1st,N/A,4,10-2t,65,True,12,40
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Sprawlers Revelry (IRE),T. P. Madden,0,Miss Tara Lee Cogan,14th,88 l,4,8-13,47,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Polar Peak (IRE),C. D. Hayes,0,P. A. Fahy,13th,27 l,6,9-4,52,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,She's Good Company (IRE),C. J. MacRedmond,5,Adrian McGuinness,12th,16 l,4,8-13,47,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Morning Dew (GER),William James Lee,0,Andrew Kinirons,11th,34 l,6,8-13,47,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Dark Matter (IRE),Ben Martin Coen,0,A. J. Martin,10th,6 l,4,8-13t,47,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Knock Flyer (IRE),Siobhan Rutledge,5,D. J. Barry,9th,2 l,7,8-13t,47,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Gracesolution (IRE),J. Coen,5,Ross O'Sullivan,8th,1 1/2 l,5,10-2,64,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Star of Burma (IRE),R. C. Colgan,0,Ms Sheila Lavery,7th,6 1/2 l,4,9-13t,61,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Fassbender (IRE),R. P. Whelan,0,Mark McNiff,6th,4 1/2 l,6,9-6t,54,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Franno (IRE),G. F. Carroll,0,Gerard Keane,5th,Short Head,5,9-11v,59,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Stellify (IRE),Adam Caffrey,7,Adrian McGuinness,4th,2 1/4 l,5,9-5p,53,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Beer With The Boys,D. B. McMonagle,0,C. Moore,3rd,2 l,7,10-2v,64,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Barometer (IRE),C. T. Keane,0,John Joseph Murphy,2nd,3 l,7,9-4,52,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,The Truant (IRE),Sam Ewing,3,Peter Fahey,1st,N/A,5,9-10,58,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Sprawlers Revelry (IRE),T. P. Madden,0,Miss Tara Lee Cogan,14th,88 l,4,8-13,47,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Polar Peak (IRE),C. D. Hayes,0,P. A. Fahy,13th,27 l,6,9-4,52,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,She's Good Company (IRE),C. J. MacRedmond,5,Adrian McGuinness,12th,16 l,4,8-13,47,True,12,41
Sligo Racing Results | 3rd August 2022 20:30,N/A,20:30,Soft,1m 4f 180y,Morning Dew (GER),William James Lee,0,Andrew Kinirons,11th,34 l,6,8-13,47,True,12,41
