track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Babich (IRE),K E Buckley,0,G P Cromwell,9th,3 1/2 l,3,11-0t,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Medical Man (IRE),O R Brown,5,W Durkan,8th,8 l,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,My Mate Tony (IRE),J S McGarvey,0,P McCreery,7th,2 1/2 l,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Ballyearl (FR),D J O'Keeffe,0,H De Bromhead,6th,Head,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Sprinkles (IRE),P T Smithers,7,P Roche,5th,11 l,3,10-7h,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Chortal,Sam Ewing,0,G Elliott,4th,4 l,3,11-0t,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Young Churchill (IRE),D Meyler,0,N Meade,3rd,1 3/4 l,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Slurricane (IRE),Mr L P Shanahan,7,R O'Sullivan,2nd,3/4 l,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Beyond Your Dreams (IRE),M P Walsh,0,J P O'Brien,1st,N/A,3,10-7,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Teofimo (IRE),M J M O'Sullivan,0,J S Bolger,F,N/A,3,11-0ht,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Spencer Dock (IRE),G Brouder,5,Michael G Cleary,13th,1/2 l,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Chartwell's Lady,P M O'Brien,7,D A McLoughlin,12th,20 l,3,10-7,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Run Away Merida (IRE),A M King,7,M M McNiff,11th,5 1/2 l,3,10-7t,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Makaiah (IRE),A P Kelly,5,Gerard O'Leary,10th,15 l,3,10-7,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Babich (IRE),K E Buckley,0,G P Cromwell,9th,3 1/2 l,3,11-0t,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Medical Man (IRE),O R Brown,5,W Durkan,8th,8 l,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,My Mate Tony (IRE),J S McGarvey,0,P McCreery,7th,2 1/2 l,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Ballyearl (FR),D J O'Keeffe,0,H De Bromhead,6th,Head,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Sprinkles (IRE),P T Smithers,7,P Roche,5th,11 l,3,10-7h,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Chortal,Sam Ewing,0,G Elliott,4th,4 l,3,11-0t,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Young Churchill (IRE),D Meyler,0,N Meade,3rd,1 3/4 l,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Slurricane (IRE),Mr L P Shanahan,7,R O'Sullivan,2nd,3/4 l,3,11-0,-,True,155,14
N/A,N/A,12:30,Yielding (Good To Yielding In Places),2m 110y,Beyond Your Dreams (IRE),M P Walsh,0,J P O'Brien,1st,N/A,3,10-7,-,True,155,14
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Albatala (IRE),A Harvey,5,J C McConnell,RO,N/A,5,11-0t,93,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Kp's Ladyofknock (IRE),T E O'Connor,7,M Fahey,C,N/A,4,10-9,88,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Boston Rajj (IRE),Sam Ewing,0,G Elliott,10th,1/2 l,6,11-10,103,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Jokers 'N' Clowns (IRE),A Balfe,7,G P Cromwell,9th,2 l,5,11-11t1,104,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Oakley (GER),D E Mullins,0,A Mullins,8th,3/4 l,6,11-4,97,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Another Glendaars (IRE),S D Torrens,0,A A Howard,7th,Neck,5,11-6,99,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Moylussa (IRE),S F O'Keeffe,0,M Magnussen,6th,2 3/4 l,5,11-12,105,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Mayos Vendangeur (IRE),T Power Roche,7,P J Rothwell,5th,1/2 l,5,10-8tp,87,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Stoneyford Lady (IRE),D J O'Keeffe,0,H De Bromhead,4th,3 3/4 l,5,11-9,102,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Wendell's Lass,Anna McGuinness,7,T Gibney,3rd,7 1/2 l,5,10-9t,88,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Ragmans Corner (IRE),J Kearney,3,G Keane,2nd,1 1/4 l,5,11-7,100,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Arch Enemy (IRE),E Walsh,0,P Magee,1st,N/A,5,11-3,96,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Albatala (IRE),A Harvey,5,J C McConnell,RO,N/A,5,11-0t,93,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Kp's Ladyofknock (IRE),T E O'Connor,7,M Fahey,C,N/A,4,10-9,88,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Boston Rajj (IRE),Sam Ewing,0,G Elliott,10th,1/2 l,6,11-10,103,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Jokers 'N' Clowns (IRE),A Balfe,7,G P Cromwell,9th,2 l,5,11-11t1,104,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Oakley (GER),D E Mullins,0,A Mullins,8th,3/4 l,6,11-4,97,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Another Glendaars (IRE),S D Torrens,0,A A Howard,7th,Neck,5,11-6,99,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Moylussa (IRE),S F O'Keeffe,0,M Magnussen,6th,2 3/4 l,5,11-12,105,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Mayos Vendangeur (IRE),T Power Roche,7,P J Rothwell,5th,1/2 l,5,10-8tp,87,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Stoneyford Lady (IRE),D J O'Keeffe,0,H De Bromhead,4th,3 3/4 l,5,11-9,102,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Wendell's Lass,Anna McGuinness,7,T Gibney,3rd,7 1/2 l,5,10-9t,88,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Ragmans Corner (IRE),J Kearney,3,G Keane,2nd,1 1/4 l,5,11-7,100,True,155,15
N/A,N/A,13:02,Yielding (Good To Yielding In Places),2m 110y,Arch Enemy (IRE),E Walsh,0,P Magee,1st,N/A,5,11-3,96,True,155,15
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Melbourne Shamrock (IRE),D Meyler,0,E Mullins,PU,N/A,5,11-4,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Snowshaan (IRE),S F O'Keeffe,0,P T Foley,PU,N/A,5,10-11h,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Giddyupngogo,K E Buckley,0,E Buckley,PU,N/A,4,10-11b1,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Never Present (IRE),D A Kidd,7,J C McConnell,11th,72 l,6,11-4,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Scamall Bawn (IRE),D J O'Keeffe,0,John E & Kiely,10th,3 l,7,11-12,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Ain't No Sunshine (IRE),P Hanlon,7,Miss T L Cogan,9th,13 l,8,11-12,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Only You Norah (IRE),Niall Moore,7,D Commins,8th,4 3/4 l,4,10-11,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Masterboy Davis (FR),Sam Ewing,0,G Elliott,7th,3/4 l,5,11-4p1,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Committee Meeting (IRE),J P O'Sullivan,0,P J Rothwell,6th,8 l,5,11-4p1,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Mashalla Habibi (IRE),S D Torrens,0,P T Foley,5th,6 l,4,11-4h1,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Coumeenoole (IRE),C Stone-Walsh,5,P Nolan,4th,1/2 l,5,11-4,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Fishery Lane (FR),P Townend,0,W P Mullins,3rd,5 1/2 l,5,11-4,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Ayiko,B Hayes,0,S R B Crawford,2nd,4 1/2 l,5,11-12t,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Inn At The Park (IRE),D E Mullins,0,W P Mullins,1st,N/A,6,11-4,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Melbourne Shamrock (IRE),D Meyler,0,E Mullins,PU,N/A,5,11-4,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Snowshaan (IRE),S F O'Keeffe,0,P T Foley,PU,N/A,5,10-11h,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Giddyupngogo,K E Buckley,0,E Buckley,PU,N/A,4,10-11b1,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Never Present (IRE),D A Kidd,7,J C McConnell,11th,72 l,6,11-4,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Scamall Bawn (IRE),D J O'Keeffe,0,John E & Kiely,10th,3 l,7,11-12,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Ain't No Sunshine (IRE),P Hanlon,7,Miss T L Cogan,9th,13 l,8,11-12,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Only You Norah (IRE),Niall Moore,7,D Commins,8th,4 3/4 l,4,10-11,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Masterboy Davis (FR),Sam Ewing,0,G Elliott,7th,3/4 l,5,11-4p1,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Committee Meeting (IRE),J P O'Sullivan,0,P J Rothwell,6th,8 l,5,11-4p1,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Mashalla Habibi (IRE),S D Torrens,0,P T Foley,5th,6 l,4,11-4h1,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Coumeenoole (IRE),C Stone-Walsh,5,P Nolan,4th,1/2 l,5,11-4,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Fishery Lane (FR),P Townend,0,W P Mullins,3rd,5 1/2 l,5,11-4,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Ayiko,B Hayes,0,S R B Crawford,2nd,4 1/2 l,5,11-12t,-,True,155,16
N/A,N/A,13:37,Yielding (Good To Yielding In Places),2m 7f 55y,Inn At The Park (IRE),D E Mullins,0,W P Mullins,1st,N/A,6,11-4,-,True,155,16
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Kaikoura (FR),C G O'Dwyer,5,J P Dempsey,NR,N/A,4,11-10h,98,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Letters To Juliet (IRE),D E Mullins,0,P Downey,F,N/A,6,11-4ht,92,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,High Honour,J P Shinnick,5,D Kinsella,12th,2 3/4 l,4,12-0,102,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Kanpai (IRE),G Brouder,5,J Nash,11th,3 3/4 l,4,11-1,89,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Highstreetfashion (IRE),P M O'Brien,7,P Rooney,10th,1/2 l,9,10-6p,80,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Gustavo Goodway (IRE),T Power Roche,7,P J Rothwell,9th,6 1/2 l,6,11-3tp,91,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,St Anthonys Corner (IRE),G B Noonan,5,N Lee,8th,11 l,4,11-11,99,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Nells Choice (IRE),C P Millar,5,C Collins,7th,1/2 l,5,11-5tp1,93,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Person Of Interest (IRE),P Hanlon,7,Miss T L Cogan,6th,4 l,4,12-0,102,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Hangry (IRE),A Harvey,5,J C McConnell,5th,2 1/2 l,4,11-12,100,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,New Barn Lane (IRE),J S McGarvey,0,C O'Dwyer,4th,2 l,7,11-6,94,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Rebelle Chaud (IRE),S F O'Keeffe,0,A Donoghue,3rd,1 1/4 l,8,10-7ht,81,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Stealthy Tom (IRE),M P Walsh,0,E Bolger,2nd,1 3/4 l,9,11-10p,98,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Jouster (FR),C Stone-Walsh,5,G P Cromwell,1st,N/A,5,12-0tp1,102,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Kaikoura (FR),C G O'Dwyer,5,J P Dempsey,NR,N/A,4,11-10h,98,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Letters To Juliet (IRE),D E Mullins,0,P Downey,F,N/A,6,11-4ht,92,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,High Honour,J P Shinnick,5,D Kinsella,12th,2 3/4 l,4,12-0,102,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Kanpai (IRE),G Brouder,5,J Nash,11th,3 3/4 l,4,11-1,89,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Highstreetfashion (IRE),P M O'Brien,7,P Rooney,10th,1/2 l,9,10-6p,80,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Gustavo Goodway (IRE),T Power Roche,7,P J Rothwell,9th,6 1/2 l,6,11-3tp,91,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,St Anthonys Corner (IRE),G B Noonan,5,N Lee,8th,11 l,4,11-11,99,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Nells Choice (IRE),C P Millar,5,C Collins,7th,1/2 l,5,11-5tp1,93,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Person Of Interest (IRE),P Hanlon,7,Miss T L Cogan,6th,4 l,4,12-0,102,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Hangry (IRE),A Harvey,5,J C McConnell,5th,2 1/2 l,4,11-12,100,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,New Barn Lane (IRE),J S McGarvey,0,C O'Dwyer,4th,2 l,7,11-6,94,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Rebelle Chaud (IRE),S F O'Keeffe,0,A Donoghue,3rd,1 1/4 l,8,10-7ht,81,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Stealthy Tom (IRE),M P Walsh,0,E Bolger,2nd,1 3/4 l,9,11-10p,98,True,155,17
N/A,N/A,14:12,Yielding (Good To Yielding In Places),2m 4f,Jouster (FR),C Stone-Walsh,5,G P Cromwell,1st,N/A,5,12-0tp1,102,True,155,17
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,I'm For Home (IRE),D Meyler,0,R K Watson,NR,N/A,6,10-9,83,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Clonclough Lady (IRE),E Walsh,0,J P Dempsey,PU,N/A,4,10-11,85,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Lillys Girl (IRE),P M O'Brien,7,D A McLoughlin,PU,N/A,8,10-6t,80,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Port Rashid (IRE),Miss J Townend,0,T Townend,PU,N/A,13,10-10t,84,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Tom Kelly (IRE),P Cleary,7,K Smith,9th,42 l,7,11-7p1,95,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Liberated Light (IRE),Mr J L Gleeson,3,John E & Kiely,8th,11 l,5,11-12,100,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Dragon's Pass (IRE),C P Millar,5,Mrs D Foster,7th,4 1/2 l,8,11-7t,95,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Deep Sigh (FR),A Harvey,5,J C McConnell,6th,4 1/2 l,6,11-1t,89,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Miss Lia (IRE),T Power Roche,7,P J Rothwell,5th,1 l,4,11-9,97,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Jetaway To Getaway (IRE),J C Gainford,0,C Collins,4th,2 1/2 l,6,10-11tp,85,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Ladiam (IRE),G B Noonan,5,N Lee,3rd,3 1/2 l,7,11-7,95,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Slim Marvel (FR),T Ryan,5,A Slattery,2nd,9 l,6,12-0,102,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Portarlington (IRE),Mr J H Williamson,7,Ian Donoghue,1st,N/A,5,11-8tp,96,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,I'm For Home (IRE),D Meyler,0,R K Watson,NR,N/A,6,10-9,83,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Clonclough Lady (IRE),E Walsh,0,J P Dempsey,PU,N/A,4,10-11,85,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Lillys Girl (IRE),P M O'Brien,7,D A McLoughlin,PU,N/A,8,10-6t,80,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Port Rashid (IRE),Miss J Townend,0,T Townend,PU,N/A,13,10-10t,84,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Tom Kelly (IRE),P Cleary,7,K Smith,9th,42 l,7,11-7p1,95,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Liberated Light (IRE),Mr J L Gleeson,3,John E & Kiely,8th,11 l,5,11-12,100,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Dragon's Pass (IRE),C P Millar,5,Mrs D Foster,7th,4 1/2 l,8,11-7t,95,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Deep Sigh (FR),A Harvey,5,J C McConnell,6th,4 1/2 l,6,11-1t,89,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Miss Lia (IRE),T Power Roche,7,P J Rothwell,5th,1 l,4,11-9,97,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Jetaway To Getaway (IRE),J C Gainford,0,C Collins,4th,2 1/2 l,6,10-11tp,85,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Ladiam (IRE),G B Noonan,5,N Lee,3rd,3 1/2 l,7,11-7,95,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Slim Marvel (FR),T Ryan,5,A Slattery,2nd,9 l,6,12-0,102,True,155,18
N/A,N/A,14:47,Yielding (Good To Yielding In Places),2m 4f,Portarlington (IRE),Mr J H Williamson,7,Ian Donoghue,1st,N/A,5,11-8tp,96,True,155,18
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Heather View (IRE),Mr A P Ryan,7,D H Kelly,NR,N/A,4,11-5t1,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Boldplay (IRE),Mr S Connor,7,S R B Crawford,NR,N/A,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Blue Velvet (IRE),Miss J Townend,0,W P Mullins,NR,N/A,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Amy's Quest (IRE),Mr D McGill,7,Ian Donoghue,10th,15 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Annie Button (IRE),Miss G Benson,7,P Flood,9th,9 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Lisnacurra Star (IRE),Mr R M McParland,7,Peter Fahey,8th,4 1/2 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Summer Dawn (IRE),Mr M J Love,7,L Fowler,7th,1 3/4 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,The Reel Martello (IRE),Mr D G Lavery,0,Ms M Mullins,6th,2 3/4 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Mags Collins (IRE),Mr J L Gleeson,3,Peter Fahey,5th,6 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Dee's Lady,Mr F Maguire,0,J P Dempsey,4th,15 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Swing Davis (FR),Mr H C Swan,0,G Elliott,3rd,1 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Galileo Springs (IRE),Mr J H Williamson,7,M Brassil,2nd,9 l,4,11-5t,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Future Prospect (IRE),Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Heather View (IRE),Mr A P Ryan,7,D H Kelly,NR,N/A,4,11-5t1,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Boldplay (IRE),Mr S Connor,7,S R B Crawford,NR,N/A,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Blue Velvet (IRE),Miss J Townend,0,W P Mullins,NR,N/A,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Amy's Quest (IRE),Mr D McGill,7,Ian Donoghue,10th,15 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Annie Button (IRE),Miss G Benson,7,P Flood,9th,9 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Lisnacurra Star (IRE),Mr R M McParland,7,Peter Fahey,8th,4 1/2 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Summer Dawn (IRE),Mr M J Love,7,L Fowler,7th,1 3/4 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,The Reel Martello (IRE),Mr D G Lavery,0,Ms M Mullins,6th,2 3/4 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Mags Collins (IRE),Mr J L Gleeson,3,Peter Fahey,5th,6 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Dee's Lady,Mr F Maguire,0,J P Dempsey,4th,15 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Swing Davis (FR),Mr H C Swan,0,G Elliott,3rd,1 l,4,11-5,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Galileo Springs (IRE),Mr J H Williamson,7,M Brassil,2nd,9 l,4,11-5t,-,True,155,19
N/A,N/A,15:22,Yielding (Good To Yielding In Places),2m 110y,Future Prospect (IRE),Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-5,-,True,155,19
Navan Racing Results | 15th December 2024 12:02,N/A,12:02,Yielding To Soft (Yielding In Places),2m,Nathaniel's Dream,D King,0,A J Martin,13th,6 1/2 l,9,10-12t,97,True,155,20
Navan Racing Results | 15th December 2024 12:02,N/A,12:02,Yielding To Soft (Yielding In Places),2m,Mary's Pride (IRE),K E Buckley,0,E Cawley,12th,19 l,7,11-5,104,True,155,20
Navan Racing Results | 15th December 2024 12:02,N/A,12:02,Yielding To Soft (Yielding In Places),2m,Torquay Road (IRE),B W Harvey,0,C Collins,11th,Neck,5,11-8,107,True,155,20
Navan Racing Results | 15th December 2024 12:02,N/A,12:02,Yielding To Soft (Yielding In Places),2m,Cozone,K M Donoghue,0,M J Smith,10th,6 1/2 l,7,11-8t,107,True,155,20
Navan Racing Results | 15th December 2024 12:02,N/A,12:02,Yielding To Soft (Yielding In Places),2m,Drum Roll (FR),J C Gainford,0,P Nolan,9th,1 3/4 l,4,10-2,87,True,155,20
Navan Racing Results | 15th December 2024 12:02,N/A,12:02,Yielding To Soft (Yielding In Places),2m,Aine's Lad (IRE),D J Gilligan,0,M J Smith,8th,2 1/4 l,5,11-7ht,106,True,155,20
