track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Viamonte (IRE),R P Whelan,0,W P Browne,9th,Short Head,3,9-8t1,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Kwa Herini,R C Colgan,0,Kevin Coleman,8th,Neck,3,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Ocean Diamond (IRE),C T Keane,0,Daniel Murphy,7th,1/2 l,3,9-3t1,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Prince Of Love (IRE),J S Dalton,10,M J Browne,6th,3/4 l,3,9-8,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Eagles Whistle (IRE),C D Hayes,0,P J F Murphy,5th,3 1/4 l,4,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Authenticate,D P McDonogh,0,J P O'Brien,4th,1 3/4 l,3,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Lady Pagasa (IRE),R M Mulligan,7,J P Murtagh,3rd,1/2 l,3,9-3,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,Prince Of Eyeries (IRE),L T McAteer,0,J M Barrett,2nd,Neck,3,9-8b,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:00,N/A,18:00,Standard,7f,The Bear Trap (IRE),N M Crosse,0,J Geoghegan,1st,N/A,3,9-8v,-,True,155,6
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Esticky End (IRE),W Joyce,0,Tom McGuinness,NR,N/A,6,8-12,47,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,The Bog Bank (IRE),Sadhbh Tormey,7,T G McCourt,NR,N/A,7,9-8tp,57,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Wonder Spirit,Non Runner,7,G A Kingston,NR,N/A,6,8-12,47,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Feature This (IRE),Nicola Burns,7,Ian Donoghue,11th,2 l,5,9-11tp,60,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Zahee (IRE),S Coen,7,J C McConnell,10th,Neck,9,9-9ht,58,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Suityourselfboss (IRE),M W Hassett,0,M J Browne,9th,Neck,5,9-7p,56,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Mary Bagot (IRE),J Cleary,2,M Halford & T Collins,8th,Neck,3,9-8,58,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Albion Power (IRE),P McGettigan,7,K H Clarke,7th,1 1/4 l,3,10-1,65,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Hialeah (IRE),Gabriella Hill,7,Charles Weld,6th,Head,4,9-4ht,53,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Eastern Wind,R Donaghue-Leahy,4,T G McCourt,5th,1 1/4 l,5,9-13v,62,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Royal Tribute (IRE),R M Mulligan,4,J C McConnell,4th,1/2 l,6,8-12v,47,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Saxon Kingdom (IRE),J Pietropaolo,7,Thomas Dowling,3rd,1 1/4 l,3,8-11t,47,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Tribal Moon (IRE),J Kearney,0,Daniel Murphy,2nd,3/4 l,3,10-1tp,65,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Daonethatgotaway,K G Kennedy,2,M Fahey,1st,N/A,4,9-7tp,56,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Esticky End (IRE),W Joyce,0,Tom McGuinness,NR,N/A,6,8-12,47,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,The Bog Bank (IRE),Sadhbh Tormey,7,T G McCourt,NR,N/A,7,9-8tp,57,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Wonder Spirit,Non Runner,7,G A Kingston,NR,N/A,6,8-12,47,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Feature This (IRE),Nicola Burns,7,Ian Donoghue,11th,2 l,5,9-11tp,60,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Zahee (IRE),S Coen,7,J C McConnell,10th,Neck,9,9-9ht,58,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Suityourselfboss (IRE),M W Hassett,0,M J Browne,9th,Neck,5,9-7p,56,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Mary Bagot (IRE),J Cleary,2,M Halford & T Collins,8th,Neck,3,9-8,58,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Albion Power (IRE),P McGettigan,7,K H Clarke,7th,1 1/4 l,3,10-1,65,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Hialeah (IRE),Gabriella Hill,7,Charles Weld,6th,Head,4,9-4ht,53,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Eastern Wind,R Donaghue-Leahy,4,T G McCourt,5th,1 1/4 l,5,9-13v,62,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Royal Tribute (IRE),R M Mulligan,4,J C McConnell,4th,1/2 l,6,8-12v,47,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Saxon Kingdom (IRE),J Pietropaolo,7,Thomas Dowling,3rd,1 1/4 l,3,8-11t,47,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Tribal Moon (IRE),J Kearney,0,Daniel Murphy,2nd,3/4 l,3,10-1tp,65,True,155,7
Dundalk Racing Results | 13th December 2024 18:30,N/A,18:30,Standard,1m,Daonethatgotaway,K G Kennedy,2,M Fahey,1st,N/A,4,9-7tp,56,True,155,7
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Sobriety Blue (IRE),A Browne-Souza,7,A Slattery,14th,Neck,3,10-0,60,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Lorr's Girl (IRE),S Coen,7,R Sweeney,13th,1 l,3,9-5t,51,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Atbay (IRE),J Pietropaolo,7,G A Kingston,12th,4 3/4 l,5,9-2b,47,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Notforalongtime,Nicola Burns,7,Laura Hourigan,11th,Neck,7,9-12p,57,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Cousin Shay,C Geerdharry,7,N Lupini,10th,1 l,5,9-7,52,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Tara Power (IRE),K G Kennedy,2,K H Clarke,9th,Neck,6,9-4t,49,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Aljadel (IRE),D J Murphy,7,M Halford & T Collins,8th,Neck,3,9-5p,51,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Bungle Inthedesert (IRE),R M Mulligan,4,J C McConnell,7th,1 l,5,9-13v1,58,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Hope And Innocence (IRE),Sadhbh Tormey,7,T G McCourt,6th,1 3/4 l,4,9-2tv,47,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Still She Blooms,J Kearney,0,P Martin,5th,Neck,3,9-12,58,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Turbo Sprint (IRE),C D Fahy,7,J C McConnell,4th,Head,4,9-2v,47,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Master Garvey (IRE),P McGettigan,7,Joseph Murray,3rd,Neck,4,9-4,49,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Man Is King (IRE),W Joyce,0,Thomas Dowling,2nd,1/2 l,5,9-13t,58,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Viva Voce (IRE),J Cleary,2,Tom McGuinness,1st,N/A,7,9-5,50,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Sobriety Blue (IRE),A Browne-Souza,7,A Slattery,14th,Neck,3,10-0,60,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Lorr's Girl (IRE),S Coen,7,R Sweeney,13th,1 l,3,9-5t,51,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Atbay (IRE),J Pietropaolo,7,G A Kingston,12th,4 3/4 l,5,9-2b,47,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Notforalongtime,Nicola Burns,7,Laura Hourigan,11th,Neck,7,9-12p,57,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Cousin Shay,C Geerdharry,7,N Lupini,10th,1 l,5,9-7,52,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Tara Power (IRE),K G Kennedy,2,K H Clarke,9th,Neck,6,9-4t,49,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Aljadel (IRE),D J Murphy,7,M Halford & T Collins,8th,Neck,3,9-5p,51,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Bungle Inthedesert (IRE),R M Mulligan,4,J C McConnell,7th,1 l,5,9-13v1,58,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Hope And Innocence (IRE),Sadhbh Tormey,7,T G McCourt,6th,1 3/4 l,4,9-2tv,47,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Still She Blooms,J Kearney,0,P Martin,5th,Neck,3,9-12,58,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Turbo Sprint (IRE),C D Fahy,7,J C McConnell,4th,Head,4,9-2v,47,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Master Garvey (IRE),P McGettigan,7,Joseph Murray,3rd,Neck,4,9-4,49,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Man Is King (IRE),W Joyce,0,Thomas Dowling,2nd,1/2 l,5,9-13t,58,True,155,8
Dundalk Racing Results | 13th December 2024 19:00,N/A,19:00,Standard,1m,Viva Voce (IRE),J Cleary,2,Tom McGuinness,1st,N/A,7,9-5,50,True,155,8
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Superior Force,K G Kennedy,7,D Hogan,11th,1 1/2 l,5,8-7,69,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Dream Today (IRE),D W O'Connor,0,Stephen Thorne,10th,1/2 l,9,9-2tp,78,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,James Henry (IRE),D P McDonogh,0,L Breen,9th,3 1/2 l,5,8-11,73,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Dontspoilasale (IRE),Adam Caffrey,3,A McGuinness,8th,1/2 l,4,9-11,87,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Hero Of The Hour,W Joyce,5,T G McCourt,7th,Neck,7,8-7,69,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Inishmot Prince (IRE),J J G Ryan,3,T G McCourt,6th,1 1/4 l,6,9-6v,82,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Harry's Bar,J Kearney,5,Stephen Thorne,5th,Neck,9,10-7tp,97,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Current Option (IRE),R P Whelan,0,A McGuinness,4th,Neck,8,9-1,77,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Jered Maddox,L T McAteer,0,D Marnane,3rd,Head,8,8-12,74,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Mehman,C D Hayes,0,Gerard O'Leary,2nd,Nose,5,9-0b,76,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Daamberdiplomat (IRE),C T Keane,0,J P Murtagh,1st,N/A,4,10-0,90,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Superior Force,K G Kennedy,7,D Hogan,11th,1 1/2 l,5,8-7,69,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Dream Today (IRE),D W O'Connor,0,Stephen Thorne,10th,1/2 l,9,9-2tp,78,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,James Henry (IRE),D P McDonogh,0,L Breen,9th,3 1/2 l,5,8-11,73,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Dontspoilasale (IRE),Adam Caffrey,3,A McGuinness,8th,1/2 l,4,9-11,87,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Hero Of The Hour,W Joyce,5,T G McCourt,7th,Neck,7,8-7,69,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Inishmot Prince (IRE),J J G Ryan,3,T G McCourt,6th,1 1/4 l,6,9-6v,82,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Harry's Bar,J Kearney,5,Stephen Thorne,5th,Neck,9,10-7tp,97,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Current Option (IRE),R P Whelan,0,A McGuinness,4th,Neck,8,9-1,77,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Jered Maddox,L T McAteer,0,D Marnane,3rd,Head,8,8-12,74,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Mehman,C D Hayes,0,Gerard O'Leary,2nd,Nose,5,9-0b,76,True,155,9
Dundalk Racing Results | 13th December 2024 19:30,N/A,19:30,Standard,6f,Daamberdiplomat (IRE),C T Keane,0,J P Murtagh,1st,N/A,4,10-0,90,True,155,9
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Ascendent (IRE),N M Crosse,0,J C McConnell,14th,3/4 l,3,8-12,47,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Clarinbridge (IRE),P McGettigan,7,L Breen,13th,1 1/4 l,5,8-12p,47,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Irish Rumour (IRE),J Kearney,5,Miss Jennifer Anne Lynch,12th,Neck,4,10-1t,64,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Elliott (IRE),R M Mulligan,7,M G Quinn,11th,1 l,3,9-5t,54,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,American In Paris (IRE),R Whearty,3,P W Flynn,10th,1 1/4 l,4,8-12t,47,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Winemaker (FR),D E Sheehy,0,D Dias,9th,Short Head,4,10-2,65,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Gimmieminnie (IRE),C D Hayes,0,M Rice,8th,Neck,3,9-7t,56,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Wild Mountain (IRE),D P McDonogh,0,P J McKenna,7th,1 l,5,9-1p,50,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Hezahunk (IRE),J Pietropaolo,7,A McGuinness,6th,Neck,5,8-12v,47,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Hasiyna (IRE),J A Powell,3,J C McConnell,5th,Nose,4,9-1,50,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Jackie Brown (IRE),J J G Ryan,3,A J Martin,4th,1 1/4 l,4,9-6t,55,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Livingston Range (IRE),C T Keane,0,R Donohoe,3rd,1 l,6,9-5t,54,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,I'm Spartacus (IRE),Adam Caffrey,3,A McGuinness,2nd,Neck,3,10-1,64,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Senado Square,C Horgan,7,A Slattery,1st,N/A,4,9-5,54,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Ascendent (IRE),N M Crosse,0,J C McConnell,14th,3/4 l,3,8-12,47,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Clarinbridge (IRE),P McGettigan,7,L Breen,13th,1 1/4 l,5,8-12p,47,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Irish Rumour (IRE),J Kearney,5,Miss Jennifer Anne Lynch,12th,Neck,4,10-1t,64,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Elliott (IRE),R M Mulligan,7,M G Quinn,11th,1 l,3,9-5t,54,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,American In Paris (IRE),R Whearty,3,P W Flynn,10th,1 1/4 l,4,8-12t,47,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Winemaker (FR),D E Sheehy,0,D Dias,9th,Short Head,4,10-2,65,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Gimmieminnie (IRE),C D Hayes,0,M Rice,8th,Neck,3,9-7t,56,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Wild Mountain (IRE),D P McDonogh,0,P J McKenna,7th,1 l,5,9-1p,50,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Hezahunk (IRE),J Pietropaolo,7,A McGuinness,6th,Neck,5,8-12v,47,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Hasiyna (IRE),J A Powell,3,J C McConnell,5th,Nose,4,9-1,50,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Jackie Brown (IRE),J J G Ryan,3,A J Martin,4th,1 1/4 l,4,9-6t,55,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Livingston Range (IRE),C T Keane,0,R Donohoe,3rd,1 l,6,9-5t,54,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,I'm Spartacus (IRE),Adam Caffrey,3,A McGuinness,2nd,Neck,3,10-1,64,True,155,10
Dundalk Racing Results | 13th December 2024 20:00,N/A,20:00,Standard,6f,Senado Square,C Horgan,7,A Slattery,1st,N/A,4,9-5,54,True,155,10
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Sweet Sundowner (IRE),L F Roche,0,Stephen Gerard Carey,12th,2 1/4 l,3,9-7t1,72,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Sub Rosa,D P McDonogh,0,D Kinsella,11th,4 3/4 l,4,9-6t,67,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Sir Callisto (IRE),C T Keane,0,A J Martin,10th,Neck,4,10-0t,75,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Sportingsilvermine (IRE),J M Sheridan,0,D Hogan,9th,Neck,3,9-9,74,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Trethorn,S Foley,0,Mrs J Harrington,8th,2 l,3,9-3tb1,68,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Warrior Lion,L T McAteer,0,A McCann,7th,Neck,4,9-6p,67,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Ice Opera (IRE),R C Colgan,0,S Lavery,6th,1 1/2 l,3,9-6,71,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Enough Already,Adam Caffrey,3,A McGuinness,5th,1 l,8,9-11,72,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Pralognan (FR),J J G Ryan,3,A J Martin,4th,Neck,5,10-0t,75,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Brosna Town (IRE),C D Hayes,0,D K Weld,3rd,Head,3,10-0t,79,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Picpoul (IRE),R Whearty,3,M Rice,2nd,1 3/4 l,6,9-5t,66,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Pepper Noir (IRE),G F Carroll,0,G P Cromwell,1st,N/A,3,9-10,75,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Sweet Sundowner (IRE),L F Roche,0,Stephen Gerard Carey,12th,2 1/4 l,3,9-7t1,72,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Sub Rosa,D P McDonogh,0,D Kinsella,11th,4 3/4 l,4,9-6t,67,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Sir Callisto (IRE),C T Keane,0,A J Martin,10th,Neck,4,10-0t,75,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Sportingsilvermine (IRE),J M Sheridan,0,D Hogan,9th,Neck,3,9-9,74,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Trethorn,S Foley,0,Mrs J Harrington,8th,2 l,3,9-3tb1,68,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Warrior Lion,L T McAteer,0,A McCann,7th,Neck,4,9-6p,67,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Ice Opera (IRE),R C Colgan,0,S Lavery,6th,1 1/2 l,3,9-6,71,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Enough Already,Adam Caffrey,3,A McGuinness,5th,1 l,8,9-11,72,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Pralognan (FR),J J G Ryan,3,A J Martin,4th,Neck,5,10-0t,75,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Brosna Town (IRE),C D Hayes,0,D K Weld,3rd,Head,3,10-0t,79,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Picpoul (IRE),R Whearty,3,M Rice,2nd,1 3/4 l,6,9-5t,66,True,155,11
Dundalk Racing Results | 13th December 2024 20:30,N/A,20:30,Standard,1m 4f,Pepper Noir (IRE),G F Carroll,0,G P Cromwell,1st,N/A,3,9-10,75,True,155,11
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Theatre Native (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,6,11-5h,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Western Fold (IRE),Sam Ewing,0,G Elliott,F,N/A,5,11-12,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Kazakh D'arthel (FR),K E Buckley,0,G P Cromwell,F,N/A,4,11-6h,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,In The Trenches,S Fitzgerald,0,G P Cromwell,8th,Neck,4,11-6,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,One Night Standard (IRE),K C Sexton,0,G P Cromwell,7th,1/2 l,5,11-5,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Quornofamonday (IRE),E Walsh,0,J P Dempsey,6th,8 1/2 l,6,11-12,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Doctor Glide (FR),J C Gainford,0,Tom Dreaper,5th,7 1/2 l,6,11-12,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Miss Pronunciation (IRE),S D Torrens,0,P Roche,4th,27 l,7,11-5ht,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Asian Master (IRE),Mr T Costello,7,W P Mullins,3rd,1/2 l,7,11-12,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Tullyhill (FR),P Townend,0,W P Mullins,2nd,6 1/2 l,6,11-12t,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Majborough (FR),M P Walsh,0,W P Mullins,1st,N/A,4,11-6,-,True,155,12
N/A,N/A,11:30,Good To Yielding (Yielding In Places),2m 110y,Theatre Native (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,6,11-5h,-,True,155,12
