track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 26th March 2023 15:25,N/A,15:25,Soft (Heavy In Places),3m 120y,Thedevilscoachman (IRE),Denis O'Regan,0,Noel Meade,1st,N/A,7,11-6,-,True,46,27
Limerick Racing Results | 26th March 2023 15:25,N/A,15:25,Soft (Heavy In Places),3m 120y,Seangoell (IRE),J. J. Slevin,0,Norman Lee,6th,6 l,9,10-7tp,-,True,46,27
Limerick Racing Results | 26th March 2023 15:25,N/A,15:25,Soft (Heavy In Places),3m 120y,Darrens Hope (IRE),D. J. O'Keeffe,0,Robert Murphy,5th,4 1/4 l,9,11-1,-,True,46,27
Limerick Racing Results | 26th March 2023 15:25,N/A,15:25,Soft (Heavy In Places),3m 120y,Clonmeen (IRE),S. D. Torrens,0,W. P. Murphy,4th,6 l,8,11-0t,-,True,46,27
Limerick Racing Results | 26th March 2023 15:25,N/A,15:25,Soft (Heavy In Places),3m 120y,Life In The Park (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,Neck,6,11-0,-,True,46,27
Limerick Racing Results | 26th March 2023 15:25,N/A,15:25,Soft (Heavy In Places),3m 120y,Grandero Bello (FR),R. A. Doyle,0,Eddie & Patrick Harty,2nd,2 1/2 l,7,11-0,-,True,46,27
Limerick Racing Results | 26th March 2023 15:25,N/A,15:25,Soft (Heavy In Places),3m 120y,Thedevilscoachman (IRE),Denis O'Regan,0,Noel Meade,1st,N/A,7,11-6,-,True,46,27
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Weihnachts (IRE),S. D. Torrens,0,P. J. Rothwell,7th,6 1/2 l,9,10-5p,109,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Defan,Rachael Blackmore,0,Henry de Bromhead,6th,4 l,7,11-11,129,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,From The Ashes (IRE),P. Byrnes,5,Charles Byrnes,5th,8 1/2 l,6,11-4p,122,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Bonnie Kellie (IRE),M. J. M. O'Sullivan,5,S. Curling,4th,1/2 l,6,10-4,108,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Falco Blitz (IRE),C. P. McNamara,0,Eric McNamara,3rd,1/2 l,9,11-5p,123,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Take All (IRE),J. S. McGarvey,0,John Joseph Hanlon,2nd,Neck,8,12-2ht,134,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Happy Dreams (FR),S. F. O'Keeffe,0,Michael J. McDonagh,1st,N/A,6,10-3h,107,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Weihnachts (IRE),S. D. Torrens,0,P. J. Rothwell,7th,6 1/2 l,9,10-5p,109,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Defan,Rachael Blackmore,0,Henry de Bromhead,6th,4 l,7,11-11,129,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,From The Ashes (IRE),P. Byrnes,5,Charles Byrnes,5th,8 1/2 l,6,11-4p,122,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Bonnie Kellie (IRE),M. J. M. O'Sullivan,5,S. Curling,4th,1/2 l,6,10-4,108,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Falco Blitz (IRE),C. P. McNamara,0,Eric McNamara,3rd,1/2 l,9,11-5p,123,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Take All (IRE),J. S. McGarvey,0,John Joseph Hanlon,2nd,Neck,8,12-2ht,134,True,46,28
Limerick Racing Results | 26th March 2023 16:00,N/A,16:00,Soft (Heavy In Places),2m 3f 120y,Happy Dreams (FR),S. F. O'Keeffe,0,Michael J. McDonagh,1st,N/A,6,10-3h,107,True,46,28
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,That'll Be The Day (IRE),Phillip Enright,0,James Joseph Mangan,F,N/A,7,11-4t,112,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Junior Alliance (IRE),D. J. O'Keeffe,0,T. Gibney,5th,13 l,7,11-8,116,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Mattie's Mountain (IRE),M. J. M. O'Sullivan,5,Eoin Christopher McCarthy,4th,5 1/2 l,8,11-12tp1,120,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Misty Hollow (IRE),J. J. Slevin,0,Edward Cawley,3rd,11 l,10,10-3t,97,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Battle Of Mirbat (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,2nd,4 3/4 l,6,11-1,109,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Queen Jane (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,7,11-9t,117,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,That'll Be The Day (IRE),Phillip Enright,0,James Joseph Mangan,F,N/A,7,11-4t,112,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Junior Alliance (IRE),D. J. O'Keeffe,0,T. Gibney,5th,13 l,7,11-8,116,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Mattie's Mountain (IRE),M. J. M. O'Sullivan,5,Eoin Christopher McCarthy,4th,5 1/2 l,8,11-12tp1,120,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Misty Hollow (IRE),J. J. Slevin,0,Edward Cawley,3rd,11 l,10,10-3t,97,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Battle Of Mirbat (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,2nd,4 3/4 l,6,11-1,109,True,46,29
Limerick Racing Results | 26th March 2023 16:35,N/A,16:35,Soft (Heavy In Places),2m 1f 110y,Queen Jane (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,7,11-9t,117,True,46,29
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Khewilltu (IRE),Mr P. J. O'Neill,0,John F. O'Neill,10th,5 1/2 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,My Good Pal (IRE),Mr P. W. Gleeson,0,Brian Mortell,9th,8 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Jeriko De Baune (FR),Niall Moore,0,Philip Fenton,8th,5 1/2 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Stuntman Steve (IRE),A. P. Kelly,0,L. Byrne,7th,8 1/2 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Colleen Danu (IRE),Miss M. O'Sullivan,0,P. A. Fahy,6th,11 l,4,10-9,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Miss Gherkin (IRE),Mr H. C. Swan,0,Peter Croke,5th,Head,4,10-9,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Cappucino (IRE),Mr Finian Maguire,0,Miss Elizabeth Doyle,4th,1/2 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Ossie's Lodge (IRE),Mr J. L. Gleeson,0,A. J. Martin,3rd,1 1/4 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Familiar Dreams,Miss A. B. O'Connor,0,Anthony McCann,2nd,2 1/2 l,4,10-9,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,The Yellow Clay (IRE),Mr J. J. Codd,0,Gordon Elliott,1st,N/A,4,11-6,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Khewilltu (IRE),Mr P. J. O'Neill,0,John F. O'Neill,10th,5 1/2 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,My Good Pal (IRE),Mr P. W. Gleeson,0,Brian Mortell,9th,8 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Jeriko De Baune (FR),Niall Moore,0,Philip Fenton,8th,5 1/2 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Stuntman Steve (IRE),A. P. Kelly,0,L. Byrne,7th,8 1/2 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Colleen Danu (IRE),Miss M. O'Sullivan,0,P. A. Fahy,6th,11 l,4,10-9,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Miss Gherkin (IRE),Mr H. C. Swan,0,Peter Croke,5th,Head,4,10-9,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Cappucino (IRE),Mr Finian Maguire,0,Miss Elizabeth Doyle,4th,1/2 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Ossie's Lodge (IRE),Mr J. L. Gleeson,0,A. J. Martin,3rd,1 1/4 l,4,11-2,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,Familiar Dreams,Miss A. B. O'Connor,0,Anthony McCann,2nd,2 1/2 l,4,10-9,-,True,46,30
Limerick Racing Results | 26th March 2023 17:10,N/A,17:10,Soft (Heavy In Places)  (Turf),2m 50y,The Yellow Clay (IRE),Mr J. J. Codd,0,Gordon Elliott,1st,N/A,4,11-6,-,True,46,30
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,18th,4 1/4 l,5,9-12,61,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Hot Whispers (IRE),Ben Martin Coen,0,Shane Nolan,17th,1 3/4 l,4,8-12tp,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,It's All a Joke (IRE),Siobhan Rutledge,5,John McConnell,16th,6 l,8,8-12t,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Midnight Treasure (IRE),K. J. Leonard,0,R. P. Burns,15th,2 3/4 l,4,8-12,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Conversant (IRE),J. M. Sheridan,3,Denis Hogan,14th,2 l,8,9-12tb,61,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Zig Zag Zyggy (IRE),Adam Caffrey,7,Adrian McGuinness,13th,1 l,8,9-12v,61,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Teddy Boy (IRE),D. E. Sheehy,0,Edward Lynam,12th,2 1/2 l,8,9-3,52,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Gallow Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,11th,3/4 l,4,9-5,54,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Hot Sunset,D. B. McMonagle,0,Joseph Anthony Murray,10th,1 1/2 l,4,9-10tv,59,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Peerless (IRE),Seamie Heffernan,0,Denis Hogan,9th,Neck,5,9-6p,55,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Elanora (IRE),William James Lee,0,M. C. Grassick,8th,2 l,5,9-13b,62,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,It'll Do My Day (IRE),S. P. Bird,10,Michael Mulvany,7th,1/2 l,4,10-0,63,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Ecclesiastical,J. J. G. Ryan,7,T. G. McCourt,6th,1/2 l,6,8-12,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Mogwli (IRE),Jessica Maye,10,W. McCreery,5th,2 3/4 l,6,10-2v,65,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Let's Believe (IRE),J. A. Powell,5,Richard Brabazon,4th,4 3/4 l,5,8-12,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Pulse Of Shanghai (IRE),Shane Foley,0,James McAuley,3rd,3 1/4 l,7,9-9tb,58,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Tawaazon (IRE),C. T. Keane,0,James McAuley,2nd,3/4 l,5,10-4tb,67,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Seeingisbelieving (IRE),G. F. Carroll,0,Michael Mulvany,1st,N/A,4,10-0,63,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,18th,4 1/4 l,5,9-12,61,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Hot Whispers (IRE),Ben Martin Coen,0,Shane Nolan,17th,1 3/4 l,4,8-12tp,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,It's All a Joke (IRE),Siobhan Rutledge,5,John McConnell,16th,6 l,8,8-12t,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Midnight Treasure (IRE),K. J. Leonard,0,R. P. Burns,15th,2 3/4 l,4,8-12,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Conversant (IRE),J. M. Sheridan,3,Denis Hogan,14th,2 l,8,9-12tb,61,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Zig Zag Zyggy (IRE),Adam Caffrey,7,Adrian McGuinness,13th,1 l,8,9-12v,61,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Teddy Boy (IRE),D. E. Sheehy,0,Edward Lynam,12th,2 1/2 l,8,9-3,52,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Gallow Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,11th,3/4 l,4,9-5,54,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Hot Sunset,D. B. McMonagle,0,Joseph Anthony Murray,10th,1 1/2 l,4,9-10tv,59,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Peerless (IRE),Seamie Heffernan,0,Denis Hogan,9th,Neck,5,9-6p,55,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Elanora (IRE),William James Lee,0,M. C. Grassick,8th,2 l,5,9-13b,62,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,It'll Do My Day (IRE),S. P. Bird,10,Michael Mulvany,7th,1/2 l,4,10-0,63,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Ecclesiastical,J. J. G. Ryan,7,T. G. McCourt,6th,1/2 l,6,8-12,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Mogwli (IRE),Jessica Maye,10,W. McCreery,5th,2 3/4 l,6,10-2v,65,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Let's Believe (IRE),J. A. Powell,5,Richard Brabazon,4th,4 3/4 l,5,8-12,47,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Pulse Of Shanghai (IRE),Shane Foley,0,James McAuley,3rd,3 1/4 l,7,9-9tb,58,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Tawaazon (IRE),C. T. Keane,0,James McAuley,2nd,3/4 l,5,10-4tb,67,True,46,31
Navan Racing Results | 29th March 2023 14:15,N/A,14:15,Heavy,5f,Seeingisbelieving (IRE),G. F. Carroll,0,Michael Mulvany,1st,N/A,4,10-0,63,True,46,31
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,Oriental Eagle (GER),R. P. Whelan,0,Emmet Mullins,5th,99 l,9,9-7,-,True,46,32
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,Phoenix Cowboy (USA),C. T. Keane,0,G. M. Lyons,4th,2 1/2 l,6,9-7,-,True,46,32
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,Kingswear,J. M. Sheridan,3,Denis Hogan,3rd,9 l,6,9-7,-,True,46,32
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,Taipan (FR),Shane Foley,0,Mrs J. Harrington,2nd,7 1/2 l,5,9-7,-,True,46,32
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,French Claim (FR),William James Lee,0,P. Twomey,1st,N/A,4,9-9,-,True,46,32
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,Oriental Eagle (GER),R. P. Whelan,0,Emmet Mullins,5th,99 l,9,9-7,-,True,46,32
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,Phoenix Cowboy (USA),C. T. Keane,0,G. M. Lyons,4th,2 1/2 l,6,9-7,-,True,46,32
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,Kingswear,J. M. Sheridan,3,Denis Hogan,3rd,9 l,6,9-7,-,True,46,32
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,Taipan (FR),Shane Foley,0,Mrs J. Harrington,2nd,7 1/2 l,5,9-7,-,True,46,32
Navan Racing Results | 29th March 2023 14:50,N/A,14:50,Heavy,1m 6f,French Claim (FR),William James Lee,0,P. Twomey,1st,N/A,4,9-9,-,True,46,32
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Big Kitten (USA),D. W. O'Connor,0,John McConnell,14th,17 l,8,10-2,70,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Hi Stranger (IRE),Emmet McNamara,0,John E. Kiely,13th,6 1/2 l,6,9-13,67,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Siofra (IRE),A. J. Slattery,0,A. Slattery,12th,5 1/2 l,5,9-1,55,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Itsalonglongroad,Shane Foley,0,Charles Coakley,11th,7 l,9,9-2t,56,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Magnetic North (IRE),C. J. MacRedmond,5,Adrian McGuinness,10th,7 l,8,10-1v,69,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Stellify (IRE),Adam Caffrey,7,Adrian McGuinness,9th,5 1/2 l,6,8-13p,53,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Red Vermillion (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,8th,Neck,8,8-7,47,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Paradise Lost (IRE),N. G. McCullagh,0,Charles O'Brien,7th,1/2 l,4,10-0,69,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Walnut Beach (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,6th,1/2 l,6,9-7b,61,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Arcland (IRE),C. D. Hayes,0,Harry Rogers,5th,4 3/4 l,7,8-7,47,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Secret Rock (IRE),Ben Martin Coen,0,A. J. Martin,4th,Head,4,9-0t1,55,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,All In Peder (FR),W. M. Lordan,0,Emmet Mullins,3rd,13 l,4,8-7,48,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Kalmira (IRE),Seamie Heffernan,0,Shane Crawley,2nd,2 1/2 l,7,9-0,54,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Black Hawk Eagle (IRE),C. T. Keane,0,Noel Meade,1st,N/A,5,9-12,66,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Big Kitten (USA),D. W. O'Connor,0,John McConnell,14th,17 l,8,10-2,70,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Hi Stranger (IRE),Emmet McNamara,0,John E. Kiely,13th,6 1/2 l,6,9-13,67,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Siofra (IRE),A. J. Slattery,0,A. Slattery,12th,5 1/2 l,5,9-1,55,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Itsalonglongroad,Shane Foley,0,Charles Coakley,11th,7 l,9,9-2t,56,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Magnetic North (IRE),C. J. MacRedmond,5,Adrian McGuinness,10th,7 l,8,10-1v,69,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Stellify (IRE),Adam Caffrey,7,Adrian McGuinness,9th,5 1/2 l,6,8-13p,53,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Red Vermillion (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,8th,Neck,8,8-7,47,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Paradise Lost (IRE),N. G. McCullagh,0,Charles O'Brien,7th,1/2 l,4,10-0,69,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Walnut Beach (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,6th,1/2 l,6,9-7b,61,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Arcland (IRE),C. D. Hayes,0,Harry Rogers,5th,4 3/4 l,7,8-7,47,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Secret Rock (IRE),Ben Martin Coen,0,A. J. Martin,4th,Head,4,9-0t1,55,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,All In Peder (FR),W. M. Lordan,0,Emmet Mullins,3rd,13 l,4,8-7,48,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Kalmira (IRE),Seamie Heffernan,0,Shane Crawley,2nd,2 1/2 l,7,9-0,54,True,46,33
Navan Racing Results | 29th March 2023 15:25,N/A,15:25,Heavy,1m 5f,Black Hawk Eagle (IRE),C. T. Keane,0,Noel Meade,1st,N/A,5,9-12,66,True,46,33
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Arrow Straight (IRE),N. M. Crosse,0,Luke Comer,12th,5 1/2 l,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Atlantic Charter (IRE),K. S. McHugh,10,Denis Hogan,11th,15 l,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Colorado River (IRE),D. B. McMonagle,0,Adrian Murray,10th,5 1/2 l,3,9-3,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Fratas (IRE),Gearoid Patrick Brouder,5,Peter McCreery,9th,1 1/4 l,3,9-3,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Rough And Tough (IRE),S. P. Bird,10,Michael Mulvany,8th,2 3/4 l,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Whisky on the Hill,R. P. Whelan,0,Adrian McGuinness,7th,6 1/2 l,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,King Leodegrance (IRE),W. M. Lordan,0,Aidan O'Brien,6th,1 1/4 l,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Hijo De La Luna (GER),C. T. Keane,0,G. M. Lyons,5th,1 1/2 l,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Sixpack,Ben Martin Coen,0,John Patrick Murtagh,4th,1/2 l,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Young Ireland (IRE),L. T. McAteer,3,J. S. Bolger,3rd,14 l,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Nation's Call (IRE),C. D. Hayes,0,D. K. Weld,2nd,2 1/4 l,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Gooloogong (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-8,-,True,46,34
Navan Racing Results | 29th March 2023 16:00,N/A,16:00,Heavy,1m 2f,Arrow Straight (IRE),N. M. Crosse,0,Luke Comer,12th,5 1/2 l,3,9-8,-,True,46,34
