track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Ballinclay Court (IRE),M. J. M. O'Sullivan,5,N. Dooly,7th,4 1/2 l,6,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Je T'ai Porte (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,6th,1 1/2 l,5,11-7h,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Can't Stop Smiling (IRE),L. P. Dempsey,0,Aidan Anthony Howard,5th,1/2 l,5,11-7h,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Milajess (IRE),D. J. O'Keeffe,0,Michael C. Griffin,4th,13 l,6,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Something Abouther (IRE),Donagh Meyler,0,Padraig Roche,3rd,Nose,7,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Chautuaqua (IRE),L. A. McKenna,5,Denis Hogan,2nd,2 1/2 l,5,11-7ht,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Troubled Times (IRE),Phillip Enright,0,S. Curling,1st,N/A,7,11-7t,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Parkrunner (IRE),Richard Deegan,0,Peter John Flood,UR,N/A,5,11-7t1,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Bombay Glory (IRE),C. G. O'Dwyer,7,M. C. Grassick,F,N/A,6,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Mikita (USA),Jack Foley,0,Matthew J. Smith,12th,99 l,5,11-7t,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Annie Bella (IRE),Sean Flanagan,0,David Christie,11th,4 3/4 l,6,11-7t,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Presenting Beeper (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,10th,2 3/4 l,6,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Emotional Damage (FR),J. S. McGarvey,0,Gordon Elliott,9th,Neck,5,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Minnie Beets (IRE),K. E. Buckley,3,Gordon Elliott,8th,3 3/4 l,5,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Ballinclay Court (IRE),M. J. M. O'Sullivan,5,N. Dooly,7th,4 1/2 l,6,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Je T'ai Porte (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,6th,1 1/2 l,5,11-7h,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Can't Stop Smiling (IRE),L. P. Dempsey,0,Aidan Anthony Howard,5th,1/2 l,5,11-7h,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Milajess (IRE),D. J. O'Keeffe,0,Michael C. Griffin,4th,13 l,6,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Something Abouther (IRE),Donagh Meyler,0,Padraig Roche,3rd,Nose,7,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Chautuaqua (IRE),L. A. McKenna,5,Denis Hogan,2nd,2 1/2 l,5,11-7ht,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Troubled Times (IRE),Phillip Enright,0,S. Curling,1st,N/A,7,11-7t,-,True,46,46
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Walhaan (IRE),E. Walsh,5,Ciaran Murphy,9th,2 1/2 l,7,11-9,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Monty's Way (IRE),M. J. Molloy,7,George Stanley,8th,3/4 l,5,11-0t,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Rumi,Phillip Enright,0,E. J. O'Grady,7th,11 l,5,11-3ht1,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Abbeydale (FR),M. J. M. O'Sullivan,5,Gordon Elliott,6th,1 1/2 l,5,11-9t,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Ney (IRE),K. E. Buckley,3,Mrs Prunella Dobbs,5th,7 1/2 l,5,11-0,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Ludus,D. J. Gilligan,7,Gordon Elliott,4th,2 1/4 l,4,10-4,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Popova (IRE),D. J. O'Keeffe,0,Henry de Bromhead,3rd,9 1/2 l,6,11-6,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Doyen Ta Win (IRE),K. C. Sexton,0,Declan Queally,2nd,5 1/2 l,5,11-3h,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Nucky Johnson (IRE),L. A. McKenna,5,Noel Meade,1st,N/A,5,11-9,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Walhaan (IRE),E. Walsh,5,Ciaran Murphy,9th,2 1/2 l,7,11-9,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Monty's Way (IRE),M. J. Molloy,7,George Stanley,8th,3/4 l,5,11-0t,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Rumi,Phillip Enright,0,E. J. O'Grady,7th,11 l,5,11-3ht1,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Abbeydale (FR),M. J. M. O'Sullivan,5,Gordon Elliott,6th,1 1/2 l,5,11-9t,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Ney (IRE),K. E. Buckley,3,Mrs Prunella Dobbs,5th,7 1/2 l,5,11-0,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Ludus,D. J. Gilligan,7,Gordon Elliott,4th,2 1/4 l,4,10-4,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Popova (IRE),D. J. O'Keeffe,0,Henry de Bromhead,3rd,9 1/2 l,6,11-6,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Doyen Ta Win (IRE),K. C. Sexton,0,Declan Queally,2nd,5 1/2 l,5,11-3h,-,True,46,47
Naas Racing Results | 30th March 2023 15:07,N/A,15:07,Yielding To Soft,2m 63y,Nucky Johnson (IRE),L. A. McKenna,5,Noel Meade,1st,N/A,5,11-9,-,True,46,47
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Infinity Tower (IRE),R. J. Condon,5,N. Dooly,F,N/A,7,11-6b1,87,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Leading Oak (IRE),C. Smithers,7,Denis W. Cullen,17th,67 l,7,11-12,93,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Thirsty Thursday (USA),A. P. Kelly,7,Colin Motherway,16th,2 1/4 l,6,11-6,87,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Mi Sueno (IRE),R. A. Doyle,0,Peter John Flood,15th,3 1/4 l,4,10-12h1,89,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Papa Barns (IRE),Keith Donoghue,0,J. T. R. Dreaper,14th,6 l,6,11-5,86,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Jinxs Link (IRE),D. P. Maxwell,7,M. M. Rice,13th,1 3/4 l,7,11-4,85,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Getaway Molly (IRE),Patrick Michael O'Brien,7,Patrick Rooney,12th,1/2 l,7,11-5p,86,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Kanors Girl (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,11th,2 1/2 l,6,11-3,84,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Mahlers Cove (IRE),M. P. O'Connor,5,James Joseph Mangan,10th,5 1/2 l,6,11-13,94,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Nemean (USA),Phillip Enright,0,A. J. Martin,9th,4 1/2 l,4,11-3t1,94,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Take My Hand (IRE),Sean Flanagan,0,Michael Mulvany,8th,1/2 l,6,11-13,94,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Be My Hero (IRE),M. J. M. O'Sullivan,5,Gordon Elliott,7th,1 l,8,10-13,80,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Crafty Gael (IRE),S. O'Callaghan,7,Ross O'Sullivan,6th,1 1/4 l,4,11-0,91,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Dragon's Pass (IRE),D. J. Gilligan,7,Mrs Denise Foster,5th,Short Head,7,11-12t,93,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Staging Post (IRE),I. J. Power,0,Mark McNiff,4th,2 1/2 l,7,11-9tb,90,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Winnie Woodnutt (IRE),K. E. Buckley,3,D. Harvey,3rd,3 1/4 l,7,11-3t,84,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Only One Plan (IRE),D. J. O'Keeffe,0,P. J. Rothwell,2nd,1/2 l,6,11-3p,84,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Herculaneum (IRE),Mr D. McGill,7,Noel C. Kelly,1st,N/A,6,11-5,86,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Infinity Tower (IRE),R. J. Condon,5,N. Dooly,F,N/A,7,11-6b1,87,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Leading Oak (IRE),C. Smithers,7,Denis W. Cullen,17th,67 l,7,11-12,93,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Thirsty Thursday (USA),A. P. Kelly,7,Colin Motherway,16th,2 1/4 l,6,11-6,87,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Mi Sueno (IRE),R. A. Doyle,0,Peter John Flood,15th,3 1/4 l,4,10-12h1,89,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Papa Barns (IRE),Keith Donoghue,0,J. T. R. Dreaper,14th,6 l,6,11-5,86,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Jinxs Link (IRE),D. P. Maxwell,7,M. M. Rice,13th,1 3/4 l,7,11-4,85,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Getaway Molly (IRE),Patrick Michael O'Brien,7,Patrick Rooney,12th,1/2 l,7,11-5p,86,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Kanors Girl (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,11th,2 1/2 l,6,11-3,84,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Mahlers Cove (IRE),M. P. O'Connor,5,James Joseph Mangan,10th,5 1/2 l,6,11-13,94,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Nemean (USA),Phillip Enright,0,A. J. Martin,9th,4 1/2 l,4,11-3t1,94,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Take My Hand (IRE),Sean Flanagan,0,Michael Mulvany,8th,1/2 l,6,11-13,94,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Be My Hero (IRE),M. J. M. O'Sullivan,5,Gordon Elliott,7th,1 l,8,10-13,80,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Crafty Gael (IRE),S. O'Callaghan,7,Ross O'Sullivan,6th,1 1/4 l,4,11-0,91,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Dragon's Pass (IRE),D. J. Gilligan,7,Mrs Denise Foster,5th,Short Head,7,11-12t,93,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Staging Post (IRE),I. J. Power,0,Mark McNiff,4th,2 1/2 l,7,11-9tb,90,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Winnie Woodnutt (IRE),K. E. Buckley,3,D. Harvey,3rd,3 1/4 l,7,11-3t,84,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Only One Plan (IRE),D. J. O'Keeffe,0,P. J. Rothwell,2nd,1/2 l,6,11-3p,84,True,46,48
Naas Racing Results | 30th March 2023 15:42,N/A,15:42,Yielding To Soft,2m 63y,Herculaneum (IRE),Mr D. McGill,7,Noel C. Kelly,1st,N/A,6,11-5,86,True,46,48
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Lariat (USA),Miss A. McGuinness,7,J. J. Lambe,UR,N/A,7,11-10,98,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Brucejack (IRE),C. D. Maxwell,0,P. A. Fahy,UR,N/A,6,11-4,92,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Who's Houdini (IRE),J. S. McGarvey,0,John Joseph Hanlon,PU,N/A,7,12-0,102,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Thecornerhouse (IRE),E. Dwan,7,Mrs Julie Cashin,F,N/A,6,11-13,101,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Well Loved (IRE),Richard Deegan,0,Miss Elizabeth Doyle,F,N/A,6,10-10t,84,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Ringsend John (IRE),L. P. Dempsey,0,Thomas Cooper,BD,N/A,7,11-7,95,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Baltinglass Hill (IRE),C. Owens,7,P. J. Rothwell,17th,64 l,6,11-9,97,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Captain Cal (IRE),D. J. Gilligan,7,Patrick Magee,16th,2 3/4 l,7,10-8tp,82,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Kalanisi Dubh (IRE),Niall Moore,7,Seamus Fahey,15th,Neck,7,11-7,95,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Joshua Chamberlain (IRE),R. A. Doyle,0,Gerard Keane,14th,20 l,6,11-11h,99,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Robindevidastar (IRE),D. J. O'Keeffe,0,P. J. Rothwell,13th,2 1/4 l,8,10-11,85,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Tony's Pet (FR),M. J. M. O'Sullivan,5,Barry Connell,12th,Neck,6,12-0,102,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Two for the Road (IRE),L. A. McKenna,5,Edward Cawley,11th,1 1/2 l,9,10-9p1,83,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Iridescent (USA),M. P. Fogarty,0,Jonathan Fogarty,10th,Neck,9,11-8,96,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Broadford Publican (IRE),Keith Donoghue,0,J. P. Dempsey,9th,Nose,5,11-10,98,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Three Comets (GER),S. O'Callaghan,7,Luke Comer,8th,3 1/2 l,7,11-2p,90,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,The Connector (IRE),A. P. Kelly,7,M. Hourigan,7th,2 1/2 l,5,11-11,99,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Carrigeen Konini (IRE),D. Robinson,0,Miss Elizabeth Anne Lalor,6th,18 l,7,10-13,87,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Clear The Clouds (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,5th,3/4 l,5,11-8,96,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Memory of Youth (IRE),Sean Flanagan,0,Mrs Denise Foster,4th,Nose,9,11-13,101,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Everystep Oftheway (IRE),Phillip Enright,0,Oliver McKiernan,3rd,1/2 l,5,11-5,93,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Danesfort Mayfly (IRE),R. J. Condon,5,W. J. Lanigan,2nd,3 l,6,10-11,85,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Miss Tempo (IRE),M. P. O'Connor,5,Henry de Bromhead,1st,N/A,7,11-12,100,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Lariat (USA),Miss A. McGuinness,7,J. J. Lambe,UR,N/A,7,11-10,98,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Brucejack (IRE),C. D. Maxwell,0,P. A. Fahy,UR,N/A,6,11-4,92,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Who's Houdini (IRE),J. S. McGarvey,0,John Joseph Hanlon,PU,N/A,7,12-0,102,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Thecornerhouse (IRE),E. Dwan,7,Mrs Julie Cashin,F,N/A,6,11-13,101,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Well Loved (IRE),Richard Deegan,0,Miss Elizabeth Doyle,F,N/A,6,10-10t,84,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Ringsend John (IRE),L. P. Dempsey,0,Thomas Cooper,BD,N/A,7,11-7,95,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Baltinglass Hill (IRE),C. Owens,7,P. J. Rothwell,17th,64 l,6,11-9,97,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Captain Cal (IRE),D. J. Gilligan,7,Patrick Magee,16th,2 3/4 l,7,10-8tp,82,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Kalanisi Dubh (IRE),Niall Moore,7,Seamus Fahey,15th,Neck,7,11-7,95,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Joshua Chamberlain (IRE),R. A. Doyle,0,Gerard Keane,14th,20 l,6,11-11h,99,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Robindevidastar (IRE),D. J. O'Keeffe,0,P. J. Rothwell,13th,2 1/4 l,8,10-11,85,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Tony's Pet (FR),M. J. M. O'Sullivan,5,Barry Connell,12th,Neck,6,12-0,102,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Two for the Road (IRE),L. A. McKenna,5,Edward Cawley,11th,1 1/2 l,9,10-9p1,83,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Iridescent (USA),M. P. Fogarty,0,Jonathan Fogarty,10th,Neck,9,11-8,96,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Broadford Publican (IRE),Keith Donoghue,0,J. P. Dempsey,9th,Nose,5,11-10,98,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Three Comets (GER),S. O'Callaghan,7,Luke Comer,8th,3 1/2 l,7,11-2p,90,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,The Connector (IRE),A. P. Kelly,7,M. Hourigan,7th,2 1/2 l,5,11-11,99,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Carrigeen Konini (IRE),D. Robinson,0,Miss Elizabeth Anne Lalor,6th,18 l,7,10-13,87,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Clear The Clouds (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,5th,3/4 l,5,11-8,96,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Memory of Youth (IRE),Sean Flanagan,0,Mrs Denise Foster,4th,Nose,9,11-13,101,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Everystep Oftheway (IRE),Phillip Enright,0,Oliver McKiernan,3rd,1/2 l,5,11-5,93,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Danesfort Mayfly (IRE),R. J. Condon,5,W. J. Lanigan,2nd,3 l,6,10-11,85,True,46,49
Naas Racing Results | 30th March 2023 16:17,N/A,16:17,Yielding To Soft,2m 2f 190y,Miss Tempo (IRE),M. P. O'Connor,5,Henry de Bromhead,1st,N/A,7,11-12,100,True,46,49
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Portland Row (IRE),Gavin Peter Brouder,5,James A. Nash,PU,N/A,5,11-8,89,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Diamond Grove,Richard Deegan,0,Edward Cawley,PU,N/A,8,10-13tp1,80,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Wee Small Hours (IRE),D. P. Maxwell,7,M. M. Rice,21st,11 l,14,10-13t,80,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Sculduggery (IRE),M. P. O'Connor,5,Dermot Anthony McLoughlin,20th,12 l,6,11-9,90,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Pirate Bonnie (IRE),C. Smithers,7,Jarlath P. Fahey,19th,4 1/2 l,5,11-4,85,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Cool Legacy (IRE),D. J. O'Keeffe,0,Colin Motherway,18th,4 1/4 l,6,11-9p,90,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Imperial Kate (IRE),E. A. Fitzgerald,7,Jarlath P. Fahey,17th,3/4 l,8,11-8,89,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Lillys Girl (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,16th,2 l,7,11-3t,84,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Getaclan (IRE),M. J. M. O'Sullivan,5,D. McNamara,15th,Neck,8,10-13t,80,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Do Whatever (IRE),A. P. Kelly,7,J. T. R. Dreaper,14th,11 l,6,11-11,92,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Morrie In D Quarry (IRE),S. O'Callaghan,7,Ross O'Sullivan,13th,4 3/4 l,5,11-6p1,87,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,My Friend The Wind (IRE),Sean Flanagan,0,Eric McNamara,12th,Short Head,8,11-12p,93,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Short Story Long (IRE),R. J. Condon,5,N. Dooly,11th,Short Head,9,10-13b,80,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Back The West (IRE),K. C. Sexton,0,I. Madden,10th,1 3/4 l,8,10-13,80,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Sulafaat (IRE),Shane Fenelon,7,John Joseph Hanlon,9th,3/4 l,8,10-13b,80,True,46,50
Naas Racing Results | 30th March 2023 16:52,N/A,16:52,Yielding To Soft,2m 7f 130y,Ocodango Boy (IRE),J. S. McGarvey,0,Peter McCreery,8th,Neck,6,10-13p,80,True,46,50
