track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Flash De Touzaine (FR),Richard Deegan,0,Miss Elizabeth Doyle,UR,N/A,8,10-10tp,130,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Walk Away (IRE),Rachael Blackmore,0,Henry de Bromhead,UR,N/A,10,10-10t,130,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,History Of Fashion (IRE),M. M. McDonagh,3,P. A. Fahy,PU,N/A,9,10-0,120,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Fairyhill Run (IRE),D. E. Mullins,0,John Patrick Ryan,PU,N/A,8,10-5,125,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Salmanino (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,PU,N/A,7,10-1,121,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Cavalry Master (IRE),Jordan Colin Gainford,0,Gordon Elliott,9th,2 1/4 l,9,10-10tp,130,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Royal Thief (IRE),J. W. Kennedy,0,Gordon Elliott,8th,33 l,9,10-13p,133,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Champagne Platinum (IRE),M. P. Walsh,0,Enda Bolger,7th,5 l,9,11-0,134,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Everglow,Sam Ewing,0,Noel Meade,6th,15 l,8,10-6p,126,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Diol Ker (FR),D. J. Gilligan,5,Gordon Elliott,5th,9 l,9,11-12b,146,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,The Little Yank (IRE),D. King,3,John Patrick Ryan,4th,6 1/2 l,8,10-7,127,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Glenquin Castle (IRE),B. Hayes,0,Martin Brassil,3rd,5 1/2 l,9,10-0tp,120,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Call The Tune (IRE),M. J. M. O'Sullivan,0,Barry Connell,2nd,Short Head,9,10-0,120,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Sir Bob (IRE),S. D. Torrens,0,Robert Tyner,1st,N/A,11,10-2p,122,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Flash De Touzaine (FR),Richard Deegan,0,Miss Elizabeth Doyle,UR,N/A,8,10-10tp,130,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Walk Away (IRE),Rachael Blackmore,0,Henry de Bromhead,UR,N/A,10,10-10t,130,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,History Of Fashion (IRE),M. M. McDonagh,3,P. A. Fahy,PU,N/A,9,10-0,120,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Fairyhill Run (IRE),D. E. Mullins,0,John Patrick Ryan,PU,N/A,8,10-5,125,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Salmanino (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,PU,N/A,7,10-1,121,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Cavalry Master (IRE),Jordan Colin Gainford,0,Gordon Elliott,9th,2 1/4 l,9,10-10tp,130,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Royal Thief (IRE),J. W. Kennedy,0,Gordon Elliott,8th,33 l,9,10-13p,133,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Champagne Platinum (IRE),M. P. Walsh,0,Enda Bolger,7th,5 l,9,11-0,134,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Everglow,Sam Ewing,0,Noel Meade,6th,15 l,8,10-6p,126,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Diol Ker (FR),D. J. Gilligan,5,Gordon Elliott,5th,9 l,9,11-12b,146,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,The Little Yank (IRE),D. King,3,John Patrick Ryan,4th,6 1/2 l,8,10-7,127,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Glenquin Castle (IRE),B. Hayes,0,Martin Brassil,3rd,5 1/2 l,9,10-0tp,120,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Call The Tune (IRE),M. J. M. O'Sullivan,0,Barry Connell,2nd,Short Head,9,10-0,120,True,89,23
Cork Racing Results | 5th November 2023 15:15,N/A,15:15,Soft,3m 4f,Sir Bob (IRE),S. D. Torrens,0,Robert Tyner,1st,N/A,11,10-2p,122,True,89,23
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Joy Of Life (IRE),J. J. Slevin,0,Seamus Neville,PU,N/A,6,11-4p,99,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Hazran (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,PU,N/A,7,11-3t,98,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Knockraha Lass (IRE),B. Hayes,0,Brendan Maurice Walsh,PU,N/A,6,11-5,100,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Puntastic (IRE),C. Smithers,7,Paul Nolan,PU,N/A,4,11-8b1,104,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Gorgeous Suspect (FR),M. P. Walsh,0,Aidan Anthony Howard,F,N/A,7,12-0h,109,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Criminal Mischief (IRE),Maite Sarah Laubies,7,Steve Jones,12th,16 l,6,11-12,107,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Temptationinmilan (IRE),P. Byrnes,5,Charles Byrnes,11th,3 1/2 l,7,11-5,100,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,From The Ashes (IRE),R. P. Treacy,0,Charles Byrnes,10th,Neck,6,12-0,109,True,89,24
