track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Tomjackwilliam (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,2nd,Head,6,11-3,98,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Como Park (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,4,11-11tb,107,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Joy Of Life (IRE),J. J. Slevin,0,Seamus Neville,PU,N/A,6,11-4p,99,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Hazran (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,PU,N/A,7,11-3t,98,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Knockraha Lass (IRE),B. Hayes,0,Brendan Maurice Walsh,PU,N/A,6,11-5,100,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Puntastic (IRE),C. Smithers,7,Paul Nolan,PU,N/A,4,11-8b1,104,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Gorgeous Suspect (FR),M. P. Walsh,0,Aidan Anthony Howard,F,N/A,7,12-0h,109,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Criminal Mischief (IRE),Maite Sarah Laubies,7,Steve Jones,12th,16 l,6,11-12,107,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Temptationinmilan (IRE),P. Byrnes,5,Charles Byrnes,11th,3 1/2 l,7,11-5,100,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,From The Ashes (IRE),R. P. Treacy,0,Charles Byrnes,10th,Neck,6,12-0,109,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Ena Baie (FR),C. G. O'Dwyer,5,Conor O'Dwyer,9th,Head,9,11-11,106,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,He Picked Us,Sam Ewing,0,Gavin Patrick Cromwell,8th,3 3/4 l,4,11-2p1,98,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Fill The Tank (IRE),M. M. McDonagh,3,Aengus King,7th,1 l,9,11-11p,106,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Dr Val (IRE),Sean Flanagan,0,E. Sheehy,6th,1 1/2 l,5,11-7,102,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Chapel Street (IRE),D. King,3,J. Hennessy,5th,2 1/4 l,8,11-2,97,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Money Heist (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,4 1/4 l,6,11-8,103,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Great Island (IRE),E. M. O'Sullivan,7,Eoin Griffin,3rd,16 l,7,11-7,102,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Tomjackwilliam (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,2nd,Head,6,11-3,98,True,89,24
Cork Racing Results | 5th November 2023 15:50,N/A,15:50,Soft,2m 4f,Como Park (IRE),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,4,11-11tb,107,True,89,24
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Bid Up (IRE),D. W. O'Connor,0,Ross O'Sullivan,20th,1 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Anyothername (IRE),R. C. Colgan,0,Aidan Anthony Howard,19th,5 1/2 l,2,9-7h1,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Judicial Reward (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,18th,3 1/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Jujubella (IRE),J. A. Powell,3,Shane Crawley,17th,7 1/2 l,2,9-2,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Tyder (IRE),N. M. Crosse,0,A. Slattery,16th,1 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,I Bid You Ajou (FR),L. F. Roche,0,M. D. O'Callaghan,15th,1 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Total Look (FR),G. F. Carroll,0,Gavin Patrick Cromwell,14th,Head,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Marvellous Lady (IRE),J. M. Sheridan,0,E. D. Delany,13th,4 1/2 l,2,9-2,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Del Posto,Shane Foley,0,Mrs J. Harrington,12th,1 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Moutarde (IRE),R. Whearty,5,Gavin Patrick Cromwell,11th,1 3/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Cloud Seeker,Ben Martin Coen,0,A. Slattery,10th,Head,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Puturhandstogether (IRE),G. P. Halpin,0,Joseph Patrick O'Brien,9th,Short Head,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Leinster (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,8th,1 1/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Best Law (IRE),C. T. Keane,0,G. M. Lyons,7th,3 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Dibani (IRE),R. P. Whelan,0,M. Halford & T. Collins,6th,2 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Ata Rangi (IRE),William James Lee,0,Henry de Bromhead,5th,Neck,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Fine Point (IRE),N. G. McCullagh,0,J. S. Bolger,4th,2 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Chantilly (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,3 3/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Autumn Winter (IRE),K. K. Hennessy,5,Aidan O'Brien,2nd,3 3/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Kolachi (IRE),M. W. Hassett,7,Joseph Patrick O'Brien,1st,N/A,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Bid Up (IRE),D. W. O'Connor,0,Ross O'Sullivan,20th,1 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Anyothername (IRE),R. C. Colgan,0,Aidan Anthony Howard,19th,5 1/2 l,2,9-7h1,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Judicial Reward (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,18th,3 1/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Jujubella (IRE),J. A. Powell,3,Shane Crawley,17th,7 1/2 l,2,9-2,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Tyder (IRE),N. M. Crosse,0,A. Slattery,16th,1 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,I Bid You Ajou (FR),L. F. Roche,0,M. D. O'Callaghan,15th,1 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Total Look (FR),G. F. Carroll,0,Gavin Patrick Cromwell,14th,Head,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Marvellous Lady (IRE),J. M. Sheridan,0,E. D. Delany,13th,4 1/2 l,2,9-2,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Del Posto,Shane Foley,0,Mrs J. Harrington,12th,1 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Moutarde (IRE),R. Whearty,5,Gavin Patrick Cromwell,11th,1 3/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Cloud Seeker,Ben Martin Coen,0,A. Slattery,10th,Head,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Puturhandstogether (IRE),G. P. Halpin,0,Joseph Patrick O'Brien,9th,Short Head,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Leinster (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,8th,1 1/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Best Law (IRE),C. T. Keane,0,G. M. Lyons,7th,3 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Dibani (IRE),R. P. Whelan,0,M. Halford & T. Collins,6th,2 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Ata Rangi (IRE),William James Lee,0,Henry de Bromhead,5th,Neck,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Fine Point (IRE),N. G. McCullagh,0,J. S. Bolger,4th,2 1/2 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Chantilly (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,3 3/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Autumn Winter (IRE),K. K. Hennessy,5,Aidan O'Brien,2nd,3 3/4 l,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:10,N/A,12:10,Heavy (Soft To Heavy In Places),1m,Kolachi (IRE),M. W. Hassett,7,Joseph Patrick O'Brien,1st,N/A,2,9-7,-,True,89,25
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Alexander John (IRE),C. D. Hayes,0,Luke Comer,5th,25 l,3,9-2t,-,True,89,26
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Verhoyen,William James Lee,0,M. C. Grassick,4th,3 3/4 l,8,9-10b,-,True,89,26
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Real Force,D. N. Curran,7,D. J. Bunyan & G. O'Leary,3rd,6 1/2 l,6,9-10,-,True,89,26
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Yosemite Valley,K. J. Leonard,0,Donnacha Aidan O'Brien,2nd,3/4 l,3,9-9,-,True,89,26
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Big Gossey (IRE),R. Whearty,5,Charles O'Brien,1st,N/A,6,9-10,-,True,89,26
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Alexander John (IRE),C. D. Hayes,0,Luke Comer,5th,25 l,3,9-2t,-,True,89,26
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Verhoyen,William James Lee,0,M. C. Grassick,4th,3 3/4 l,8,9-10b,-,True,89,26
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Real Force,D. N. Curran,7,D. J. Bunyan & G. O'Leary,3rd,6 1/2 l,6,9-10,-,True,89,26
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Yosemite Valley,K. J. Leonard,0,Donnacha Aidan O'Brien,2nd,3/4 l,3,9-9,-,True,89,26
Curragh Racing Results | 5th November 2023 12:40,N/A,12:40,Heavy (Soft To Heavy In Places),7f,Big Gossey (IRE),R. Whearty,5,Charles O'Brien,1st,N/A,6,9-10,-,True,89,26
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Signora Bellissima (IRE),Ben Martin Coen,0,John Patrick Murtagh,22nd,11 l,3,9-10p,82,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Takeachancejimmy (IRE),G. F. Carroll,0,Nigel Slevin,21st,1 3/4 l,9,9-1,72,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Trumble (IRE),Seamie Heffernan,0,Ms Claire O'Connell,20th,Neck,5,8-11,68,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Facethepuckout (IRE),L. F. Roche,0,M. D. O'Callaghan,19th,4 1/2 l,7,9-12,83,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Yuzu,K. G. Kennedy,7,Mrs J. Harrington,18th,1 l,3,8-11,69,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Frazil (IRE),N. G. McCullagh,0,J. S. Bolger,17th,1 1/2 l,4,9-8,79,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Paris Review (IRE),Shane Foley,0,Mrs J. Harrington,16th,3 1/2 l,3,8-8,66,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Clear Quartz (IRE),R. P. Whelan,0,Mark Fahey,15th,1/2 l,6,9-2,73,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Conversant (IRE),Siobhan Rutledge,3,Ciaran Murphy,14th,1/2 l,8,8-7tb,64,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Rhythm King (IRE),R. Whearty,5,Mark Fahey,13th,Short Head,3,9-7,79,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Randall Poets Lass (IRE),C. T. Keane,0,Seamus Fahey,12th,1 1/4 l,3,9-0,72,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Cavallo Pazzo (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,11th,1 1/2 l,4,9-12t,83,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Nituna (IRE),C. D. Hayes,0,Ms Sheila Lavery,10th,Neck,3,8-12,70,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Spanish Tenor (IRE),C. J. MacRedmond,5,Adrian McGuinness,9th,Neck,9,10-3,88,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Loingseoir (IRE),J. Kearney,5,M. C. Grassick,8th,1 1/4 l,7,9-11t,82,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,All Lies Ahead (IRE),William James Lee,0,W. McCreery,7th,2 1/4 l,5,10-0,85,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Eastern Wind,J. J. G. Ryan,5,T. G. McCourt,6th,1/2 l,4,9-4v,75,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Sirjack Thomas (IRE),Adam Caffrey,5,Adrian McGuinness,5th,1/2 l,8,9-4,75,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Expressova (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,1/2 l,3,9-0t,72,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Mogwli (IRE),Megan Telford-Kelly,10,W. McCreery,3rd,1 1/2 l,6,8-13v,70,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Blue Peak (IRE),D. E. Sheehy,3,M. C. Grassick,2nd,6 l,4,8-7p,64,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Zephron,M. W. Hassett,7,Denis W. Cullen,1st,N/A,6,8-7p,64,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Signora Bellissima (IRE),Ben Martin Coen,0,John Patrick Murtagh,22nd,11 l,3,9-10p,82,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Takeachancejimmy (IRE),G. F. Carroll,0,Nigel Slevin,21st,1 3/4 l,9,9-1,72,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Trumble (IRE),Seamie Heffernan,0,Ms Claire O'Connell,20th,Neck,5,8-11,68,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Facethepuckout (IRE),L. F. Roche,0,M. D. O'Callaghan,19th,4 1/2 l,7,9-12,83,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Yuzu,K. G. Kennedy,7,Mrs J. Harrington,18th,1 l,3,8-11,69,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Frazil (IRE),N. G. McCullagh,0,J. S. Bolger,17th,1 1/2 l,4,9-8,79,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Paris Review (IRE),Shane Foley,0,Mrs J. Harrington,16th,3 1/2 l,3,8-8,66,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Clear Quartz (IRE),R. P. Whelan,0,Mark Fahey,15th,1/2 l,6,9-2,73,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Conversant (IRE),Siobhan Rutledge,3,Ciaran Murphy,14th,1/2 l,8,8-7tb,64,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Rhythm King (IRE),R. Whearty,5,Mark Fahey,13th,Short Head,3,9-7,79,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Randall Poets Lass (IRE),C. T. Keane,0,Seamus Fahey,12th,1 1/4 l,3,9-0,72,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Cavallo Pazzo (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,11th,1 1/2 l,4,9-12t,83,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Nituna (IRE),C. D. Hayes,0,Ms Sheila Lavery,10th,Neck,3,8-12,70,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Spanish Tenor (IRE),C. J. MacRedmond,5,Adrian McGuinness,9th,Neck,9,10-3,88,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Loingseoir (IRE),J. Kearney,5,M. C. Grassick,8th,1 1/4 l,7,9-11t,82,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,All Lies Ahead (IRE),William James Lee,0,W. McCreery,7th,2 1/4 l,5,10-0,85,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Eastern Wind,J. J. G. Ryan,5,T. G. McCourt,6th,1/2 l,4,9-4v,75,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Sirjack Thomas (IRE),Adam Caffrey,5,Adrian McGuinness,5th,1/2 l,8,9-4,75,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Expressova (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,1/2 l,3,9-0t,72,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Mogwli (IRE),Megan Telford-Kelly,10,W. McCreery,3rd,1 1/2 l,6,8-13v,70,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Blue Peak (IRE),D. E. Sheehy,3,M. C. Grassick,2nd,6 l,4,8-7p,64,True,89,27
Curragh Racing Results | 5th November 2023 13:15,N/A,13:15,Heavy (Soft To Heavy In Places),7f,Zephron,M. W. Hassett,7,Denis W. Cullen,1st,N/A,6,8-7p,64,True,89,27
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Billboa,S. P. Davis,0,W. P. Browne,12th,1/2 l,3,8-7,69,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Wave Machine (FR),S. B. Kelly,0,John Patrick Murtagh,11th,2 l,3,9-7b,83,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Gordon Bennett (IRE),N. G. McCullagh,0,Richard Brabazon,10th,Neck,5,9-7,83,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Greek Flower (IRE),M. W. Hassett,7,J. J. Feane,9th,2 l,4,9-1p,77,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Rathbranchurch (IRE),Wesley Joyce,5,Michael Mulvany,8th,1 l,3,8-11,73,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Curraheen Princess (IRE),T. Kiely-Marshall,7,N. Stokes,7th,1 1/4 l,5,8-13,75,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Magical Vision (IRE),K. G. Kennedy,7,Aidan Anthony Howard,6th,Short Head,6,9-0,76,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Laugh A Minute,Adam Caffrey,5,Adrian McGuinness,5th,1/2 l,8,10-5,95,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Two Stars (IRE),S. D. Bowen,5,J. A. Stack,4th,Short Head,3,9-6,82,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Stag Night (IRE),Jessica Maye,10,W. McCreery,3rd,Head,5,10-0,90,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Transcendental (FR),R. Whearty,5,Gavin Patrick Cromwell,2nd,Neck,5,8-9,71,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Mickey The Steel,C. Stone-Walsh,7,Joseph Anthony Murray,1st,N/A,5,9-13tp,89,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Billboa,S. P. Davis,0,W. P. Browne,12th,1/2 l,3,8-7,69,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Wave Machine (FR),S. B. Kelly,0,John Patrick Murtagh,11th,2 l,3,9-7b,83,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Gordon Bennett (IRE),N. G. McCullagh,0,Richard Brabazon,10th,Neck,5,9-7,83,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Greek Flower (IRE),M. W. Hassett,7,J. J. Feane,9th,2 l,4,9-1p,77,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Rathbranchurch (IRE),Wesley Joyce,5,Michael Mulvany,8th,1 l,3,8-11,73,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Curraheen Princess (IRE),T. Kiely-Marshall,7,N. Stokes,7th,1 1/4 l,5,8-13,75,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Magical Vision (IRE),K. G. Kennedy,7,Aidan Anthony Howard,6th,Short Head,6,9-0,76,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Laugh A Minute,Adam Caffrey,5,Adrian McGuinness,5th,1/2 l,8,10-5,95,True,89,28
Curragh Racing Results | 5th November 2023 13:50,N/A,13:50,Heavy (Soft To Heavy In Places),5f,Two Stars (IRE),S. D. Bowen,5,J. A. Stack,4th,Short Head,3,9-6,82,True,89,28
