track_name,race_date,distance,going,horse_name,rating,jockey,trainer,weight,age,claims
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Marcello Si,57,Rhys Elliott,Michael Dods,9- 9,8,5
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Our Nicola,52,Kaiya Fraser,David & Nicola Barron,9- 9,4,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Rory,54,Paul Mulrennan,Jim Goldie,9- 9,8,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Sogannie,50,James Sullivan,Ruth Carr,9- 9,5,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,The Gay Blade,58,Andrew Mullen,Iain Jardine,9- 9,7,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Wee Nan,53,Taryn Langley,Alan Brown,9- 9,4,5
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Arlington,63,Matthew Lloyd Slater,Bryan Smart,9 -13,5,7
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,What What What,63,Billy Garritty,Michael & David Easterby,9- 9,4,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Little Mi Mi,66,Mohammed Tabti,Iain Jardine,9- 9,5,5
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Auntie Jo,65,Mark Winn,David O'Meara,9- 8,4,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Invincible Annice,64,Amie Waugh,Tracy Waggott,9- 7,4,3
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Henery Hawk,64,Kaiya Fraser,Linda Perratt,9- 7,7,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Okami,61,Oisin McSweeney,Paul Midgley,9- 7,6,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Bishop's Glory,62,Paul Mulrennan,Joey Ramsden,9- 2,6,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Desert Master,61,Cam Hardie,Antony Brittain,9- 1,5,0
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Tommytwohoots,63,Alistair Rawlinson,Shaun Harris,9- 0,8,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Kalidasa,97,Tadhg O'Shea,Bhupat Seemar,9 -11,5,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Motadarrek,94,Ben Coen,John Hyde,9 -11,5,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Sean,101,Saffie Osborne,Jamie Osborne,9 -11,9,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Eljenob,94,Ray Dawson,Michael Costa,9 -10,7,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Jenilat Bright,89,Kieran Shoemark,Miroslav Nieslanik,9- 8,4,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Delorean,98,Connor Beasley,A bin Harmash,9- 8,7,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Inspired Idea,85,Pat Dobbs,Doug Watson,9- 4,4,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Eye On The Prize,97,Francisco Goncalves,Antonio Cintra & Julio Olascoaga,9- 4,6,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Big Meeting,-,Daniel Tudhope,Saeed bin Suroor,9- 3,9,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Cosmic Desert,98,Sam Hitchcott,A bin Harmash,9- 3,7,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Kathab,98,Myrzabek Kappushev,Ali Al Badwawi,9- 3,6,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Wesam,93,Oisin Orr,Saeed bin Suroor,9- 3,5,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Rebaatt,96,Silvestre De Sousa,Michael Costa,8 -11,5,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Pantani,95,Jamie Powell,Doug Watson,8- 8,4,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Dark Stream,74,Maikel Narvaez Bravo,Veronika Jandova,8- 7,6,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Sudden Ambush,97,Bernardo Pinheiro,Salem bin Ghadayer,8- 5,6,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Fiction Maker,89,NON-RUNNER,Ahmed Al Shemaili,8- 5,7,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Awesome Fleet,94,Bernardo Pinheiro,Salem bin Ghadayer,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Brnytshe,78,Kieran Shoemark,Musabbeh Al Mheiri,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Brotherly Love,90,Saffie Osborne,Jamie Osborne,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Doc Holliday,-,Carlos Lopez,Niels Petersen,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Fire D'Oro,-,Sam Hitchcott,A bin Harmash,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Heart Of Libya,73,Francisco Goncalves,Antonio Cintra & Julio Olascoaga,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Honest Desert,-,Saif Al Balushi,A bin Harmash,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Kahrman,81,NON-RUNNER,Rashed Bouresly,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Klinja,-,Adrie de Vries,A bin Harmash,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Na Eem,88,Richard Mullen,Bhupat Seemar,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Petit,45,Andrew Slattery,Bhupat Seemar,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Rashwan,81,Tadhg O'Shea,Bhupat Seemar,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Tai Hang Pegasus,78,Ray Dawson,Charlie Fellowes,9- 0,3,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Yamdeek,-,Connor Beasley,A bin Harmash,9- 0,3,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Al Salt,100,Myrzabek Kappushev,Ali Al Badwawi,9 -11,9,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Giustino,104,Francisco Goncalves,Antonio Cintra & Julio Olascoaga,9 -11,4,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Dubai Beach,91,Oisin Orr,Saeed bin Suroor,9 -10,5,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Gold Index,95,Vaclav Janacek,G Arizkorreta Elosegui,9 -10,5,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Hallasan,103,William Buick,Charlie Appleby,9 -10,4,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Made In Dubai,98,Bernardo Pinheiro,Salem bin Ghadayer,9 -10,7,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Straight And Level,101,Tadhg O'Shea,Bhupat Seemar,9- 8,6,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Chaldero,104,Ray Dawson,Miroslav Nieslanik,9- 5,6,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Changing Colours,99,Sandro Paiva,Bhupat Seemar,9- 5,6,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Silent Defense,103,Victor Salgado,Rashed Bouresly,9- 5,6,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Molaqab,100,Silvestre De Sousa,Michael Costa,9- 4,6,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,The Fingal Raven,105,Saffie Osborne,Jamie Osborne,9- 4,4,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Transcending Glory,102,Adrie de Vries,Mohammad Mardood,9- 4,5,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Awab,99,Richard Mullen,Musabbeh Al Mheiri,9- 3,4,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Gorak,103,Kieran Shoemark,Charlie Fellowes,9- 3,7,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Itsatenfromlen,87,Pat Dobbs,Doug Watson,9- 3,4,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Impressive Act,98,,Bhupat Seemar,9- 2,5,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Beccali,100,,Charlie Appleby,9- 2,4,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Manshod,100,,Michael Costa,9- 1,7,0
Meydan,9 Jan 2026 SK/RT,7f,Good To Firm,Expert Choice,99,,Antonio Cintra & Julio Olascoaga,9- 0,5,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Crown Estate,103,Qais Bin Saif Al Busaidi,Salem bin Ghadayer,9 -11,5,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Destructive,107,Andrew Slattery,Bhupat Seemar,9 -11,5,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Laman Edelveys,-,Chantal Sutherland,Bhupat Seemar,9 -11,6,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Zandvoort,83,Richard Mullen,Bhupat Seemar,9 -11,4,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Gun Carriage,86,Adrie de Vries,Dylan Cunha,9 -10,4,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Street Mood,94,Daniel Tudhope,Musabbeh Al Mheiri,9- 8,7,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Gray Boss,96,Tadhg O'Shea,Bhupat Seemar,9- 6,4,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Apotheosis,107,James Doyle,Simon & Ed Crisford,9- 5,5,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Laasudood,93,Sandro Paiva,Bhupat Seemar,9- 5,7,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Moon Blade,96,Ray Dawson,Marwan Al Baidhaei,9- 5,4,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Acacus,92,Silvestre De Sousa,A bin Harmash,9- 2,4,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Force And Valour,99,Billy Loughnane,George Scott,9- 1,4,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Furioso,105,Vaclav Janacek,G Arizkorreta Elosegui,9- 1,10,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Spy Kingdom,104,Connor Beasley,A bin Harmash,9- 0,4,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Arigatou Gozaimasu,97,Bernardo Pinheiro,Salem bin Ghadayer,8 -13,4,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Nyaar,98,Mikey Sheehy,Doug Watson,8- 9,6,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Million Doro,103,,A bin Harmash,8- 8,5,0
Meydan,9 Jan 2026 SK/RT Dirt,1m,Fast,Military Artist,95,,Musabbeh Al Mheiri,8- 8,5,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Flying Comet,99,Silvestre De Sousa,Simon & Ed Crisford,9- 4,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Hilitany,102,Billy Loughnane,George Boughey,9- 4,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Maximized,102,Richard Mullen,Charlie Appleby,9- 4,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Nocutsnobuts,-,Sandro Paiva,Oscar Berneklint,9- 4,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Sword Maker,105,Oisin Orr,Saeed bin Suroor,9- 4,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Words Of Truth,116,William Buick,Charlie Appleby,9- 4,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Postmodern,108,James Doyle,Hamad Al Jehani,9- 2,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Do Or Do Not,99,Saffie Osborne,Jamie Osborne,9- 0,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Ghisa,89,Kieran Shoemark,Charlie Fellowes,9- 0,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Spacetown,73,Daniel Tudhope,Musabbeh Al Mheiri,9- 0,3,0
Meydan,9 Jan 2026 SK/RT,6f,Good To Firm,Surpreme Shine,-,Rebecca Stalhandske,Oscar Berneklint,8 -11,3,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Monumental,-,Connor Beasley,A bin Harmash,9 -11,4,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Arabian Story,114,Oisin Orr,Saeed bin Suroor,9- 4,4,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Blue Trail,-,Bernardo Pinheiro,Kareem Ramadan,9- 3,7,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Caramelito,118,Adrie de Vries,N Caullery,9- 3,7,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Flight Plan,121,Sam James,K R Burke,9- 3,6,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Fort George,119,Kieran Shoemark,Ed Walker,9- 3,4,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Remaadd,71,Silvestre De Sousa,Michael Costa,9- 3,5,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Jeff Koons,118,James Doyle,Hamad Al Jehani,9- 2,6,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Dioptase,116,Ray Dawson,Helal & Tahnon Alalawi,9- 1,4,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Native American,115,Daniel Tudhope,Hamad Al Jehani,8 -13,5,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,See Hector,117,Pat Dobbs,Doug Watson,8 -13,7,0
Meydan,9 Jan 2026 SK/RT,1m1f,Good To Firm,Mothecombe,117,Richard Mullen,Charlie Appleby,8- 6,4,0
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Sound Money,89,Tadhg O'Shea,Bhupat Seemar,9 -11,8,0
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Echo Point,103,Connor Beasley,Musabbeh Al Mheiri,9 -10,8,0
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Great Wish,102,Kieran Shoemark,Bent Olsen,9 -10,5,0
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Cats By Five,103,Pat Dobbs,Doug Watson,9- 1,5,0
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Danyah,86,Richard Mullen,Musabbeh Al Mheiri,9- 1,9,0
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Sahalat,-,Andrew Slattery,Bhupat Seemar,9- 1,7,0
Meydan,9 Jan 2026 SK/RT Dirt,6f,Fast,Nibras Passion,-,Bernardo Pinheiro,Ahmed Al Shemaili,8 -10,8,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Al Shibli,96,Connor Beasley,Musabbeh Al Mheiri,9 -11,7,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Desperate Hero,89,Bernardo Pinheiro,Salem bin Ghadayer,9 -11,6,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Vercors,87,Daniel Tudhope,Antonio Cintra & Julio Olascoaga,9 -10,5,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Rapper's Delight,96,Saffie Osborne,Richard Spencer,9- 8,4,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Arabian Angel,72,Tadhg O'Shea,Bhupat Seemar,9- 6,4,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Reservardo,99,James Doyle,Simon & Ed Crisford,9- 6,4,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Deep Hope,98,Adel Alqeeyadi,Bhupat Seemar,9- 5,7,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Markakol,93,Andrew Slattery,Bhupat Seemar,9- 5,5,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Road Bloc,101,Richard Mullen,Osama Refai,9- 2,8,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Tourist,101,Pat Dobbs,Doug Watson,9- 2,5,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Abshrek,96,Victor Salgado,Rashed Bouresly,9- 1,9,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Fairy Oak,99,Adrie de Vries,Mohammad Mardood,8 -11,3,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Made In Mexico,75,Jules Mobian,Hussain Al Marzooqi,8 -11,5,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Mr Pirelli,-,Carlos Lopez,Niels Petersen,8 -11,4,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Miss Yechance,92,Francisco Goncalves,Antonio Cintra & Julio Olascoaga,8- 8,3,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Irish Fighter,100,Silvestre De Sousa,Salman Al Sabri,8- 5,3,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,Second Name,88,,Salman Al Sabri,8- 9,5,0
Meydan,9 Jan 2026 SK/RT,5f,Good To Firm,L'Karama,92,,Michael Costa,8- 6,4,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,King Of Time,27,Mikey Sheehy,Osama Refai,9 -11,7,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Ocean Viking,100,James Doyle,Simon & Ed Crisford,9 -11,5,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Silver Sword,98,George Wood,Dylan Cunha,9 -11,6,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Mister Saint Paul,36,Bernardo Pinheiro,Salem bin Ghadayer,9 -10,7,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Monaadah,89,Tadhg O'Shea,Bhupat Seemar,9 -10,7,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,San Sebastian,91,Vaclav Janacek,G Arizkorreta Elosegui,9- 6,5,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Daamiss,97,Silvestre De Sousa,Michael Costa,9- 5,4,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Valdivia,96,Connor Beasley,A bin Harmash,9- 4,5,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Olympic Candle,99,Daniel Tudhope,Saeed bin Suroor,9- 3,5,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Vino Sauro,90,Saffie Osborne,Jamie Osborne,9- 2,4,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Wanees,99,Pat Dobbs,Doug Watson,9- 2,7,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Carron,99,Billy Loughnane,George Boughey,9- 1,4,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Injazati,88,Sandro Paiva,Maitha Alsuwaidi,9- 0,8,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Volcanic Rock,94,Ray Dawson,Saeed bin Suroor,8- 8,4,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Comet Chaser,89,NON-RUNNER,Antonio Cintra & Julio Olascoaga,8- 7,5,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,National Bank,94,Jamie Powell,Doug Watson,8- 6,8,0
Meydan,9 Jan 2026 SK/RT,1m1½f,Good To Firm,Fiction Maker,89,Qais Bin Saif Al Busaidi,Ahmed Al Shemaili,8- 5,7,0
