track_name,race_date,distance,going,horse_name,rating,jockey,trainer,weight,age,claims,is_new,win_probability
Naas,9 Jan 2026,2m,Yielding,Jetstream Jeff,-,Mr A O Harrington,Peter McCreery,11 -12,5,7,True,0.0137897935
Naas,9 Jan 2026,2m,Yielding,Thankyouforthedays,81,Donagh Meyler,J P Dempsey,11 -12,5,0,True,0.013493782
Naas,9 Jan 2026,2m4f,Yielding,Kovanis,128,Danny Gilligan,Gordon Elliott,11 -10,6,0,True,0.013477357
Naas,9 Jan 2026,2m4f,Yielding To Soft,Gaoth Chuil,140,Shane O'Callaghan,T M Walsh,11- 7,8,5,True,0.013252476
Naas,9 Jan 2026,2m3f,Yielding,Survivors Sister,117,Jack G Gilligan,Paul John Gilligan,10 -12,7,2,True,0.013106516
Naas,9 Jan 2026,2m4f,Yielding To Soft,Magic McColgan,125,Danny Mullins,W P Mullins,11- 7,7,0,True,0.013104764
Naas,9 Jan 2026,2m,Yielding To Soft,Rockbrook,133,Shane O'Callaghan,P J Rothwell,10- 8,9,5,True,0.013096898
Naas,9 Jan 2026,2m,Yielding To Soft,Mount Frisco,135,Daniel King,John Patrick Ryan,10- 3,7,0,True,0.013019492
Naas,9 Jan 2026,3m1f,Yielding To Soft,Prends Garde A Toi,141,James Smith,Gordon Elliott,11 -10,7,5,True,0.012976608
Naas,9 Jan 2026,2m4f,Yielding,Lord Rouge,133,Sam Ewing,Gordon Elliott,11 -10,5,0,True,0.012959317
Naas,9 Jan 2026,2m4f,Yielding,Saint Baco,132,Paul Townend,W P Mullins,11 -10,5,0,True,0.012959317
Naas,9 Jan 2026,2m3f,Yielding,Creative Dancer,106,Aidan Kelly,Ian Patrick Donoghue,10- 0,9,0,True,0.012804953
Naas,9 Jan 2026,2m,Yielding,Anodandawink,82,E Walsh,Ciaran Murphy,11 -12,5,0,True,0.01266489
Naas,9 Jan 2026,2m4f,Yielding To Soft,The Great Nudie,132,Sean Flanagan,Colin Bowe,11- 7,6,0,True,0.0125723155
Naas,9 Jan 2026,2m,Yielding To Soft,Win Some Lose Some,135,Aidan Kelly,Padraig Roche,12- 0,7,3,True,0.012359286
Naas,9 Jan 2026,3m1f,Yielding To Soft,Kurasso Blue,149,Jack Kennedy,Gordon Elliott,11- 2,5,0,True,0.012327167
Naas,9 Jan 2026,2m,Yielding,Ballyedward,99,,S R B Crawford,11 -12,6,0,True,0.012170532
Naas,9 Jan 2026,2m4f,Yielding,Frankie John,130,D G Hogan,Denis Gerard Hogan,11 -10,6,0,True,0.012146501
Naas,9 Jan 2026,2m3f,Yielding,Saunton Surf,116,Philip Donovan,Gary McGill,11- 6,7,0,True,0.012018465
Naas,9 Jan 2026,2m,Yielding To Soft,McLaurey,136,Mark Walsh,Emmet Mullins,11 -13,7,0,True,0.011822693
Naas,9 Jan 2026,2m3f,Yielding,Gangster Granny,105,Shane O'Callaghan,C A McBratney,11- 2,5,0,True,0.011728406
Naas,9 Jan 2026,2m4f,Yielding,Letos,134,Danny Mullins,Anthony Mullins,11 -10,6,0,True,0.01164797
Naas,9 Jan 2026,2m,Yielding To Soft,Je T'Ai Porte,136,Keith Donoghue,Gavin Cromwell,11- 5,8,0,True,0.011637045
Naas,9 Jan 2026,2m4f,Yielding,Switch From Diesel,135,Daniel King,Ross O'Sullivan,11- 3,7,0,True,0.011582831
Naas,9 Jan 2026,3m1f,Yielding To Soft,Bossofthebrownies,146,Darragh O'Keeffe,M F Morris,11 -10,7,0,True,0.0115192365
Naas,9 Jan 2026,2m,Yielding,Lyreen Og,95,,A J Martin,11 -12,6,0,True,0.0114937285
Naas,9 Jan 2026,2m,Yielding To Soft,Park That,132,Simon Torrens,E Bolger,10 -10,6,0,True,0.011463781
Naas,9 Jan 2026,2m3f,Yielding,Party President,114,Adam Leahy,Anthony Mullins,11 -11,6,4,True,0.011217227
Naas,9 Jan 2026,3m1f,Yielding To Soft,Flicker Of Hope,142,Donagh Meyler,Mark Fahey,11 -10,7,0,True,0.011196017
Naas,9 Jan 2026,2m3f,Yielding,Couldntmakeitup,114,Peter Smithers,J A Nash,11- 2,6,4,True,0.011060914
Naas,9 Jan 2026,3m1f,Yielding To Soft,Hesasmoothoperator,99,Harry Sexton,Thomas Gibney,11- 4,8,7,True,0.011026656
Naas,9 Jan 2026,2m3f,Yielding,Artic Chief,110,Patrick M O'Brien,Liam Lennon,10- 0,5,2,True,0.010991384
Naas,9 Jan 2026,2m3f,Yielding,Teenage Kiss,110,Charlie O'Dwyer,Conor O'Dwyer,11- 1,5,0,True,0.010986891
Naas,9 Jan 2026,2m,Yielding To Soft,Ferdia,130,Brian Barry,John Patrick Ryan,10- 3,10,7,True,0.010885839
Naas,9 Jan 2026,2m,Yielding,Good Option,93,Keith Donoghue,Gavin Cromwell,11 -12,6,0,True,0.010836942
Naas,9 Jan 2026,2m3f,Yielding,Keiths Boy,109,Benjamin P Kennedy,Seamus Fahey,11- 2,5,4,True,0.010786154
Naas,9 Jan 2026,3m1f,Yielding To Soft,Zefiro Dodville,108,Michael Kenneally,Adrian Sexton,11- 4,8,7,True,0.010778353
Naas,9 Jan 2026,2m,Yielding,Blow Wind Blow,96,Mark Walsh,E Bolger,11 -12,5,0,True,0.01077259
Naas,9 Jan 2026,2m,Yielding,The Besty Woman,112,Mike O'Connor,Henry De Bromhead,11- 5,5,0,True,0.010185625
Naas,9 Jan 2026,2m,Yielding To Soft,Battle Of Ridgeway,135,Liam McKenna,Martin Hassett,11- 9,8,5,True,0.010133146
Naas,9 Jan 2026,2m3f,Yielding,Cumberland River,111,Carl Millar,Gordon Elliott,11- 3,4,2,True,0.010094774
Naas,9 Jan 2026,2m,Yielding,Barley Lane,125,Kieren Buckley,Eddie & Patrick Harty,11 -12,5,0,True,0.010014738
Naas,9 Jan 2026,2m3f,Yielding,Take Stock,109,Eoin Staples,Gavin Cromwell,11 -12,5,4,True,0.009823796
Naas,9 Jan 2026,2m3f,Yielding,Harpy Eagle,114,Paddy Cody,R P Cody,11- 9,5,4,True,0.009675053
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Donna Nook,93,Jason Watson,David O'Meara,9- 3,4,0,True,0.23108993
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Clansman,78,Billy Garritty,Liam Bailey,9 -12,8,0,True,0.12609427
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Rory,54,Paul Mulrennan,Jim Goldie,9- 9,8,0,True,0.059101634
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Evoluir,55,Aiden Brookes,Micky Hammond,9- 9,5,3,True,0.054075874
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Shifter,73,Paula Muir,Wilf Storey,8- 9,7,3,True,0.05202718
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,What What What,63,Billy Garritty,Michael & David Easterby,9- 9,4,0,True,0.05104191
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Desert Master,61,Cam Hardie,Antony Brittain,9- 1,5,0,True,0.050062157
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Bossy Parker,54,Zak Wheatley,Tony Culhane & Stella Barclay,9- 9,6,3,True,0.0494301
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Eagles Whistle,47,Shane Gray,Daragh Bourke,9- 9,6,0,True,0.04776818
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Laurens Dream,59,Billy Garritty,Michael & David Easterby,9- 9,4,0,True,0.045060292
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,The Gay Blade,58,Andrew Mullen,Iain Jardine,9- 9,7,0,True,0.044602677
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Auntie Jo,65,Mark Winn,David O'Meara,9- 8,4,0,True,0.044531215
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Okami,61,Oisin McSweeney,Paul Midgley,9- 7,6,0,True,0.04404119
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Bishop's Glory,62,Paul Mulrennan,Joey Ramsden,9- 2,6,0,True,0.043467194
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Sogannie,50,James Sullivan,Ruth Carr,9- 9,5,0,True,0.04259371
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Little Mi Mi,66,Mohammed Tabti,Iain Jardine,9- 9,5,5,True,0.041737337
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Henery Hawk,64,Kaiya Fraser,Linda Perratt,9- 7,7,0,True,0.041545916
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Our Nicola,52,Kaiya Fraser,David & Nicola Barron,9- 9,4,0,True,0.041149013
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Marcello Si,57,Rhys Elliott,Michael Dods,9- 9,8,5,True,0.039557796
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Tommytwohoots,63,Alistair Rawlinson,Shaun Harris,9- 0,8,0,True,0.039464872
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Esque Elegance,51,Lauren Young,Ann Duffield,9- 9,4,5,True,0.038624644
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Elettaria,61,Cam Hardie,John Wainwright,9- 9,7,0,True,0.038010474
Newcastle (AW),9 Jan 2026 SKY Tapeta,7f,Standard,Wee Nan,53,Taryn Langley,Alan Brown,9- 9,4,5,True,0.03734213
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Brunello Breeze,76,Jason Watson,Liam Bailey,9- 6,7,0,True,0.036115892
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Bunker Bay,76,Aiden Brookes,Micky Hammond,9- 8,7,3,True,0.03526988
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Arlington,63,Matthew Lloyd Slater,Bryan Smart,9 -13,5,7,True,0.03476621
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Annandale,79,Paul Mulrennan,Jim Goldie,9- 3,8,0,True,0.034470122
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,King Chaos,81,Kaiya Fraser,Rebecca Menzies,9- 6,5,0,True,0.033652276
Newcastle (AW),9 Jan 2026 SKY Tapeta,5f,Standard,Invincible Annice,64,Amie Waugh,Tracy Waggott,9- 7,4,3,True,0.032719623
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Riddikulus,60,Oliver Stammers,Grant Tuer,9- 4,3,0,True,0.032624166
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Natzor,70,Andrew Mullen,Lizzie Quinlan,10- 0,6,0,True,0.03255197
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Sunday Sinatra,53,Andrew Mullen,Ollie Sangster,8- 9,3,0,True,0.031993233
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Red House,34,Cam Hardie,Ann Duffield,9- 3,3,0,True,0.030614713
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Freezing Havana,22,Duran Fentiman,Adrian Nicholls,8 -13,3,0,True,0.030614713
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Royal Blaze,77,Shane Gray,Ewan Whillans,9- 5,5,0,True,0.027936596
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Mostar Dreams,90,Oisin McSweeney,Adrian Paul Keatley,9 -11,5,0,True,0.026002547
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Family Values,59,Tom Kiely-Marshall,Dylan Cunha,8- 9,3,5,True,0.025832755
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Electric Avenue,91,Cam Hardie,Ivan Furtado,9- 1,6,0,True,0.025628313
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Petes Diamond,61,Alistair Rawlinson,Joey Ramsden,9- 4,3,0,True,0.025275158
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Onyeisi,65,Jason Watson,Charlie Johnston,9- 9,3,0,True,0.0248569
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Trust No One,65,Taryn Langley,Lemos De Souza,8 -13,3,5,True,0.024469202
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Choir Boy,66,Cam Hardie,Antony Brittain,9- 7,3,0,True,0.023642078
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Level Look,66,Jason Watson,Andrew Balding,9- 7,3,0,True,0.023642078
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Five Cay,74,Taryn Langley,Jack Morland,9- 7,3,5,True,0.023603905
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m4½f,Standard,Cardinal Point,78,Joe Bradnam,Michael Bell,9- 8,4,7,True,0.023306323
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,Asia Force,-,Pierre-Louis Jamin,K R Burke,9- 7,3,0,True,0.022893813
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Enola Grey,93,Kaiya Fraser,Gemma Tutty,9- 8,6,0,True,0.021695308
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Viking Glory,76,Oisin McSweeney,Adrian Paul Keatley,9- 7,3,0,True,0.020456344
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Soho Square,88,Shane Gray,Edward Bethell,9- 1,4,0,True,0.019451687
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Great Mates,90,Paul Mulrennan,Michael Wigham,9- 5,4,0,True,0.019205244
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m2f,Standard,New Bay Star,79,Oliver Stammers,Charlie Johnston,9- 7,3,0,True,0.018248985
Newcastle (AW),9 Jan 2026 SKY Tapeta,1m,Standard,Alba Gu Brath,82,Andrew Mullen,Charlie Johnston,9- 7,3,0,True,0.01674471
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,This Farh,84,Finley Marsh,David Loughnane,9- 8,4,0,True,0.13871422
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,Betsen,101,Tom Eaves,Tony Carroll,9- 5,5,0,True,0.054025702
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,He's A Gentleman,87,Jason Hart,Hugo Palmer,9- 9,7,0,True,0.046080057
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Monsieur Kodi,86,Warren Fentiman,Richard Fahey,9- 7,7,5,True,0.04287657
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Bajan Bandit,85,David Nolan,Patrick Morris,9- 6,6,0,True,0.041794043
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Annexation,92,Jack Doughty,Tony Carroll,8 -13,10,0,True,0.041377585
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Revolutionise,86,Jack Dace,Stuart Williams,9 -10,10,5,True,0.041304547
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Bint Al Daar,81,Jack Mitchell,Kevin Frost,9 -10,6,0,True,0.0378851
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Nivelle's Magic,79,Warren Fentiman,Dan Horsford,9- 9,7,5,True,0.0367332
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Oman,79,Cieren Fallon,Tony Carroll,9 -11,8,0,True,0.03583856
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Phone Tag,95,Jack Mitchell,Kevin Frost,9- 3,5,0,True,0.035395708
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Stellenbosch,94,Sean Levey,Richard Hannon,9- 6,4,0,True,0.035377152
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,The Caribbean,86,Cieren Fallon,Heather Main,9- 1,5,0,True,0.03518238
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Ash Wednesday,85,Jack Mitchell,Heather Main,9- 9,5,0,True,0.03518238
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Bella Bisbee,88,Kieran O'Neill,Scott Dixon,9- 2,5,0,True,0.034788504
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Monotone,81,Alex Jary,Antony Brittain,9- 4,4,3,True,0.034739096
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Mr Baloo,94,Sean Levey,Richard Hannon,9 -11,5,0,True,0.0345821
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,North View,94,Marco Ghiani,Stuart Williams,9- 5,5,0,True,0.03380946
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Cast No Shadow,77,Jason Hart,Hugo Palmer,9- 3,5,0,True,0.033692878
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Towerlands,95,Jack Doughty,Tony Carroll,9- 5,4,0,True,0.033448648
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Arcadian Nights,95,Edward Greatrex,Mark Loughnane,9 -12,8,0,True,0.033446644
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Abduction,88,Luke Morris,Jim Goldie,9- 9,8,0,True,0.03277156
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Harbour Vision,85,Kieran O'Neill,Scott Dixon,8- 9,11,0,True,0.03242997
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Bill Plumb,84,Luke Morris,Phil McEntee,9- 5,7,0,True,0.03211705
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Vince Lombardi,86,Dale Swift,Seb Spencer,9- 5,7,0,True,0.03211705
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Paladin,94,Jack Mitchell,Kevin Frost,9- 4,5,0,True,0.031197807
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Some Nightmare,78,Gina Mangan,John O'Shea,8- 8,9,0,True,0.031084498
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Tonal,94,Ryan Kavanagh,Ian Williams,9- 0,6,5,True,0.031022187
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Haziym,78,Jack Doughty,Tony Carroll,8 -10,7,0,True,0.030871524
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Bystander,81,Jack Dace,Stuart Williams,10- 0,6,5,True,0.030855238
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Market House,79,Sean D Bowen,James Owen,9 -11,6,0,True,0.030839121
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Aiming High,82,Callum Shepherd,David Simcock,9 -11,7,0,True,0.030695332
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Borgi,96,Kieran O'Neill,S Woods,9- 7,7,0,True,0.030601395
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Gustav Graves,80,Joanna Mason,Derek Shaw,9- 2,8,0,True,0.030389674
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Benacre,95,Jason Hart,Charlie Johnston,9- 6,6,0,True,0.030358784
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Punchbowl Flyer,79,William Carson,John O'Shea,9- 3,9,0,True,0.029844588
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Brian The Snail,79,David Nolan,Patrick Morris,9- 5,12,0,True,0.029827585
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Court Of Session,79,Grace McEntee,Phil McEntee,8- 9,7,0,True,0.029594015
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Advancing,96,Marco Ghiani,Marco Botti,9 -10,4,0,True,0.029309036
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,Eminency,101,Jack Dace,Stuart Williams,9- 5,6,5,True,0.028628936
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Jodhpur Blue,78,Edward Greatrex,Ian Williams,9 -10,5,0,True,0.027873792
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Al Rufaa,85,Callum Rodriguez,Daniel & Claire Kubler,9- 8,9,0,True,0.027696272
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Rajapour,95,David Nolan,David O'Meara,9- 5,6,0,True,0.027560191
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Best Rate,97,Sean Levey,Richard Hannon,9- 7,4,0,True,0.027531866
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Kit Gabriel,85,Tyler Heard,Simon Pearce,9- 7,7,0,True,0.027474761
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Light Speed,83,Joanna Mason,Gemma Tutty,9 -11,6,0,True,0.026903238
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Commander Of Life,93,Lewis Edmunds,Jessica Macey,9- 7,5,0,True,0.026699536
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,Dragon Leader,-,NON-RUNNER,Clive Cox,9- 6,5,0,True,0.026640886
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,Carbine Harvester,101,Cieren Fallon,William Haggas,9- 8,4,0,True,0.02600382
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Mollie Foster,92,Cieren Fallon,Mark Loughnane,9- 6,4,0,True,0.025818123
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Intinso,98,Tom Eaves,Craig Lidster,9- 9,6,0,True,0.025528053
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Hitched,95,Luke Morris,David Simcock,9- 4,6,0,True,0.025305253
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,I Need Your Love,-,NON-RUNNER,Michael & David Easterby,9- 6,4,0,True,0.025229195
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Gaiety Musical,95,Jack Dace,David Evans,9- 5,5,5,True,0.025095602
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Arantes Nascimento,86,Sean Levey,Michael Attwater,9- 5,5,0,True,0.025022509
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Gemmari,82,Sean Levey,Richard Hannon,9- 9,4,0,True,0.024922635
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Flaine,79,Connor Planas,David Loughnane,9- 3,4,3,True,0.024767477
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,San Juanito,90,Robert Havlin,Mike Murphy,9- 6,4,0,True,0.024695497
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Urban Road,94,Jason Hart,Alan Brown,9- 3,7,0,True,0.02435805
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,Francesco Baracca,85,Jack Nicholls,Eve Johnson Houghton,9 -10,5,5,True,0.024075609
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Simply Blue,83,Harry Davies,James Owen,8- 8,4,0,True,0.023628708
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Metaverse,97,Robert Havlin,David Menuisier,9- 7,6,0,True,0.023485579
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Star Of Mali,87,Rob Hornby,James Tate,9- 7,4,0,True,0.023366025
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Diamondonthehill,97,Luke Morris,Dr Richard Newland & Jamie Insole,9- 5,8,0,True,0.023302145
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Bell Shot,96,Harry Davies,Michael Appleby,9 -11,7,0,True,0.022953227
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,I Still Have Faith,98,Marco Ghiani,Stuart Williams,9- 7,6,0,True,0.022872638
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,Purest Time,98,Joanna Mason,Ian Williams,9- 5,6,0,True,0.022859449
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m4f,Standard,The Sweet Escape,80,Finley Marsh,David Loughnane,9- 1,4,0,True,0.02280008
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,Coachello,99,Edward Greatrex,Mark Loughnane,9- 8,8,0,True,0.022643084
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Brunel Nation,82,Donagh Murphy,Richard Hughes,9- 9,5,7,True,0.022553008
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,The Caltonian,100,Jason Hart,Linda Perratt,9- 7,7,0,True,0.022463439
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,Justcallmepete,101,Dougie Costello,Tony Carroll,9- 5,7,0,True,0.022459565
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Bubbles Wonky,93,Thomas Greatrex,Mark Pattinson,9- 8,5,0,True,0.022224844
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,Robbo,93,Robert Havlin,Thomas Faulkner,9- 4,5,0,True,0.022224844
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Follow Your Heart,99,Warren Fentiman,Mark Loughnane,9- 4,8,5,True,0.02207782
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Waistcoat,80,Jack Mitchell,Ross Burdon,9- 8,5,0,True,0.021895094
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m½f,Standard,Sea Founder,95,Finley Marsh,Richard Hughes,9- 4,4,0,True,0.021894038
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Little Empire,94,Callum Shepherd,Anthony McCann,9- 4,6,0,True,0.02187693
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,7f,Standard,Ziggy's Condor,87,Warren Fentiman,Richard Fahey,9- 9,5,5,True,0.021718709
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,1m1½f,Standard,My Fermoy,95,Rob Hornby,Denis Coakley,9- 7,4,0,True,0.021536333
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,Badri,100,Lewis Edmunds,Michael Herrington,9- 9,9,0,True,0.021435946
Wolverhampton (AW),9 Jan 2026 ITV4 Tapeta,6f,Standard,Many A Star,100,Rob Hornby,Jamie Osborne,9- 4,9,0,True,0.021435946
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Cargin Bhui,83,Lewis Edmunds,David & Nicola Barron,9- 2,5,0,True,0.021165904
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Addarella,79,Marco Ghiani,Marco Botti,9- 7,4,0,True,0.020886542
Wolverhampton (AW),9 Jan 2026 SKY Tapeta,6f,Standard,Zoulu Warrior,80,Cieren Fallon,Heather Main,9- 9,4,0,True,0.020729523
