horse_name,odds_live,odds_1,odds_2,odds_3,odds_4,trend
Elusive Trevor,2/1,9/4,5/2,3/1,5/2,drifting
Qareeb,22/1,16/1,20/1,,,shortening
Saayedd,7/2,4/1,9/2,4/1,,drifting
David Of Athens,11/1,12/1,9/1,10/1,11/1,stable
Sadaaty,11/4,14/5,3/1,14/5,3/1,drifting
Crown Estate,14/1,12/1,,,,shortening
Diamond Dealer,5/1,11/2,13/2,6/1,13/2,drifting
Honest Moon,11/1,12/1,11/1,10/1,,shortening
Kafoo,12/1,11/1,10/1,11/1,,shortening
Majestic Pride,8/1,,,,,no_data
Nedawy,22/1,25/1,28/1,33/1,40/1,drifting
Quality Humor,22/1,25/1,22/1,20/1,,shortening
Southern Artist,6/1,13/2,7/1,8/1,17/2,drifting
The Ice Phoenix,22/1,25/1,22/1,20/1,,shortening
Fall Of Rome,2/1,11/5,2/1,,,stable
Ghost Of The Mambo,7/1,13/2,7/1,13/2,8/1,drifting
Sudden Ambush,9/1,,,,,no_data
Zappata,3/1,10/3,7/2,9/2,7/2,drifting
Fayadh,10/1,,,,,no_data
Jubail,33/1,40/1,33/1,40/1,33/1,stable
Wraithy,20/1,22/1,20/1,22/1,18/1,shortening
Muntasir,9/2,5/1,9/2,5/1,9/2,stable
Winners Club,16/1,18/1,16/1,18/1,14/1,shortening
National Interest,20/1,18/1,,,,shortening
Daayyem,33/1,40/1,33/1,40/1,33/1,stable
Nawroz,20/1,22/1,20/1,22/1,18/1,shortening
Dubai Welcome,50/1,66/1,50/1,,,stable
Peninsula Power,20/1,25/1,20/1,25/1,20/1,stable
Benzema,-,,,,,no_data
Bretton Wood,-,,,,,no_data
